"time","loadInertia3.phi","loadInertia3.w","loadInertiaM.phi","loadInertiaM.w","smpm3.is[1]","smpm3.is[2]","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.is[1]","smpmM.is[2]","smpmM.is[3]","smpmM.is[4]","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x","vfController3.x"
0.34725,8.7935454466054672,47.080503193723231,8.7935454466054583,47.080503193722819,-120.82682710435283,22.009967339217241,-0.51293034409847649,0.081100048847941003,-0.034158043854790446,0.5289936941966179,-72.496096262606414,-47.706989780528019,43.011555077295867,74.289592727284983,-0.51293034409847671,0.081100048847942335,-0.034158043854784562,0.52899369419661646,18.941064625062264,18.941064625062264
0.3473,8.7958990492440581,47.063613760447637,8.7958990492440492,47.063613760447225,-120.18262526897948,21.476827784146202,-0.51292648427626808,0.081174385100199573,-0.036783508166900569,0.52869592489752959,-72.109575161382608,-47.726603930852136,42.612911764510741,74.062831760920645,-0.51292648427626819,0.081174385100200891,-0.036783508166894678,0.52869592489752815,18.946519608006142,18.946519608006142
0.34734999999999999,8.7982518090366515,47.046789335158167,8.7982518090366426,47.046789335157754,-119.5382702229693,20.948738645579926,-0.51292233108796892,0.081247708738728899,-0.03940706088303364,0.52838442639090433,-71.72296213377669,-47.742811421835391,42.216281956604035,73.833908549666901,-0.51292233108796903,0.08124770873873019,-0.039407060883027728,0.52838442639090288,18.95197537634818,18.95197537634818
0.34740000000000004,8.8006037292362418,47.030030015145584,8.8006037292362329,47.030030015145165,-118.89381128163028,20.42572206790706,-0.51291788433912533,0.081320020228279929,-0.042028628488736425,0.52805920915568827,-71.336286768972911,-47.755623053058365,41.821688568254665,73.602848055152634,-0.51291788433912544,0.081320020228281206,-0.042028628488730492,0.52805920915568694,18.95743193008839,18.95743193008839
0.34745000000000004,8.8029548131006674,47.013335896967703,8.8029548131006585,47.013335896967291,-118.24929772988966,19.907799823293697,-0.51291314382954079,0.081391320041363652,-0.0446481375208687,0.52772028407755767,-70.949578637929093,-47.765049853718367,41.429154353996232,73.369675369655027,-0.51291314382954101,0.081391320041364901,-0.044648137520862739,0.52772028407755633,18.962889269226753,18.962889269226753
0.34750000000000003,8.8053050638926127,46.996707076448864,8.8053050638926038,46.996707076448459,-117.60477881929205,19.394993309528704,-0.51290810935329334,0.081461608658241272,-0.047265514569765625,0.52736766244915179,-70.562867291570441,-47.77110308251094,41.038701906502709,73.134415714905387,-0.51290810935329345,0.081461608658242493,-0.047265514569759665,0.52736766244915034,18.968347393763285,18.968347393763285
0.34755000000000003,8.8076544848795422,46.980143648679515,8.8076544848795333,46.98014364867911,-116.96030376491372,18.887323547841266,-0.51290278069875339,0.081530886566913527,-0.049880686281371163,0.52700135597031206,-70.176182258943356,-47.773794227471406,40.650353654821693,72.897094440855412,-0.5129027806987535,0.081530886566914734,-0.049880686281365161,0.52700135597031061,18.97380630369798,18.97380630369798
0.34760000000000002,8.8100030793336828,46.963645708015711,8.8100030793336739,46.963645708015306,-116.31592174235016,18.384811180739682,-0.5128971576486,0.081599154263110513,-0.052493579359385811,0.52662137674831699,-69.789553045405356,-47.773135005852502,40.264131862650139,72.657737024478578,-0.51289715764860011,0.081599154263111678,-0.052493579359379788,0.52662137674831566,18.979265999030837,18.979265999030837
0.34765000000000001,8.812350850531109,46.947213348861041,8.8123508505311001,46.947213348860643,-115.67168180490975,17.887477596856225,-0.51289123999196806,0.081666412247354769,-0.055104120608678461,0.52622773669452805,-69.403009082941395,-47.769136580315141,39.880059063069183,72.41636855464651,-0.51289123999196817,0.081666412247355907,-0.055104120608672431,0.5262277366945266,18.984726479761861,18.984726479761861
0.34770000000000001,8.8146978017461208,46.930846670718076,8.8146978017461119,46.930846670717678,-115.02763236684402,17.395352205991365,-0.51288502760278132,0.081732661006053503,-0.057712237203881814,0.52582044362725799,-69.016579420101607,-47.761804499256122,39.498160875532996,72.173010413447543,-0.51288502760278143,0.081732661006054599,-0.057712237203875763,0.52582044362725666,18.990187745891046,18.990187745891046
