"Time","smee.stator.stray.port_p.Phi.re","constantSpeedQS.phi","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.stator.stray.port_p.Phi.im","smeeQS.short.port_p.reference.gamma","smee.excitation.electroMagneticConverter.Phi.re","constantSpeed.phi"
14.9992,-0.079542167,2353.7126,0.44145319,-0.088078797,0.018118907,4.7122216,0.34601218,2352.9272
14.9993,-0.080071889,2353.7285,0.44400221,-0.074169002,0.015612325,4.7122426,0.34601194,2352.9431
14.9994,-0.080522642,2353.7441,0.44611308,-0.060185995,0.013090344,4.7122631,0.3460117,2352.9587
14.9995,-0.080893986,2353.7598,0.44778371,-0.046143577,0.010555454,4.7122841,0.34601146,2352.9744
14.9996,-0.081185549,2353.7754,0.4490124,-0.032055605,0.0080101518,4.7123051,0.34601122,2352.99
14.9997,-0.081397042,2353.7913,0.44979799,-0.017935982,0.00545695,4.712326,0.34601098,2353.0059
14.9998,-0.081528261,2353.8069,0.45013967,-0.0037986413,0.002898366,4.712347,0.34601071,2353.0215
14.9999,-0.081579074,2353.8225,0.45003715,0.010342462,0.00033692305,4.712368,0.34601048,2353.0371
15,-0.081549436,2353.8384,0.44949046,0.024473377,-0.0022248526,4.712389,0.34601024,2353.053
15.0001,-0.081439368,2353.854,0.44850019,0.038580153,-0.0047844346,4.71241,0.34601,2353.0686
15.0002,-0.081248984,2353.8696,0.44706732,0.052648876,-0.0073392983,4.712431,0.34600976,2353.0842
15.0003,-0.080978468,2353.8855,0.44519323,0.066665649,-0.0098869242,4.7124519,0.34600952,2353.1001
15.0004,-0.080628097,2353.9011,0.44287977,0.080616653,-0.012424801,4.7124729,0.34600928,2353.1157
15.0005,-0.080198199,2353.9167,0.44012928,0.094488114,-0.014950423,4.7124939,0.34600905,2353.1313
15.0006,-0.079689212,2353.9324,0.4369444,0.10826634,-0.017461302,4.7125149,0.34600881,2353.147
15.0007,-0.07910163,2353.9482,0.4333283,0.12193774,-0.019954961,4.7125354,0.34600854,2353.1628
15.0008,-0.078436039,2353.9639,0.42928457,0.13548881,-0.022428939,4.7125564,0.3460083,2353.1785
15.0009,-0.077693097,2353.9795,0.42481717,0.14890619,-0.024880799,4.7125773,0.34600806,2353.1941
15.001,-0.076873526,2353.9954,0.41993055,0.16217664,-0.027308119,4.7125983,0.34600782,2353.21
15.0011,-0.075978138,2354.011,0.41462949,0.17528704,-0.02970851,4.7126193,0.34600759,2353.2256
15.0012,-0.075007826,2354.0266,0.40891922,0.18822448,-0.0320796,4.7126403,0.34600735,2353.2412
15.0013,-0.073963538,2354.0425,0.40280542,0.20097618,-0.034419056,4.7126613,0.34600711,2353.2571
15.0014,-0.072846301,2354.0581,0.39629406,0.21352954,-0.036724564,4.7126822,0.34600684,2353.2727
15.0015,-0.071657218,2354.0737,0.3893916,0.2258722,-0.038993858,4.7127032,0.3460066,2353.2883
15.0016,-0.070397474,2354.0894,0.38210487,0.23799196,-0.041224692,4.7127242,0.34600636,2353.304
15.0017,-0.069068298,2354.1052,0.37444103,0.24987687,-0.043414872,4.7127452,0.34600613,2353.3198
15.0018,-0.067671001,2354.1208,0.36640766,0.2615152,-0.045562234,4.7127662,0.34600589,2353.3354
15.0019,-0.066206969,2354.1365,0.35801268,0.27289546,-0.047664661,4.7127872,0.34600565,2353.3511
15.002,-0.064677641,2354.1523,0.34926435,0.28400639,-0.049720082,4.7128077,0.34600538,2353.3669
15.0021,-0.063084528,2354.168,0.34017137,0.29483709,-0.051726468,4.7128286,0.34600514,2353.3826
15.0022,-0.061429199,2354.1836,0.33074263,0.3053768,-0.053681839,4.7128496,0.3460049,2353.3982
15.0023,-0.059713285,2354.1992,0.32098749,0.31561518,-0.055584271,4.7128706,0.34600466,2353.4138
15.0024,-0.057938483,2354.2151,0.31091559,0.32554206,-0.057431884,4.7128916,0.3460044,2353.4297
15.0025,-0.056106538,2354.2307,0.30053681,0.33514774,-0.059222855,4.7129126,0.34600416,2353.4453
15.0026,-0.054219257,2354.2463,0.28986144,0.34442264,-0.06095542,4.7129335,0.34600392,2353.4609
15.0027,-0.052278508,2354.2622,0.2789,0.35335764,-0.062627867,4.7129545,0.34600368,2353.4768
15.0028,-0.050286196,2354.2778,0.2676633,0.36194396,-0.064238556,4.7129755,0.34600341,2353.4924
15.0029,-0.048244294,2354.2935,0.25616243,0.37017307,-0.065785885,4.7129965,0.34600317,2353.5081
15.003,-0.046154808,2354.3093,0.24440877,0.37803689,-0.067268342,4.7130175,0.34600294,2353.5239
15.0031,-0.044019807,2354.325,0.23241389,0.38552761,-0.068684451,4.7130384,0.3460027,2353.5396
15.0032,-0.041841388,2354.3406,0.22018962,0.39263791,-0.07003282,4.7130589,0.34600243,2353.5552
15.0033,-0.039621707,2354.3562,0.20774803,0.39936072,-0.071312129,4.7130799,0.34600219,2353.5708
15.0034,-0.037362948,2354.3721,0.19510141,0.40568939,-0.072521105,4.7131009,0.34600195,2353.5867
15.0035,-0.035067342,2354.3877,0.18226224,0.41161773,-0.073658556,4.7131219,0.34600168,2353.6023
15.0036,-0.032737151,2354.4033,0.16924319,0.41713986,-0.07472337,4.7131429,0.34600145,2353.6179
15.0037,-0.03037467,2354.4192,0.15605707,0.4222503,-0.075714484,4.7131639,0.34600121,2353.6338
15.0038,-0.027982235,2354.4348,0.14271696,0.42694408,-0.076630935,4.7131848,0.34600094,2353.6494
15.0039,-0.025562204,2354.4504,0.12923598,0.43121648,-0.0774718,4.7132058,0.3460007,2353.665
15.004,-0.023116961,2354.4663,0.11562744,0.43506336,-0.078236267,4.7132268,0.34600046,2353.6809
15.0041,-0.020648919,2354.4819,0.10190478,0.43848088,-0.078923576,4.7132478,0.34600019,2353.6965
15.0042,-0.018160513,2354.4976,0.088081531,0.44146568,-0.079533048,4.7132688,0.34599996,2353.7122
15.0043,-0.015654197,2354.5132,0.074171342,0.44401479,-0.080064081,4.7132897,0.34599972,2353.7278
15.0044,-0.01313244,2354.5291,0.060187943,0.44612572,-0.080516152,4.7133107,0.34599945,2353.7437
15.0045,-0.010597732,2354.5447,0.046145126,0.4477964,-0.080888823,4.7133312,0.34599921,2353.7593
15.0046,-0.0080525717,2354.5603,0.032056756,0.44902512,-0.081181712,4.7133522,0.34599897,2353.7749
15.0047,-0.0054994696,2354.5762,0.017936733,0.44981074,-0.081394546,4.7133732,0.3459987,2353.7908
15.0048,-0.002940943,2354.5918,0.0037989912,0.45015246,-0.081527099,4.7133942,0.34599847,2353.8064
15.0049,-0.00037951555,2354.6074,-0.010342515,0.45004991,-0.081579253,4.7134151,0.34599823,2353.822
15.005,0.0021822865,2354.6233,-0.024473831,0.44950324,-0.081550948,4.7134361,0.34599796,2353.8379
15.0051,0.0047419369,2354.6389,-0.03858101,0.44851294,-0.081442215,4.7134571,0.34599772,2353.8535
15.0052,0.007296911,2354.6545,-0.052650128,0.44708002,-0.081253164,4.7134781,0.34599745,2353.8691
15.0053,0.0098446896,2354.6702,-0.066667303,0.4452059,-0.080983981,4.7134991,0.34599721,2353.8848
15.0054,0.012382759,2354.686,-0.080618702,0.4428924,-0.080634922,4.7135201,0.34599698,2353.9006
15.0055,0.014908616,2354.7017,-0.094490558,0.4401418,-0.080206349,4.713541,0.34599671,2353.9163
15.0056,0.017419772,2354.7173,-0.10826918,0.43695685,-0.079698667,4.713562,0.34599647,2353.9319
15.0057,0.019913748,2354.7332,-0.12194096,0.43334067,-0.079112388,4.713583,0.3459962,2353.9478
15.0058,0.022388084,2354.7488,-0.13549243,0.42929682,-0.078448087,4.7136035,0.34599596,2353.9634
15.0059,0.024840342,2354.7644,-0.14891019,0.42482933,-0.077706419,4.7136245,0.34599569,2353.979
15.006,0.027268102,2354.78,-0.162181,0.41994256,-0.076888107,4.7136455,0.34599546,2353.9946
15.0061,0.02966897,2354.7959,-0.17529179,0.41464135,-0.075993977,4.7136664,0.34599519,2354.0105
15.0062,0.032040577,2354.8115,-0.18822961,0.40893093,-0.075024895,4.7136874,0.34599495,2354.0261
15.0063,0.034380585,2354.8271,-0.20098166,0.40281695,-0.073981822,4.7137084,0.34599468,2354.0417
15.0064,0.036686689,2354.843,-0.2135354,0.39630541,-0.072865784,4.7137294,0.34599444,2354.0576
15.0065,0.038956612,2354.8586,-0.2258784,0.38940278,-0.071677886,4.7137504,0.3459942,2354.0732
15.0066,0.041188113,2354.8743,-0.23799852,0.38211584,-0.070419297,4.7137713,0.34599394,2354.0889
15.0067,0.043378994,2354.8901,-0.24988376,0.37445179,-0.069091253,4.7137923,0.3459937,2354.1047
15.0068,0.045527097,2354.9058,-0.26152241,0.36641821,-0.067695081,4.7138133,0.34599343,2354.1204
15.0069,0.047630299,2354.9214,-0.272903,0.35802299,-0.066232137,4.7138343,0.34599316,2354.136
15.007,0.049686525,2354.937,-0.28401425,0.34927443,-0.064703874,4.7138553,0.34599292,2354.1516
15.0071,0.051693752,2354.9529,-0.29484525,0.34018117,-0.063111804,4.7138758,0.34599265,2354.1675
15.0072,0.053649995,2354.9685,-0.30538529,0.33075219,-0.061457485,4.7138968,0.34599242,2354.1831
15.0073,0.055553332,2354.9841,-0.31562397,0.32099679,-0.059742559,4.7139177,0.34599218,2354.1987
15.0074,0.057401877,2355,-0.32555115,0.31092459,-0.05796871,4.7139387,0.34599191,2354.2146
15.0075,0.059193812,2355.0156,-0.33515707,0.30054554,-0.056137692,4.7139597,0.34599164,2354.2302
15.0076,0.060927372,2355.0312,-0.34443226,0.28986987,-0.054251313,4.7139807,0.3459914,2354.2458
15.0077,0.062600844,2355.0471,-0.35336754,0.2789081,-0.052311424,4.7140017,0.34599113,2354.2617
15.0078,0.064212576,2355.0627,-0.36195406,0.26767111,-0.050319947,4.7140226,0.3459909,2354.2773
15.0079,0.065760978,2355.0784,-0.37018344,0.25616992,-0.048278842,4.7140436,0.34599063,2354.293
15.008,0.06724453,2355.094,-0.37804747,0.24441592,-0.046190124,4.7140646,0.34599036,2354.3086
15.0081,0.068661757,2355.1099,-0.38553843,0.2324207,-0.044055849,4.7140856,0.34599012,2354.3245
15.0082,0.070011273,2355.1255,-0.39264894,0.22019608,-0.04187813,4.7141066,0.34598985,2354.3401
15.0083,0.071291745,2355.1411,-0.39937192,0.20775415,-0.039659105,4.7141275,0.34598961,2354.3557
15.0084,0.072501905,2355.157,-0.4057008,0.19510718,-0.037400968,4.714148,0.34598935,2354.3716
15.0085,0.073640563,2355.1726,-0.41162932,0.18226764,-0.035105944,4.714169,0.34598911,2354.3872
15.0086,0.074706592,2355.1882,-0.4171516,0.16924821,-0.0327763,4.71419,0.34598884,2354.4028
15.0087,0.075698949,2355.2039,-0.42226222,0.15606174,-0.030414328,4.714211,0.34598857,2354.4187
15.0088,0.076616645,2355.2197,-0.42695612,0.14272125,-0.028022362,4.714232,0.34598833,2354.4343
15.0089,0.077458784,2355.2354,-0.43122867,0.12923989,-0.025602758,4.7142529,0.34598807,2354.45
15.009,0.078224525,2355.251,-0.43507564,0.11563096,-0.023157904,4.7142739,0.3459878,2354.4656
15.0091,0.07891313,2355.2668,-0.43849325,0.10190792,-0.020690212,4.7142949,0.34598756,2354.4814
15.0092,0.079523899,2355.2825,-0.44147813,0.088084273,-0.018202113,4.7143159,0.34598729,2354.4971
15.0093,0.080056243,2355.2981,-0.44402736,0.074173696,-0.015696062,4.7143369,0.34598702,2354.5127
15.0094,0.08050964,2355.314,-0.44613835,0.060189899,-0.013174532,4.7143579,0.34598678,2354.5286
15.0095,0.08088363,2355.3296,-0.44780907,0.046146683,-0.010640007,4.7143788,0.34598652,2354.5442
15.0096,0.081177853,2355.3452,-0.44903788,0.032057915,-0.0080949897,4.7143998,0.34598625,2354.5598
15.0097,0.081392013,2355.3608,-0.4498235,0.017937491,-0.0055419877,4.7144203,0.34598601,2354.5754
15.0098,0.081525907,2355.3767,-0.45016524,0.0037993488,-0.0029835196,4.7144413,0.34598574,2354.5913
15.0099,0.081579395,2355.3923,-0.45006272,-0.010342558,-0.0004221088,4.7144623,0.34598547,2354.6069
15.01,0.081552424,2355.408,-0.44951603,-0.024474274,0.0021397187,4.7144833,0.34598523,2354.6226
15.0101,0.081445031,2355.4238,-0.4485257,-0.038581856,0.0046994365,4.7145042,0.34598497,2354.6384
15.0102,0.081257313,2355.4395,-0.44709274,-0.052651376,0.00725452,4.7145252,0.3459847,2354.6541
15.0103,0.080989458,2355.4551,-0.44521856,-0.06666895,0.0098024495,4.7145462,0.34598443,2354.6697
15.0104,0.080641724,2355.4709,-0.44290501,-0.080620743,0.012340712,4.7145672,0.34598419,2354.6855
15.0105,0.080214463,2355.4866,-0.44015437,-0.094492994,0.014866804,4.7145882,0.34598392,2354.7012
15.0106,0.079708099,2355.5022,-0.43696931,-0.10827201,0.017378235,4.7146091,0.34598365,2354.7168
15.0107,0.079123117,2355.5178,-0.43335304,-0.12194419,0.019872528,4.7146301,0.34598342,2354.7324
15.0108,0.078460105,2355.5337,-0.4293091,-0.13549604,0.022347221,4.7146511,0.34598315,2354.7483
15.0109,0.077719711,2355.5493,-0.42484146,-0.14891417,0.024799876,4.7146721,0.34598288,2354.7639
15.011,0.076902665,2355.5649,-0.41995457,-0.16218539,0.027228072,4.7146926,0.34598261,2354.7795
15.0111,0.07600978,2355.5808,-0.41465321,-0.17529653,0.029629417,4.7147136,0.34598234,2354.7954
15.0112,0.075041935,2355.5964,-0.40894264,-0.18823472,0.03200154,4.7147346,0.3459821,2354.811
15.0113,0.074000075,2355.6121,-0.40282851,-0.20098715,0.034342106,4.7147555,0.34598184,2354.8267
15.0114,0.072885238,2355.6279,-0.3963168,-0.21354122,0.036648799,4.7147765,0.34598157,2354.8425
15.0115,0.071698524,2355.6436,-0.38941398,-0.2258846,0.038919352,4.7147975,0.3459813,2354.8582
15.0116,0.07044109,2355.6592,-0.38212684,-0.23800506,0.04115152,4.7148185,0.34598106,2354.8738
15.0117,0.069114193,2355.6748,-0.37446257,-0.24989064,0.043343104,4.7148395,0.34598079,2354.8894
15.0118,0.067719132,2355.6907,-0.36642876,-0.26152962,0.045491941,4.7148604,0.34598053,2354.9053
15.0119,0.066257276,2355.7063,-0.3580333,-0.27291054,0.047595918,4.7148814,0.34598026,2354.9209
15.012,0.064730085,2355.7219,-0.3492845,-0.28402212,0.049652949,4.7149024,0.34597999,2354.9365
15.0121,0.063139051,2355.7378,-0.34019101,-0.29485345,0.051661015,4.7149234,0.34597972,2354.9524
15.0122,0.061485752,2355.7534,-0.33076176,-0.30539379,0.053618133,4.7149444,0.34597948,2354.968
15.0123,0.05977181,2355.769,-0.32100609,-0.31563273,0.055522371,4.7149649,0.34597921,2354.9836
15.0124,0.057998922,2355.7847,-0.31093362,-0.32556021,0.057371851,4.7149858,0.34597895,2354.9993
15.0125,0.056168832,2355.8005,-0.30055425,-0.33516642,0.059164748,4.7150068,0.34597868,2355.0151
15.0126,0.054283347,2355.8162,-0.28987828,-0.34444186,0.060899299,4.7150278,0.34597841,2355.0308
15.0127,0.052344326,2355.8318,-0.27891624,-0.3533774,0.062573791,4.7150488,0.34597814,2355.0464
15.0128,0.05035368,2355.8477,-0.26767892,-0.3619642,0.064186566,4.7150698,0.34597787,2355.0623
15.0129,0.048313376,2355.8633,-0.2561774,-0.37019381,0.06573604,4.7150908,0.3459776,2355.0779
15.013,0.046225421,2355.8789,-0.24442308,-0.37805808,0.067220688,4.7151117,0.34597737,2355.0935
15.0131,0.04409188,2355.8948,-0.23242751,-0.38554925,0.06863904,4.7151327,0.3459771,2355.1094
15.0132,0.041914854,2355.9104,-0.22020255,-0.39265996,0.069989696,4.7151537,0.34597683,2355.125
15.0133,0.039696489,2355.926,-0.20776027,-0.39938316,0.07127133,4.7151747,0.34597656,2355.1406
15.0134,0.037438974,2355.9417,-0.19511294,-0.40571222,0.072482675,4.7151957,0.34597629,2355.1562
15.0135,0.035144538,2355.9575,-0.18227305,-0.41164088,0.073622532,4.7152166,0.34597602,2355.1721
15.0136,0.032815438,2355.9731,-0.16925326,-0.41716334,0.074689791,4.7152371,0.34597576,2355.1877
15.0137,0.030453974,2355.9888,-0.15606642,-0.42227411,0.075683378,4.7152581,0.34597549,2355.2034
15.0138,0.028062478,2356.0046,-0.14272554,-0.42696816,0.076602332,4.7152791,0.34597522,2355.2192
15.0139,0.025643304,2356.0203,-0.12924381,-0.43124083,0.077445731,4.7153001,0.34597495,2355.2349
15.014,0.023198839,2356.0359,-0.11563449,-0.43508792,0.07821276,4.7153211,0.34597468,2355.2505
15.0141,0.020731496,2356.0518,-0.10191106,-0.43850565,0.078902647,4.715342,0.34597442,2355.2664
15.0142,0.018243706,2356.0674,-0.08808703,-0.44149062,0.079514727,4.715363,0.34597415,2355.282
15.0143,0.015737923,2356.083,-0.074176058,-0.44403991,0.080048375,4.715384,0.34597388,2355.2976
15.0144,0.013216619,2356.0986,-0.060191866,-0.44615099,0.080503091,4.715405,0.34597364,2355.3132
15.0145,0.01068228,2356.1145,-0.046148252,-0.44782177,0.080878407,4.715426,0.34597334,2355.3291
15.0146,0.0081374049,2356.1301,-0.032059085,-0.44905061,0.081173956,4.7154469,0.34597307,2355.3447
15.0147,0.0055845045,2356.1458,-0.01793826,-0.44983628,0.08138945,4.7154679,0.34597284,2355.3604
15.0148,0.0030260959,2356.1616,-0.0037997165,-0.45017803,0.081524678,4.7154889,0.34597254,2355.3762
15.0149,0.00046470261,2356.1772,0.010342592,-0.45007548,0.081579506,4.7155094,0.34597227,2355.3918
15.015,-0.0020971494,2356.1929,0.02447471,-0.44952878,0.081553876,4.7155304,0.34597203,2355.4075
15.0151,-0.0046569337,2356.2085,0.03858269,-0.44853845,0.081447817,4.7155514,0.34597173,2355.4233
15.0152,-0.0072121257,2356.2244,0.052652612,-0.44710547,0.081261434,4.7155724,0.34597147,2355.439
15.0153,-0.0097602056,2356.24,0.066670582,-0.44523126,0.080994904,4.7155933,0.3459712,2355.4546
15.0154,-0.012298659,2356.2556,0.080622777,-0.44291764,0.080648497,4.7156143,0.34597093,2355.4702
15.0155,-0.014824986,2356.2715,0.094495423,-0.44016692,0.080222555,4.7156353,0.34597066,2355.4861
15.0156,-0.017336691,2356.2871,0.10827483,-0.4369818,0.079717495,4.7156563,0.34597039,2355.5017
15.0157,-0.019831298,2356.3027,0.12194739,-0.43336543,0.079133816,4.7156773,0.34597012,2355.5173
15.0158,-0.022306347,2356.3186,0.13549963,-0.42932138,0.078472085,4.7156982,0.34596986,2355.5332
15.0159,-0.024759399,2356.3342,0.14891817,-0.42485362,0.077732973,4.7157192,0.34596959,2355.5488
15.016,-0.027188033,2356.3499,0.16218974,-0.41996658,0.076917194,4.7157402,0.34596932,2355.5645
15.0161,-0.029589854,2356.3655,0.17530127,-0.4146651,0.07602556,4.7157612,0.34596905,2355.5801
15.0162,-0.031962492,2356.3813,0.18823981,-0.40895438,0.075058945,4.7157817,0.34596878,2355.5959
15.0163,-0.034303609,2356.397,0.20099261,-0.40284005,0.074018307,4.7158027,0.34596851,2355.6116
15.0164,-0.036610894,2356.4126,0.21354707,-0.39632818,0.072904669,4.7158237,0.34596825,2355.6272
15.0165,-0.038882077,2356.4285,0.22589079,-0.38942516,0.071719132,4.7158446,0.34596795,2355.6431
15.0166,-0.041114908,2356.4441,0.23801158,-0.38213781,0.07046286,4.7158656,0.34596768,2355.6587
15.0167,-0.043307196,2356.4597,0.24989752,-0.37447336,0.069137096,4.7158866,0.34596741,2355.6743
15.0168,-0.045456771,2356.4756,0.26153684,-0.36643931,0.067743152,4.7159076,0.34596714,2355.6902
15.0169,-0.047561515,2356.4912,0.27291808,-0.35804361,0.066282399,4.7159286,0.34596688,2355.7058
15.017,-0.049619354,2356.5068,0.28402999,-0.3492946,0.064756274,4.7159495,0.34596661,2355.7214
15.0171,-0.051628258,2356.5225,0.29486161,-0.34020084,0.063166283,4.7159705,0.34596634,2355.7371
15.0172,-0.053586248,2356.5383,0.30540225,-0.33077133,0.061513994,4.7159915,0.34596607,2355.7529
15.0173,-0.055491388,2356.554,0.31564152,-0.32101539,0.059801038,4.7160125,0.34596577,2355.7686
15.0174,-0.057341799,2356.5696,0.32556927,-0.31094262,0.058029108,4.7160335,0.3459655,2355.7842
15.0175,-0.059135661,2356.5854,0.33517575,-0.30056298,0.056199946,4.716054,0.34596524,2355.8
15.0176,-0.060871202,2356.6011,0.34445149,-0.28988671,0.054315358,4.7160749,0.34596497,2355.8157
15.0177,-0.062546715,2356.6167,0.35338727,-0.27892435,0.052377205,4.7160959,0.3459647,2355.8313
15.0178,-0.064160533,2356.6326,0.36197433,-0.26768672,0.050387394,4.7161169,0.34596443,2355.8472
15.0179,-0.065711081,2356.6482,0.37020415,-0.25618491,0.04834789,4.7161379,0.34596413,2355.8628
15.018,-0.067196824,2356.6638,0.37806866,-0.24443023,0.046260703,4.7161589,0.34596387,2355.8784
15.0181,-0.068616293,2356.6794,0.38556007,-0.23243433,0.044127893,4.7161798,0.3459636,2355.894
15.0182,-0.069968097,2356.6953,0.39267096,-0.22020905,0.041951563,4.7162008,0.34596333,2355.9099
15.0183,-0.071250893,2356.7109,0.39939436,-0.20776641,0.039733861,4.7162218,0.34596303,2355.9255
15.0184,-0.072463423,2356.7266,0.40572363,-0.19511873,0.037476968,4.7162428,0.34596276,2355.9412
15.0185,-0.073604479,2356.7424,0.41165248,-0.18227847,0.035183117,4.7162638,0.34596249,2355.957
15.0186,-0.074672952,2356.7581,0.41717508,-0.16925831,0.032854564,4.7162848,0.34596223,2355.9727
15.0187,-0.075667784,2356.7737,0.422286,-0.1560711,0.030493611,4.7163057,0.34596196,2355.9883
15.0188,-0.076587982,2356.7893,0.4269802,-0.14272985,0.028102584,4.7163262,0.34596166,2356.0039
15.0189,-0.077432655,2356.8052,0.43125299,-0.12924773,0.025683841,4.7163472,0.34596139,2356.0198
15.019,-0.078200959,2356.8208,0.43510023,-0.11563804,0.023239767,4.7163682,0.34596112,2356.0354
15.0191,-0.078892142,2356.8364,0.43851805,-0.10191421,0.020772774,4.7163892,0.34596083,2356.051
15.0192,-0.079505518,2356.8523,0.44150311,-0.088089794,0.018285293,4.7164102,0.34596056,2356.0669
15.0193,-0.080040485,2356.8679,0.44405249,-0.074178427,0.01577978,4.7164311,0.34596029,2356.0825
15.0194,-0.080496512,2356.8835,0.44616362,-0.060193837,0.013258703,4.7164521,0.34596002,2356.0981
15.0195,-0.080873147,2356.8994,0.44783446,-0.046149831,0.010724549,4.7164731,0.34595972,2356.114
15.0196,-0.08117003,2356.915,0.44906333,-0.032060262,0.0081798183,4.7164941,0.34595945,2356.1296
15.0197,-0.081386864,2356.9307,0.44984904,-0.017939037,0.0056270203,4.7165151,0.34595919,2356.1453
15.0198,-0.081523426,2356.9463,0.45019081,-0.0038000932,0.003068672,4.716536,0.34595892,2356.1609
15.0199,-0.081579588,2356.9622,0.45008826,0.010342618,0.00050729711,4.716557,0.34595862,2356.1768
15.02,-0.081555299,2356.9778,0.44954157,0.024475137,-0.0020545786,4.716578,0.34595835,2356.1924
15.0201,-0.081450574,2356.9934,0.44855121,0.038583517,-0.0046144286,4.7165985,0.34595808,2356.208
15.0202,-0.081265524,2357.0093,0.44711819,0.052653838,-0.0071697277,4.7166195,0.34595779,2356.2239
15.0203,-0.081000321,2357.0249,0.44524392,0.066672213,-0.0097179571,4.7166405,0.34595752,2356.2395
15.0204,-0.08065524,2357.0405,0.44293025,0.080624804,-0.012256602,4.7166615,0.34595725,2356.2551
15.0205,-0.080230616,2357.0564,0.44017947,0.094497845,-0.01478316,4.7166824,0.34595695,2356.271
15.0206,-0.07972686,2357.072,0.43699425,0.10827764,-0.017295139,4.7167034,0.34595668,2356.2866
15.0207,-0.079144478,2357.0876,0.4333778,0.1219506,-0.019790061,4.7167244,0.34595639,2356.3022
15.0208,-0.078484043,2357.1033,0.42933363,0.13550322,-0.022265466,4.7167454,0.34595612,2356.3179
15.0209,-0.077746205,2357.1191,0.42486578,0.14892213,-0.024718912,4.7167664,0.34595585,2356.3337
15.021,-0.076931693,2357.1348,0.41997862,0.16219409,-0.027147982,4.7167873,0.34595555,2356.3494
15.0211,-0.076041311,2357.1504,0.41467696,0.17530601,-0.029550277,4.7168083,0.34595528,2356.365
15.0212,-0.075075932,2357.1663,0.40896609,0.18824492,-0.031923432,4.7168293,0.34595498,2356.3809
15.0213,-0.074036509,2357.1819,0.40285161,0.20099808,-0.034265101,4.7168498,0.34595472,2356.3965
15.0214,-0.07292407,2357.1975,0.39633957,0.21355289,-0.036572978,4.7168708,0.34595445,2356.4121
15.0215,-0.071739718,2357.2131,0.38943636,0.22589695,-0.038844783,4.7168918,0.34595415,2356.428
15.0216,-0.070484608,2357.229,0.3821488,0.23801811,-0.041078284,4.7169127,0.34595388,2356.4436
15.0217,-0.069159985,2357.2446,0.37448412,0.24990439,-0.04327127,4.7169337,0.34595358,2356.4592
15.0218,-0.067767151,2357.2603,0.36644986,0.26154405,-0.045421582,4.7169547,0.34595332,2356.4749
15.0219,-0.066307493,2357.2761,0.35805395,0.27292562,-0.047527097,4.7169757,0.34595302,2356.4907
15.022,-0.064782433,2357.2917,0.34930468,0.28403786,-0.049585741,4.7169967,0.34595275,2356.5063
15.0221,-0.063193485,2357.3074,0.34021068,0.29486978,-0.051595483,4.7170177,0.34595248,2356.522
15.0222,-0.061542213,2357.3232,0.33078089,0.30541071,-0.053554341,4.7170386,0.34595218,2356.5378
15.0223,-0.059830245,2357.3389,0.32102469,0.31565028,-0.055460382,4.7170596,0.34595191,2356.5535
15.0224,-0.058059275,2357.3545,0.31095165,0.32557833,-0.057311729,4.7170806,0.34595162,2356.5691
15.0225,-0.056231041,2357.3701,0.30057174,0.33518508,-0.059106551,4.7171016,0.34595135,2356.5847
15.0226,-0.054347355,2357.386,0.28989515,0.34446108,-0.060843084,4.7171221,0.34595105,2356.6006
15.0227,-0.052410066,2357.4016,0.27893251,0.35339713,-0.06251961,4.7171431,0.34595078,2356.6162
15.0228,-0.050421089,2357.4172,0.26769453,0.36198443,-0.064134479,4.717164,0.34595048,2356.6318
15.0229,-0.048382387,2357.4331,0.25619239,0.37021452,-0.065686099,4.717185,0.34595022,2356.6477
15.023,-0.046295967,2357.4487,0.24443741,0.37807924,-0.067172937,4.717206,0.34594992,2356.6633
15.0231,-0.04416389,2357.4644,0.23244117,0.38557085,-0.068593524,4.717227,0.34594965,2356.679
15.0232,-0.041988257,2357.4802,0.22021553,0.39268199,-0.069946468,4.717248,0.34594935,2356.6948
15.0233,-0.039771214,2357.4958,0.20777255,0.39940557,-0.071230426,4.7172689,0.34594908,2356.7104
15.0234,-0.037514947,2357.5115,0.19512451,0.40573502,-0.072444133,4.7172899,0.34594879,2356.7261
15.0235,-0.035221681,2357.5271,0.18228389,0.41166407,-0.073586404,4.7173109,0.34594852,2356.7417
15.0236,-0.03289368,2357.543,0.16926336,0.41718683,-0.074656092,4.7173319,0.34594822,2356.7576
15.0237,-0.030533237,2357.5586,0.15607579,0.42229789,-0.07565216,4.7173529,0.34594792,2356.7732
15.0238,-0.028142681,2357.5742,0.14273417,0.42699224,-0.07657361,4.7173738,0.34594765,2356.7888
15.0239,-0.02572437,2357.5901,0.12925166,0.43126518,-0.077419549,4.7173944,0.34594736,2356.8047
15.024,-0.023280688,2357.6057,0.11564159,0.43511251,-0.078189135,4.7174153,0.34594709,2356.8203
15.0241,-0.020814044,2357.6213,0.10191738,0.43853045,-0.078881599,4.7174363,0.34594679,2356.8359
15.0242,-0.018326875,2357.6372,0.088092566,0.44151559,-0.079496279,4.7174573,0.34594652,2356.8518
15.0243,-0.01582163,2357.6528,0.074180804,0.44406503,-0.080032557,4.7174783,0.34594622,2356.8674
