"Time","smee.stator.stray.port_p.Phi.re","constantSpeedQS.phi","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.stator.stray.port_p.Phi.im","smeeQS.short.port_p.reference.gamma","smee.excitation.electroMagneticConverter.Phi.re","constantSpeed.phi"
14.9483,0.071534574,2345.7227,-0.39923695,0.20768127,-0.039209388,4.701561,0.34611011,2344.9373
14.9484,0.072730497,2345.7383,-0.40556362,0.19503857,-0.036943849,4.701582,0.34610996,2344.9529
14.9485,0.073854685,2345.7542,-0.41149002,0.18220337,-0.034641877,4.7016029,0.34610981,2344.9688
14.9486,0.074906044,2345.7698,-0.41701037,0.16918835,-0.032305736,4.7016239,0.34610966,2344.9844
14.9487,0.075883523,2345.7854,-0.42211917,0.15600635,-0.029937735,4.7016449,0.34610954,2345
14.9488,0.076786168,2345.8013,-0.4268114,0.14267036,-0.027540207,4.7016659,0.34610939,2345.0159
14.9489,0.077613086,2345.8169,-0.43108243,0.12919357,-0.02511552,4.7016869,0.34610924,2345.0315
14.949,0.078363456,2345.8325,-0.43492803,0.11558927,-0.022666061,4.7017074,0.34610909,2345.0471
14.9491,0.079036549,2345.8484,-0.43834442,0.10187087,-0.020194247,4.7017283,0.34610894,2345.063
14.9492,0.079631686,2345.864,-0.4413282,0.08805193,-0.01770252,4.7017493,0.34610879,2345.0786
14.9493,0.080148295,2345.8796,-0.44387648,0.07414607,-0.015193331,4.7017703,0.34610865,2345.0942
14.9494,0.080585852,2345.8953,-0.44598666,0.060167022,-0.012669158,4.7017913,0.3461085,2345.1099
14.9495,0.080943942,2345.9111,-0.44765675,0.046128582,-0.01013249,4.7018123,0.34610835,2345.1257
14.9496,0.081222199,2345.9268,-0.44888505,0.032044604,-0.0075858282,4.7018332,0.3461082,2345.1414
14.9497,0.081420355,2345.9424,-0.44967034,0.017928984,-0.0050316849,4.7018542,0.34610805,2345.157
14.9498,0.081538215,2345.9583,-0.45001188,0.0037956568,-0.0024725783,4.7018752,0.3461079,2345.1729
14.9499,0.081575654,2345.9739,-0.4499093,-0.010341435,8.8967143e-05,4.7018962,0.34610775,2345.1885
14.95,0.081532642,2345.9895,-0.44936273,-0.024468336,0.0026504255,4.7019172,0.3461076,2345.2041
14.9501,0.081409223,2346.0051,-0.44837269,-0.038571104,0.0052092704,4.7019382,0.34610745,2345.22
14.9502,0.081205517,2346.021,-0.44694015,-0.052635826,0.0077629783,4.7019587,0.3461073,2345.2356
14.9503,0.080921717,2346.0366,-0.44506654,-0.066648617,0.010309031,4.7019796,0.34610716,2345.2512
14.9504,0.080558121,2346.0522,-0.4427537,-0.08059565,0.012844917,4.7020006,0.34610701,2345.2668
14.9505,0.080115065,2346.0681,-0.4400039,-0.094463162,0.015368136,4.7020216,0.34610686,2345.2827
14.9506,0.07959301,2346.0837,-0.43681985,-0.10823747,0.017876199,4.7020426,0.34610671,2345.2983
14.9507,0.078992449,2346.0994,-0.43320474,-0.12190497,0.020366631,4.7020636,0.34610656,2345.314
14.9508,0.078313984,2346.1152,-0.42916211,-0.13545218,0.022836979,4.7020845,0.34610641,2345.3298
14.9509,0.077558286,2346.1309,-0.42469594,-0.14886573,0.025284806,4.7021055,0.34610626,2345.3455
14.951,0.076726101,2346.1465,-0.41981062,-0.16213238,0.027707696,4.7021265,0.34610611,2345.3611
14.9511,0.075818248,2346.1621,-0.414511,-0.17523906,0.030103261,4.7021475,0.34610596,2345.3767
14.9512,0.074835613,2346.178,-0.4088023,-0.18817279,0.032469139,4.7021685,0.34610581,2345.3926
14.9513,0.073779181,2346.1936,-0.40269017,-0.20092084,0.034802992,4.7021894,0.34610566,2345.4082
14.9514,0.072649978,2346.2092,-0.3961806,-0.21347062,0.037102524,4.7022104,0.34610552,2345.4238
14.9515,0.071449131,2346.2251,-0.38928008,-0.22580974,0.039365467,4.7022309,0.34610537,2345.4397
14.9516,0.070177816,2346.2407,-0.38199535,-0.23792604,0.041589584,4.7022519,0.34610522,2345.4553
14.9517,0.068837292,2346.2563,-0.37433362,-0.24980754,0.043772686,4.7022729,0.34610507,2345.4709
14.9518,0.067428879,2346.2722,-0.36630249,-0.26144251,0.045912623,4.7022939,0.34610492,2345.4868
14.9519,0.06595397,2346.2878,-0.35790983,-0.27281952,0.048007276,4.7023149,0.34610477,2345.5024
14.952,0.064414009,2346.3035,-0.34916395,-0.28392726,0.050054584,4.7023358,0.34610459,2345.5181
14.9521,0.062810518,2346.3191,-0.3400735,-0.29475483,0.052052528,4.7023568,0.34610444,2345.5337
14.9522,0.06114509,2346.335,-0.33064741,-0.30529153,0.053999137,4.7023778,0.34610429,2345.5496
14.9523,0.059419353,2346.3506,-0.32089499,-0.31552696,0.05589249,4.7023988,0.34610415,2345.5652
14.9524,0.057635017,2346.3662,-0.31082588,-0.32545099,0.057730723,4.7024198,0.346104,2345.5808
14.9525,0.05579384,2346.3821,-0.30045003,-0.33505386,0.059512019,4.7024407,0.34610385,2345.5967
14.9526,0.053897634,2346.3977,-0.28977764,-0.34432611,0.061234623,4.7024617,0.3461037,2345.6123
14.9527,0.051948275,2346.4133,-0.27881926,-0.35325852,0.06289684,4.7024827,0.34610355,2345.6279
14.9528,0.049947683,2346.4292,-0.26758572,-0.36184233,0.064497024,4.7025032,0.34610337,2345.6438
14.9529,0.047897834,2346.4448,-0.25608811,-0.37006909,0.066033602,4.7025242,0.34610322,2345.6594
14.953,0.045800742,2346.4604,-0.24433772,-0.37793061,0.067505054,4.7025452,0.34610307,2345.675
14.9531,0.04365848,2346.4761,-0.23234621,-0.38541916,0.068909928,4.7025661,0.34610292,2345.6907
14.9532,0.041473165,2346.4919,-0.22012538,-0.39252737,0.070246845,4.7025871,0.34610277,2345.7065
14.9533,0.039246943,2346.5076,-0.2076873,-0.39924821,0.071514487,4.7026081,0.34610263,2345.7222
14.9534,0.036982015,2346.5232,-0.19504423,-0.40557507,0.072711594,4.7026291,0.34610245,2345.7378
14.9535,0.034680616,2346.5391,-0.18220869,-0.41150165,0.073836997,4.7026501,0.3461023,2345.7537
14.9536,0.032345012,2346.5547,-0.1691933,-0.41702217,0.074889578,4.7026711,0.34610215,2345.7693
14.9537,0.02997751,2346.5703,-0.15601091,-0.42213112,0.075868301,4.702692,0.346102,2345.7849
14.9538,0.02758044,2346.5859,-0.14267457,-0.42682347,0.076772206,4.702713,0.34610185,2345.8005
14.9539,0.02515617,2346.6018,-0.12919739,-0.43109462,0.07760039,4.702734,0.34610167,2345.8164
14.954,0.022707092,2346.6174,-0.11559269,-0.43494034,0.078352042,4.702755,0.34610152,2345.832
14.9541,0.020235617,2346.6331,-0.10187391,-0.43835682,0.079026423,4.7027755,0.34610137,2345.8477
14.9542,0.017744185,2346.6489,-0.088054575,-0.44134071,0.079622872,4.7027965,0.34610122,2345.8635
14.9543,0.015235253,2346.6646,-0.07414832,-0.44388905,0.080140792,4.7028174,0.34610105,2345.8792
14.9544,0.012711295,2346.6802,-0.060168881,-0.44599932,0.080579668,4.7028384,0.3461009,2345.8948
14.9545,0.010174801,2346.696,-0.046130043,-0.44766945,0.080939084,4.7028594,0.34610075,2345.9106
14.9546,0.0076282704,2346.7117,-0.032045662,-0.44889778,0.081218675,4.7028804,0.3461006,2345.9263
14.9547,0.005074217,2346.7273,-0.017929643,-0.44968313,0.081418164,4.7029014,0.34610042,2345.9419
14.9548,0.0025151584,2346.7429,-0.0037959134,-0.45002466,0.081537351,4.7029223,0.34610027,2345.9575
14.9549,-4.6381072e-05,2346.7588,0.010341578,-0.44992208,0.081576131,4.7029433,0.34610012,2345.9734
14.955,-0.0026078755,2346.7744,0.02446888,-0.44937551,0.08153446,4.7029643,0.34609997,2345.989
14.9551,-0.0051667984,2346.79,0.038572051,-0.44838542,0.081412375,4.7029853,0.34609979,2346.0046
14.9552,-0.0077206264,2346.8059,0.052637171,-0.44695285,0.081209995,4.7030063,0.34609964,2346.0205
14.9553,-0.01026684,2346.8215,0.066650361,-0.44507921,0.080927528,4.7030272,0.3460995,2346.0361
14.9554,-0.01280293,2346.8372,0.080597796,-0.44276628,0.080565251,4.7030478,0.34609932,2346.0518
14.9555,-0.015326393,2346.853,0.094465695,-0.44001642,0.080123514,4.7030687,0.34609917,2346.0676
14.9556,-0.017834742,2346.8687,0.1082404,-0.43683231,0.079602763,4.7030897,0.34609902,2346.0833
14.9557,-0.020325502,2346.8843,0.12190828,-0.43321708,0.079003498,4.7031107,0.34609884,2346.0989
14.9558,-0.022796217,2346.8999,0.13545588,-0.42917433,0.078326322,4.7031317,0.34609869,2346.1145
14.9559,-0.02524445,2346.9158,0.14886981,-0.42470804,0.077571899,4.7031527,0.34609854,2346.1304
14.956,-0.027667787,2346.9314,0.16213685,-0.4198226,0.076740973,4.7031736,0.34609836,2346.146
14.9561,-0.03006384,2346.947,0.17524388,-0.41452283,0.075834364,4.7031946,0.34609821,2346.1616
14.9562,-0.032430243,2346.9629,0.18817799,-0.40881398,0.074852958,4.7032156,0.34609807,2346.1775
14.9563,-0.034764659,2346.9785,0.20092641,-0.40270168,0.07379774,4.7032366,0.34609789,2346.1931
14.9564,-0.037064794,2346.9941,0.21347655,-0.39619195,0.07266973,4.7032576,0.34609774,2346.2087
14.9565,-0.039328374,2347.0098,0.22581603,-0.3892912,0.071470059,4.7032785,0.34609756,2346.2246
14.9566,-0.041553169,2347.0256,0.23793267,-0.38200629,0.070199899,4.7032995,0.34609741,2346.2402
14.9567,-0.043736983,2347.0413,0.24981451,-0.37434435,0.068860509,4.70332,0.34609726,2346.2559
14.9568,-0.045877662,2347.0569,0.26144981,-0.36631298,0.067453206,4.703341,0.34609708,2346.2715
14.9569,-0.047973096,2347.0728,0.27282715,-0.35792011,0.065979376,4.703362,0.34609693,2346.2874
14.957,-0.05002122,2347.0884,0.28393522,-0.34917399,0.064440474,4.703383,0.34609675,2346.303
14.9571,-0.052020013,2347.104,0.29476309,-0.34008324,0.062838025,4.7034039,0.34609661,2346.3186
14.9572,-0.053967502,2347.1199,0.30530009,-0.33065692,0.061173599,4.7034249,0.34609646,2346.3345
14.9573,-0.055861764,2347.1355,0.31553581,-0.32090423,0.059448846,4.7034459,0.34609628,2346.3501
14.9574,-0.057700939,2347.1511,0.32546014,-0.31083483,0.05766546,4.7034669,0.34609613,2346.3657
14.9575,-0.059483204,2347.1667,0.33506328,-0.30045867,0.0558252,4.7034879,0.34609595,2346.3813
14.9576,-0.06120681,2347.1826,0.34433576,-0.28978598,0.053929888,4.7035089,0.3460958,2346.3972
14.9577,-0.062870048,2347.1982,0.35326847,-0.27882731,0.051981386,4.7035298,0.34609562,2346.4128
14.9578,-0.06447129,2347.2139,0.36185253,-0.26759344,0.049981616,4.7035508,0.34609547,2346.4285
14.9579,-0.06600894,2347.2297,0.37007949,-0.2560955,0.047932558,4.7035718,0.34609529,2346.4443
14.958,-0.067481495,2347.2454,0.37794125,-0.2443448,0.045836225,4.7035923,0.34609514,2346.46
14.9581,-0.068887502,2347.261,0.38543004,-0.23235294,0.043694686,4.7036133,0.346095,2346.4756
14.9582,-0.070225567,2347.2769,0.39253846,-0.22013177,0.041510053,4.7036343,0.34609482,2346.4915
14.9583,-0.071494371,2347.2925,0.39925948,-0.20769334,0.039284483,4.7036552,0.34609464,2346.5071
14.9584,-0.07269267,2347.3081,0.40558651,-0.19504993,0.037020169,4.7036762,0.34609449,2346.5227
14.9585,-0.07381928,2347.3237,0.41151327,-0.18221399,0.034719344,4.7036972,0.34609431,2346.5383
14.9586,-0.074873082,2347.3396,0.41703394,-0.16919824,0.032384276,4.7037182,0.34609416,2346.5542
14.9587,-0.07585305,2347.3552,0.42214304,-0.1560155,0.030017274,4.7037392,0.34609398,2346.5698
14.9588,-0.076758206,2347.3708,0.42683554,-0.14267875,0.027620664,4.7037601,0.34609383,2346.5854
14.9589,-0.077587664,2347.3867,0.43110684,-0.1292012,0.025196815,4.7037811,0.34609365,2346.6013
14.959,-0.078340597,2347.4023,0.43495265,-0.11559613,0.022748115,4.7038021,0.34609351,2346.6169
14.9591,-0.079016276,2347.418,0.43836924,-0.10187695,0.020276979,4.7038231,0.34609333,2346.6326
14.9592,-0.079614021,2347.4338,0.4413532,-0.088057227,0.017785845,4.7038441,0.34609318,2346.6484
14.9593,-0.080133252,2347.4495,0.44390163,-0.074150585,0.015277171,4.7038646,0.346093,2346.6641
14.9594,-0.080573454,2347.4651,0.44601196,-0.060170744,0.012753428,4.7038856,0.34609285,2346.6797
14.9595,-0.080934197,2347.4807,0.44768214,-0.04613151,0.010217108,4.7039065,0.34609267,2346.6953
14.9596,-0.081215113,2347.4966,0.44891053,-0.032046732,0.0076707108,4.7039275,0.34609249,2346.7112
14.9597,-0.081415936,2347.5122,0.44969589,-0.01793031,0.0051167477,4.7039485,0.34609234,2346.7268
14.9598,-0.081536464,2347.5278,0.45003745,-0.0037961805,0.0025577382,4.7039695,0.34609216,2346.7424
14.9599,-0.081576578,2347.5437,0.44993487,0.010341714,-3.7943607e-06,4.7039905,0.34609202,2346.7583
14.96,-0.081536248,2347.5593,0.44938827,0.024469417,-0.0025653238,4.7040114,0.34609184,2346.7739
14.9601,-0.081415497,2347.575,0.44839817,0.038572989,-0.005124324,4.7040324,0.34609169,2346.7896
14.9602,-0.08121445,2347.5906,0.44696558,0.052638508,-0.0076782708,4.7040534,0.34609151,2346.8052
14.9603,-0.08093331,2347.6064,0.44509184,0.066652097,-0.010224645,4.7040744,0.34609133,2346.821
14.9604,-0.080572352,2347.6221,0.44277889,0.080599926,-0.012760937,4.7040954,0.34609118,2346.8367
14.9605,-0.080131933,2347.6377,0.44002897,0.094468221,-0.015284644,4.7041163,0.346091,2346.8523
14.9606,-0.079612486,2347.6536,0.43684477,0.10824331,-0.017793277,4.7041368,0.34609082,2346.8682
14.9607,-0.079014525,2347.6692,0.43322945,0.12191159,-0.020284364,4.7041578,0.34609067,2346.8838
14.9608,-0.07833863,2347.6848,0.42918658,0.13545957,-0.022755444,4.7041788,0.3460905,2346.8994
14.9609,-0.077585481,2347.7007,0.42472017,0.1488739,-0.025204085,4.7041998,0.34609035,2346.9153
14.961,-0.076755814,2347.7163,0.41983458,0.16214131,-0.027627869,4.7042208,0.34609017,2346.9309
14.9611,-0.07585045,2347.7319,0.41453466,0.17524871,-0.030024406,4.7042418,0.34608999,2346.9465
14.9612,-0.074870281,2347.7476,0.40882567,0.18818319,-0.032391332,4.7042627,0.34608984,2346.9622
14.9613,-0.07381627,2347.7634,0.40271318,0.20093197,-0.034726314,4.7042837,0.34608966,2346.978
14.9614,-0.072689459,2347.7791,0.39620328,0.21348247,-0.03702705,4.7043047,0.34608948,2346.9937
14.9615,-0.071490958,2347.7947,0.38930234,0.2258223,-0.039291266,4.7043257,0.3460893,2347.0093
14.9616,-0.070221961,2347.8105,0.38201723,0.23793928,-0.041516736,4.7043467,0.34608915,2347.0251
14.9617,-0.068883695,2347.8262,0.37435508,0.24982147,-0.043701261,4.7043676,0.34608898,2347.0408
14.9618,-0.067477502,2347.8418,0.36632347,0.26145712,-0.045842685,4.7043886,0.3460888,2347.0564
14.9619,-0.066004761,2347.8577,0.35793036,0.27283475,-0.047938902,4.7044091,0.34608865,2347.0723
14.962,-0.064466923,2347.8733,0.34918401,0.28394315,-0.049987838,4.7044301,0.34608847,2347.0879
14.9621,-0.062865511,2347.8889,0.34009302,0.29477134,-0.051987477,4.7044511,0.34608829,2347.1035
14.9622,-0.06120209,2347.9045,0.33066639,0.30530864,-0.053935844,4.7044721,0.34608811,2347.1191
14.9623,-0.059478313,2347.9204,0.32091346,0.31554464,-0.055831019,4.704493,0.34608796,2347.135
14.9624,-0.057695881,2347.936,0.3108438,0.32546926,-0.05767113,4.704514,0.34608778,2347.1506
14.9625,-0.055856541,2347.9517,0.30046734,0.3350727,-0.059454367,4.704535,0.3460876,2347.1663
14.9626,-0.053962119,2347.9675,0.28979436,0.34434545,-0.061178971,4.704556,0.34608743,2347.1821
14.9627,-0.052014474,2347.9832,0.27883536,0.3532784,-0.062843241,4.704577,0.34608728,2347.1978
14.9628,-0.050015531,2347.9988,0.26760119,0.36186272,-0.064445525,4.7045979,0.3460871,2347.2134
14.9629,-0.047967266,2348.0146,0.25610292,0.37008992,-0.065984257,4.7046189,0.34608692,2347.2292
14.963,-0.04587169,2348.0303,0.24435188,0.37795189,-0.067457914,4.7046399,0.34608674,2347.2449
14.9631,-0.043730874,2348.0459,0.23235968,0.38544089,-0.068865046,4.7046609,0.34608656,2347.2605
14.9632,-0.04154693,2348.0615,0.22013816,0.39254951,-0.070204258,4.7046814,0.34608641,2347.2761
14.9633,-0.039322007,2348.0774,0.20769937,0.39927074,-0.071474232,4.7047024,0.34608623,2347.292
14.9634,-0.037058309,2348.093,0.1950556,0.40559795,-0.072673723,4.7047234,0.34608606,2347.3076
14.9635,-0.034758061,2348.1086,0.18221933,0.41152489,-0.073801532,4.7047443,0.34608588,2347.3232
14.9636,-0.032423533,2348.1245,0.16920321,0.41704571,-0.074856564,4.7047653,0.3460857,2347.3391
14.9637,-0.030057026,2348.1401,0.15602008,0.42215496,-0.075837769,4.7047863,0.34608555,2347.3547
14.9638,-0.027660878,2348.1558,0.14268297,0.42684761,-0.076744184,4.7048073,0.34608537,2347.3704
14.9639,-0.025237449,2348.1714,0.12920503,0.43111902,-0.077574909,4.7048283,0.34608519,2347.386
14.964,-0.022789128,2348.1873,0.11559957,0.43496495,-0.078329124,4.7048492,0.34608501,2347.4019
14.9641,-0.020318333,2348.2029,0.10188001,0.43838164,-0.079006091,4.7048702,0.34608483,2347.4175
14.9642,-0.0178275,2348.2185,0.088059895,0.44136572,-0.079605147,4.7048912,0.34608465,2347.4331
14.9643,-0.015319083,2348.2344,0.074152857,0.4439142,-0.08012569,4.7049122,0.34608451,2347.449
14.9644,-0.012795557,2348.25,0.060172621,0.44602463,-0.080567211,4.7049332,0.34608433,2347.4646
14.9645,-0.010259412,2348.2656,0.046132986,0.44769484,-0.080929272,4.7049537,0.34608415,2347.4802
14.9646,-0.0077131488,2348.2815,0.032047808,0.44892326,-0.081211522,4.7049747,0.34608397,2347.4961
14.9647,-0.0051592775,2348.2971,0.017930988,0.44970864,-0.081413679,4.7049956,0.34608379,2347.5117
14.9648,-0.0026003178,2348.3127,0.0037964552,0.45005023,-0.081535548,4.7050166,0.34608361,2347.5273
14.9649,-3.8793085e-05,2348.3284,-0.010341839,0.44994766,-0.081577003,4.7050376,0.34608343,2347.543
14.965,0.0025227705,2348.3442,-0.024469944,0.44940105,-0.081537999,4.7050586,0.34608325,2347.5588
14.9651,0.0050818468,2348.3599,-0.038573917,0.44841093,-0.081418589,4.7050796,0.34608307,2347.5745
14.9652,0.0076359115,2348.3755,-0.052639835,0.4469783,-0.081218876,4.7051005,0.3460829,2347.5901
14.9653,0.010182446,2348.3914,-0.066653825,0.44510451,-0.080939062,4.7051215,0.34608272,2347.606
14.9654,0.012718939,2348.407,-0.08060205,0.44279149,-0.08057943,4.7051425,0.34608254,2347.6216
14.9655,0.015242889,2348.4226,-0.094470739,0.44004148,-0.080140322,4.7051635,0.34608239,2347.6372
14.9656,0.017751805,2348.4385,-0.10824622,0.43685719,-0.079622179,4.7051845,0.34608221,2347.6531
14.9657,0.020243216,2348.4541,-0.12191489,0.43324178,-0.079025514,4.7052054,0.34608203,2347.6687
14.9658,0.022714663,2348.4697,-0.13546327,0.42919883,-0.078350909,4.7052259,0.34608185,2347.6843
14.9659,0.02516371,2348.4854,-0.14887796,0.42473227,-0.077599034,4.7052469,0.34608167,2347.7
14.966,0.027587939,2348.5012,-0.16214575,0.41984656,-0.076770626,4.7052679,0.3460815,2347.7158
14.9661,0.02998496,2348.5168,-0.17525354,0.41454652,-0.075866513,4.7052889,0.34608132,2347.7314
14.9662,0.03235241,2348.5325,-0.18818839,0.40883735,-0.074887566,4.7053099,0.34608114,2347.7471
14.9663,0.034687955,2348.5483,-0.20093752,0.40272471,-0.073834769,4.7053308,0.34608096,2347.7629
14.9664,0.03698929,2348.564,-0.21348839,0.3962146,-0.072709158,4.7053518,0.34608078,2347.7786
14.9665,0.039254144,2348.5796,-0.22582856,0.38931349,-0.071511835,4.7053728,0.3460806,2347.7942
14.9666,0.041480288,2348.5952,-0.2379459,0.38202816,-0.070243984,4.7053938,0.34608042,2347.8098
14.9667,0.043665521,2348.6111,-0.24982841,0.37436581,-0.068906859,4.7054148,0.34608024,2347.8257
14.9668,0.045807689,2348.6267,-0.26146439,0.36633399,-0.067501776,4.7054358,0.34608006,2347.8413
14.9669,0.047904685,2348.6423,-0.27284238,0.35794064,-0.066030122,4.7054567,0.34607989,2347.8569
14.967,0.049954437,2348.6582,-0.28395107,0.34919402,-0.064493351,4.7054777,0.34607971,2347.8728
14.9671,0.051954921,2348.6738,-0.29477957,0.34010279,-0.062892966,4.7054982,0.34607953,2347.8884
14.9672,0.053904165,2348.6895,-0.30531719,0.3306759,-0.061230559,4.7055192,0.34607935,2347.9041
14.9673,0.055800248,2348.7053,-0.31555349,0.32092267,-0.059507761,4.7055402,0.34607917,2347.9199
14.9674,0.057641301,2348.7209,-0.32547837,0.31085274,-0.057726279,4.7055612,0.34607896,2347.9355
14.9675,0.05942551,2348.7366,-0.33508208,0.30047598,-0.055887863,4.7055821,0.34607881,2347.9512
14.9676,0.06115111,2348.7522,-0.34435511,0.2898027,-0.053994328,4.7056031,0.3460786,2347.9668
14.9677,0.062816404,2348.7681,-0.35328832,0.27884343,-0.052047543,4.7056241,0.34607843,2347.9827
14.9678,0.064419739,2348.7837,-0.36187288,0.26760894,-0.050049428,4.7056451,0.34607825,2347.9983
14.9679,0.06595955,2348.7993,-0.37010032,0.25611031,-0.048001952,4.7056661,0.34607807,2348.0139
14.968,0.067434311,2348.8152,-0.37796253,0.24435896,-0.045907136,4.705687,0.34607789,2348.0298
14.9681,0.06884256,2348.8308,-0.38545176,0.23236643,-0.043767046,4.705708,0.34607771,2348.0454
14.9682,0.07018292,2348.8464,-0.39256057,0.22014457,-0.041583788,4.705729,0.34607753,2348.061
14.9683,0.071454063,2348.8623,-0.39928201,0.20770544,-0.039359521,4.7057495,0.34607735,2348.0769
14.9684,0.072654739,2348.8779,-0.4056094,0.19506131,-0.037096437,4.7057705,0.34607717,2348.0925
14.9685,0.073783763,2348.8936,-0.41153651,0.18222466,-0.034796763,4.7057915,0.34607697,2348.1082
14.9686,0.074840017,2348.9092,-0.41705751,0.16920817,-0.032462776,4.7058125,0.34607679,2348.1238
14.9687,0.075822458,2348.925,-0.42216691,0.15602468,-0.030096769,4.7058334,0.34607661,2348.1396
14.9688,0.076730125,2348.9407,-0.42685968,0.14268719,-0.027701082,4.7058544,0.34607643,2348.1553
14.9689,0.077562124,2348.9563,-0.43113121,0.12920888,-0.025278073,4.7058754,0.34607625,2348.1709
14.969,0.07831762,2348.9722,-0.43497726,0.11560302,-0.022830136,4.7058964,0.34607607,2348.1868
14.9691,0.078995883,2348.9878,-0.43839407,0.10188308,-0.020359682,4.7059174,0.34607589,2348.2024
14.9692,0.079596236,2349.0034,-0.44137821,0.088062569,-0.017869147,4.7059383,0.34607568,2348.218
14.9693,0.08011809,2349.0193,-0.44392678,0.074155129,-0.01536099,4.7059593,0.34607551,2348.2339
14.9694,0.080560938,2349.0349,-0.44603726,0.060174502,-0.012837682,4.7059803,0.34607533,2348.2495
14.9695,0.080924325,2349.0505,-0.44770753,0.046134472,-0.010301714,4.7060013,0.34607515,2348.2651
14.9696,0.081207909,2349.0662,-0.44893599,0.032048896,-0.0077555841,4.7060218,0.34607497,2348.2808
14.9697,0.081411399,2349.082,-0.44972143,0.017931674,-0.0052018058,4.7060428,0.34607476,2348.2966
14.9698,0.081534602,2349.0977,-0.45006302,0.0037967407,-0.0026428972,4.7060637,0.34607458,2348.3123
14.9699,0.08157739,2349.1133,-0.44996044,-0.010341956,-8.1381062e-05,4.7060847,0.3460744,2348.3279
14.97,0.081539728,2349.1292,-0.44941384,-0.024470462,0.0024802156,4.7061057,0.34607422,2348.3438
14.9701,0.081421643,2349.1448,-0.44842368,-0.038574833,0.0050393669,4.7061267,0.34607404,2348.3594
14.9702,0.081223264,2349.1604,-0.446991,-0.052641153,0.0075935489,4.7061477,0.34607384,2348.375
14.9703,0.080944784,2349.176,-0.44511721,-0.066655539,0.010140242,4.7061687,0.34607366,2348.3906
14.9704,0.080586471,2349.1919,-0.4428041,-0.080604158,0.012676936,4.7061896,0.34607348,2348.4065
14.9705,0.080148682,2349.2075,-0.44005403,-0.09447325,0.015201127,4.7062106,0.3460733,2348.4221
14.9706,0.079631843,2349.2231,-0.43686965,-0.10824912,0.017710328,4.7062316,0.34607309,2348.4377
14.9707,0.079036474,2349.239,-0.43325415,-0.12191818,0.020202061,4.7062526,0.34607291,2348.4536
14.9708,0.078363158,2349.2546,-0.42921105,-0.13546693,0.022673873,4.7062736,0.34607273,2348.4692
14.9709,0.077612557,2349.2703,-0.4247444,-0.14888202,0.025123324,4.7062941,0.34607255,2348.4849
14.971,0.076785415,2349.2861,-0.41985855,-0.16215019,0.027547996,4.706315,0.34607235,2348.5007
14.9711,0.075882539,2349.3018,-0.41455835,-0.17525835,0.029945502,4.706336,0.34607217,2348.5164
14.9712,0.074904829,2349.3174,-0.40884903,-0.18819356,0.032313477,4.706357,0.34607199,2348.532
14.9713,0.073853247,2349.333,-0.40273622,-0.20094307,0.034649581,4.706378,0.34607178,2348.5476
14.9714,0.072728828,2349.3489,-0.39622593,-0.21349429,0.036951516,4.706399,0.3460716,2348.5635
14.9715,0.071532689,2349.3645,-0.38932464,-0.22583482,0.039217006,4.7064199,0.34607142,2348.5791
14.9716,0.070265993,2349.3801,-0.3820391,-0.2379525,0.041443821,4.7064409,0.34607121,2348.5947
14.9717,0.06893,2349.396,-0.37437654,-0.24983536,0.043629766,4.7064619,0.34607103,2348.6106
14.9718,0.067526028,2349.4116,-0.36634448,-0.26147169,0.045772679,4.7064829,0.34607086,2348.6262
14.9719,0.066055462,2349.4272,-0.3579509,-0.27284998,0.047870453,4.7065039,0.34607065,2348.6418
14.972,0.064519748,2349.4431,-0.34920406,-0.283959,0.049921013,4.7065248,0.34607047,2348.6577
14.9721,0.062920399,2349.4587,-0.34011257,-0.29478782,0.051922344,4.7065458,0.34607029,2348.6733
14.9722,0.061259001,2349.4744,-0.33068544,-0.30532572,0.053872466,4.7065663,0.34607008,2348.689
14.9723,0.059537187,2349.49,-0.32093194,-0.31556231,0.055769458,4.7065873,0.3460699,2348.7046
14.9724,0.057756655,2349.5059,-0.31086168,-0.32548749,0.057611451,4.7066083,0.34606972,2348.7205
14.9725,0.055919163,2349.5215,-0.30048466,-0.33509147,0.059396625,4.7066293,0.34606951,2348.7361
14.9726,0.054026522,2349.5371,-0.28981107,-0.34436479,0.061123222,4.7066503,0.34606934,2348.7517
14.9727,0.052080598,2349.553,-0.27885148,-0.35329825,0.062789537,4.7066712,0.34606913,2348.7676
14.9728,0.050083309,2349.5686,-0.26761666,-0.36188304,0.06439393,4.7066922,0.34606895,2348.7832
14.9729,0.048036627,2349.5842,-0.25611776,-0.37011075,0.065934815,4.7067132,0.34606877,2348.7988
14.973,0.045942567,2349.5999,-0.24436605,-0.37797317,0.067410678,4.7067342,0.34606856,2348.8145
14.9731,0.0438032,2349.6157,-0.23237318,-0.38546261,0.068820052,4.7067552,0.34606838,2348.8303
14.9732,0.041620634,2349.6313,-0.22015098,-0.39257166,0.070161559,4.7067761,0.3460682,2348.8459
14.9733,0.03939702,2349.647,-0.20771149,-0.39929327,0.071433872,4.7067971,0.34606799,2348.8616
14.9734,0.037134547,2349.6628,-0.195067,-0.40562084,0.072635733,4.7068181,0.34606782,2348.8774
