"Time","rootMeanSquareVoltage.mean.y","rectifier.thyristor_p.off","pulse2.twoPulse.timerPositive[1].entryTime","inductor.i","meanCurrent.x","meanVoltage.y","rootMeanSquareVoltage.mean.x","meanVoltage.x","pulse2.twoPulse.timerNegative[1].entryTime","meanCurrent.y","rectifier.thyristor_n.off"
4.9881973,12099.979,0,4.98,6.2049232,0.049740817,0.77845061,116.6283,-0.072617538,4.9699998,6.1165042,1
4.9883976,12099.979,0,4.98,6.2199287,0.050983384,0.77845061,117.88653,-0.056761324,4.9699998,6.1165042,1
4.9885974,12099.979,0,4.98,6.2331662,0.052228771,0.77845061,118.88805,-0.04261703,4.9699998,6.1165042,1
4.9887977,12099.979,0,4.98,6.2445869,0.053476628,0.77845061,119.65525,-0.030240474,4.9699998,6.1165042,1
4.9889975,12099.979,0,4.98,6.2541485,0.054726582,0.77845061,120.2142,-0.019680506,4.9699998,6.1165042,1
4.9891977,12099.979,0,4.98,6.2618175,0.055978261,0.77845061,120.59425,-0.010978803,4.9699998,6.1165042,1
4.9893975,12099.979,0,4.98,6.2675672,0.057231281,0.77845061,120.82756,-0.0041697137,4.9699998,6.1165042,1
4.9895978,12099.979,0,4.98,6.2713785,0.058485255,0.77845061,120.94865,0.00071989006,4.9699998,6.1165042,1
4.9897976,12099.979,0,4.98,6.2732391,0.059739798,0.77845061,120.99376,0.0036707092,4.9699998,6.1165042,1
4.9899974,12099.979,0,4.98,6.2731462,0.060994521,0.77845061,121.00035,0.0046710973,4.9699998,6.1165042,1
4.9899998,12099.979,0,4.98,6.2731333,0.061009429,0.77845061,121.00035,0.0046712351,4.9699998,6.1165042,1
4.9899998,12100.035,0,4.98,6.2731333,0,0.46712354,0,0,4.9699998,6.1009426,1
4.9899998,12100.035,0,4.98,6.2731333,1.5652807e-11,0.46712354,1.5173574e-16,-1.9457983e-14,4.9699998,6.1009426,1
4.9899998,12100.035,0,4.98,6.2731333,1.5652807e-11,0.46712354,1.5173574e-16,-1.9457983e-14,4.9899998,6.1009426,1
4.9901977,12100.035,0,4.98,6.2711029,0.0012396,0.46712354,0.0061411033,-0.00095412607,4.9899998,6.1009426,1
4.9903975,12100.035,0,4.98,6.2671213,0.0024935042,0.46712354,0.049900379,-0.0038587202,4.9899998,6.1009426,1
4.9905977,12100.035,0,4.98,6.26122,0.0037464197,0.46712354,0.16875806,-0.0087024756,4.9899998,6.1009426,1
4.9907975,12100.035,0,4.98,6.2534266,0.0049979654,0.46712354,0.39900881,-0.015466263,4.9899998,6.1009426,1
4.9909978,12100.035,0,4.98,6.2437739,0.0062477654,0.46712354,0.77519125,-0.024123387,4.9899998,6.1009426,1
4.9911976,12100.035,0,4.98,6.232305,0.0074954526,0.46712354,1.3295423,-0.034639683,4.9899998,6.1009426,1
4.9913979,12100.035,0,4.98,6.2190676,0.0087406682,0.46712354,2.0914869,-0.046973638,4.9899998,6.1009426,1
4.9915977,12100.035,0,4.98,6.2041178,0.0099830637,0.46712354,3.0871775,-0.061076578,4.9899998,6.1009426,1
4.9917979,12100.035,0,4.98,6.1875176,0.011222304,0.46712354,4.3390794,-0.076892838,4.9899998,6.1009426,1
4.9919977,12100.035,0,4.98,6.1693363,0.012458064,0.46712354,5.8656173,-0.094359986,4.9899998,6.1009426,1
4.9921975,12100.035,0,4.98,6.1496487,0.013690036,0.46712354,7.6808844,-0.1134091,4.9899998,6.1009426,1
4.9923978,12100.035,0,4.98,6.1285362,0.014917926,0.46712354,9.7944193,-0.13396499,4.9899998,6.1009426,1
4.9925976,12100.035,0,4.98,6.1060848,0.016141457,0.46712354,12.211059,-0.15594651,4.9899998,6.1009426,1
4.9927979,12100.035,0,4.98,6.082387,0.017360372,0.46712354,14.930855,-0.1792669,4.9899998,6.1009426,1
4.9929976,12100.035,0,4.98,6.0575395,0.018574432,0.46712354,17.949083,-0.20383415,4.9899998,6.1009426,1
4.9931979,12100.035,0,4.98,6.0316439,0.019783415,0.46712354,21.256308,-0.22955127,4.9899998,6.1009426,1
4.9933977,12100.035,0,4.98,6.0048051,0.020987123,0.46712354,24.838539,-0.25631675,4.9899998,6.1009426,1
4.993598,12100.035,0,4.98,5.9771328,0.022185376,0.46712354,28.677448,-0.28402498,4.9899998,6.1009426,1
4.9937978,12100.035,0,4.98,5.9487391,0.023378022,0.46712354,32.750656,-0.31256661,4.9899998,6.1009426,1
4.9939976,12100.035,0,4.98,5.9197397,0.024564926,0.46712354,37.032089,-0.34182894,4.9899998,6.1009426,1
4.9941978,12100.035,0,4.98,5.8902521,0.025745979,0.46712354,41.492397,-0.3716965,4.9899998,6.1009426,1
4.9943976,12100.035,0,4.98,5.8603959,0.026921095,0.46712354,46.099392,-0.40205142,4.9899998,6.1009426,1
4.9945979,12100.035,0,4.98,5.8302917,0.028090214,0.46712354,50.818596,-0.43277386,4.9899998,6.1009426,1
4.9947977,12100.035,0,4.98,5.8000622,0.029253297,0.46712354,55.61375,-0.46374261,4.9899998,6.1009426,1
4.9949951,12100.035,0,4.98,5.7702565,0.03039402,0.46712354,60.378979,-0.49439567,4.9899998,6.1009426,1
4.9949951,12100.035,1,4.98,5.7702565,0.03039402,0.46712354,60.378979,-0.49439567,4.9899998,6.1009426,0
4.994998,12100.035,1,4.98,5.7707095,0.030410333,0.46712354,60.447384,-0.49395594,4.9899998,6.1009426,0
4.9951978,12100.035,1,4.98,5.8026567,0.031567719,0.46712354,65.281349,-0.46286204,4.9899998,6.1009426,0
4.995398,12100.035,1,4.98,5.8343554,0.03273147,0.46712354,70.077751,-0.43188927,4.9899998,6.1009426,0
4.9955978,12100.035,1,4.98,5.865684,0.033901528,0.46712354,74.799026,-0.40116012,4.9899998,6.1009426,0
4.9957976,12100.035,1,4.98,5.896524,0.035077803,0.46712354,79.408905,-0.37079588,4.9899998,6.1009426,0
4.9959979,12100.035,1,4.98,5.9267564,0.036260188,0.46712354,83.872818,-0.34091642,4.9899998,6.1009426,0
4.9961977,12100.035,1,4.98,5.9562669,0.037448548,0.46712354,88.158493,-0.31163967,4.9899998,6.1009426,0
4.996398,12100.035,1,4.98,5.9849429,0.038642731,0.46712354,92.236542,-0.28308114,4.9899998,6.1009426,0
4.9965978,12100.035,1,4.98,6.0126748,0.039842557,0.46712354,96.080841,-0.25535357,4.9899998,6.1009426,0
4.996798,12100.035,1,4.98,6.0393577,0.041047826,0.46712354,99.668915,-0.22856636,4.9899998,6.1009426,0
4.9969978,12100.035,1,4.98,6.0648899,0.042258319,0.46712354,102.98232,-0.20282528,4.9899998,6.1009426,0
4.9971981,12100.035,1,4.98,6.0891743,0.043473795,0.46712354,106.00698,-0.17823192,4.9899998,6.1009426,0
4.9973979,12100.035,1,4.98,6.1121202,0.044693999,0.46712354,108.73336,-0.15488334,4.9899998,6.1009426,0
4.9975977,12100.035,1,4.98,6.1336398,0.045918647,0.46712354,111.15662,-0.13287172,4.9899998,6.1009426,0
4.997798,12100.035,1,4.98,6.1536522,0.047147449,0.46712354,113.2767,-0.11228393,4.9899998,6.1009426,0
4.9979978,12100.035,1,4.98,6.1720829,0.048380099,0.46712354,115.09837,-0.093201205,4.9899998,6.1009426,0
4.998198,12100.035,1,4.98,6.1888628,0.04961627,0.46712354,116.63106,-0.07569886,4.9899998,6.1009426,0
4.9983978,12100.035,1,4.98,6.2039294,0.050855629,0.46712354,117.88875,-0.059845977,4.9899998,6.1009426,0
4.9985981,12100.035,1,4.98,6.2172275,0.052097823,0.46712354,118.88979,-0.045705128,4.9899998,6.1009426,0
4.9987979,12100.035,1,4.98,6.2287078,0.053342495,0.46712354,119.65655,-0.033332124,4.9899998,6.1009426,0
4.9989982,12100.035,1,4.98,6.2383294,0.054589283,0.46712354,120.21511,-0.022775797,4.9899998,6.1009426,0
4.999198,12100.035,1,4.98,6.246058,0.055837803,0.46712354,120.59483,-0.014077811,4.9899998,6.1009426,0
4.9993982,12100.035,1,4.98,6.2518668,0.057087675,0.46712354,120.8279,-0.0072724978,4.9899998,6.1009426,0
4.999598,12100.035,1,4.98,6.2557368,0.058338519,0.46712354,120.9488,-0.0023867169,4.9899998,6.1009426,0
4.9997978,12100.035,1,4.98,6.2576561,0.059589937,0.46712354,120.9938,0.00056024914,4.9899998,6.1009426,0
4.9999981,12100.035,1,4.98,6.2576213,0.060841549,0.46712354,121.00035,0.0015567687,4.9899998,6.1009426,0
5,12100.035,1,4.98,6.2576113,0.06085394,0.46712354,121.00035,0.0015568644,4.9899998,6.1009426,0
5,12100.035,1,5,6.2576113,0,0.15568644,0,0,4.9899998,6.0853939,0
5.0001979,12100.035,1,5,6.2556362,0.001239016,0.15568644,0.0061780782,-0.00095795275,4.9899998,6.0853939,0
5.0003982,12100.035,1,5,6.2517123,0.0024898325,0.15568644,0.050049309,-0.0038664006,4.9899998,6.0853939,0
5.000598,12100.035,1,5,6.2458692,0.003739672,0.15568644,0.16909221,-0.0087139793,4.9899998,6.0853939,0
5.0007982,12100.035,1,5,6.238133,0.004988153,0.15568644,0.39959845,-0.015481545,4.9899998,6.0853939,0
5.000998,12100.035,1,5,6.228538,0.0062349001,0.15568644,0.77610272,-0.024142386,4.9899998,6.0853939,0
5.0011983,12100.035,1,5,6.2171264,0.0074795457,0.15568644,1.3308368,-0.034662325,4.9899998,6.0853939,0
5.0013981,12100.035,1,5,6.2039461,0.0087217316,0.15568644,2.0932198,-0.046999834,4.9899998,6.0853939,0
5.0015979,12100.035,1,5,6.1890531,0.0099611077,0.15568644,3.0893967,-0.061106224,4.9899998,6.0853939,0
5.0017982,12100.035,1,5,6.1725097,0.011197341,0.15568644,4.3418255,-0.076925814,4.9899998,6.0853939,0
5.0019979,12100.035,1,5,6.1543851,0.012430104,0.15568644,5.8689227,-0.094396174,4.9899998,6.0853939,0
5.0021982,12100.035,1,5,6.1347542,0.013659092,0.15568644,7.6847725,-0.11344834,4.9899998,6.0853939,0
5.002398,12100.035,1,5,6.113698,0.014884008,0.15568644,9.7989044,-0.13400713,4.9899998,6.0853939,0
5.0025983,12100.035,1,5,6.0913029,0.016104579,0.15568644,12.216146,-0.15599139,4.9899998,6.0853939,0
5.0027981,12100.035,1,5,6.0676618,0.017320544,0.15568644,14.936539,-0.17931435,4.9899998,6.0853939,0
5.0029984,12100.035,1,5,6.0428705,0.018531661,0.15568644,17.955349,-0.20388398,4.9899998,6.0853939,0
5.0031981,12100.035,1,5,6.0170312,0.019737717,0.15568644,21.263136,-0.22960328,4.9899998,6.0853939,0
5.0033979,12100.035,1,5,5.9902492,0.020938506,0.15568644,24.845894,-0.25637072,4.9899998,6.0853939,0
5.0035982,12100.035,1,5,5.9626331,0.022133855,0.15568644,28.685289,-0.28408071,4.9899998,6.0853939,0
5.003798,12100.035,1,5,5.9342957,0.023323607,0.15568644,32.758938,-0.31262389,4.9899998,6.0853939,0
5.0039983,12100.035,1,5,5.9053526,0.024507627,0.15568644,37.040756,-0.34188753,4.9899998,6.0853939,0
5.0041981,12100.035,1,5,5.8759212,0.02568581,0.15568644,41.501385,-0.37175617,4.9899998,6.0853939,0
5.0043983,12100.035,1,5,5.8461213,0.026858065,0.15568644,46.108639,-0.40211192,4.9899998,6.0853939,0
5.0045981,12100.035,1,5,5.8160739,0.028024333,0.15568644,50.82803,-0.43283498,4.9899998,6.0853939,0
5.0047984,12100.035,1,5,5.7859011,0.029184578,0.15568644,55.623295,-0.4638041,4.9899998,6.0853939,0
5.0049982,12100.035,1,5,5.7557249,0.030338785,0.15568644,60.456966,-0.49489704,4.9899998,6.0853939,0
5.0050049,12100.035,1,5,5.7547021,0.030377848,0.15568644,60.62122,-0.49595287,4.9899998,6.0853939,0
5.0050049,12100.035,0,5,5.7547021,0.030377848,0.15568644,60.62122,-0.49595287,4.9899998,6.0853939,1
5.005198,12100.035,0,5,5.7856283,0.031492766,0.15568644,65.290901,-0.46591493,4.9899998,6.0853939,1
5.0053983,12100.035,0,5,5.8173943,0.032653119,0.15568644,70.087181,-0.43494251,4.9899998,6.0853939,1
5.0055981,12100.035,0,5,5.8487906,0.033819791,0.15568644,74.808281,-0.40421396,4.9899998,6.0853939,1
5.0057983,12100.035,0,5,5.8796968,0.034992691,0.15568644,79.4179,-0.37385058,4.9899998,6.0853939,1
5.0059981,12100.035,0,5,5.9099956,0.036171719,0.15568644,83.881485,-0.34397221,4.9899998,6.0853939,1
5.0061984,12100.035,0,5,5.9395719,0.037356734,0.15568644,88.166779,-0.31469673,4.9899998,6.0853939,1
5.0063982,12100.035,0,5,5.9683127,0.038547587,0.15568644,92.244385,-0.28613976,4.9899998,6.0853939,1
5.0065985,12100.035,0,5,5.9961095,0.039744094,0.15568644,96.088203,-0.25841394,4.9899998,6.0853939,1
5.0067983,12100.035,0,5,6.0228562,0.040946055,0.15568644,99.675751,-0.2316287,4.9899998,6.0853939,1
5.0069981,12100.035,0,5,6.0484519,0.042153254,0.15568644,102.9886,-0.20588979,4.9899998,6.0853939,1
5.0071983,12100.035,0,5,6.0728002,0.043365449,0.15568644,106.01267,-0.18129881,4.9899998,6.0853939,1
5.0073981,12100.035,0,5,6.0958085,0.044582382,0.15568644,108.73846,-0.15795279,4.9899998,6.0853939,1
5.0075984,12100.035,0,5,6.1173906,0.045803774,0.15568644,111.16111,-0.1359439,4.9899998,6.0853939,1
5.0077982,12100.035,0,5,6.137465,0.047029335,0.15568644,113.2806,-0.11535902,4.9899998,6.0853939,1
5.0079985,12100.035,0,5,6.1559572,0.048258752,0.15568644,115.10168,-0.096279345,4.9899998,6.0853939,1
5.0081983,12100.035,0,5,6.1727982,0.049491704,0.15568644,116.63381,-0.078780204,4.9899998,6.0853939,1
5.0083985,12100.035,0,5,6.1879258,0.050727855,0.15568644,117.89098,-0.062930651,4.9899998,6.0853939,1
5.0085983,12100.035,0,5,6.2012844,0.051966853,0.15568644,118.89153,-0.048793249,4.9899998,6.0853939,1
5.0087986,12100.035,0,5,6.2128248,0.053208344,0.15568644,119.65784,-0.036423795,4.9899998,6.0853939,1
5.0089984,12100.035,0,5,6.222506,0.054451957,0.15568644,120.21603,-0.025871109,4.9899998,6.0853939,1
5.0091982,12100.035,0,5,6.2302942,0.055697318,0.15568644,120.59543,-0.01717684,4.9899998,6.0853939,1
5.0093985,12100.035,0,5,6.2361622,0.056944046,0.15568644,120.82823,-0.010375304,4.9899998,6.0853939,1
5.0095983,12100.035,0,5,6.2400908,0.058191754,0.15568644,120.94894,-0.0054933457,4.9899998,6.0853939,1
5.0097985,12100.035,0,5,6.2420688,0.059440054,0.15568644,120.99383,-0.0025502332,4.9899998,6.0853939,1
5.0099983,12100.035,0,5,6.2420926,0.060688552,0.15568644,121.00034,-0.0015575823,4.9899998,6.0853939,1
5.0100002,12100.035,0,5,6.242085,0.060698438,0.15568644,121.00034,-0.0015575211,4.9899998,6.0853939,1
5.0100002,12100.035,0,5,6.242085,0,-0.15575211,0,0,4.9899998,6.0698438,1
5.0100002,12100.035,0,5,6.242085,1.5635982e-11,-0.15575211,1.5425329e-16,-1.9656899e-14,4.9899998,6.0698438,1
5.0100002,12100.035,0,5,6.242085,1.5635982e-11,-0.15575211,1.5425329e-16,-1.9656899e-14,5.0100002,6.0698438,1
5.0101986,12100.035,0,5,6.2401657,0.0012384189,-0.15575211,0.0062152008,-0.00096178707,5.0100002,6.0698438,1
5.0103984,12100.035,0,5,6.2363,0.002486147,-0.15575211,0.050198536,-0.0038740884,5.0100002,6.0698438,1
5.0105987,12100.035,0,5,6.230514,0.0037329097,-0.15575211,0.16942678,-0.0087254904,5.0100002,6.0698438,1
5.0107985,12100.035,0,5,6.2228355,0.0049783252,-0.15575211,0.40018865,-0.015496833,5.0100002,6.0698438,1
5.0109982,12100.035,0,5,6.2132978,0.0062220185,-0.15575211,0.77701485,-0.024161393,5.0100002,6.0698438,1
5.0111985,12100.035,0,5,6.2019434,0.0074636214,-0.15575211,1.332132,-0.034684971,5.0100002,6.0698438,1
5.0113983,12100.035,0,5,6.1888199,0.0087027764,-0.15575211,2.0949533,-0.047026034,5.0100002,6.0698438,1
5.0115986,12100.035,0,5,6.1739841,0.0099391332,-0.15575211,3.0916166,-0.061135873,5.0100002,6.0698438,1
5.0117984,12100.035,0,5,6.1574974,0.011172357,-0.15575211,4.3445725,-0.076958798,5.0100002,6.0698438,1
5.0119987,12100.035,0,5,6.1394296,0.012402125,-0.15575211,5.8722291,-0.094432361,5.0100002,6.0698438,1
5.0121984,12100.035,0,5,6.1198554,0.013628126,-0.15575211,7.6886616,-0.11348759,5.0100002,6.0698438,1
5.0123987,12100.035,0,5,6.0988555,0.014850069,-0.15575211,9.8033905,-0.13404928,5.0100002,6.0698438,1
5.0125985,12100.035,0,5,6.0765176,0.016067676,-0.15575211,12.221233,-0.15603627,5.0100002,6.0698438,1
5.0127983,12100.035,0,5,6.0529327,0.017280689,-0.15575211,14.942225,-0.17936181,5.0100002,6.0698438,1
5.0129986,12100.035,0,5,6.0281982,0.018488867,-0.15575211,17.961618,-0.20393379,5.0100002,6.0698438,1
5.0131984,12100.035,0,5,6.0024152,0.019691993,-0.15575211,21.269964,-0.22965527,5.0100002,6.0698438,1
5.0133986,12100.035,0,5,5.9756889,0.020889865,-0.15575211,24.853251,-0.25642473,5.0100002,6.0698438,1
5.0135984,12100.035,0,5,5.9481292,0.022082308,-0.15575211,28.693132,-0.28413647,5.0100002,6.0698438,1
5.0137987,12100.035,0,5,5.9198484,0.023269163,-0.15575211,32.76722,-0.31268114,5.0100002,6.0698438,1
5.0139985,12100.035,0,5,5.8909616,0.0244503,-0.15575211,37.049423,-0.3419461,5.0100002,6.0698438,1
5.0141988,12100.035,0,5,5.861587,0.025625609,-0.15575211,41.510372,-0.37181583,5.0100002,6.0698438,1
5.0143986,12100.035,0,5,5.8318434,0.026795004,-0.15575211,46.117886,-0.40217245,5.0100002,6.0698438,1
5.0145984,12100.035,0,5,5.8018522,0.027958423,-0.15575211,50.83746,-0.43289611,5.0100002,6.0698438,1
5.0147986,12100.035,0,5,5.7717357,0.029115828,-0.15575211,55.632843,-0.46386558,5.0100002,6.0698438,1
5.0149984,12100.035,0,5,5.7416158,0.030267209,-0.15575211,60.466553,-0.49495864,5.0100002,6.0698438,1
5.0150151,12100.035,0,5,5.7391496,0.030361358,-0.15575211,60.863461,-0.49751005,5.0100002,6.0698438,1
5.0150151,12100.035,1,5,5.7391496,0.030361358,-0.15575211,60.863461,-0.49751005,5.0100002,6.0698438,0
5.0151987,12100.035,1,5,5.7685957,0.031417809,-0.15575211,65.300446,-0.4689678,5.0100002,6.0698438,0
5.0153985,12100.035,1,5,5.8004293,0.032574762,-0.15575211,70.096619,-0.43799576,5.0100002,6.0698438,0
5.0155988,12100.035,1,5,5.831893,0.033738047,-0.15575211,74.817528,-0.40726781,5.0100002,6.0698438,0
5.0157986,12100.035,1,5,5.8628654,0.034907579,-0.15575211,79.426888,-0.37690526,5.0100002,6.0698438,0
5.0159988,12100.035,1,5,5.8932304,0.036083244,-0.15575211,83.890152,-0.34702796,5.0100002,6.0698438,0
5.0161986,12100.035,1,5,5.9228721,0.037264913,-0.15575211,88.175064,-0.31775382,5.0100002,6.0698438,0
5.0163989,12100.035,1,5,5.9516783,0.038452432,-0.15575211,92.252235,-0.28919837,5.0100002,6.0698438,0
5.0165987,12100.035,1,5,5.9795399,0.039645616,-0.15575211,96.095558,-0.26147431,5.0100002,6.0698438,0
5.0167985,12100.035,1,5,6.0063505,0.040844273,-0.15575211,99.682579,-0.23469104,5.0100002,6.0698438,0
5.0169988,12100.035,1,5,6.0320106,0.042048175,-0.15575211,102.99487,-0.2089543,5.0100002,6.0698438,0
5.0171986,12100.035,1,5,6.0564218,0.043257087,-0.15575211,106.01836,-0.18436569,5.0100002,6.0698438,0
5.0173988,12100.035,1,5,6.079493,0.04447075,-0.15575211,108.74355,-0.16102223,5.0100002,6.0698438,0
5.0175986,12100.035,1,5,6.1011372,0.045688886,-0.15575211,111.1656,-0.13901608,5.0100002,6.0698438,0
5.0177989,12100.035,1,5,6.121274,0.046911202,-0.15575211,113.2845,-0.11843409,5.0100002,6.0698438,0
5.0179987,12100.035,1,5,6.1398277,0.048137389,-0.15575211,115.105,-0.099357486,5.0100002,6.0698438,0
5.018199,12100.035,1,5,6.1567302,0.049367122,-0.15575211,116.63656,-0.081861541,5.0100002,6.0698438,0
5.0183988,12100.035,1,5,6.1719184,0.050600063,-0.15575211,117.8932,-0.066015318,5.0100002,6.0698438,0
5.0185986,12100.035,1,5,6.1853371,0.051835869,-0.15575211,118.89326,-0.051881362,5.0100002,6.0698438,0
5.0187988,12100.035,1,5,6.1969376,0.053074174,-0.15575211,119.65915,-0.039515462,5.0100002,6.0698438,0
5.0189986,12100.035,1,5,6.2066789,0.054314617,-0.15575211,120.21694,-0.028966416,5.0100002,6.0698438,0
5.0191989,12100.035,1,5,6.2145262,0.055556819,-0.15575211,120.59602,-0.020275863,5.0100002,6.0698438,0
5.0193987,12100.035,1,5,6.2204537,0.056800399,-0.15575211,120.82857,-0.013478103,5.0100002,6.0698438,0
5.019599,12100.035,1,5,6.2244411,0.05804497,-0.15575211,120.9491,-0.0085999677,5.0100002,6.0698438,0
5.0197988,12100.035,1,5,6.2264781,0.059290145,-0.15575211,120.99387,-0.0056607085,5.0100002,6.0698438,0
5.019999,12100.035,1,5,6.2265601,0.060535528,-0.15575211,121.00034,-0.0046719261,5.0100002,6.0698438,0
5.02,12100.035,1,5,6.2265544,0.060542926,-0.15575211,121.00034,-0.0046718917,5.0100002,6.0698438,0
5.02,12100.034,1,5,6.2265544,0,-0.46718919,0,0,5.0100002,6.0542927,0
5.02,12100.034,1,5,6.2265544,1.56302e-11,-0.46718919,1.555437e-16,-1.9759895e-14,5.0100002,6.0542927,0
5.02,12100.034,1,5.02,6.2265544,1.56302e-11,-0.46718919,1.555437e-16,-1.9759895e-14,5.0100002,6.0542927,0
5.0201988,12100.034,1,5.02,6.2246914,0.0012378087,-0.46718919,0.0062524718,-0.00096562906,5.0100002,6.0542927,0
5.0203986,12100.034,1,5.02,6.2208834,0.0024824475,-0.46718919,0.050348058,-0.0038817839,5.0100002,6.0542927,0
5.0205989,12100.034,1,5.02,6.2151551,0.0037261324,-0.46718919,0.16976179,-0.008737009,5.0100002,6.0542927,0
5.0207987,12100.034,1,5.02,6.2075338,0.0049684821,-0.46718919,0.40077946,-0.01551213,5.0100002,6.0542927,0
5.020999,12100.034,1,5.02,6.1980538,0.0062091206,-0.46718919,0.7779277,-0.024180407,5.0100002,6.0542927,0
5.0211987,12100.034,1,5.02,6.1867566,0.0074476805,-0.46718919,1.333428,-0.034707628,5.0100002,6.0542927,0
5.021399,12100.034,1,5.02,6.1736903,0.0086838035,-0.46718919,2.0966876,-0.047052246,5.0100002,6.0542927,0
5.0215988,12100.034,1,5.02,6.1589112,0.00991714,-0.46718919,3.0938377,-0.061165534,5.0100002,6.0542927,0
5.0217991,12100.034,1,5.02,6.1424818,0.011147356,-0.46718919,4.347321,-0.076991789,5.0100002,6.0542927,0
5.0219989,12100.034,1,5.02,6.1244702,0.012374124,-0.46718919,5.8755369,-0.094468549,5.0100002,6.0542927,0
5.0221987,12100.034,1,5.02,6.1049528,0.01359714,-0.46718919,7.6925521,-0.11352684,5.0100002,6.0542927,0
5.0223989,12100.034,1,5.02,6.0840096,0.014816107,-0.46718919,9.8078785,-0.13409144,5.0100002,6.0542927,0
5.0225987,12100.034,1,5.02,6.061728,0.016030751,-0.46718919,12.226322,-0.15608117,5.0100002,6.0542927,0
5.022799,12100.034,1,5.02,6.0381999,0.017240811,-0.46718919,14.947911,-0.17940927,5.0100002,6.0542927,0
5.0229988,12100.034,1,5.02,6.0135217,0.018446051,-0.46718919,17.967888,-0.20398362,5.0100002,6.0542927,0
5.0231991,12100.034,1,5.02,5.9877949,0.019646246,-0.46718919,21.276793,-0.22970727,5.0100002,6.0542927,0
5.0233989,12100.034,1,5.02,5.9611254,0.0208412,-0.46718919,24.860607,-0.2564787,5.0100002,6.0542927,0
5.0235991,12100.034,1,5.02,5.9336224,0.022030735,-0.46718919,28.700977,-0.2841922,5.0100002,6.0542927,0
5.0237989,12100.034,1,5.02,5.9053979,0.023214694,-0.46718919,32.775501,-0.31273842,5.0100002,6.0542927,0
5.0239987,12100.034,1,5.02,5.8765674,0.024392948,-0.46718919,37.05809,-0.34200469,5.0100002,6.0542927,0
5.024199,12100.034,1,5.02,5.847249,0.025565382,-0.46718919,41.519363,-0.37187549,5.0100002,6.0542927,0
5.0243988,12100.034,1,5.02,5.8175616,0.026731914,-0.46718919,46.127132,-0.40223294,5.0100002,6.0542927,0
5.0245991,12100.034,1,5.02,5.7876272,0.027892483,-0.46718919,50.846893,-0.43295723,5.0100002,6.0542927,0
5.0247989,12100.034,1,5.02,5.7575669,0.02904705,-0.46718919,55.642387,-0.46392709,5.0100002,6.0542927,0
5.0249991,12100.034,1,5.02,5.7275033,0.030195599,-0.46718919,60.476135,-0.49502024,5.0100002,6.0542927,0
5.0250249,12100.034,1,5.02,5.7235994,0.030344551,-0.46718919,61.105694,-0.49906722,5.0100002,6.0542927,0
5.0250249,12100.034,0,5.02,5.7235994,0.030344551,-0.46718919,61.105694,-0.49906722,5.0100002,6.0542927,1
5.0251989,12100.034,0,5.02,5.7515593,0.031342849,-0.46718919,65.30999,-0.47202063,5.0100002,6.0542927,1
5.0253992,12100.034,0,5.02,5.7834606,0.032496404,-0.46718919,70.106049,-0.44104895,5.0100002,6.0542927,1
5.025599,12100.034,0,5.02,5.814991,0.033656299,-0.46718919,74.826775,-0.41032162,5.0100002,6.0542927,1
5.0257993,12100.034,0,5.02,5.8460307,0.034822457,-0.46718919,79.435875,-0.37995991,5.0100002,6.0542927,1
5.0259991,12100.034,0,5.02,5.8764615,0.035994764,-0.46718919,83.898819,-0.35008368,5.0100002,6.0542927,1
5.0261989,12100.034,0,5.02,5.9061689,0.037173085,-0.46718919,88.18335,-0.32081085,5.0100002,6.0542927,1
5.0263991,12100.034,0,5.02,5.93504,0.038357269,-0.46718919,92.260078,-0.29225695,5.0100002,6.0542927,1
5.0265989,12100.034,0,5.02,5.962966,0.039547134,-0.46718919,96.102921,-0.26453462,5.0100002,6.0542927,1
5.0267992,12100.034,0,5.02,5.9898415,0.040742479,-0.46718919,99.689407,-0.23775333,5.0100002,6.0542927,1
5.026999,12100.034,0,5.02,6.0155649,0.041943088,-0.46718919,103.00114,-0.21201877,5.0100002,6.0542927,1
5.0271993,12100.034,0,5.02,6.0400395,0.043148719,-0.46718919,106.02406,-0.18743253,5.0100002,6.0542927,1
5.0273991,12100.034,0,5.02,6.0631733,0.04435911,-0.46718919,108.74864,-0.16409163,5.0100002,6.0542927,1
5.0275993,12100.034,0,5.02,6.0848804,0.045573987,-0.46718919,111.17009,-0.14208822,5.0100002,6.0542927,1
5.0277991,12100.034,0,5.02,6.1050787,0.046793059,-0.46718919,113.28839,-0.12150913,5.0100002,6.0542927,1
5.0279989,12100.034,0,5.02,6.1236944,0.048016012,-0.46718919,115.10831,-0.10243557,5.0100002,6.0542927,1
5.0281992,12100.034,0,5.02,6.1406579,0.049242523,-0.46718919,116.63931,-0.084942833,5.0100002,6.0542927,1
5.028399,12100.034,0,5.02,6.1559067,0.050472256,-0.46718919,117.89542,-0.06909994,5.0100002,6.0542927,1
5.0285993,12100.034,0,5.02,6.1693859,0.051704865,-0.46718919,118.895,-0.054969437,5.0100002,6.0542927,1
5.0287991,12100.034,0,5.02,6.181047,0.052939989,-0.46718919,119.66045,-0.042607088,5.0100002,6.0542927,1
5.0289993,12100.034,0,5.02,6.1908479,0.054177258,-0.46718919,120.21786,-0.032061681,5.0100002,6.0542927,1
5.0291991,12100.034,0,5.02,6.1987548,0.055416297,-0.46718919,120.59661,-0.023374846,5.0100002,6.0542927,1
