"Time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia.w","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia.phi","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.is[2]","transformer.l2sigma.inductor[1].i","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.is[1]","transformer.l2sigma.inductor[3].i"
2.0192986,0.21301378,124.09602,0.34378469,134.54118,0.081170455,-178.94876,-0.0037692827,0.21890776,-96.552727,0.016464235
2.0193985,0.21218231,124.12004,0.33907655,134.5536,0.093799926,-190.62372,-0.0032385965,0.21960938,-85.62059,0.016294183
2.0194986,0.21132667,124.14458,0.33398196,134.56601,0.10626251,-202.07973,-0.0027047163,0.22030494,-74.463074,0.016108051
2.0195985,0.21044698,124.16964,0.32850638,134.57843,0.11854624,-213.30441,-0.0021681685,0.2209947,-63.092838,0.015906021
2.0196986,0.20954342,124.19521,0.32265562,134.59085,0.13063936,-224.28561,-0.0016294832,0.22167888,-51.522728,0.015688293
2.0197985,0.20861614,124.22132,0.31643587,134.60327,0.14253028,-235.01147,-0.0010891918,0.22235771,-39.76582,0.015455084
2.0198984,0.20766529,124.24796,0.30985367,134.61569,0.15420762,-245.47038,-0.00054782745,0.22303142,-27.835392,0.015206622
2.0199986,0.20669107,124.27513,0.30291593,134.62811,0.1656602,-255.65103,-5.9246368e-06,0.22370024,-15.744864,0.014943153
2.0200984,0.20569366,124.30284,0.29562989,134.64055,0.1768771,-265.54239,0.00053598196,0.22436439,-3.5078435,0.014664936
2.0201986,0.20467325,124.33109,0.28800315,134.65298,0.18784758,-275.13379,0.0010773574,0.22502407,8.861907,0.014372247
2.0202985,0.20363002,124.35989,0.28004357,134.66542,0.19856118,-284.41479,0.0016176674,0.22567953,21.350519,0.014065376
2.0203986,0.20256416,124.38922,0.27175942,134.67786,0.20900767,-293.37543,0.0021563787,0.22633097,33.943985,0.013744622
2.0204985,0.20147592,124.41911,0.26315928,134.69029,0.21917711,-302.00592,0.0026929597,0.22697857,46.628185,0.013410305
2.0205986,0.20036548,124.44954,0.25425196,134.70274,0.22905982,-310.29694,0.0032268809,0.22762257,59.388935,0.013062754
2.0206985,0.19923308,124.48052,0.24504663,134.71518,0.23864637,-318.2395,0.0037576151,0.22826315,72.21196,0.012702311
2.0207987,0.19807893,124.51205,0.23555276,134.72763,0.24792771,-325.82501,0.0042846389,0.22890054,85.082909,0.012329333
2.0208986,0.19690327,124.54414,0.22578005,134.7401,0.25689498,-333.0452,0.0048074313,0.22953489,97.987419,0.011944188
2.0209985,0.19570635,124.57677,0.21573852,134.75255,0.26553974,-339.89221,0.0053254776,0.23016642,110.91109,0.011547255
2.0210986,0.19448839,124.60995,0.20543841,134.765,0.27385375,-346.35864,0.0058382652,0.23079529,123.83947,0.011138928
2.0211985,0.19324964,124.64368,0.19489023,134.77747,0.28182921,-352.43744,0.0063452888,0.23142172,136.75818,0.010719608
2.0212986,0.19199036,124.67795,0.18410471,134.78993,0.2894586,-358.12198,0.0068460479,0.23204586,149.65277,0.010289709
2.0213985,0.19071083,124.71277,0.17309287,134.80241,0.29673472,-363.40604,0.0073400484,0.23266789,162.5089,0.0098496564
2.0214987,0.18941128,124.74813,0.16186586,134.81488,0.30365074,-368.28384,0.0078268023,0.23328799,175.31223,0.0093998834
2.0215986,0.18809199,124.78403,0.15043509,134.82736,0.31020018,-372.75009,0.0083058299,0.2339063,188.04848,0.0089408336
2.0216987,0.18675324,124.82048,0.13881218,134.83984,0.31637695,-376.7998,0.0087766582,0.23452298,200.70348,0.0084729623
2.0217986,0.18539532,124.85746,0.1270089,134.85233,0.32217532,-380.42859,0.0092388215,0.23513822,213.26311,0.0079967296
2.0218987,0.18401848,124.89497,0.1150372,134.86481,0.32758987,-383.63239,0.0096918652,0.23575215,225.71341,0.0075126048
2.0219986,0.18262303,124.93301,0.10290921,134.8773,0.33261561,-386.40765,0.010135341,0.2363649,238.04048,0.0070210677
2.0220985,0.18120924,124.97157,0.090637185,134.8898,0.33724797,-388.75128,0.010568812,0.23697664,250.23061,0.0065226019
2.0221987,0.17977743,125.01065,0.078233533,134.9023,0.34148264,-390.66064,0.01099185,0.23758748,262.2702,0.0060176998
2.0222986,0.17832789,125.05025,0.065710783,134.91479,0.34531587,-392.13354,0.011404038,0.23819757,274.14581,0.0055068596
2.0223987,0.17686091,125.09035,0.053081583,134.92731,0.34874415,-393.16824,0.011804968,0.23880702,285.84427,0.0049905861
2.0224986,0.1753768,125.13097,0.04035867,134.93982,0.3517645,-393.76352,0.012194246,0.23941597,297.35245,0.0044693882
2.0225987,0.17387588,125.17208,0.027554881,134.95233,0.3543742,-393.91861,0.012571487,0.24002452,308.65756,0.0039437809
2.0226986,0.17235847,125.21368,0.014683117,134.96486,0.35657108,-393.63312,0.012936317,0.2406328,319.74698,0.0034142819
2.0227988,0.17082484,125.25578,0.0017563496,134.97739,0.35835326,-392.90729,0.01328838,0.2412409,330.60831,0.0028814147
2.0228987,0.16927536,125.29835,-0.0112124,134.98991,0.35971931,-391.7417,0.013627324,0.24184893,341.2294,0.0023457052
2.0229986,0.16771032,125.34139,-0.024210079,135.00244,0.36066824,-390.13745,0.013952818,0.24245697,351.59842,0.0018076816
2.0230987,0.16613005,125.3849,-0.037223604,135.01498,0.36119944,-388.0961,0.014264538,0.24306513,361.7037,0.0012678753
2.0231986,0.16453487,125.42888,-0.050239883,135.02753,0.36131266,-385.61963,0.014562178,0.2436735,371.53397,0.00072681898
2.0232987,0.16292512,125.4733,-0.063245825,135.04007,0.36100817,-382.71057,0.014845445,0.24428214,381.07816,0.00018504658
2.0233986,0.16130112,125.51817,-0.07622835,135.05261,0.36028656,-379.37186,0.015114058,0.24489112,390.32559,-0.00035690717
2.0234988,0.1596632,125.56348,-0.08917442,135.06517,0.35914886,-375.60687,0.015367752,0.24550053,399.26587,-0.00089850731
2.0235987,0.1580117,125.60921,-0.10207101,135.07773,0.35759652,-371.41946,0.015606278,0.24611044,407.88889,-0.0014392193
2.0236988,0.15634696,125.65535,-0.11490516,135.0903,0.35563135,-366.81393,0.015829397,0.24672088,416.18497,-0.0019785098
2.0237987,0.1546693,125.70191,-0.127664,135.10286,0.35325566,-361.79504,0.016036894,0.24733192,424.14468,-0.0025158459
2.0238988,0.15297906,125.74887,-0.1403347,135.11543,0.35047203,-356.36795,0.01622856,0.24794361,431.75906,-0.003050698
2.0239987,0.15127659,125.79622,-0.15290453,135.12802,0.34728354,-350.53827,0.016404208,0.24855599,439.01947,-0.0035825379
2.0240986,0.14956222,125.84396,-0.16536087,135.14059,0.34369367,-344.31204,0.016563665,0.2491691,445.91763,-0.0041108406
2.0241988,0.1478363,125.89206,-0.17769122,135.15318,0.33970621,-337.69574,0.01670677,0.24978296,452.44565,-0.0046350849
2.0242987,0.14609915,125.94053,-0.18988322,135.16577,0.33532542,-330.6962,0.016833387,0.25039762,458.59607,-0.0051547531
2.0243988,0.14435112,125.98935,-0.20192459,135.17838,0.33055592,-323.32074,0.016943388,0.25101307,464.36182,-0.0056693326
2.0244987,0.14259258,126.03851,-0.21380328,135.19098,0.32540268,-315.57703,0.017036665,0.25162935,469.73624,-0.0061783153
2.0245988,0.14082383,126.08801,-0.22550733,135.20358,0.31987107,-307.47308,0.017113125,0.2522465,474.7131,-0.0066811992
2.0246987,0.13904522,126.13783,-0.23702502,135.21619,0.31396687,-299.0174,0.017172694,0.25286445,479.28656,-0.0071774875
2.0247989,0.13725711,126.18795,-0.24834479,135.22881,0.30769613,-290.21875,0.017215313,0.25348327,483.45123,-0.0076666907
2.0248988,0.13545984,126.23837,-0.25945526,135.24144,0.30106539,-281.08633,0.01724094,0.25410292,487.20218,-0.0081483265
2.0249987,0.13365373,126.28909,-0.27034527,135.25406,0.29408139,-271.6297,0.017249549,0.25472337,490.53491,-0.008621918
2.0250988,0.13183913,126.34009,-0.28100392,135.26669,0.28675136,-261.85867,0.017241132,0.25534466,493.44537,-0.009087
2.0251987,0.13001637,126.39134,-0.29142046,135.27933,0.27908275,-251.78348,0.017215697,0.25596675,495.9299,-0.0095431115
2.0252988,0.12818581,126.44286,-0.30158445,135.29198,0.27108338,-241.41463,0.01717327,0.25658959,497.98541,-0.0099898027
2.0253987,0.12634778,126.49462,-0.31148565,135.30463,0.26276147,-230.76292,0.017113892,0.25721318,499.60913,-0.010426634
2.0254989,0.1245026,126.54662,-0.32111415,135.31728,0.25412545,-219.83951,0.017037621,0.25783747,500.79889,-0.010853173
2.0255988,0.12265062,126.59883,-0.33046028,135.32993,0.24518411,-208.65581,0.016944533,0.25846243,501.55289,-0.011268999
2.0256989,0.12079217,126.65125,-0.33951458,135.34259,0.23594651,-197.22346,0.016834721,0.25908801,501.86978,-0.011673702
2.0257988,0.11892758,126.70387,-0.348268,135.35526,0.22642201,-185.55441,0.016708292,0.25971416,501.74875,-0.012066882
2.0258989,0.11705717,126.75668,-0.35671169,135.36794,0.21662028,-173.66087,0.016565373,0.26034081,501.18942,-0.012448153
2.0259988,0.11518128,126.80967,-0.36483717,135.38062,0.20655122,-161.55524,0.0164061,0.26096791,500.19186,-0.012817135
2.0260987,0.11330023,126.86282,-0.37263623,135.3933,0.196225,-149.25014,0.016230635,0.26159543,498.75662,-0.013173466
2.0261989,0.11141436,126.91611,-0.380101,135.40599,0.18565208,-136.75842,0.016039152,0.26222324,496.8847,-0.013516795
2.0262988,0.10952396,126.96956,-0.38722399,135.41869,0.17484307,-124.09312,0.015831834,0.26285133,494.57758,-0.013846782
2.0263989,0.10762937,127.02312,-0.39399794,135.43138,0.16380891,-111.26745,0.015608891,0.26347959,491.83719,-0.014163101
2.0264988,0.10573091,127.07681,-0.40041608,135.44409,0.1525607,-98.294792,0.015370541,0.26410791,488.66595,-0.014465441
2.0265989,0.10382887,127.1306,-0.40647185,135.4568,0.14110976,-85.188652,0.01511702,0.26473626,485.06668,-0.014753503
2.0266988,0.10192358,127.18449,-0.41215912,135.46951,0.12946762,-71.962708,0.014848578,0.26536453,481.04266,-0.015027003
2.026799,0.10001535,127.23845,-0.41747212,135.48224,0.11764599,-58.630749,0.01456548,0.26599261,476.59769,-0.015285671
2.0268989,0.098104469,127.29249,-0.42240545,135.49496,0.10565674,-45.206642,0.014268004,0.2666204,471.73593,-0.015529251
2.026999,0.096191242,127.34658,-0.42695406,135.50769,0.093511917,-31.704372,0.013956445,0.26724783,466.46198,-0.015757503
2.0270989,0.094275981,127.40073,-0.43111333,135.52043,0.081223719,-18.13801,0.013631112,0.26787475,460.78098,-0.015970202
2.0271988,0.092358962,127.4549,-0.434879,135.53317,0.06880448,-4.521646,0.013292323,0.26850107,454.69833,-0.016167138
2.0272989,0.090440489,127.50911,-0.43824714,135.54593,0.056266651,9.1305475,0.012940414,0.26912668,448.22,-0.016348118
2.0273988,0.08852084,127.56332,-0.44121435,135.55869,0.043622822,22.804365,0.012575733,0.26975146,441.35233,-0.01651296
2.027499,0.086600311,127.61755,-0.44377747,135.57144,0.03088565,36.485626,0.012198638,0.27037528,434.10199,-0.016661504
2.0275989,0.084679171,127.67176,-0.44593382,135.58421,0.018067915,50.160107,0.011809503,0.270998,426.47617,-0.016793603
2.027699,0.082757697,127.72596,-0.44768116,135.59697,0.0051824562,63.813602,0.011408711,0.27161953,418.48239,-0.016909126
2.0277989,0.080836169,127.78012,-0.44901755,135.60976,-0.0077578221,77.431969,0.010996657,0.27223971,410.12854,-0.01700796
2.027899,0.078914843,127.83425,-0.44994155,135.62253,-0.020739958,91.001083,0.01057375,0.27285844,401.42288,-0.017090006
2.0279989,0.076993987,127.88833,-0.45045206,135.63531,-0.033750951,104.50687,0.010140406,0.27347553,392.37415,-0.017155183
2.0280988,0.075073868,127.94234,-0.45054841,135.64812,-0.046777781,117.93535,0.0096970517,0.27409086,382.99127,-0.01720343
2.028199,0.073154733,127.99629,-0.45023039,135.6609,-0.059807409,131.27263,0.0092441263,0.27470428,373.28363,-0.017234696
2.0282989,0.071236834,128.05016,-0.44949815,135.67371,-0.072826795,144.5049,0.0087820766,0.27531567,363.26093,-0.017248951
2.028399,0.069320418,128.10393,-0.44835222,135.68652,-0.08582291,157.6185,0.0083113583,0.27592486,352.93317,-0.017246179
2.0284989,0.067405723,128.15761,-0.44679356,135.69934,-0.098782755,170.59988,0.007832435,0.27653167,342.31067,-0.017226387
2.028599,0.065492988,128.21117,-0.44482359,135.71216,-0.11169337,183.43564,0.0073457817,0.277136,331.40411,-0.017189592
2.0286989,0.06358245,128.26462,-0.44244406,135.72498,-0.12454183,196.11255,0.0068518762,0.27773765,320.22437,-0.017135829
2.0287991,0.06167433,128.31795,-0.43965718,135.73781,-0.1373153,208.61754,0.0063512078,0.27833647,308.78265,-0.017065154
2.028899,0.059768848,128.37114,-0.4364655,135.75064,-0.15000099,220.93773,0.0058442699,0.2789323,297.09045,-0.016977636
2.0289991,0.057866231,128.42418,-0.43287206,135.76349,-0.16258621,233.06044,0.0053315624,0.27952498,285.15948,-0.01687336
2.029099,0.055966679,128.47707,-0.42888018,135.77634,-0.17505839,244.97322,0.0048135924,0.28011432,273.00174,-0.016752429
2.0291989,0.054070409,128.5298,-0.42449373,135.78918,-0.18740506,256.66385,0.0042908704,0.28070021,260.62943,-0.016614964
2.029299,0.052177619,128.58235,-0.41971675,135.80203,-0.19961384,268.1203,0.0037639127,0.2812824,248.05493,-0.0164611
2.0293989,0.05028851,128.63475,-0.41455388,135.8149,-0.21167254,279.33084,0.0032332388,0.28186077,235.29089,-0.016290989
2.0294991,0.048403267,128.68695,-0.40901002,135.82776,-0.22356911,290.284,0.0026993733,0.28243515,222.35011,-0.016104797
2.029599,0.046522081,128.73895,-0.40309048,135.84064,-0.23529163,300.9686,0.0021628423,0.28300533,209.24559,-0.015902709
2.0296991,0.044645134,128.79077,-0.39680094,135.85352,-0.24682838,311.37366,0.0016241759,0.28357115,195.99046,-0.015684927
2.029799,0.042772602,128.84238,-0.39014742,135.86639,-0.2581678,321.48862,0.0010839056,0.28413245,182.59805,-0.015451662
2.0298991,0.040904656,128.89377,-0.3831363,135.87929,-0.26929855,331.30313,0.00054256443,0.28468904,169.08176,-0.015203147
2.029999,0.03904146,128.94496,-0.37577438,135.89218,-0.28020951,340.80725,6.869119e-07,0.28524074,155.45515,-0.014939626
2.0300989,0.037183173,128.99591,-0.36806875,135.90508,-0.29088974,349.99127,-0.00054119219,0.28578734,141.7319,-0.014661359
2.0301991,0.035329957,129.04665,-0.36002681,135.91798,-0.30132854,358.84589,-0.001082538,0.2863287,127.92574,-0.014368621
2.0302989,0.033481952,129.09714,-0.35165635,135.93088,-0.31151545,367.36212,-0.0016228164,0.28686464,114.0505,-0.014061701
2.0303991,0.031639308,129.1474,-0.34296545,135.9438,-0.32144025,375.53137,-0.002161494,0.28739494,100.12009,-0.013740902
2.030499,0.029802158,129.19742,-0.3339625,135.95671,-0.33109304,383.3454,-0.0026980394,0.28791946,86.148399,-0.01340654
2.0305991,0.027970644,129.24718,-0.32465625,135.96964,-0.34046409,390.79626,-0.0032319226,0.28843799,72.149437,-0.013058946
2.030699,0.026144886,129.29669,-0.3150557,135.98256,-0.34954402,397.87653,-0.003762617,0.28895032,58.137192,-0.012698462
2.0307992,0.024325011,129.34595,-0.30517012,135.9955,-0.35832369,404.57907,-0.0042895987,0.28945634,44.125629,-0.012325444
2.030899,0.022511134,129.39494,-0.29500914,136.00844,-0.36679435,410.89716,-0.0048123477,0.28995582,30.128752,-0.011940261
2.0309992,0.020703368,129.44366,-0.28458259,136.02138,-0.3749474,416.82452,-0.0053303475,0.29044858,16.160521,-0.011543293
2.0310991,0.018901816,129.49213,-0.27390054,136.03433,-0.38277468,422.35522,-0.0058430876,0.29093441,2.234832,-0.011134931
2.031199,0.017106581,129.54033,-0.26297343,136.04727,-0.39026833,427.4838,-0.0063500619,0.29141319,-11.634439,-0.010715578
2.0312991,0.015317759,129.58824,-0.25181183,136.06024,-0.39742079,432.20517,-0.0068507697,0.29188472,-25.433487,-0.010285649
2.031399,0.01353544,129.63588,-0.2404266,136.0732,-0.40422484,436.51468,-0.0073447167,0.29234877,-39.148624,-0.0098455679
2.0314991,0.011759707,129.68326,-0.22882877,136.08617,-0.41067359,440.40814,-0.0078314161,0.29280522,-52.76622,-0.0093957679
2.031599,0.0099906409,129.73035,-0.21702965,136.09914,-0.41676056,443.88174,-0.008310386,0.29325384,-66.272758,-0.0089366948
2.0316992,0.008228316,129.77715,-0.20504066,136.11211,-0.42247957,446.93213,-0.0087811556,0.2936945,-79.654884,-0.0084688002
2.0317991,0.0064728004,129.82367,-0.19287349,136.12509,-0.42782483,449.5564,-0.0092432592,0.29412699,-92.899345,-0.0079925461
2.0318992,0.004724158,129.86992,-0.18053997,136.13808,-0.43279091,451.75208,-0.0096962405,0.29455116,-105.99303,-0.0075084041
2.0319991,0.0029824483,129.91588,-0.16805208,136.15106,-0.43737271,453.51712,-0.010139653,0.29496679,-118.92305,-0.0070168502
2.032099,0.0012477242,129.96155,-0.15542197,136.16406,-0.44156563,454.84995,-0.010573059,0.29537377,-131.67664,-0.00651837
2.0321991,-0.00047996602,130.00694,-0.14266194,136.17706,-0.44536531,455.74942,-0.010996031,0.29577187,-144.24121,-0.0060134563
2.032299,-0.0022005786,130.05203,-0.12978441,136.19006,-0.44876787,456.21484,-0.01140815,0.29616094,-156.60446,-0.0055026063
2.0323992,-0.0039140754,130.09686,-0.11680188,136.20308,-0.4517698,456.24594,-0.011809011,0.2965408,-168.75421,-0.0049863248
2.0324991,-0.0056204228,130.1414,-0.10372702,136.21608,-0.45436797,455.84293,-0.012198218,0.29691133,-180.67857,-0.0044651213
2.0325992,-0.0073195919,130.18565,-0.090572543,136.2291,-0.45655966,455.00641,-0.012575386,0.29727229,-192.36589,-0.0039395099
2.0326991,-0.0090115592,130.22963,-0.077351257,136.24213,-0.45834255,453.73749,-0.012940144,0.2976236,-203.80472,-0.0034100101
2.0327992,-0.010696305,130.27332,-0.064076044,136.25514,-0.45971471,452.03772,-0.013292131,0.29796505,-214.9839,-0.0028771439
2.0328991,-0.012373816,130.31673,-0.050759818,136.26817,-0.46067461,449.90897,-0.013631,0.29829648,-225.89258,-0.0023414374
2.0329993,-0.014044082,130.35986,-0.037415553,136.28122,-0.46122119,447.3537,-0.013956416,0.29861772,-236.52014,-0.0018034192
2.0330992,-0.015707098,130.40273,-0.024056248,136.29425,-0.46135372,444.37473,-0.014268059,0.29892868,-246.85629,-0.0012636206
2.0331991,-0.017362861,130.44531,-0.010694909,136.3073,-0.46107188,440.97528,-0.014565622,0.29922912,-256.89105,-0.00072257395
2.0332992,-0.019011378,130.48763,0.0026554486,136.32034,-0.46037585,437.15906,-0.014848808,0.29951897,-266.61469,-0.00018081351
2.0333991,-0.020652656,130.52968,0.015981819,136.33339,-0.4592661,432.93018,-0.01511734,0.29979804,-276.01791,0.00036112597
2.0334992,-0.022286706,130.57147,0.029271225,136.34645,-0.45774356,428.29315,-0.015370953,0.3000662,-285.09167,0.00090270978
2.0335991,-0.023913544,130.61299,0.042510718,136.35951,-0.45580959,423.25293,-0.015609396,0.30032331,-293.8273,0.0014434033
2.0336993,-0.025533194,130.65427,0.055687405,136.37257,-0.45346591,417.81482,-0.015832433,0.30056924,-302.21646,0.0019826728
2.0337992,-0.027145678,130.69527,0.068788446,136.38564,-0.45071471,411.98456,-0.016039845,0.30080381,-310.25119,0.0025199864
2.0338993,-0.028751023,130.73604,0.081801079,136.39871,-0.44755849,405.76828,-0.016231427,0.30102694,-317.92389,0.0030548132
2.0339992,-0.030349266,130.77655,0.09471263,136.41179,-0.44400021,399.17255,-0.016406991,0.30123848,-325.22736,0.0035866259
2.0340993,-0.031940438,130.81682,0.10751052,136.42487,-0.44004321,392.20419,-0.016566362,0.3014383,-332.15469,0.0041148993
2.0341992,-0.033524584,130.85686,0.12018229,136.43796,-0.43569124,384.87054,-0.016709384,0.30162629,-338.69946,0.0046391119
2.0342991,-0.035101745,130.89667,0.13271558,136.45105,-0.43094844,377.17923,-0.016835913,0.30180234,-344.85565,0.0051587471
2.0343993,-0.036671966,130.93623,0.14509821,136.46414,-0.42581925,369.13818,-0.016945828,0.30196631,-350.61752,0.0056732912
2.0344992,-0.038235299,130.97559,0.15731809,136.47723,-0.42030862,360.7558,-0.01703902,0.30211809,-355.97986,0.0061822361
2.0345993,-0.039791796,131.01472,0.16936335,136.49033,-0.41442183,352.04074,-0.017115394,0.30225757,-360.93777,0.0066850805
2.0346992,-0.041341517,131.05363,0.18122223,136.50343,-0.40816444,343.00201,-0.017174877,0.30238467,-365.48688,0.0071813273
2.0347993,-0.042884521,131.09235,0.19288319,136.51654,-0.40154251,333.64893,-0.017217409,0.30249926,-369.62314,0.0076704873
2.0348992,-0.044420868,131.13086,0.2043349,136.52966,-0.39456242,323.99115,-0.017242949,0.30260125,-373.34296,0.008152077
2.0349994,-0.045950625,131.16916,0.21556619,136.54277,-0.38723084,314.0386,-0.017251473,0.30269057,-376.64313,0.0086256219
2.0350993,-0.047473866,131.20728,0.22656614,136.55589,-0.37955484,303.80148,-0.01724297,0.3027671,-379.52094,0.0090906546
2.0351992,-0.048990656,131.24521,0.23732403,136.56902,-0.37154183,293.29034,-0.017217448,0.30283073,-381.97406,0.0095467158
2.0352993,-0.050501071,131.28296,0.24782941,136.58214,-0.3631995,282.51593,-0.017174935,0.30288145,-384.00061,0.0099933548
2.0353992,-0.052005187,131.32054,0.25807205,136.59528,-0.35453597,271.48926,-0.017115472,0.30291912,-385.59915,0.010430131
2.0354993,-0.053503081,131.35796,0.26804197,136.60841,-0.3455596,260.22162,-0.017039118,0.30294368,-386.76865,0.010856614
2.0355992,-0.05499484,131.3952,0.27772951,136.62155,-0.33627903,248.72452,-0.016945947,0.30295506,-387.50851,0.011272383
2.0356994,-0.056480542,131.4323,0.28712523,136.63469,-0.32670328,237.00967,-0.016836051,0.30295321,-387.8186,0.011677027
2.0357993,-0.057960276,131.46924,0.29622,136.64783,-0.31684163,225.08905,-0.01670954,0.30293804,-387.69922,0.012070146
2.0358994,-0.059434127,131.50604,0.30500498,136.66098,-0.3067036,212.97473,-0.016566537,0.30290952,-387.15103,0.012451353
2.0359993,-0.060902186,131.54272,0.31347165,136.67413,-0.29629901,200.67906,-0.016407184,0.30286756,-386.17523,0.012820272
2.0360994,-0.062364541,131.57925,0.32161179,136.68729,-0.285638,188.21454,-0.016231639,0.30281216,-384.77338,0.013176539
2.0361993,-0.063821286,131.61568,0.32941747,136.70045,-0.27473086,175.5938,-0.016040076,0.3027432,-382.94748,0.013519801
2.0362992,-0.065272525,131.65198,0.33688116,136.71362,-0.26358822,162.82962,-0.015832681,0.3026607,-380.69998,0.01384972
2.0363994,-0.06671834,131.68817,0.3439956,136.72679,-0.25222087,149.93498,-0.01560966,0.30256459,-378.03375,0.01416597
2.0364993,-0.068158828,131.72426,0.3507539,136.73996,-0.24063987,136.92287,-0.015371234,0.30245486,-374.952,0.014468241
2.0365994,-0.0695941,131.76025,0.35714951,136.75313,-0.22885644,123.80647,-0.015117638,0.30233145,-371.4585,0.014756232
2.0366993,-0.071024247,131.79616,0.36317626,136.76631,-0.21688206,110.59903,-0.014849122,0.30219436,-367.55731,0.015029659
2.0367994,-0.072449371,131.83199,0.3688283,136.7795,-0.20472836,97.31385,-0.014565951,0.30204353,-363.25293,0.015288253
2.0368993,-0.073869571,131.86774,0.37410018,136.79268,-0.19240716,83.964348,-0.014268404,0.30187899,-358.55029,0.015531759
2.0369995,-0.07528495,131.90341,0.37898684,136.80586,-0.17993043,70.563957,-0.013956776,0.30170071,-353.45471,0.015759936
2.0370994,-0.076695621,131.93904,0.38348356,136.81906,-0.16731031,57.126152,-0.013631374,0.30150864,-347.97186,0.015972558
2.0371993,-0.078101672,131.97459,0.38758597,136.83226,-0.15455908,43.664448,-0.013292518,0.30130285,-342.10782,0.01616942
2.0372994,-0.079503223,132.01012,0.39129022,136.84546,-0.14168914,30.192371,-0.012940544,0.30108327,-335.86911,0.01635032
2.0373993,-0.080900364,132.04559,0.39459267,136.85866,-0.12871303,16.723413,-0.012575799,0.30084994,-329.26251,0.016515085
2.0374994,-0.082293212,132.08104,0.39749026,136.87187,-0.11564337,3.2710927,-0.012198642,0.30060285,-322.2952,0.016663549
2.0375993,-0.083681867,132.11644,0.39998019,136.88507,-0.10249288,-10.151115,-0.011809446,0.30034202,-314.97479,0.01679557
2.0376995,-0.08506643,132.15184,0.40206009,136.89828,-0.089274362,-23.529806,-0.011408595,0.30006748,-307.30917,0.016911013
2.0377994,-0.086447008,132.18721,0.40372801,136.91151,-0.076000698,-36.851593,-0.010996486,0.29977921,-299.30655,0.017009767
2.0378995,-0.087823711,132.22258,0.40498248,136.92473,-0.062684812,-50.103168,-0.010573523,0.29947728,-290.97552,0.017091732
2.0379994,-0.089196645,132.25793,0.40582225,136.93796,-0.049339656,-63.271336,-0.010140126,0.29916167,-282.32498,0.01715683
2.0380995,-0.090565912,132.2933,0.40624666,136.95119,-0.035978243,-76.342964,-0.0096967211,0.29883245,-273.36411,0.017204996
2.0381994,-0.091931619,132.32869,0.40625539,136.96442,-0.022613585,-89.305038,-0.0092437463,0.29848963,-264.10248,0.017236181
2.0382993,-0.093293861,132.36407,0.40584847,136.97765,-0.0092586968,-102.14468,-0.0087816492,0.29813325,-254.54985,0.017250353
2.0383995,-0.09465275,132.39949,0.40502644,136.99089,0.0040734098,-114.84914,-0.0083108852,0.29776338,-244.71634,0.017247504
2.0384994,-0.09600839,132.43494,0.40379015,137.00414,0.017369745,-127.4058,-0.007831919,0.29738003,-234.61229,0.017227629
2.0385995,-0.097360872,132.47041,0.40214097,137.01738,0.03061736,-139.80225,-0.0073452238,0.29698327,-224.24834,0.017190754
2.0386994,-0.098710313,132.50594,0.40008056,137.03062,0.043803342,-152.02618,-0.0068512796,0.29657313,-213.63535,0.017136911
2.0387995,-0.1000568,132.5415,0.39761108,137.04388,0.056914847,-164.06554,-0.0063505741,0.29614973,-202.78445,0.017066156
2.0388994,-0.10140044,132.57712,0.39473498,137.05713,0.069939107,-175.90845,-0.0058436012,0.29571307,-191.707,0.016978558
2.0389996,-0.10274134,132.61278,0.39145526,137.07039,0.08286342,-187.5432,-0.0053308615,0.29526323,-180.41452,0.016874203
2.0390995,-0.10407957,132.64851,0.38777518,137.08366,0.0956752,-198.95837,-0.0048128613,0.29480031,-168.91884,0.016753195
2.0391996,-0.10541525,132.68431,0.38369846,137.09692,0.10836197,-210.14275,-0.0042901114,0.29432434,-157.23186,0.016615652
2.0392995,-0.10674848,132.72018,0.37922919,137.1102,0.12091136,-221.08533,-0.0037631276,0.2938354,-145.36575,0.01646171
2.0393994,-0.10807933,132.75612,0.37437186,137.12347,0.13331115,-231.77541,-0.0032324304,0.29333359,-133.33282,0.016291521
2.0394995,-0.1094079,132.79214,0.36913136,137.13675,0.14554927,-242.20253,-0.0026985432,0.29281899,-121.14554,0.016105253
2.0395994,-0.11073429,132.82826,0.36351287,137.15002,0.15761377,-252.35652,-0.0021619934,0.29229167,-108.81651,0.015903091
2.0396996,-0.11205858,132.86446,0.35752204,137.16331,0.16949293,-262.22748,-0.0016233104,0.29175174,-96.358482,0.015685234
2.0397995,-0.11338086,132.90076,0.35116485,137.17661,0.18117516,-271.80582,-0.0010830256,0.29119927,-83.784286,0.015451897
2.0398996,-0.11470122,132.93715,0.34444761,137.1899,0.1926491,-281.08221,-0.00054167246,0.29063436,-71.106903,0.015203309
2.0399995,-0.11601974,132.97365,0.33737704,137.2032,0.20390357,-290.04773,2.1472984e-07,0.29005712,-58.339394,0.014939717
