"Time","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.is[1]","aimc.is[2]","loadInertia.w","transformer.l2sigma.inductor[3].i","loadInertia.phi","transformer.l2sigma.inductor[2].i","aimc.idq_sr[1]","aimc.idq_rr[2]"
2.0216987,-184.79083,-337.08316,200.69888,-376.79602,124.82046,0.0084729614,134.83981,-0.01724962,328.67816,153.96153
2.0217986,-184.4986,-341.84424,213.25854,-380.42484,124.85744,0.0079967286,134.85229,-0.017235551,333.75363,153.61479
2.0218987,-184.2446,-346.53418,225.70886,-383.62866,124.89494,0.0075126048,134.86479,-0.017204469,338.75754,153.30513
2.0219986,-184.02762,-351.15201,238.03595,-386.40396,124.93298,0.0070210667,134.87727,-0.017156407,343.68878,153.03134
2.0220985,-183.84641,-355.69669,250.22609,-388.74762,124.97154,0.006522601,134.88977,-0.017091412,348.5463,152.79222
2.0221987,-183.69972,-360.16727,262.26569,-390.65701,125.01063,0.0060176994,134.90227,-0.017009549,353.32907,152.58656
2.0222986,-183.58632,-364.56281,274.14133,-392.12994,125.05022,0.0055068596,134.91478,-0.016910898,358.0361,152.41313
2.0223987,-183.50491,-368.88245,285.83978,-393.1647,125.09033,0.0049905856,134.92729,-0.016795553,362.66644,152.27068
2.0224986,-183.45422,-373.12531,297.34799,-393.76001,125.13094,0.0044693877,134.9398,-0.016663633,367.21918,152.15793
2.0225987,-183.43295,-377.29059,308.65314,-393.9151,125.17205,0.0039437804,134.95232,-0.016515268,371.69342,152.07365
2.0226986,-183.43979,-381.37753,319.74255,-393.6297,125.21365,0.0034142819,134.96483,-0.016350599,376.08838,152.01657
2.0227988,-183.4734,-385.38544,330.60391,-392.9039,125.25574,0.0028814145,134.97736,-0.016169794,380.40326,151.98538
2.0228987,-183.53249,-389.31357,341.22504,-391.73834,125.29832,0.0023457047,134.98988,-0.015973028,384.6373,151.97879
2.0229986,-183.61569,-393.16129,351.59406,-390.13412,125.34136,0.0018076816,135.00241,-0.0157605,388.78979,151.99551
2.0230987,-183.72168,-396.92801,361.69937,-388.09277,125.38488,0.0012678752,135.01495,-0.015532413,392.86008,152.03423
2.0231986,-183.84911,-400.61313,371.52963,-385.61636,125.42885,0.00072681869,135.0275,-0.015288997,396.84753,152.09363
2.0232987,-183.99661,-404.21616,381.07388,-382.70734,125.47327,0.00018504632,135.04004,-0.015030491,400.75159,152.17241
2.0233986,-184.16284,-407.73657,390.32132,-379.36865,125.51814,-0.00035690714,135.0526,-0.014757151,404.57166,152.26923
2.0234988,-184.34644,-411.17395,399.26163,-375.6037,125.56345,-0.00089850742,135.06514,-0.014469245,408.30728,152.38278
2.0235987,-184.54601,-414.52786,407.88467,-371.41635,125.60918,-0.0014392196,135.07771,-0.014167056,411.95801,152.51172
2.0236988,-184.76019,-417.79794,416.18076,-366.81085,125.65532,-0.0019785098,135.09027,-0.013850887,415.52338,152.65472
2.0237987,-184.98763,-420.98389,424.1405,-361.79199,125.70188,-0.0025158459,135.10284,-0.013521047,419.00305,152.81046
2.0238988,-185.22693,-424.08536,431.75491,-356.36493,125.74884,-0.003050698,135.11542,-0.013177861,422.39667,152.9776
2.0239987,-185.47673,-427.10214,439.01535,-350.53528,125.79619,-0.0035825379,135.12799,-0.01282167,425.70392,153.1548
2.0240986,-185.73566,-430.03403,445.91351,-344.30908,125.84393,-0.0041108406,135.14058,-0.012452823,428.92462,153.34076
2.0241988,-186.00233,-432.88086,452.44159,-337.69281,125.89203,-0.0046350849,135.15315,-0.012071686,432.05847,153.53412
2.0242987,-186.27541,-435.64246,458.59204,-330.69333,125.9405,-0.0051547531,135.16576,-0.011678633,435.10535,153.73357
2.0243988,-186.5535,-438.31876,464.35782,-323.3179,125.98932,-0.0056693326,135.17834,-0.011274055,438.06512,153.93777
2.0244987,-186.83524,-440.9097,469.73227,-315.57419,126.03848,-0.0061783153,135.19095,-0.01085835,440.93768,154.14543
2.0245988,-187.11926,-443.41528,474.70914,-307.47028,126.08797,-0.0066811992,135.20355,-0.010431927,443.72299,154.35521
2.0246987,-187.40424,-445.83554,479.28262,-299.01462,126.13779,-0.0071774875,135.21617,-0.0099952063,446.42102,154.56581
2.0247989,-187.68881,-448.1705,483.44733,-290.21603,126.18791,-0.0076666907,135.22879,-0.0095486222,449.03183,154.77594
2.0248988,-187.97163,-450.42029,487.1983,-281.08365,126.23834,-0.0081483265,135.24141,-0.0090926141,451.55545,154.98428
2.0249987,-188.25137,-452.58505,490.53107,-271.62704,126.28905,-0.008621918,135.25403,-0.0086276308,453.992,155.18956
2.0250988,-188.5267,-454.66495,493.44156,-261.85605,126.34005,-0.0090869991,135.26666,-0.0081541324,456.34161,155.3905
2.0251987,-188.7963,-456.66019,495.92612,-251.78087,126.3913,-0.0095431106,135.27931,-0.0076725855,458.60452,155.58583
2.0252988,-189.05887,-458.57104,497.98163,-241.41205,126.44283,-0.0099898027,135.29195,-0.007183467,460.78091,155.77426
2.0253987,-189.3131,-460.3978,499.60541,-230.76038,126.49458,-0.010426634,135.3046,-0.0066872574,462.87103,155.95459
2.0254989,-189.55771,-462.14075,500.7952,-219.83699,126.54658,-0.010853172,135.31725,-0.0061844476,464.87521,156.12553
2.0255988,-189.79143,-463.80026,501.54919,-208.65331,126.59879,-0.011268998,135.32991,-0.0056755343,466.79376,156.28589
2.0256989,-190.01299,-465.37674,501.86615,-197.22099,126.65121,-0.011673702,135.34258,-0.0051610195,468.62708,156.43443
2.0257988,-190.22113,-466.87064,501.74515,-185.55199,126.70383,-0.012066882,135.35524,-0.00464141,470.37555,156.56995
2.0258989,-190.41463,-468.28238,501.18585,-173.65846,126.75665,-0.012448152,135.3679,-0.0041172197,472.03961,156.69127
2.0259988,-190.59225,-469.61249,500.18829,-161.55286,126.80963,-0.012817134,135.38058,-0.0035889656,473.61975,156.79721
2.0260987,-190.75281,-470.86148,498.75308,-149.24777,126.86278,-0.013173466,135.39328,-0.00305717,475.11652,156.88661
2.0261989,-190.89507,-472.02994,496.8812,-136.75609,126.91608,-0.013516794,135.40596,-0.0025223559,476.53043,156.95831
2.0262988,-191.0179,-473.11841,494.57413,-124.09081,126.96951,-0.013846781,135.41866,-0.0019850524,477.86206,157.01122
2.0263989,-191.1201,-474.12759,491.83377,-111.26516,127.02309,-0.0141631,135.43137,-0.0014457898,479.11203,157.04417
2.0264988,-191.20056,-475.05811,488.66254,-98.292519,127.07677,-0.014465441,135.44406,-0.00090510031,480.28101,157.05611
2.0265989,-191.25813,-475.91064,485.06329,-85.186409,127.13056,-0.014753503,135.45677,-0.00036351697,481.36969,157.04594
2.0266988,-191.29172,-476.68594,481.03934,-71.960487,127.18444,-0.015027002,135.4695,0.00017842524,482.37872,157.0126
2.026799,-191.30023,-477.38477,476.59439,-58.628544,127.23841,-0.01528567,135.48221,0.00072019128,483.30893,156.95506
2.0268989,-191.28259,-478.00784,471.73264,-45.20446,127.29244,-0.015529251,135.49493,0.0012612466,484.16104,156.8723
2.026999,-191.23778,-478.55603,466.45874,-31.702215,127.34653,-0.015757503,135.50768,0.0018010575,484.93585,156.76331
2.0270989,-191.16473,-479.03015,460.77774,-18.135862,127.40068,-0.015970202,135.52042,0.0023390909,485.63425,156.62711
2.0271988,-191.06247,-479.43109,454.69513,-4.5195198,127.45486,-0.016167138,135.53316,0.0028748156,486.25705,156.46274
2.0272989,-190.92999,-479.7597,448.21686,9.1326532,127.50906,-0.016348118,135.5459,0.0034077032,486.80518,156.26924
2.0273988,-190.76634,-480.01694,441.34918,22.806463,127.56329,-0.01651296,135.55865,0.0039372277,487.27954,156.04573
2.027499,-190.57057,-480.2037,434.09888,36.487705,127.6175,-0.016661502,135.57141,0.0044628666,487.68106,155.79129
2.0275989,-190.34178,-480.32104,426.47308,50.162167,127.67171,-0.016793603,135.58418,0.0049841003,488.01074,155.50507
2.027699,-190.07906,-480.36987,418.47934,63.815655,127.72591,-0.016909126,135.59695,0.0055004158,488.26956,155.18617
2.0277989,-189.78156,-480.35123,410.12549,77.434006,127.78008,-0.017007958,135.60973,0.0060113021,488.45856,154.83383
2.027899,-189.44841,-480.26617,401.41989,91.003105,127.83421,-0.017090006,135.62251,0.0065162559,488.5788,154.4472
2.0279989,-189.0788,-480.11575,392.37115,104.50888,127.88828,-0.017155183,135.6353,0.0070147784,488.63129,154.02553
2.0280988,-188.67195,-479.90103,382.98831,117.93735,127.9423,-0.01720343,135.64809,0.0075063775,488.61719,153.56805
2.028199,-188.22707,-479.62314,373.2807,131.27461,127.99625,-0.017234694,135.66089,0.0079905679,488.53757,153.07404
2.0282989,-187.74344,-479.2832,363.25803,144.50688,128.05011,-0.017248949,135.67369,0.0084668733,488.39359,152.5428
2.028399,-187.22032,-478.88232,352.9303,157.62048,128.10388,-0.017246179,135.68649,0.008934821,488.18637,151.97365
2.0284989,-186.65703,-478.42169,342.30783,170.60185,128.15756,-0.017226387,135.69931,0.0093939509,487.91714,151.36594
2.028599,-186.05292,-477.9025,331.40128,183.43761,128.21112,-0.01718959,135.71213,0.0098438095,487.58704,150.71904
2.0286989,-185.40733,-477.32593,320.22153,196.1145,128.26457,-0.017135829,135.72496,0.010283953,487.1973,150.03236
2.0287991,-184.71968,-476.69315,308.77985,208.61948,128.3179,-0.017065154,135.73778,0.010713946,486.74915,149.30534
2.028899,-183.98938,-476.00543,297.08768,220.93967,128.37109,-0.016977634,135.75063,0.011133365,486.24384,148.53743
2.0289991,-183.21587,-475.26401,285.15674,233.06238,128.42413,-0.016873358,135.76346,0.011541796,485.68262,147.7281
2.029099,-182.39864,-474.47012,272.99902,244.97516,128.47702,-0.016752429,135.77631,0.011938836,485.06677,146.87689
2.0291989,-181.53719,-473.62503,260.62671,256.66577,128.52975,-0.016614964,135.78915,0.012324094,484.39755,145.98332
2.029299,-180.63104,-472.73004,248.05223,268.12222,128.58231,-0.016461099,135.80202,0.012697186,483.6763,145.04697
2.0293989,-179.67979,-471.78638,235.28821,279.33276,128.6347,-0.016290987,135.81488,0.013057749,482.9043,144.06743
2.0294991,-178.68301,-470.79541,222.34744,290.28592,128.6869,-0.016104797,135.82774,0.013405424,482.08289,143.04433
2.029599,-177.64032,-469.75842,209.24294,300.97052,128.73891,-0.015902709,135.84061,0.013739867,481.21338,141.97731
2.0296991,-176.55139,-468.67673,195.98782,311.37558,128.79073,-0.015684927,135.85349,0.014060751,480.29715,140.86607
2.029799,-175.41588,-467.55161,182.59543,321.49054,128.84233,-0.015451661,135.86638,0.014367756,479.33551,139.71033
2.0298991,-174.23352,-466.38446,169.07915,331.30505,128.89374,-0.015203146,135.87926,0.014660582,478.32986,138.50981
2.029999,-173.00404,-465.17657,155.45256,340.80917,128.94492,-0.014939626,135.89215,0.014938938,477.28152,137.26428
2.0300989,-171.72723,-463.92932,141.72932,349.99319,128.99586,-0.014661358,135.90504,0.01520255,476.19189,135.97356
2.0301991,-170.40288,-462.64401,127.92317,358.84781,129.0466,-0.01436862,135.91795,0.015451158,475.06235,134.63745
2.0302989,-169.03082,-461.32202,114.04795,367.36404,129.09709,-0.014061701,135.93086,0.015684517,473.89429,133.25583
2.0303991,-167.61092,-459.96472,100.11753,375.53329,129.14735,-0.013740901,135.94377,0.015902396,472.68903,131.82857
2.030499,-166.14305,-458.57343,86.145859,383.34732,129.19737,-0.013406539,135.9567,0.016104579,471.44803,130.35559
2.0305991,-164.62717,-457.14948,72.146912,390.79819,129.24713,-0.013058945,135.96962,0.016290868,470.17261,128.83684
2.030699,-163.0632,-455.69427,58.134666,397.87848,129.29665,-0.012698461,135.98254,0.016461078,468.86423,127.27229
2.0307992,-161.45114,-454.20914,44.123116,404.58099,129.3459,-0.012325443,135.99547,0.016615042,467.5242,125.66193
2.030899,-159.79099,-452.69547,30.126247,410.89911,129.3949,-0.01194026,136.00841,0.016752608,466.15399,124.00581
2.0309992,-158.08279,-451.15454,16.158016,416.82648,129.44362,-0.011543292,136.02136,0.016873639,464.75491,122.30398
2.0310991,-156.32663,-449.58777,2.2323384,422.35718,129.49208,-0.011134931,136.0343,0.016978018,463.3284,120.55653
2.031199,-154.5226,-447.99646,-11.636925,427.48575,129.54028,-0.010715578,136.04726,0.017065639,461.87582,118.76357
2.0312991,-152.67082,-446.38196,-25.435976,432.20712,129.5882,-0.010285648,136.06021,0.017136417,460.39853,116.92525
2.031399,-150.77147,-444.74561,-39.151104,436.51666,129.63585,-0.0098455669,136.07317,0.017190283,458.89789,115.04175
2.0314991,-148.82472,-443.08871,-52.768692,440.4101,129.68321,-0.0093957679,136.08614,0.017227184,457.37531,113.11325
2.031599,-146.8308,-441.4126,-66.275238,443.8837,129.7303,-0.0089366939,136.09911,0.017247081,455.83212,111.14
2.0316992,-144.78995,-439.7186,-79.657364,446.93411,129.7771,-0.0084687993,136.11209,0.017249955,454.26968,109.12225
2.0317991,-142.70242,-438.00803,-92.901817,449.55838,129.82364,-0.0079925461,136.12506,0.017235804,452.6893,107.06027
2.0318992,-140.56856,-436.28214,-105.99551,451.75406,129.86987,-0.0075084036,136.13805,0.017204644,451.09235,104.95438
2.0319991,-138.38866,-434.54221,-118.92552,453.5191,129.91583,-0.0070168497,136.15105,0.017156502,449.48013,102.80492
2.032099,-136.16309,-432.78955,-131.67909,454.85196,129.9615,-0.0065183695,136.16403,0.017091427,447.85397,100.61225
2.0321991,-133.89224,-431.02542,-144.24368,455.75143,130.0069,-0.0060134558,136.17703,0.017009486,446.21518,98.376762
2.032299,-131.57651,-429.25107,-156.60693,456.21686,130.052,-0.0055026058,136.19003,0.016910756,444.565,96.098854
2.0323992,-129.21634,-427.46771,-168.75668,456.24796,130.09682,-0.0049863243,136.20305,0.016795335,442.90479,93.778984
2.0324991,-126.81219,-425.67657,-180.68106,455.84494,130.14136,-0.0044651204,136.21606,0.016663337,441.23572,91.417603
2.0325992,-124.36455,-423.87888,-192.36836,455.00845,130.18561,-0.0039395099,136.22908,0.016514895,439.55908,89.015213
2.0326991,-121.87394,-422.07581,-203.80719,453.73953,130.22958,-0.0034100099,136.2421,0.016350154,437.8761,86.572319
2.0327992,-119.34089,-420.26859,-214.98639,452.03973,130.27327,-0.0028771434,136.25513,0.016169274,436.18802,84.089462
2.0328991,-116.76597,-418.45831,-225.89507,449.91101,130.31668,-0.0023414369,136.26816,0.015972437,434.49603,81.5672
2.0329993,-114.14977,-416.64618,-236.52263,447.35574,130.35982,-0.0018034192,136.28119,0.015759837,432.8013,79.006111
2.0330992,-111.49288,-414.83328,-246.8588,444.37677,130.40268,-0.0012636203,136.29424,0.01553168,431.10504,76.406815
2.0331991,-108.79596,-413.02078,-256.89355,440.97733,130.44528,-0.00072257366,136.30727,0.015288194,429.40836,73.769928
2.0332992,-106.05965,-411.20972,-266.61722,437.1611,130.48759,-0.00018081325,136.32031,0.01502962,427.71237,71.096107
2.0333991,-103.28464,-409.40118,-276.02042,432.93225,130.52965,0.00036112603,136.33337,0.014756214,426.01828,68.386017
2.0334992,-100.47161,-407.59625,-285.09421,428.29523,130.57143,0.0009027099,136.34642,0.014468242,424.32709,65.640358
2.0335991,-97.6213,-405.79596,-293.82983,423.25497,130.61296,0.0014434034,136.35948,0.014165991,422.63992,62.859825
2.0336993,-94.734436,-404.00131,-302.21899,417.81686,130.65422,0.0019826731,136.37254,0.013849759,420.95779,60.045162
2.0337992,-91.811798,-402.21329,-310.25372,411.9866,130.69524,0.0025199864,136.38562,0.013519859,419.28177,57.197117
2.0338993,-88.854149,-400.43289,-317.92645,405.77036,130.73601,0.0030548132,136.3987,0.013176613,417.61288,54.316452
2.0339992,-85.862305,-398.66104,-325.22989,399.17462,130.77652,0.0035866259,136.41177,0.012820364,415.95206,51.403957
2.0340993,-82.837067,-396.89868,-332.15723,392.20627,130.81679,0.0041148993,136.42485,0.012451462,414.30029,48.460438
2.0341992,-79.779282,-395.14676,-338.70203,384.87262,130.85683,0.0046391124,136.43793,0.012070271,412.65854,45.486713
2.0342991,-76.689804,-393.4061,-344.85822,377.18127,130.89664,0.0051587471,136.45102,0.011677166,411.02774,42.483616
2.0343993,-73.569496,-391.67758,-350.62009,369.14026,130.9362,0.0056732907,136.46411,0.011272537,409.40872,39.452003
2.0344992,-70.419243,-389.96207,-355.98242,360.75787,130.97556,0.0061822361,136.4772,0.010856782,407.80243,36.392738
2.0345993,-67.239944,-388.26035,-360.94037,352.04279,131.01469,0.0066850805,136.49031,0.010430313,406.20966,33.306705
2.0346992,-64.032524,-386.57321,-365.48947,343.00406,131.0536,0.0071813273,136.50342,0.0099935485,404.63126,30.194794
2.0347993,-60.797905,-384.90143,-369.62573,333.65097,131.09232,0.0076704873,136.51653,0.0095469207,403.06805,27.057919
2.0348992,-57.537033,-383.24573,-373.34555,323.99319,131.13083,0.008152077,136.52963,0.0090908716,401.52075,23.896999
2.0349994,-54.250858,-381.60687,-376.64572,314.04065,131.16913,0.0086256219,136.54276,0.0086258501,399.99017,20.712967
2.0350993,-50.940353,-379.9855,-379.52356,303.80353,131.20724,0.0090906546,136.55586,0.0081523135,398.47699,17.506765
2.0351992,-47.606499,-378.38232,-381.97668,293.29239,131.24518,0.0095467148,136.56898,0.0076707327,396.9819,14.279353
2.0352993,-44.250278,-376.79794,-384.00323,282.51794,131.28293,0.0099933548,136.58212,0.0071815811,395.50562,11.031693
2.0353992,-40.872696,-375.23297,-385.60178,271.49127,131.32051,0.010430131,136.59525,0.0066853412,394.04874,7.7647595
2.0354993,-37.474762,-373.68802,-386.7713,260.22363,131.35793,0.010856614,136.60838,0.006182503,392.61188,4.4795361
2.0355992,-34.057491,-372.16364,-387.51117,248.72653,131.39517,0.011272382,136.62152,0.0056735631,391.19568,1.1770136
2.0356994,-30.621914,-370.66037,-387.82126,237.01169,131.43227,0.011677027,136.63466,0.0051590246,389.80066,-2.141808
2.0357993,-27.169064,-369.17871,-387.70187,225.09103,131.46922,0.012070145,136.64781,0.0046393932,388.4274,-5.475924
2.0358994,-23.699982,-367.71918,-387.15369,212.97672,131.50603,0.012451353,136.66096,0.0041151834,387.07635,-8.8243217
2.0359993,-20.215714,-366.28217,-386.17789,200.68105,131.54269,0.012820272,136.67412,0.0035869118,385.74802,-12.185985
2.0360994,-16.717312,-364.86816,-384.77603,188.21651,131.57922,0.013176539,136.68727,0.003055101,384.4429,-15.559889
2.0361993,-13.205837,-363.47757,-382.95016,175.59575,131.61565,0.0135198,136.70042,0.0025202741,383.16138,-18.945009
2.0362992,-9.6823483,-362.11075,-380.70267,162.83157,131.65195,0.013849719,136.71359,0.0019829602,381.90384,-22.340315
2.0363994,-6.1479111,-360.76804,-378.03641,149.93692,131.68814,0.01416597,136.72676,0.0014436891,380.67072,-25.744774
2.0364993,-2.6035948,-359.4498,-374.95468,136.9248,131.72423,0.014468241,136.73993,0.00090299366,379.46231,-29.157349
2.0365994,0.94953156,-358.15628,-371.46118,123.80839,131.76022,0.014756231,136.75311,0.00036140656,378.27896,-32.577003
2.0366993,4.5103955,-356.88782,-367.55997,110.60093,131.79614,0.015029658,136.76628,-0.00018053711,377.12097,-36.002701
2.0367994,8.0779247,-355.64459,-363.25562,97.31575,131.83195,0.015288252,136.77946,-0.00072230236,375.98859,-39.433399
2.0368993,11.651047,-354.42688,-358.55298,83.966232,131.86771,0.015531759,136.79265,-0.0012633546,374.88205,-42.868061
2.0369995,15.228688,-353.23483,-353.45737,70.565826,131.9034,0.015759936,136.80585,-0.0018031601,373.80157,-46.305653
2.0370994,18.809778,-352.06866,-347.97455,57.12801,131.93901,0.015972558,136.81903,-0.0023411857,372.74734,-49.745136
2.0371993,22.39325,-350.92847,-342.1105,43.66629,131.97458,0.016169418,136.83223,-0.0028769008,371.71954,-53.185478
2.0372994,25.978031,-349.81439,-335.8718,30.194193,132.01009,0.01635032,136.84543,-0.0034097761,370.71826,-56.625641
2.0373993,29.563059,-348.72653,-329.26517,16.725225,132.04556,0.016515084,136.85863,-0.0039392863,369.74365,-60.064606
2.0374994,33.147278,-347.66498,-322.29788,3.2728922,132.08101,0.016663549,136.87184,-0.0044649085,368.79578,-63.501347
2.0375993,36.729626,-346.6297,-314.97748,-10.149339,132.11642,0.01679557,136.88506,-0.0049861236,367.87466,-66.934845
2.0376995,40.309052,-345.62079,-307.31183,-23.52804,132.15181,0.016911013,136.89827,-0.0055024181,366.98041,-70.364082
2.0377994,43.884514,-344.63818,-299.3092,-36.849838,132.18718,0.017009767,136.91148,-0.0060132812,366.11298,-73.788048
2.0378995,47.454967,-343.68188,-290.97818,-50.101437,132.22255,0.017091732,136.9247,-0.0065182098,365.27231,-77.20575
2.0379994,51.019382,-342.75186,-282.32764,-63.269619,132.25792,0.01715683,136.93793,-0.0070167049,364.45844,-80.61618
2.0380995,54.576733,-341.84799,-273.36679,-76.341263,132.29329,0.017204994,136.95116,-0.0075082746,363.67126,-84.018364
2.0381994,58.125999,-340.97018,-264.10513,-89.303352,132.32866,0.017236179,136.96439,-0.0079924343,362.91068,-87.411316
2.0382993,61.666172,-340.11835,-254.55252,-102.14301,132.36406,0.017250353,136.97763,-0.0084687052,362.17657,-90.79406
2.0383995,65.196251,-339.2923,-244.71899,-114.84749,132.39948,0.017247504,136.99086,-0.0089366185,361.46881,-94.165634
2.0384994,68.71524,-338.49188,-234.61493,-127.40417,132.43492,0.017227629,137.0041,-0.0093957102,360.78723,-97.525101
2.0385995,72.222168,-337.71692,-224.25098,-139.80063,132.4704,0.017190753,137.01735,-0.0098455297,360.13165,-100.87149
2.0386994,75.716057,-336.96719,-213.63799,-152.02458,132.50592,0.017136911,137.03059,-0.010285632,359.50186,-104.2039
2.0387995,79.195946,-336.24246,-202.78708,-164.06396,132.54147,0.017066156,137.04385,-0.010715582,358.89764,-107.52139
2.0388994,82.660896,-335.54245,-191.70961,-175.90688,132.57709,0.016978558,137.05711,-0.011134956,358.31873,-110.82304
2.0389996,86.109955,-334.86694,-180.41714,-187.54166,132.61276,0.016874202,137.07037,-0.011543341,357.76483,-114.10799
2.0390995,89.542213,-334.21561,-168.92143,-198.95685,132.6485,0.016753193,137.08363,-0.011940332,357.23569,-117.37532
2.0391996,92.956757,-333.58813,-157.23445,-210.14124,132.6843,0.016615652,137.09691,-0.012325539,356.73096,-120.62417
2.0392995,96.352684,-332.98422,-145.36833,-221.08385,132.72015,0.016461708,137.11017,-0.012698581,356.25034,-123.85368
2.0393994,99.729118,-332.40347,-133.3354,-231.77394,132.7561,0.01629152,137.12344,-0.01305909,355.79346,-127.06302
2.0394995,103.08519,-331.84552,-121.14811,-242.20108,132.79213,0.016105253,137.13672,-0.01340671,355.35995,-130.25133
2.0395994,106.42004,-331.31003,-108.81907,-252.35509,132.82825,0.015903091,137.15001,-0.013741098,354.9494,-133.41782
2.0396996,109.73283,-330.79654,-96.361023,-262.22607,132.86444,0.015685234,137.16328,-0.014061924,354.56143,-136.56168
2.0397995,113.02275,-330.30466,-83.786827,-271.80441,132.90074,0.015451896,137.17657,-0.01436887,354.19562,-139.68213
2.0398996,116.28898,-329.83395,-71.109436,-281.08087,132.93713,0.015203309,137.18988,-0.014661636,353.8515,-142.77838
2.0399995,119.53073,-329.38394,-58.341904,-290.04639,132.97362,0.014939717,137.20317,-0.014939931,353.52859,-145.8497
2.0400996,122.74724,-328.95419,-45.49736,-298.69238,133.01022,0.014661379,137.21648,-0.015203481,353.22647,-148.89536
2.0401995,125.93773,-328.54419,-32.588997,-307.01053,133.04694,0.014368572,137.22977,-0.015452025,352.94461,-151.9146
2.0402994,129.10149,-328.15344,-19.630053,-314.9928,133.08376,0.014061586,137.24307,-0.01568532,352.68253,-154.90675
2.0403996,132.23776,-327.78143,-6.633811,-322.63159,133.1207,0.01374072,137.25639,-0.015903132,352.4397,-157.87112
2.0404994,135.34589,-327.42767,6.3864255,-329.91959,133.15775,0.013406293,137.2697,-0.016105248,352.21555,-160.80705
2.0405996,138.42514,-327.09158,19.417343,-336.84995,133.19493,0.013058636,137.28302,-0.016291469,352.00955,-163.71388
2.0406995,141.47488,-326.77261,32.445637,-343.41605,133.23224,0.012698092,137.29634,-0.016461613,351.82117,-166.59097
2.0407996,144.49446,-326.47025,45.458004,-349.61176,133.26967,0.012325013,137.30968,-0.016615508,351.64978,-169.43771
2.0408995,147.48323,-326.18384,58.441193,-355.43127,133.30724,0.011939771,137.323,-0.016753003,351.49481,-172.25354
2.0409997,150.44061,-325.91287,71.381981,-360.8692,133.34492,0.011542746,137.33633,-0.016873965,351.35571,-175.03784
2.0410995,153.366,-325.65671,84.267204,-365.9205,133.38275,0.011134329,137.34967,-0.016978273,351.23181,-177.79008
2.0411997,156.25883,-325.41473,97.083778,-370.5806,133.42072,0.010714923,137.36301,-0.017065823,351.1225,-180.50972
2.0412996,159.11856,-325.18637,109.8187,-374.84525,133.45882,0.010284942,137.37636,-0.017136529,351.02719,-183.19626
2.0413995,161.94464,-324.97098,122.45905,-378.71066,133.49706,0.0098448107,137.38971,-0.017190324,350.94519,-185.84917
2.0414996,164.73659,-324.76794,134.99203,-382.17343,133.53543,0.0093949642,137.40306,-0.017227152,350.87585,-188.46799
2.0415995,167.49391,-324.57657,147.40498,-385.23056,133.57394,0.0089358436,137.41641,-0.017246976,350.81857,-191.05228
2.0416996,170.21614,-324.39627,159.68536,-387.87949,133.61261,0.0084679052,137.42978,-0.017249778,350.77264,-193.60159
2.0417995,172.90283,-324.22638,171.82077,-390.11804,133.65141,0.0079916101,137.44313,-0.017235557,350.7374,-196.11551
2.0418997,175.55356,-324.06622,183.79898,-391.94452,133.69037,0.0075074276,137.45651,-0.017204324,350.71216,-198.59363
2.0419996,178.16792,-323.91513,195.60793,-393.35754,133.72946,0.0070158355,137.46988,-0.017156109,350.69626,-201.0356
2.0420997,180.74554,-323.77246,207.23576,-394.35626,133.76871,0.0065173195,137.48325,-0.017090963,350.689,-203.44106
2.0421996,183.28607,-323.63751,218.67081,-394.94019,133.80809,0.0060123717,137.49663,-0.017008949,350.68967,-205.80968
2.0422995,185.78915,-323.50961,229.90158,-395.10925,133.84761,0.0055014906,137.51001,-0.016910147,350.6976,-208.14114
2.0423996,188.25449,-323.38809,240.91687,-394.86383,133.88728,0.0049851793,137.52341,-0.016794655,350.71207,-210.43515
2.0424995,190.68176,-323.27228,251.70566,-394.20471,133.92709,0.0044639488,137.53679,-0.016662586,350.73236,-212.69147
2.0425997,193.07071,-323.16144,262.25714,-393.13312,133.96706,0.0039383126,137.55019,-0.016514076,350.75778,-214.90981
2.0426996,195.4211,-323.0549,272.56088,-391.65063,134.00716,0.0034087903,137.56358,-0.016349263,350.7876,-217.08997
2.0427997,197.73268,-322.952,282.60657,-389.75934,134.04739,0.0028759034,137.577,-0.016168315,350.82114,-219.23174
2.0428996,200.00525,-322.85199,292.38425,-387.46164,134.08778,0.0023401785,137.59039,-0.015971409,350.85767,-221.33493
2.0429997,202.23862,-322.75424,301.88422,-384.76044,134.1283,0.0018021448,137.60381,-0.015758742,350.89645,-223.39938
2.0430996,204.43263,-322.65805,311.09714,-381.659,134.16896,0.0012623323,137.61723,-0.015530518,350.9368,-225.42496
2.0431998,206.58714,-322.56268,320.01385,-378.16098,134.20975,0.00072127429,137.63065,-0.015286967,350.97797,-227.41153
2.0432997,208.70203,-322.4675,328.62561,-374.27045,134.25067,0.00017950482,137.64407,-0.015028329,351.01929,-229.35899
2.0433996,210.77719,-322.37177,336.92395,-369.99188,134.29173,-0.00036244118,137.6575,-0.014754859,351.06,-231.26729
2.0434997,212.81256,-322.27484,344.90079,-365.33011,134.33293,-0.00090402947,137.67093,-0.014466825,351.09943,-233.13632
2.0435996,214.80806,-322.17603,352.54828,-360.29041,134.37424,-0.0014447252,137.68437,-0.014164512,351.13684,-234.96608
2.0436997,216.76367,-322.07462,359.85898,-354.87833,134.41568,-0.0019839946,137.6978,-0.013848221,351.17157,-236.75653
