"Time","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.is[1]","aimc.is[2]","loadInertia.w","transformer.l2sigma.inductor[3].i","loadInertia.phi","transformer.l2sigma.inductor[2].i","aimc.idq_sr[1]","aimc.idq_rr[2]"
2.0437996,218.67937,-321.96994,366.82584,-349.09995,134.45724,-0.0025213053,137.71124,-0.013518262,351.20285,-238.50769
2.0438998,220.55516,-321.86136,373.44211,-342.96152,134.49893,-0.0030561276,137.7247,-0.013174959,351.23004,-240.21957
2.0439997,222.39107,-321.7482,379.70142,-336.46985,134.54074,-0.003587933,137.73814,-0.012818654,351.25244,-241.89223
2.0440998,224.18715,-321.62976,385.59778,-329.63193,134.58266,-0.0041161971,137.7516,-0.012449697,351.26932,-243.52571
2.0441997,225.94348,-321.5054,391.12558,-322.45517,134.62468,-0.0046403985,137.76508,-0.012068453,351.28003,-245.1201
2.0442998,227.66013,-321.37445,396.27957,-314.94736,134.66681,-0.0051600193,137.77853,-0.011675297,351.28387,-246.67551
2.0443997,229.3372,-321.23633,401.0549,-307.11649,134.70906,-0.0056745471,137.79201,-0.011270618,351.28021,-248.19203
2.0444996,230.97485,-321.09033,405.44717,-298.97101,134.7514,-0.0061834743,137.80548,-0.010854815,351.26834,-249.66985
2.0445998,232.5732,-320.93582,409.45227,-290.51962,134.79384,-0.0066862982,137.81895,-0.010428299,351.24762,-251.10909
2.0446997,234.13243,-320.77225,413.06659,-281.77124,134.83636,-0.0071825222,137.83244,-0.0099914903,351.21741,-252.50993
2.0447998,235.65271,-320.59891,416.2868,-272.73523,134.879,-0.0076716575,137.84592,-0.0095448196,351.17703,-253.87257
2.0448997,237.13426,-320.41522,419.11017,-263.42111,134.92171,-0.0081532206,137.85942,-0.0090887295,351.12592,-255.19724
2.0449998,238.57732,-320.22061,421.53418,-253.83875,134.96451,-0.0086267367,137.87291,-0.0086236689,351.06335,-256.48416
2.0450997,239.98209,-320.0145,423.55682,-243.9982,135.00737,-0.0090917377,137.88641,-0.0081500961,350.98877,-257.73355
2.0451999,241.34885,-319.79623,425.17648,-233.90984,135.05032,-0.0095477654,137.89992,-0.0076684793,350.90158,-258.94574
2.0452998,242.67789,-319.56531,426.39197,-223.58423,135.09334,-0.0099943699,137.91342,-0.0071792947,350.80115,-260.12097
2.0453997,243.96948,-319.32114,427.20251,-213.0322,135.13643,-0.01043111,137.92693,-0.0066830236,350.68692,-261.25955
2.0454998,245.22395,-319.06314,427.60773,-202.26474,135.17957,-0.010857554,137.94044,-0.0061801565,350.55829,-262.36179
2.0455997,246.44162,-318.79083,427.60764,-191.29312,135.22278,-0.011273282,137.95396,-0.0056711892,350.4147,-263.42801
2.0456998,247.62285,-318.50366,427.20273,-180.12872,135.26602,-0.011677884,137.9675,-0.0051566255,350.25562,-264.45862
2.0457997,248.76799,-318.20111,426.39386,-168.78316,135.30933,-0.012070959,137.98102,-0.0046369717,350.08047,-265.45389
2.0458999,249.87741,-317.88266,425.18234,-157.2682,135.35268,-0.01245212,137.99455,-0.004112741,349.88873,-266.41428
2.0459998,250.95152,-317.54782,423.56979,-145.59576,135.39607,-0.012820992,138.0081,-0.0035844513,349.67993,-267.34015
2.0460999,251.99072,-317.19611,421.55838,-133.77791,135.43948,-0.01317721,138.02164,-0.0030526242,349.45349,-268.23193
2.0461998,252.99544,-316.82709,419.15057,-121.82684,135.48294,-0.013520421,138.03519,-0.0025177833,349.20895,-269.09003
2.0462999,253.96609,-316.44028,416.34927,-109.75486,135.52641,-0.013850288,138.04874,-0.0019804572,348.94583,-269.91486
2.0463998,254.90315,-316.03522,413.15778,-97.574387,135.56992,-0.014166485,138.06229,-0.0014411767,348.6637,-270.70688
2.0464997,255.80708,-315.61151,409.5798,-85.29792,135.61342,-0.0144687,138.07585,-0.00090047385,348.36203,-271.46658
2.0465999,256.67838,-315.1687,405.61938,-72.938065,135.65695,-0.014756634,138.08942,-0.00035888166,348.04047,-272.19443
2.0466998,257.51746,-314.70645,401.28104,-60.50745,135.70047,-0.015030004,138.10298,0.00018306487,347.69852,-272.8909
2.0467999,258.32492,-314.2243,396.56958,-48.018791,135.744,-0.015288539,138.11656,0.00072483072,347.33582,-273.55652
2.0468998,259.10123,-313.72192,391.49023,-35.484825,135.78752,-0.015531986,138.13013,0.0012658814,346.95193,-274.19174
2.0469999,259.84689,-313.19894,386.04858,-22.918324,135.83104,-0.015760101,138.14372,0.0018056829,346.54651,-274.79712
2.0470998,260.56247,-312.65503,380.25055,-10.332063,135.87454,-0.015972663,138.1573,0.0023437024,346.11917,-275.3732
2.0472,261.24854,-312.08981,374.10248,2.2611756,135.91803,-0.016169459,138.1709,0.0028794091,345.66959,-275.92053
2.0472999,261.90561,-311.50305,367.61099,14.848626,135.96149,-0.016350297,138.18449,0.0034122737,345.19739,-276.43964
2.0473998,262.5343,-310.89438,360.78308,27.417551,136.00491,-0.016514996,138.19809,0.0039417711,344.70227,-276.93106
2.0474999,263.13513,-310.26352,353.62604,39.95525,136.04831,-0.016663397,138.21169,0.0044673779,344.18396,-277.39542
2.0475998,263.70874,-309.61026,346.14755,52.449078,136.09166,-0.01679535,138.2253,0.0049885763,343.64212,-277.83325
2.0476999,264.25568,-308.9343,338.35556,64.886459,136.13498,-0.016910726,138.23891,0.0055048508,343.07654,-278.24518
2.0477998,264.77658,-308.23538,330.2583,77.254883,136.17824,-0.017009413,138.25252,0.0060156928,342.48688,-278.63177
2.0479,265.27203,-307.51334,321.86435,89.541946,136.22145,-0.01709131,138.26614,0.0065205973,341.87299,-278.99362
2.0479999,265.74268,-306.76791,313.18259,101.73534,136.2646,-0.01715634,138.27977,0.0070190667,341.23456,-279.33136
2.0481,266.18915,-305.99896,304.22211,113.82289,136.30771,-0.017204437,138.2934,0.0075106085,340.57144,-279.6456
2.0481999,266.61203,-305.20627,294.99231,125.79252,136.35072,-0.017235551,138.30704,0.0079947375,339.88345,-279.93692
2.0483,267.01196,-304.38971,285.50287,137.63231,136.39368,-0.017249657,138.32068,0.0084709767,339.17038,-280.20599
2.0483999,267.38965,-303.54913,275.76367,149.33051,136.43657,-0.017246736,138.33432,0.0089388555,338.4321,-280.4534
2.0484998,267.74567,-302.68442,265.78485,160.8755,136.47937,-0.017226793,138.34796,0.0093979118,337.66843,-280.67984
2.0486,268.08069,-301.79541,255.57678,172.25587,136.52208,-0.017189847,138.36162,0.0098476931,336.87927,-280.88586
2.0486999,268.39539,-300.88208,245.15005,183.46039,136.5647,-0.017135935,138.37526,0.010287755,336.06451,-281.07217
2.0488,268.6904,-299.94431,234.51544,194.47801,136.60724,-0.017065112,138.38893,0.010717664,335.22409,-281.23941
2.0488999,268.96637,-298.98206,223.68394,205.29791,136.64967,-0.016977444,138.40259,0.011136995,334.35788,-281.38818
2.049,269.224,-297.99527,212.6667,215.90948,136.692,-0.016873019,138.41626,0.011545334,333.46588,-281.51917
2.0490999,269.46393,-296.98389,201.47505,226.30237,136.73424,-0.016751941,138.42993,0.011942279,332.548,-281.633
2.0492001,269.68683,-295.94797,190.12047,236.4664,136.77635,-0.016614331,138.4436,0.012327436,331.60422,-281.73035
2.0493,269.89337,-294.88745,178.61461,246.39174,136.81836,-0.016460322,138.45729,0.012700428,330.63455,-281.81183
2.0493999,270.0842,-293.80237,166.96921,256.06873,136.86026,-0.016290065,138.47096,0.013060885,329.63901,-281.87811
2.0495,270.25998,-292.69275,155.19618,265.48804,136.90202,-0.016103731,138.48466,0.01340845,328.61758,-281.92987
2.0495999,270.42142,-291.55869,143.3075,274.64062,136.94368,-0.015901504,138.49835,0.013742784,327.57037,-281.96771
2.0497,270.56915,-290.40018,131.31526,283.51764,136.9852,-0.015683582,138.51205,0.014063553,326.49738,-281.99231
2.0497999,270.70386,-289.21738,119.23162,292.11066,137.02658,-0.01545018,138.52576,0.014370441,325.39868,-282.0043
2.0499001,270.82617,-288.01031,107.06885,300.4115,137.06784,-0.015201529,138.53946,0.014663149,324.27438,-282.00436
2.05,270.93677,-286.77914,94.839218,308.41226,137.10895,-0.014937874,138.55316,0.014941383,323.12457,-281.99307
