"time","constantSpeedE.phi","constantSpeedM.phi","smeeE.is[1]","smeeE.is[2]","smeeE.idq_dr[1]","smeeE.idq_rr[2]","smeeE.idq_sr[1]","smeeE.idq_sr[2]","smeeM.is[1]","smeeM.is[2]","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smeeM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smeeM.stator.stray.port_p.Phi.im","smeeM.stator.stray.port_p.Phi.re"
0.59550000000000003,91.907764319663656,91.907764319663656,-8.9107622501320787,-65.756782942642943,0.31049013538285097,-2.1864076767906635,-80.74329468077876,11.529065822193909,-8.9107914590155275,-65.756771455003204,0.062667722962574557,-0.44376559392869885,-0.025806664386004412,-0.0028363930151267362
0.59599999999999997,91.986251776125826,91.986251776125826,3.8645117442941124,-72.49033480984923,0.31071909376827644,-2.186375150354579,-80.74483232859879,11.538190546482374,3.8644833217813925,-72.490326887114492,0.13131606542717753,-0.42849706784357477,-0.025933807460567081,0.0012301032463153843
0.59650000000000003,92.064739232588011,92.064739232588011,16.545764794046317,-77.444162052869018,0.31094804874793736,-2.186342599941526,-80.746370931950992,11.547315109698003,16.545737271049106,-77.444156737745757,0.19673045665449207,-0.40267763088752345,-0.025424086576200104,0.0052666717475745367
0.59699999999999998,92.143226689050181,92.143226689050181,28.821569580959533,-80.496487497520334,0.31117700031602402,-2.1863100255524182,-80.747910490815087,11.55643951174131,28.82154439362013,-80.496487781121047,0.25730019989359348,-0.36694312051246875,-0.024289976384171248,0.0091741825155742859
0.59750000000000003,92.221714145512365,92.221714145512365,40.390433988124641,-81.572221715710981,0.31140594847199377,-2.1862774271871221,-80.749451005176184,11.56556375251172,40.390412080382063,-81.572227723279894,0.31153390261707259,-0.32217351476159528,-0.022559283712544509,0.012856667472222812
0.59799999999999998,92.300201601974535,92.300201601974535,50.968205681854656,-80.644810280725551,0.31163489321361248,-2.1862448048461678,-80.750992475017725,11.574687831909358,50.968187799834226,-80.644821767837627,0.35809619769428336,-0.26947125799172644,-0.020274468777388453,0.016223678057559296
0.59850000000000003,92.37868905843672,92.37868905843672,60.295051388944643,-77.736889255206776,0.31186383453658334,-2.1862121585300534,-80.752534900320953,11.583811749834314,60.295037889610057,-77.736905542500608,0.39584062364865868,-0.21013411463073262,-0.017491602631138758,0.019192506648089122
0.59899999999999998,92.45717651489889,92.45717651489889,68.141839446438752,-72.91973273145706,0.31209277244234995,-2.1861794882388739,-80.754078281072992,11.592935506186247,68.141830082499126,-72.919752702292243,0.4238378529674704,-0.14562321240049378,-0.014278991170722115,0.021690218177915496
0.59950000000000003,92.535663971361075,92.535663971361075,74.315768843266042,-66.311505906550522,0.31232170692475136,-2.1861467939738053,-80.755622617253223,11.602059100865956,74.31576255302123,-66.311528100809255,0.44139857362880419,-0.07752706321729308,-0.010715498600771733,0.023655441919913797
0.59999999999999998,92.614151427823245,92.614151427823245,78.665106466257541,-58.074366508712977,0.31255063798247185,-2.1861140757348614,-80.757167908845858,11.611182533773032,78.665103946225514,-58.074391117702973,0.44809045916729834,-0.0075224475073430042,-0.0068886116491732163,0.025039880283759107
0.60050000000000003,92.692638884285429,92.692638884285429,81.082916153541774,-48.410485675790227,0.31277956561402387,-2.1860813335225306,-80.758714155835079,11.620305804807561,81.082919342305161,-48.410513287777242,0.44374881351622958,0.062666873453119651,-0.0028922910923123543,0.025809494827298638
0.60099999999999998,92.7711263407476,92.7711263407476,81.509687908700542,-37.557085927163882,0.31300848981402801,-2.1860485673376013,-80.760261358200921,11.629428913869937,81.509696798870493,-37.557115641447069,0.42848062562714095,0.13131260301597431,0.0011753349795438019,0.025945342310923759
0.60150000000000003,92.849613797209798,92.849613797209798,79.934802631870923,-25.780618014851171,0.3132374105840609,-2.1860157771799558,-80.761809515930679,11.638551860859629,79.934816813709574,-25.78064879663058,0.40266193080887008,0.1967244660885718,0.0052143803370129343,0.025444042442094052
0.60199999999999998,92.928101253671969,92.928101253671969,76.396796316017074,-13.370219595068061,0.31346632791839774,-2.1859829630506407,-80.76335862900406,11.647674645677291,76.396814931904601,-13.370250433409002,0.36692855023587856,0.25729182883777874,0.009125653594740598,0.024317861465778683
0.60250000000000004,93.006588710134153,93.006588710134153,70.982417136173268,-0.6306163080710937,0.31369524181448305,-2.1859501249497639,-80.764908697403996,11.656797268222634,70.982438910199988,-0.63064646340795949,0.32216043294601765,0.31152335730141928,0.012813094134186881,0.022594412050553639
0.60299999999999998,93.085076166596323,93.085076166596323,63.82449850234201,12.125360441424295,0.3139241522717533,-2.1859172628775583,-80.766459721115538,11.66591972839548,63.82452187829599,12.125331099554847,0.26945998669729637,0.35808373813813132,0.016186131317155694,0.020315976294815265
0.60350000000000004,93.163563623058508,93.163563623058508,55.098700225225144,24.584455286036306,0.31415305928399345,-2.1858843768346934,-80.768011700117825,11.675042026096115,55.098726839438235,24.584427950780302,0.21012492978512975,0.39582655533489181,0.019161910406965063,0.017538469469133365
0.60399999999999998,93.242051079520678,93.242051079520678,45.019197743922504,36.44068164817444,0.31438196285294329,-2.1858514668207563,-80.769564634398179,11.684164161223704,45.019227043328861,36.440657366032802,0.14561633958255701,0.42382252133343695,0.021667325155553023,0.01433006503624425
0.60450000000000004,93.320538535982863,93.320538535982863,33.83342520312771,47.402836529530546,0.31461086297371144,-2.1858185328366369,-80.77111852393719,11.693286133678757,33.833456224931858,47.402816108494825,0.077522671370771942,0.4413823550242239,0.023640815512916934,0.010769523600162336
0.60499999999999998,93.399025992445033,93.399025992445033,21.816001409974163,57.201652780856435,0.31483975964271166,-2.1857855748823938,-80.772673368716667,11.70240794336093,21.81603310770204,57.201636686743001,0.00752064501752158,0.44807375276568895,0.025033879925798651,0.0069442590154944559
0.60550000000000004,93.477513448907217,93.477513448907217,9.2619877760113081,65.596413184908798,0.31506865286050284,-2.1857525929579404,-80.774229168722741,11.711529590169727,9.2620192098426912,65.59640132931483,-0.062666042048094894,0.44373203132780442,0.02581226726580314,0.0029481922805171218
0.60599999999999998,93.556000905369388,93.556000905369388,-3.5203562348119206,72.380863889393979,0.31529754262038534,-2.1857195870641579,-80.775785923934023,11.720651074005652,-3.5203256164598145,72.380855413713647,-0.13130915840683074,0.42846418093240368,0.025956818965402174,-0.0011205544463051974
0.60650000000000004,93.634488361831572,93.634488361831572,-16.217142279760001,77.388281921596331,0.31552642892434324,-2.1856865572005306,-80.777343634338052,11.729772394767771,-16.217112720061699,77.388276472816898,-0.19671849333611577,0.40264622806591877,0.025463941043275495,-0.0051620673041525341
0.60699999999999998,93.712975818293742,93.712975818293742,-28.516561075524056,80.495572279492904,0.3157553117684303,-2.1856535033679538,-80.778902299916297,11.738893552356606,-28.516533937076467,80.495572448108561,-0.25728347451662742,0.3669139741742668,0.024345693643844878,-0.0090770946718670073
0.60750000000000004,93.791463274755927,93.791463274755927,-40.11653982334775,81.626293916656138,0.3159841911481685,-2.1856204255667624,-80.780461920649586,11.748014546672104,-40.116516024303543,81.62629977956621,-0.31151282649936612,0.322147341634196,0.022629493640607571,-0.012769483649786266
0.60799999999999998,93.869950731218097,93.869950731218097,-50.732161070296328,80.752540234614173,0.31621306706486807,-2.1855873237969443,-80.782022496524831,11.757135377613848,-50.732141307329364,80.752551488323562,-0.35807128915174763,0.26944870169022883,0.020357444866581819,-0.016148542125395987
0.60850000000000004,93.948438187680296,93.948438187680296,-60.102660801224822,77.895627821487096,0.3164419395117834,-2.185554198059537,-80.783584027520476,11.766256045082519,-60.102645353973529,77.89564372161361,-0.39581249525227302,0.21011572982763219,0.017585304449159806,-0.019131266201968044
0.60899999999999999,94.026925644142466,94.026925644142466,-67.997833876016088,73.125576438924668,0.31667080849039697,-2.1855210483542624,-80.785146513623587,11.775376548977434,-67.99782238947472,73.125595805743487,-0.42380719648194576,0.14560945118119237,0.014381114538735223,-0.021644379105539305
0.60950000000000004,94.10541310060465,94.10541310060465,-74.223689468638568,66.559392941915647,0.3168996739976182,-2.185487874682055,-80.786709954816359,11.784496889199156,-74.223680743296825,66.559414265357759,-0.44136614300284144,0.077518263956942238,0.010823532258446915,-0.023626131369540827
0.60999999999999999,94.183900557066821,94.183900557066821,-78.627217571370025,58.358201189450106,0.3171285360279239,-2.1854546770435954,-80.788274351078584,11.793617065648004,-78.627213093720883,58.358225261976052,-0.44805705154267028,0.0075188264628477091,0.0069998990666225837,-0.025027819250810948
0.61050000000000004,94.262388013529005,94.262388013529005,-81.100149447768914,48.723288346426507,0.31735739458289097,-2.185421455438783,-80.78983970239733,11.802737078223487,-81.100150628875639,48.723315362731235,-0.44371525067685025,-0.062665227178557201,0.0030040956052285093,-0.025814979716165688
0.61099999999999999,94.340875469991175,94.340875469991175,-81.581619615581786,37.891164592955974,0.31758624965589966,-2.1853882098688171,-80.791406008751196,11.811856926826451,-81.581626413011776,37.891193654177926,-0.42844773294200955,-0.13130572992692838,-0.001065762696618941,-0.025968238218214316
0.61150000000000004,94.41936292645336,94.41936292645336,-80.059663910013896,26.127757492292783,0.31781510124733131,-2.1853549403333763,-80.792973270125941,11.82097661135618,-80.059675872933525,26.127787577868734,-0.40263051717148995,-0.1967125352287305,-0.0051097347122026548,-0.02548378631502465
0.61199999999999999,94.49785038291553,94.49785038291553,-76.571516755910935,13.721883527897237,0.3180439493533857,-2.1853216468333776,-80.794541486503093,11.830096131713233,-76.571532983297615,13.721913661354186,-0.36689938817161127,-0.25727513363682514,-0.0090285078988198621,-0.024373475948831845
0.61250000000000004,94.576337839377715,94.576337839377715,-71.202700263294616,0.97815708110860333,0.31827279397075986,-2.185288329368952,-80.796110657864617,11.83921548779737,-71.202719440424417,0.97818658721069229,-0.32213423961232801,-0.31150230836347403,-0.012725837199610127,-0.022664529521057887
0.61299999999999999,94.654825295839885,94.654825295839885,-64.084927429897036,-11.790489052524707,0.31850163510006446,-2.185254987940263,-80.797680784196515,11.848334679508378,-64.0849482402879,-11.790460293030295,-0.2694374061193367,-0.35805885302583013,-0.016110908875407476,-0.020398872580460168
0.61350000000000005,94.733312752302069,94.733312752302069,-55.392870858461102,-24.270487958292914,0.31873047273449251,-2.1852216225482763,-80.799251865477174,11.85745370674687,-55.392895133225423,-24.270461247773468,-0.21010651716869053,-0.3957984458921287,-0.019100572290080348,-0.017632106145247649
0.61399999999999999,94.81180020876424,94.81180020876424,-45.339876260442317,-36.155339015907188,0.31895930687377921,-2.1851882331926262,-80.800823901691615,11.866572569412094,-45.339903231200317,-36.15531530918016,-0.14560254783138332,-0.42379187891166342,-0.021621379624354141,-0.014432139437107467
0.61450000000000005,94.890287665226438,94.890287665226438,-34.172725936677587,-47.153135329596829,0.31918813751522829,-2.1851548198738144,-80.802396892822472,11.875691267404189,-34.172754646570716,-47.153115410596364,-0.077513839653677391,-0.44134993316558763,-0.023611392380951494,-0.010877525642136537
0.61499999999999999,94.968775121688608,94.968775121688608,-22.165580763445703,-56.99373330711191,0.31941696465455233,-2.1851213825921523,-80.803970838850603,11.884809800623104,-22.165610180086716,-56.993717600062041,-0.0075169905287078989,-0.44804034877765808,-0.025021702705928243,-0.007055532853617685
0.61550000000000005,95.047262578150793,95.047262578150793,-9.6132493952117226,-65.435388294913025,0.31964578829304341,-2.1850879213474426,-80.805545739762707,11.893928168968253,-9.6132786101692602,-65.435376646441796,0.06266442943438888,-0.44369846667793506,-0.025817635377836635,-0.0030600016202560558
0.61599999999999999,95.125750034612963,95.125750034612963,3.1760500719423064,-72.270693276346577,0.31987460842461962,-2.1850544361406494,-80.807121595537822,11.903046372340267,3.1760215502115443,-72.270684735346308,0.13130231835195308,-0.42843128104769557,-0.025979600373305389,0.0010109590581650881
0.61650000000000005,95.204237491075148,95.204237491075148,15.888258256671461,-77.331674743235752,0.32010342504801581,-2.1850209269715521,-80.808698406159905,11.912164410638539,15.888230823006133,-77.331669669024066,0.19670659394870219,-0.40261480164744629,-0.025503575763212473,0.00505738094493287
0.61699999999999999,95.282724947537318,95.282724947537318,28.211186636520285,-80.493920538380053,0.32033223816194734,-2.1849873938405824,-80.810276171612998,11.921282283763142,28.211161593436294,-80.493921115553334,0.25726680841677529,-0.36688479423557452,-0.02440120689124628,0.0089798916359192238
0.61750000000000005,95.361212403999502,95.361212403999502,39.842184298750958,-81.679638230039785,0.32056104776117561,-2.1849538367483077,-80.811854891876919,11.9303999916143,39.842162569484351,-81.679644528560573,0.31149180349266248,-0.32212112574558605,-0.022699520304034188,0.01268215423280864
0.61799999999999999,95.439699860461673,95.439699860461673,50.495571017764604,-80.859568835631151,0.32078985384753067,-2.1849202556945544,-80.813434566938867,11.939517534091456,50.495553287547864,-80.859580528135609,0.3580464261902872,-0.26942609453808519,-0.020440262938652295,0.016073233819746895
0.61850000000000005,95.518187316923857,95.518187316923857,59.909654104079372,-78.053708816253476,0.32101865641556221,-2.1848866506804669,-80.815015196778504,11.948634911095429,59.909640616331231,-78.053725118971869,0.39578440372641921,-0.21009728735859032,-0.017678877373559818,0.019069830885896193
0.61899999999999999,95.596674773386027,95.596674773386027,67.85315667819728,-73.330822526289751,0.32124745546285655,-2.1848530217061666,-80.816596781378536,11.957752122525978,67.853147010177935,-73.330842210078302,0.42377656718945522,-0.14559562692670161,-0.014483141293350165,0.021598327502021758
0.61950000000000005,95.675162229848212,95.675162229848212,74.130899464340601,-66.806757004405185,0.32147625098911314,-2.1848193687720783,-80.818179320723928,11.966869168283184,74.130892313317219,-66.806778509947321,0.4413337291643834,-0.077509397874445121,-0.010931503943140719,0.023596595894954844
0.62,95.753649686310382,95.753649686310382,78.588596519325293,-58.641600404738838,0.32170504298818964,-2.1847856918790352,-80.819762814793634,11.975986048267536,78.588594267703328,-58.641625168880125,0.4480236497922781,-0.0075151364801023758,-0.0071111606632768736,0.025015526496696753
0.62050000000000005,95.832137142772567,95.832137142772567,81.116647061509994,-49.035753767382921,0.32193383146191168,-2.1847519910269315,-80.821347263574651,11.985102762378581,81.11665055386581,-49.035781518991513,0.44368168262459162,0.062663650212363003,-0.0031159110572804996,0.025820231805411348
0.621,95.910624599234737,95.910624599234737,81.652830209449561,-38.225012517997904,0.32216261640538119,-2.1847182662168758,-80.822932667047255,11.994219310517096,81.652839372146161,-38.225042324217625,0.42841482403329073,0.13129892476890895,0.00095614300499134708,0.025990906007131186
0.62150000000000005,95.989112055696935,95.989112055696935,80.183836375191376,-26.474778411954976,0.3223913978148743,-2.1846845174491261,-80.824519025192743,12.003335692582993,80.183850705880246,-26.47480922466297,0.40259907665184169,0.19670066920843932,0.005005006395888874,0.025523312391966813
0.622,96.067599512159106,96.067599512159106,76.745597621189305,-14.073544001324439,0.32262017569085255,-2.1846507447238728,-80.826106337996819,12.012451908476118,76.745616151951367,-14.073574835403793,0.36687018918535375,0.25725849854691657,0.0089312462814139949,0.024428888342432533
0.62250000000000005,96.14608696862129,96.14608696862129,71.4224087816511,-1.3258095781903323,0.32284895002639147,-2.1846169480420299,-80.827694605437443,12.021567958097071,71.422430124831379,-1.3258397828632718,0.32210800018704694,0.31148131328996703,0.012638433981026287,0.022734465604004831
0.623,96.22457442508346,96.22457442508346,64.344860844491635,11.455393503491939,0.32307772082323588,-2.1845831274031622,-80.829283827501698,12.030683841345045,64.344884152396119,11.455364161873277,0.26941477125146296,0.35803401404619772,0.016035513481941224,0.020481612751058417
0.62350000000000005,96.303061881545645,96.303061881545645,55.686637259486197,23.956189546552775,0.32330648807723861,-2.1845492828082032,-80.830874004170383,12.039799558120654,55.686664032687801,23.956162344974288,0.21008804359076472,0.3957703738977984,0.0190390386730886,0.017725615690199856
0.624,96.381549338007815,96.381549338007815,45.660251765799416,35.869566517322248,0.32353525178363185,-2.1845154142573637,-80.832465135423746,12.048915108323774,45.660281195446288,35.869542411125437,0.14558868981104048,0.42376126420114352,0.021575220929918544,0.014534118910442392
0.62450000000000006,96.46003679447,96.46003679447,34.51183233133326,46.902916051677693,0.32376401194363069,-2.1844815217504872,-80.83405722124823,12.058030491853893,34.511863426961952,46.902895799403197,0.077504937957202216,0.44131752857557477,0.023581743669490472,0.010985467319426801
0.625,96.53852425093217,96.53852425093217,22.515079229190853,56.785220283548874,0.32399276855034953,-2.1844476052884634,-80.835650261621765,12.067145708611587,22.515110942469903,56.785204251532136,0.0075132640366081995,0.44800695117176093,0.025009293039602382,0.0071667824015130251
0.62550000000000006,96.617011707394354,96.617011707394354,9.9645455669284519,65.273708978990612,0.32422152160518652,-2.1844136648707528,-80.83724425653098,12.076260758495962,9.9645770038232087,65.273696918810302,-0.062662889115648782,0.44366489735146092,0.02582276989251742,0.0031718233719565934
0.626,96.695499163856525,96.695499163856525,-2.8315947659794025,72.159823453967647,0.32445027110332941,-2.1843797004981895,-80.838839205955964,12.085375641407522,-2.8315640387944825,72.159814280866499,-0.13129554914929867,0.42839836552994465,0.026002152776266312,-0.00090131482691077527
0.62650000000000006,96.773986620318709,96.773986620318709,-15.559114167426292,77.274340766094028,0.3246790170428982,-2.1843457121706402,-80.84043510987992,12.094490357245796,-15.559084702319744,77.274335577505894,-0.19669476226805344,0.40258334897721632,0.025542991724698125,-0.0049526104807193433
0.627,96.852474076780879,96.852474076780879,-27.905447603470968,80.491532281430494,0.32490775942407285,-2.1843116998884069,-80.842031968288111,12.10360490591075,-27.905420613028717,80.491532757324151,-0.25725020526817433,0.3668555780845455,0.024456516989647795,-0.0088825712592439706
0.62750000000000006,96.930961533243078,96.930961533243078,-39.567368617795822,81.732254421872554,0.3251364982400855,-2.1842776636524683,-80.843629781158626,12.112719287303063,-39.567344995502651,81.732260579495403,-0.31147083719010188,0.32209486455902969,0.022769364426698368,-0.012594677082113221
