"time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.is[1]","aimc.is[2]","loadInertia.phi","loadInertia.w","transformer.l2sigma.inductor[1].i","transformer.l2sigma.inductor[3].i"
0.00125,-2.5766438127407862e-08,2.9347793344471295e-08,-4.3747253473627592e-07,3.4495089642039023e-07,0.0006477556399823466,-0.0007543475311132436,4.5389865274790081e-18,1.3339311540264913e-14,-0.00054112261069936293,-0.00086096312155410333
0.0013000000000000002,-2.7019412312380216e-08,3.0292021075258442e-08,-4.4360448511288497e-07,3.3934300890593183e-07,0.00065548242546628632,-0.00074934576616179482,5.2621197346672818e-18,1.4954977340723387e-14,-0.0005615780179913343,-0.00084323333305835377
0.0013500000000000001,-2.8287162079668001e-08,3.1216354586115631e-08,-4.4964714525729147e-07,3.3363890014451668e-07,0.00066304661344058938,-0.00074415800524122388,6.0639911752514821e-18,1.6693794578060823e-14,-0.00058189423868053238,-0.00082529414344326363
0.0014,-2.956887543306659e-08,3.2120438020172824e-08,-4.5560007822450015e-07,3.2784118542054917e-07,0.00067044874949025017,-0.0007387885444999886,6.9657520954040851e-18,1.8565099989266521e-14,-0.00060206806215242403,-0.00080715360126005218
0.0014500000000000001,-3.0864341349462948e-08,3.3004049288963663e-08,-4.6146152577735139e-07,3.2195096598257431e-07,0.00067768639323189663,-0.00073323795280325651,7.9701556032182666e-18,2.0572736307382303e-14,-0.00062209403958671304,-0.00078881528421062606
0.0015,-3.2173418515043374e-08,3.3866981820359925e-08,-4.6722957641666337e-07,3.1596916745999499e-07,0.0006847567579276073,-0.00072750636667353067,9.0778207323447289e-18,2.2719908993712969e-14,-0.00064196646254456569,-0.00077028225140499953
0.0015500000000000002,-3.349579525207035e-08,3.4708991121550324e-08,-4.7290269320331563e-07,3.0989714468128004e-07,0.00069165790330213343,-0.00072159497924402841,1.0294582022816696e-17,2.5011380950459282e-14,-0.00066168025707398622,-0.00075155882935008399
0.0016000000000000001,-3.4831159882806329e-08,3.5529832699723562e-08,-4.7847933919818704e-07,3.0373625247489855e-07,0.00069838788908022477,-0.00071550498364796663,1.1626274014667375e-17,2.7451915079821971e-14,-0.00068123034922297693,-0.00073264934455279118
0.00165,-3.6179200729513803e-08,3.6329262062068349e-08,-4.8395797746215703e-07,2.9748784566931973e-07,0.00070494477498663096,-0.00070923757301856211,1.3078731247929992e-17,3.0046274284001794e-14,-0.00070061166503954163,-0.00071355812352003273
0.0017000000000000001,-3.7539606114455225e-08,3.7107034715773387e-08,-4.8933707105610495e-07,2.9115327909301257e-07,0.00071132662074610239,-0.0007027939404890322,1.4657788262637771e-17,3.2799221465199522e-14,-0.00071981913057168347,-0.00069428949275872017
0.00175,-3.8911967931397069e-08,3.7863035886325781e-08,-4.9461566057689005e-07,2.8473449384259198e-07,0.00071753253907914189,-0.00069617643243102725,1.6375422797220195e-17,3.571461759930381e-14,-0.00073884862552180662,-0.00067484903179687269
0.0018000000000000002,-4.0295569414005985e-08,3.8597566017375286e-08,-4.9979463526903099e-07,2.7823530761331279e-07,0.00072356501326358675,-0.00068939108664254115,1.8263276489359647e-17,3.8793436666376458e-14,-0.00075769908216572173,-0.00065524633098541243
0.0018500000000000001,-4.1690386754443963e-08,3.9309993365504412e-08,-5.0487073406380229e-07,2.7165532503573322e-07,0.00072941895949510242,-0.00068243565347124544,2.0308844467207239e-17,4.2043134107106662e-14,-0.00077636257958805621,-0.00063548197616251315
0.0019,-4.3096083776632969e-08,4.0000106393751804e-08,-5.0984256674917842e-07,2.6499604988388546e-07,0.00073509270501944735,-0.00067531161903872572,2.2519521993739793e-17,4.5468243682945028e-14,-0.00079483428611944944,-0.00061556061217394925
0.0019500000000000001,-4.4512324304494983e-08,4.0667693565156127e-08,-5.1470874311313372e-07,2.5825898593180227e-07,0.00074058457708238066,-0.00066802046946656986,2.4902704331934143e-17,4.9073299155342236e-14,-0.00081310937009054156,-0.00059548688386549501
0.002,-4.5938772161951944e-08,4.1312543342756015e-08,-5.1946787294364255e-07,2.5144563695351604e-07,0.0007458929029296609,-0.00066056369087636423,2.7465786744767086e-17,5.2862834285748867e-14,-0.00083118299983197142,-0.00057526543608292524
0.0020500000000000002,-4.7375091172925824e-08,4.1934444189590127e-08,-5.2411856602867916e-07,2.4455750672305921e-07,0.00075101600980704663,-0.00065294276938969518,3.021616449521547e-17,5.6841382835615572e-14,-0.00084905034367437949,-0.0005549009136720139
0.0021000000000000003,-4.8820945161338597e-08,4.2533184568697127e-08,-5.2865943215621789e-07,2.3759609901446433e-07,0.00075595222496029654,-0.00064515919112814984,3.3161232846256097e-17,6.1013478566392968e-14,-0.00086670656994840582,-0.00053439796147853539
0.00215,-5.0275709989223901e-08,4.3109229867550761e-08,-5.3309180227451866e-07,2.3056517388449517e-07,0.00076070458465323106,-0.00063721897535272984,3.6332694583432722e-17,6.5377833491374504e-14,-0.00088415173350420639,-0.00051376558173070463
0.0022000000000000001,-5.1739064781516926e-08,4.3662332580437854e-08,-5.3741414158120858e-07,2.2346611521836114e-07,0.00076527116591534666,-0.00062912336731416724,3.973665337615227e-17,6.9939290713798611e-14,-0.00090138074302452268,-0.00049300818774238454
0.0022500000000000003,-5.3210764827691436e-08,4.4192066158378053e-08,-5.4162419554006792e-07,2.1629971012530879e-07,0.00076964880026344281,-0.00062087241326955753,4.3372783670661572e-17,7.4704233161374815e-14,-0.00091838721473111299,-0.0004721290403206785
0.0023,-5.4690454258014072e-08,4.4698265359135176e-08,-5.4572076003867208e-07,2.0906761668609029e-07,0.00077383613699207011,-0.00061246790936097454,4.7250143116488261e-17,7.9676796447375014e-14,-0.00093516665114269757,-0.00045113308231186462
0.0023500000000000001,-5.6177777202751557e-08,4.5180764940473053e-08,-5.4970263096459701e-07,2.017714929814575e-07,0.00077783182539578025,-0.00060391165173049276,5.1377789363160067e-17,8.4861116185071178e-14,-0.0009517145547779987,-0.00043002525656222047
0.0024000000000000002,-5.767237779217055e-08,4.5639399660155503e-08,-5.5356860420541832e-07,1.944129970921625e-07,0.00078163451476912426,-0.00059520543652018623,5.5764780060204615e-17,9.0261327987735194e-14,-0.00096802642815573621,-0.00040881050591802434
0.0024499999999999999,-5.9173900156537703e-08,4.6074004275946355e-08,-5.5731747564871195e-07,1.8699378709895739e-07,0.00078524285440665406,-0.00058635105987212932,6.0420172857149537e-17,9.5881567468638945e-14,-0.00098409777379463164,-0.00038749377322555426
0.0025000000000000001,-6.0681942007606013e-08,4.6484559165344435e-08,-5.6094868618742573e-07,1.795159413237339e-07,0.00078865657667384268,-0.00057735123957532175,6.5357692107229471e-17,1.0172463281559383e-13,-0.00099992533815574649,-0.00036608076178915093
0.0025500000000000002,-6.2195882050700049e-08,4.6871731751932186e-08,-5.6446471990377651e-07,1.7198352082121418e-07,0.00079188052395531892,-0.00056821304182600699,7.0613080061905024e-17,1.0778701213127876e-13,-0.0010155117367240955,-0.00034458076281787184
0.0026000000000000003,-6.3715547092128052e-08,4.7234783719615011e-08,-5.6786183432254648e-07,1.6439652984953145e-07,0.00079490908321380022,-0.00055893463570458671,7.61770289623391e-17,1.1407810435106304e-13,-0.0010308475765910298,-0.00032299572644113302
