"Time","smee.idq_sr[1]","smee.inertiaRotor.w","smee.is[1]","smee.idq_sr[2]","smee.is[2]","smee.lesigma.i","smee.idq_dr[1]","smee.inertiaRotor.phi","smee.idq_rr[2]"
2.0476999,-4.9307013,158.21255,-29.081249,-46.644188,-17.3295,10.33646,1.8548064,307.59436,34.666325
2.0477998,-4.9741411,158.20778,-27.909098,-46.583588,-18.632126,10.339499,1.8676083,307.61017,34.579605
2.0479,-5.0173903,158.20302,-26.713428,-46.52269,-19.91408,10.342525,1.8803332,307.62601,34.492672
2.0479999,-5.0604482,158.19829,-25.495443,-46.461502,-21.174192,10.345538,1.8929806,307.64182,34.405525
2.0481,-5.103312,158.19359,-24.256361,-46.400032,-22.411314,10.348538,1.9055499,307.65765,34.318176
2.0481999,-5.1459808,158.1889,-22.997419,-46.338284,-23.624319,10.351524,1.9180408,307.67346,34.230633
2.0483,-5.1884527,158.18425,-21.719868,-46.276264,-24.812115,10.354498,1.9304529,307.68927,34.142899
2.0483999,-5.2307272,158.17963,-20.424973,-46.213982,-25.973627,10.357458,1.9427862,307.70511,34.054977
2.0484998,-5.2728014,158.17503,-19.114017,-46.151447,-27.107821,10.360405,1.9550402,307.72092,33.966885
2.0486,-5.3146753,158.17046,-17.788288,-46.088661,-28.213678,10.363338,1.9672147,307.73672,33.87862
2.0486999,-5.3563471,158.16591,-16.449091,-46.025635,-29.290222,10.366257,1.9793093,307.75256,33.790195
2.0488,-5.3978157,158.16139,-15.097733,-45.962376,-30.3365,10.369162,1.9913239,307.76837,33.701614
2.0488999,-5.4390798,158.15689,-13.735536,-45.898888,-31.351597,10.372053,2.0032582,307.78418,33.612888
2.049,-5.4801378,158.15244,-12.363823,-45.835175,-32.334621,10.37493,2.0151122,307.80002,33.524017
2.0490999,-5.5209885,158.14799,-10.983925,-45.771252,-33.284729,10.377793,2.0268848,307.81583,33.435009
2.0492001,-5.5616307,158.14359,-9.5971766,-45.707123,-34.201096,10.380642,2.0385766,307.83163,33.345875
2.0493,-5.6020637,158.13919,-8.204915,-45.642792,-35.082939,10.383476,2.0501871,307.84744,33.256622
2.0493999,-5.6422868,158.13484,-6.8084784,-45.578266,-35.929512,10.386296,2.0617166,307.86325,33.167252
2.0495,-5.6822987,158.13051,-5.4092054,-45.513557,-36.740101,10.389101,2.0731645,307.87909,33.07777
2.0495999,-5.7220984,158.12621,-4.0084338,-45.448666,-37.51403,10.391892,2.0845308,307.8949,32.988194
2.0497,-5.7616849,158.12193,-2.6074984,-45.383598,-38.250668,10.394669,2.0958154,307.91071,32.898518
2.0497999,-5.8010578,158.11769,-1.2077298,-45.318367,-38.949406,10.39743,2.1070185,307.92651,32.808754
2.0499001,-5.8402166,158.11346,0.18954594,-45.252979,-39.609684,10.400177,2.1181397,307.94232,32.718906
2.05,-5.8791604,158.10927,1.5830091,-45.187431,-40.230976,10.402909,2.129179,307.95813,32.628986
