"Time","smee.idq_sr[1]","smee.inertiaRotor.w","smee.is[1]","smee.idq_sr[2]","smee.is[2]","smee.lesigma.i","smee.idq_dr[1]","smee.inertiaRotor.phi","smee.idq_rr[2]"
2.0231986,5.0667963,159.39151,-35.798786,-37.947868,29.651836,9.6576595,-1.6255409,303.70154,34.018768
2.0232987,5.0567994,159.3911,-36.363392,-38.1208,29.014637,9.6581612,-1.6191267,303.7175,34.158482
2.0233986,5.046185,159.39061,-36.895203,-38.292542,28.341793,9.6587048,-1.6125091,303.73343,34.296936
2.0234988,5.0349598,159.39003,-37.393364,-38.463085,27.633791,9.6592913,-1.6056911,303.74936,34.434113
2.0235987,5.0231295,159.38939,-37.857071,-38.632423,26.891165,9.6599197,-1.5986757,303.76532,34.570015
2.0236988,5.0107007,159.38866,-38.285545,-38.800545,26.114487,9.6605892,-1.5914657,303.78125,34.704632
2.0237987,4.9976802,159.38785,-38.678051,-38.967449,25.304379,9.6613007,-1.5840644,303.79718,34.837959
2.0238988,4.9840746,159.38696,-39.033882,-39.133121,24.461504,9.6620522,-1.5764747,303.81314,34.96999
2.0239987,4.9698901,159.386,-39.352383,-39.297562,23.586569,9.6628447,-1.5686996,303.82907,35.100719
2.0240986,4.9551344,159.38496,-39.632927,-39.460754,22.680321,9.6636763,-1.5607421,303.845,35.230137
2.0241988,4.9398131,159.38385,-39.874943,-39.622704,21.743549,9.6645479,-1.5526055,303.86096,35.358246
2.0242987,4.923934,159.38266,-40.077892,-39.783398,20.777086,9.6654587,-1.5442924,303.87689,35.485035
2.0243988,4.9075036,159.38141,-40.241276,-39.942829,19.781799,9.6664076,-1.5358063,303.89282,35.610504
2.0244987,4.8905287,159.38007,-40.364647,-40.100998,18.758596,9.6673956,-1.5271499,303.90875,35.73465
2.0245988,4.8730164,159.37866,-40.447598,-40.257893,17.708424,9.6684217,-1.5183265,303.92471,35.85746
2.0246987,4.8549733,159.37718,-40.489773,-40.413517,16.632265,9.6694851,-1.509339,303.94064,35.978939
2.0247989,4.8364067,159.37563,-40.490852,-40.567856,15.531137,9.6705847,-1.5001903,303.95657,36.099083
2.0248988,4.8173237,159.37399,-40.450569,-40.720909,14.406096,9.6717224,-1.4908835,303.9725,36.217884
2.0249987,4.7977304,159.3723,-40.368706,-40.872677,13.258224,9.6728954,-1.4814215,303.98846,36.335342
2.0250988,4.7776346,159.37053,-40.245083,-41.023151,12.088643,9.6741037,-1.4718074,304.00439,36.451454
2.0251987,4.7570434,159.3687,-40.079578,-41.172329,10.898501,9.6753483,-1.462044,304.02032,36.566219
2.0252988,4.7359633,159.36679,-39.872108,-41.320202,9.6889782,9.6766281,-1.4521345,304.03625,36.679634
2.0253987,4.7144017,159.36482,-39.62265,-41.466778,8.4612818,9.6779413,-1.4420816,304.05222,36.791695
2.0254989,4.6923647,159.36278,-39.331219,-41.612041,7.2166476,9.6792889,-1.4318881,304.06815,36.902397
2.0255988,4.6698604,159.36067,-38.997883,-41.756001,5.9563351,9.6806707,-1.4215571,304.08408,37.011749
2.0256989,4.6468945,159.35849,-38.622761,-41.898647,4.6816287,9.682085,-1.4110911,304.10001,37.119743
2.0257988,4.6234741,159.35625,-38.206009,-42.039982,3.3938367,9.6835327,-1.4004933,304.11597,37.226376
2.0258989,4.5996065,159.35394,-37.747852,-42.179996,2.0942867,9.6850128,-1.3897663,304.1319,37.331654
2.0259988,4.5752988,159.35156,-37.248543,-42.318699,0.78432721,9.6865244,-1.3789129,304.14783,37.43557
2.0260987,4.5505567,159.34912,-36.708401,-42.456078,-0.53467518,9.6880674,-1.3679358,304.16376,37.538124
2.0261989,4.5253878,159.34662,-36.127781,-42.59214,-1.8613377,9.689642,-1.3568375,304.17969,37.63932
2.0262988,4.4997978,159.34406,-35.507092,-42.726879,-3.1942623,9.691247,-1.345621,304.19565,37.739155
2.0263989,4.4737935,159.34143,-34.846786,-42.860294,-4.5320377,9.6928816,-1.3342886,304.21158,37.837631
2.0264988,4.4473825,159.33875,-34.147369,-42.99239,-5.8732409,9.6945467,-1.3228431,304.22751,37.934746
2.0265989,4.4205704,159.336,-33.409389,-43.123158,-7.2164397,9.6962414,-1.3112869,304.24344,38.030502
2.0266988,4.3933635,159.33318,-32.633446,-43.252605,-8.5601921,9.6979647,-1.2996227,304.25937,38.124901
2.026799,4.3657684,159.33031,-31.820171,-43.380726,-9.9030504,9.6997166,-1.2878528,304.2753,38.217941
2.0268989,4.337791,159.32738,-30.970263,-43.507526,-11.243562,9.7014961,-1.2759796,304.29123,38.309624
2.026999,4.3094382,159.32439,-30.084444,-43.632999,-12.580271,9.7033043,-1.2640057,304.30716,38.399956
2.0270989,4.2807155,159.32133,-29.163492,-43.757149,-13.911718,9.7051392,-1.2519332,304.32312,38.48893
2.0271988,4.2516289,159.31824,-28.208227,-43.879978,-15.236448,9.7070017,-1.2397646,304.33905,38.576553
2.0272989,4.2221851,159.31506,-27.219505,-44.001484,-16.553003,9.70889,-1.2275021,304.35498,38.66283
2.0273988,4.1923895,159.31184,-26.198231,-44.12167,-17.859936,9.7108049,-1.215148,304.37091,38.747757
2.027499,4.1622477,159.30856,-25.145344,-44.240532,-19.155794,9.7127457,-1.2027043,304.38684,38.831337
2.0275989,4.1317658,159.30524,-24.061825,-44.358078,-20.439142,9.7147112,-1.1901733,304.40277,38.913574
2.027699,4.1009488,159.30185,-22.94869,-44.474308,-21.708549,9.7167025,-1.1775569,304.4187,38.994469
2.0277989,4.0698032,159.2984,-21.807001,-44.589218,-22.962595,9.7187185,-1.1648574,304.43463,39.074028
2.027899,4.0383344,159.29491,-20.637844,-44.702816,-24.199871,9.7207584,-1.1520767,304.45056,39.152248
2.0279989,4.006547,159.29137,-19.442348,-44.815105,-25.418985,9.7228222,-1.1392168,304.46649,39.229137
2.0280988,3.9744463,159.28777,-18.221674,-44.926079,-26.618557,9.7249098,-1.1262795,304.48242,39.304695
2.028199,3.9420381,159.28412,-16.977011,-45.035748,-27.797228,9.7270203,-1.1132667,304.49835,39.378929
2.0282989,3.909327,159.28041,-15.709584,-45.144108,-28.953653,9.7291536,-1.1001803,304.51428,39.451836
2.028399,3.8763182,159.27666,-14.420647,-45.251163,-30.086514,9.7313099,-1.0870219,304.53021,39.523426
2.0284989,3.8430169,159.27286,-13.111478,-45.356918,-31.194508,9.7334881,-1.0737936,304.54614,39.593697
2.028599,3.8094275,159.269,-11.783385,-45.461376,-32.27636,9.7356882,-1.0604969,304.56207,39.662655
2.0286989,3.7755549,159.26509,-10.437703,-45.564537,-33.330822,9.7379103,-1.0471333,304.578,39.730305
2.0287991,3.7414038,159.26115,-9.0757866,-45.666405,-34.356667,9.7401533,-1.0337046,304.5939,39.796646
2.028899,3.7069783,159.25714,-7.6990142,-45.766983,-35.352695,9.7424173,-1.0202123,304.60983,39.861687
2.0289991,3.6722829,159.2531,-6.3087859,-45.866272,-36.317749,9.7447014,-1.0066578,304.62576,39.925426
2.029099,3.6373224,159.24901,-4.9065199,-45.964279,-37.250687,9.7470064,-0.99304277,304.64169,39.987877
2.0291989,3.6021011,159.24487,-3.4936519,-46.061005,-38.150406,9.7493305,-0.97936857,304.65762,40.049034
2.029299,3.5666225,159.24069,-2.0716338,-46.156452,-39.015842,9.7516756,-0.96563655,304.67355,40.10891
2.0293989,3.5308909,159.23647,-0.64193183,-46.250622,-39.845955,9.7540388,-0.95184803,304.68948,40.1675
2.0294991,3.4949105,159.23219,0.79397583,-46.343525,-40.639748,9.756422,-0.93800437,304.70538,40.224815
2.029599,3.4586847,159.22787,2.2345998,-46.435158,-41.396259,9.7588243,-0.92410672,304.72131,40.280857
2.0296991,3.4222176,159.22351,3.6784418,-46.525528,-42.114574,9.7612448,-0.91015643,304.73724,40.335629
2.029799,3.3855128,159.21912,5.1239958,-46.614635,-42.7938,9.7636833,-0.8961547,304.75317,40.389141
2.0298991,3.3485742,159.21468,6.5697498,-46.702492,-43.433105,9.76614,-0.88210255,304.76907,40.441391
2.029999,3.3114047,159.21019,8.0141888,-46.789089,-44.031685,9.7686148,-0.86800122,304.785,40.49239
2.0300989,3.2740078,159.20566,9.4557953,-46.874443,-44.588783,9.7711067,-0.85385162,304.80093,40.542137
2.0301991,3.2363873,159.2011,10.893049,-46.958549,-45.103687,9.7736168,-0.8396548,304.81686,40.590637
2.0302989,3.1985457,159.19649,12.324435,-47.041412,-45.575733,9.7761431,-0.8254118,304.83276,40.637901
2.0303991,3.1604867,159.19185,13.748438,-47.123043,-46.004292,9.7786865,-0.81112361,304.84869,40.683929
2.030499,3.1222134,159.18716,15.163548,-47.203438,-46.38879,9.7812462,-0.79679108,304.86462,40.728729
2.0305991,3.0837286,159.18243,16.568262,-47.282604,-46.728703,9.783823,-0.78241515,304.88052,40.772301
2.030699,3.0450349,159.17769,17.961086,-47.360546,-47.02354,9.7864161,-0.76799661,304.89645,40.814655
2.0307992,3.0061355,159.17288,19.340534,-47.437267,-47.272877,9.7890244,-0.75353622,304.91235,40.855793
2.030899,2.9670329,159.16806,20.705133,-47.512772,-47.476322,9.7916489,-0.73903489,304.92828,40.895721
2.0309992,2.9277298,159.16319,22.053423,-47.587063,-47.633545,9.7942886,-0.72449332,304.94421,40.934444
2.0310991,2.8882289,159.15828,23.383957,-47.660149,-47.744255,9.7969437,-0.70991224,304.96011,40.97197
2.031199,2.8485327,159.15335,24.695305,-47.732033,-47.808224,9.7996149,-0.69529235,304.97604,41.008297
2.0312991,2.8086436,159.14838,25.986061,-47.802715,-47.825264,9.8023005,-0.68063426,304.99194,41.043438
2.031399,2.768564,159.14337,27.254831,-47.8722,-47.795238,9.8050003,-0.66593868,305.00787,41.077393
2.0314991,2.728296,159.13834,28.500244,-47.940498,-47.718067,9.8077154,-0.65120614,305.02377,41.110168
2.031599,2.6878419,159.13327,29.720959,-48.00761,-47.593716,9.8104448,-0.63643724,305.0397,41.141773
2.0316992,2.6472039,159.12816,30.915648,-48.07354,-47.422207,9.8131876,-0.62163264,305.0556,41.172207
2.0317991,2.6063845,159.12303,32.083019,-48.138294,-47.203606,9.8159456,-0.60679275,305.07153,41.201477
2.0318992,2.5653853,159.11786,33.221802,-48.201874,-46.938038,9.818717,-0.59191823,305.08743,41.229591
2.0319991,2.5242083,159.11267,34.330757,-48.264286,-46.625675,9.8215027,-0.57700938,305.10336,41.25655
2.032099,2.4828556,159.10744,35.408676,-48.325535,-46.266739,9.8243017,-0.56206685,305.11926,41.282364
2.0321991,2.4413288,159.10219,36.454384,-48.385624,-45.8615,9.8271141,-0.54709095,305.13516,41.307034
2.032299,2.3996303,159.09691,37.466732,-48.444557,-45.410286,9.8299398,-0.5320822,305.15109,41.330566
2.0323992,2.3577614,159.0916,38.444614,-48.502342,-44.913475,9.8327789,-0.51704103,305.16699,41.35297
2.0324991,2.3157241,159.08626,39.386955,-48.558983,-44.371483,9.8356304,-0.50196785,305.18289,41.374245
2.0325992,2.27352,159.08089,40.292717,-48.614483,-43.784786,9.8384953,-0.48686293,305.19882,41.394398
2.0326991,2.2311506,159.0755,41.1609,-48.668842,-43.153908,9.8413734,-0.47172675,305.21472,41.413437
2.0327992,2.1886177,159.07007,41.990547,-48.722073,-42.479412,9.8442631,-0.4565596,305.23062,41.431366
2.0328991,2.1459231,159.06464,42.780735,-48.774174,-41.761925,9.8471661,-0.44136187,305.24655,41.448189
2.0329993,2.1030679,159.05916,43.530586,-48.825153,-41.002102,9.8500814,-0.42613387,305.26245,41.463909
2.0330992,2.0600541,159.05367,44.239269,-48.875011,-40.200657,9.8530083,-0.41087595,305.27835,41.478539
2.0331991,2.0168827,159.04814,44.905983,-48.923759,-39.358345,9.8559475,-0.3955884,305.29425,41.492077
2.0332992,1.9735553,159.0426,45.529984,-48.971397,-38.475967,9.8588991,-0.38027152,305.31015,41.504532
2.0333991,1.9300735,159.03703,46.110569,-49.017929,-37.554367,9.8618622,-0.36492565,305.32608,41.515907
2.0334992,1.8864386,159.03145,46.647079,-49.063358,-36.594425,9.8648367,-0.34955102,305.34198,41.526211
2.0335991,1.8426521,159.02583,47.138901,-49.107697,-35.597076,9.8678236,-0.33414793,305.35788,41.535442
2.0336993,1.7987152,159.0202,47.585472,-49.15094,-34.563286,9.870821,-0.31871668,305.37378,41.543613
2.0337992,1.7546295,159.01454,47.986279,-49.193096,-33.494061,9.8738308,-0.30325752,305.38968,41.550724
2.0338993,1.7103961,159.00887,48.340843,-49.234173,-32.39045,9.8768511,-0.28777078,305.40558,41.556782
2.0339992,1.6660163,159.00317,48.648758,-49.27417,-31.253538,9.8798828,-0.27225664,305.42148,41.561794
2.0340993,1.6214917,158.99747,48.909645,-49.313091,-30.08444,9.882926,-0.25671548,305.43738,41.565765
2.0341992,1.5768232,158.99173,49.123188,-49.350945,-28.884315,9.8859797,-0.24114747,305.45328,41.568695
2.0342991,1.5320126,158.98598,49.289116,-49.387737,-27.65435,9.8890438,-0.22555293,305.46918,41.570595
2.0343993,1.4870608,158.98021,49.407211,-49.423466,-26.395767,9.8921185,-0.2099321,305.48508,41.571468
2.0344992,1.4419693,158.97441,49.477299,-49.458141,-25.109816,9.8952045,-0.19428529,305.50098,41.57132
2.0345993,1.3967392,158.96861,49.499268,-49.491764,-23.797779,9.8983011,-0.17861277,305.51688,41.570152
2.0346992,1.3513721,158.96278,49.473045,-49.524338,-22.460964,9.9014072,-0.1629148,305.53278,41.567974
2.0347993,1.3058691,158.95694,49.398617,-49.555874,-21.100708,9.9045238,-0.14719169,305.54868,41.564789
2.0348992,1.2602315,158.9511,49.276016,-49.586369,-19.718372,9.9076509,-0.13144369,305.56458,41.560604
2.0349994,1.2144607,158.94522,49.105328,-49.615829,-18.315342,9.9107876,-0.11567113,305.58047,41.55542
2.0350993,1.168558,158.93933,48.886692,-49.644264,-16.893024,9.9139347,-0.099874288,305.59637,41.549248
2.0351992,1.1225247,158.93343,48.620293,-49.671673,-15.452845,9.9170914,-0.084053494,305.61224,41.542088
2.0352993,1.0763623,158.92752,48.306362,-49.698059,-13.996252,9.9202585,-0.068209052,305.62814,41.533947
2.0353992,1.030072,158.92159,47.945198,-49.723431,-12.524711,9.9234343,-0.052341308,305.64404,41.52483
2.0354993,0.98365521,158.91565,47.537128,-49.747791,-11.0397,9.9266195,-0.03645058,305.65994,41.51474
2.0355992,0.93711334,158.9097,47.082542,-49.771145,-9.5427132,9.9298143,-0.020537185,305.67581,41.503685
2.0356994,0.8904478,158.90373,46.581875,-49.793499,-8.0352583,9.9330187,-0.0046014995,305.69171,41.491673
2.0357993,0.84366006,158.89775,46.03561,-49.81485,-6.5188537,9.9362326,0.011356109,305.70761,41.478699
2.0358994,0.79675156,158.89175,45.444275,-49.835209,-4.9950252,9.9394541,0.027335264,305.72351,41.464779
2.0359993,0.74972379,158.88576,44.808453,-49.85458,-3.4653082,9.9426861,0.043335568,305.73938,41.449909
2.0360994,0.70257831,158.87975,44.128769,-49.872963,-1.9312433,9.9459257,0.059356622,305.75528,41.434101
2.0361993,0.65531653,158.87372,43.405888,-49.890366,-0.39437565,9.9491749,0.075398058,305.77118,41.417355
2.0362992,0.60794002,158.86769,42.640533,-49.906792,1.1437473,9.9524317,0.091459431,305.78705,41.399681
2.0363994,0.56045043,158.86165,41.833458,-49.922249,2.6815772,9.9556971,0.10754029,305.80295,41.381077
2.0364993,0.51284939,158.85561,40.98547,-49.936733,4.217566,9.958972,0.12364019,305.81882,41.361553
2.0365994,0.46513852,158.84955,40.097408,-49.95026,5.7501688,9.9622536,0.13975866,305.83472,41.341114
2.0366993,0.41731951,158.84348,39.17017,-49.962826,7.2778435,9.9655437,0.15589522,305.85059,41.319767
2.0367994,0.36939406,158.8374,38.204674,-49.974434,8.7990551,9.9688425,0.17204939,305.86649,41.297512
2.0368993,0.32136381,158.83133,37.201889,-49.985096,10.312276,9.9721479,0.18822066,305.88235,41.274353
2.0369995,0.27323061,158.82524,36.162827,-49.994812,11.815986,9.975462,0.20440853,305.89825,41.250301
2.0370994,0.22499628,158.81915,35.08852,-50.003586,13.308677,9.9787827,0.22061244,305.91412,41.225361
2.0371993,0.17666265,158.81305,33.980057,-50.011425,14.788853,9.9821119,0.23683181,305.93002,41.199532
2.0372994,0.12823164,158.80695,32.838543,-50.01833,16.255032,9.9854469,0.25306609,305.94589,41.172821
2.0373993,0.079705141,158.80084,31.665129,-50.024307,17.705744,9.9887905,0.26931468,305.96179,41.145237
2.0374994,0.031085003,158.79472,30.460993,-50.029366,19.139542,9.9921398,0.28557706,305.97766,41.116779
2.0375993,-0.017626749,158.7886,29.227346,-50.033501,20.554995,9.9954967,0.30185252,305.99353,41.087456
2.0376995,-0.066428073,158.78249,27.965431,-50.036724,21.950687,9.9988604,0.31814051,306.00943,41.057274
2.0377994,-0.11531691,158.77637,26.676512,-50.039036,23.325233,10.002231,0.33444032,306.0253,41.026237
2.0378995,-0.16429114,158.77023,25.361887,-50.040443,24.677263,10.005607,0.35075131,306.04117,40.99435
2.0379994,-0.21334863,158.7641,24.022875,-50.040951,26.005436,10.008989,0.36707276,306.05707,40.961617
2.0380995,-0.26248723,158.75798,22.660824,-50.040562,27.308432,10.012378,0.38340405,306.07294,40.928043
2.0381994,-0.31170484,158.75185,21.277098,-50.03928,28.584963,10.015773,0.39974445,306.08881,40.893635
2.0382993,-0.36099914,158.74571,19.873087,-50.037113,29.833765,10.019173,0.41609323,306.10468,40.858395
2.0383995,-0.41036779,158.73956,18.450201,-50.034061,31.05361,10.022579,0.43244961,306.12054,40.82233
2.0384994,-0.45980853,158.73343,17.009863,-50.030136,32.243294,10.02599,0.4488129,306.13644,40.78545
2.0385995,-0.50931895,158.72729,15.553519,-50.025337,33.401649,10.029407,0.46518224,306.15231,40.747753
2.0386994,-0.55889672,158.72116,14.082626,-50.019669,34.527538,10.032828,0.48155692,306.16818,40.709248
2.0387995,-0.6085394,158.71503,12.598655,-50.013138,35.619865,10.036255,0.49793613,306.18405,40.669937
2.0388994,-0.65824455,158.70889,11.103088,-50.005749,36.677559,10.039687,0.51431906,306.19992,40.629829
2.0389996,-0.70800966,158.70276,9.5974207,-49.997505,37.699596,10.043122,0.53070486,306.21579,40.588924
2.0390995,-0.75783211,158.69664,8.0831528,-49.988415,38.684982,10.046563,0.54709268,306.23166,40.547234
2.0391996,-0.80770946,158.69051,6.5617948,-49.978477,39.632767,10.050008,0.56348163,306.24753,40.504765
2.0392995,-0.8576389,158.68437,5.0348606,-49.967705,40.542038,10.053456,0.57987088,306.2634,40.461514
2.0393994,-0.90761793,158.67825,3.5038686,-49.956097,41.411922,10.05691,0.59625959,306.27927,40.417492
2.0394995,-0.95764399,158.67213,1.9703394,-49.943657,42.241589,10.060366,0.61264676,306.29514,40.372704
2.0395994,-1.0077142,158.66602,0.4357942,-49.930393,43.030251,10.063826,0.6290316,306.311,40.327152
2.0396996,-1.0578258,158.65991,-1.0982468,-49.916309,43.777161,10.067288,0.6454131,306.32687,40.280846
2.0397995,-1.1079762,158.65381,-2.630266,-49.901413,44.481617,10.070755,0.66179031,306.34274,40.233791
2.0398996,-1.1581624,158.64771,-4.1587496,-49.885708,45.142963,10.074224,0.67816234,306.35861,40.185989
2.0399995,-1.2083815,158.6416,-5.6821904,-49.869198,45.760582,10.077696,0.69452822,306.37448,40.137451
2.0400996,-1.258631,158.63551,-7.1990876,-49.851891,46.333912,10.08117,0.71088696,306.39035,40.088177
2.0401995,-1.3089077,158.62943,-8.7079496,-49.833786,46.862423,10.084646,0.72723758,306.40619,40.038177
2.0402994,-1.3592088,158.62335,-10.207294,-49.814896,47.34565,10.088125,0.74357915,306.42206,39.987453
2.0403996,-1.4095314,158.61728,-11.695653,-49.795219,47.783154,10.091606,0.75991058,306.43793,39.936012
2.0404994,-1.4598722,158.61121,-13.17157,-49.774765,48.174561,10.095089,0.77623087,306.4538,39.883862
2.0405996,-1.5102286,158.60515,-14.633604,-49.75354,48.519531,10.098573,0.79253912,306.46967,39.831005
2.0406995,-1.5605974,158.59911,-16.08033,-49.731544,48.81778,10.102057,0.80883414,306.4855,39.777447
2.0407996,-1.6109757,158.59306,-17.510342,-49.70879,49.069069,10.105544,0.82511503,306.50137,39.723198
2.0408995,-1.6613603,158.58702,-18.922251,-49.68528,49.273205,10.109032,0.84138072,306.51724,39.668259
2.0409997,-1.7117481,158.58101,-20.31469,-49.661015,49.430042,10.112519,0.85763007,306.53308,39.61264
2.0410995,-1.7621361,158.57498,-21.686314,-49.636005,49.539494,10.116008,0.87386215,306.54895,39.556343
2.0411997,-1.812521,158.56898,-23.035801,-49.610256,49.601505,10.119496,0.89007586,306.56482,39.499374
2.0412996,-1.8628998,158.56299,-24.361855,-49.583771,49.616081,10.122986,0.90627009,306.58066,39.441742
2.0413995,-1.9132694,158.55699,-25.663204,-49.556561,49.583267,10.126474,0.92244381,306.59653,39.383453
2.0414996,-1.9636265,158.55103,-26.938604,-49.528622,49.503159,10.129962,0.93859595,306.61237,39.324512
2.0415995,-2.013968,158.54506,-28.186838,-49.499969,49.375904,10.13345,0.95472544,306.62823,39.264923
2.0416996,-2.0642908,158.53909,-29.406723,-49.470604,49.201694,10.136937,0.97083116,306.6441,39.204693
2.0417995,-2.1145914,158.53316,-30.597101,-49.440533,48.980759,10.140423,0.98691207,306.65994,39.143829
2.0418997,-2.1648667,158.52722,-31.756849,-49.40976,48.71339,10.143907,1.002967,306.67581,39.08234
2.0419996,-2.2151136,158.5213,-32.884876,-49.378292,48.399918,10.147389,1.018995,306.69165,39.020226
2.0420997,-2.2653289,158.5154,-33.980129,-49.346138,48.040714,10.150871,1.0349948,306.70752,38.957497
2.0421996,-2.3155091,158.50951,-35.04158,-49.313301,47.636204,10.15435,1.0509657,306.72336,38.894157
2.0422995,-2.3656511,158.50362,-36.068245,-49.279785,47.186848,10.157827,1.0669061,306.7392,38.830215
2.0423996,-2.4157519,158.49774,-37.059177,-49.245602,46.693161,10.161303,1.0828152,306.75507,38.765678
2.0424995,-2.4658079,158.4919,-38.013466,-49.210751,46.155693,10.164775,1.0986918,306.7709,38.70055
2.0425997,-2.5158157,158.48605,-38.930237,-49.175243,45.575039,10.168244,1.1145349,306.78677,38.634838
2.0426996,-2.5657728,158.48022,-39.808651,-49.139084,44.951839,10.17171,1.1303433,306.80261,38.568546
2.0427997,-2.6156752,158.47441,-40.647923,-49.102276,44.28677,10.175174,1.1461161,306.81845,38.501682
2.0428996,-2.66552,158.46861,-41.447296,-49.064831,43.580555,10.178633,1.1618522,306.83432,38.434258
2.0429997,-2.7153039,158.46283,-42.206062,-49.026752,42.833946,10.182089,1.1775504,306.85016,38.366272
2.0430996,-2.7650235,158.45706,-42.923546,-48.988045,42.047745,10.185541,1.1932096,306.866,38.297733
2.0431998,-2.814676,158.45131,-43.599125,-48.948715,41.222786,10.188989,1.2088289,306.88184,38.228649
2.0432997,-2.8642578,158.44557,-44.232216,-48.908772,40.359936,10.192432,1.2244072,306.89771,38.159031
2.0433996,-2.9137659,158.43985,-44.822273,-48.868221,39.460114,10.195871,1.2399433,306.91354,38.088875
2.0434997,-2.9631968,158.43414,-45.368809,-48.827065,38.52425,10.199305,1.2554363,306.92938,38.018196
2.0435996,-3.0125477,158.42845,-45.871365,-48.785316,37.553326,10.202734,1.2708851,306.94522,37.946999
2.0436997,-3.0618153,158.42279,-46.329533,-48.742977,36.548347,10.206158,1.2862886,306.96106,37.87529
2.0437996,-3.1109965,158.41713,-46.742958,-48.700058,35.510361,10.209576,1.301646,306.9769,37.803074
2.0438998,-3.1600878,158.4115,-47.111317,-48.656563,34.44043,10.212989,1.316956,306.99277,37.730362
2.0439997,-3.2090867,158.40587,-47.434341,-48.612495,33.339657,10.216395,1.3322178,307.00861,37.657154
2.0440998,-3.2579894,158.40027,-47.711803,-48.567867,32.209167,10.219796,1.3474303,307.02444,37.583466
2.0441997,-3.3067935,158.3947,-47.943523,-48.522682,31.050117,10.22319,1.3625926,307.04028,37.509296
2.0442998,-3.3554955,158.38913,-48.129364,-48.476948,29.863688,10.226578,1.3777035,307.05612,37.434654
2.0443997,-3.4040923,158.38359,-48.269241,-48.430672,28.651081,10.229959,1.3927622,307.07196,37.35955
2.0444996,-3.4525812,158.37805,-48.36311,-48.383858,27.413525,10.233333,1.4077678,307.0878,37.283989
2.0445998,-3.5009589,158.37254,-48.410973,-48.336514,26.152266,10.236699,1.4227192,307.10364,37.207973
2.0446997,-3.5492227,158.36707,-48.412872,-48.288651,24.868576,10.240059,1.4376155,307.11948,37.131516
2.0447998,-3.5973697,158.36159,-48.368904,-48.240269,23.563742,10.24341,1.4524559,307.13531,37.054623
2.0448997,-3.6453965,158.35614,-48.279209,-48.19138,22.239069,10.246755,1.4672393,307.15115,36.977299
2.0449998,-3.6933007,158.35072,-48.143967,-48.141991,20.89588,10.250091,1.4819648,307.16699,36.899551
2.0450997,-3.7410791,158.34531,-47.963402,-48.092102,19.535509,10.253418,1.4966317,307.18283,36.821388
2.0451999,-3.7887292,158.33992,-47.737785,-48.041729,18.159311,10.256738,1.5112389,307.19864,36.742817
2.0452998,-3.8362482,158.33456,-47.467438,-47.990871,16.768646,10.260049,1.5257858,307.21448,36.663845
2.0453997,-3.8836329,158.32921,-47.15271,-47.939541,15.364887,10.26335,1.5402713,307.23032,36.584476
2.0454998,-3.930881,158.3239,-46.794003,-47.887745,13.949417,10.266644,1.5546947,307.24615,36.504719
2.0455997,-3.9779897,158.31859,-46.391758,-47.835484,12.523627,10.269928,1.5690551,307.26199,36.424583
2.0456998,-4.0249562,158.31331,-45.946465,-47.782772,11.088913,10.273202,1.5833517,307.27783,36.34407
2.0457997,-4.0717783,158.30804,-45.458641,-47.729614,9.6466789,10.276467,1.5975839,307.29364,36.263195
2.0458999,-4.1184525,158.30281,-44.928856,-47.676018,8.198329,10.279722,1.6117507,307.30948,36.181957
2.0459998,-4.1649776,158.29759,-44.357712,-47.621986,6.7452712,10.282968,1.6258515,307.32532,36.100368
2.0460999,-4.2113495,158.2924,-43.745853,-47.567532,5.2889161,10.286203,1.6398854,307.34116,36.018433
2.0461998,-4.2575669,158.28725,-43.09396,-47.512657,3.8306711,10.289428,1.6538519,307.35696,35.936157
2.0462999,-4.3036275,158.28209,-42.402752,-47.457375,2.371943,10.292643,1.66775,307.3728,35.853554
2.0463998,-4.3495278,158.27698,-41.672985,-47.401684,0.91413528,10.295847,1.6815792,307.38864,35.770626
2.0464997,-4.3952665,158.27187,-40.905449,-47.345596,-0.54135358,10.29904,1.695339,307.40445,35.687382
2.0465999,-4.4408407,158.2668,-40.100967,-47.289124,-1.9931309,10.302222,1.7090284,307.42029,35.603828
2.0466998,-4.486249,158.26175,-39.260403,-47.232265,-3.4398117,10.305393,1.722647,307.43613,35.51997
2.0467999,-4.5314879,158.25671,-38.384647,-47.17503,-4.8800192,10.308554,1.7361941,307.45193,35.435818
2.0468998,-4.5765567,158.25171,-37.474621,-47.117428,-6.3123875,10.311702,1.7496693,307.46777,35.351379
2.0469999,-4.6214519,158.24673,-36.531281,-47.059464,-7.7355614,10.314838,1.7630715,307.48358,35.266655
2.0470998,-4.6661716,158.24178,-35.555607,-47.001144,-9.1481991,10.317964,1.7764006,307.49942,35.18166
2.0472,-4.7107143,158.23685,-34.548622,-46.942478,-10.548971,10.321077,1.7896557,307.51523,35.096397
2.0472999,-4.7550774,158.23193,-33.511356,-46.883472,-11.936565,10.324178,1.8028364,307.53107,35.010876
2.0473998,-4.7992597,158.22705,-32.444881,-46.824135,-13.309686,10.327267,1.8159424,307.54688,34.925098
2.0474999,-4.8432593,158.2222,-31.350292,-46.764469,-14.667051,10.330344,1.8289731,307.56271,34.839077
2.0475998,-4.8870735,158.21736,-30.228701,-46.704483,-16.007402,10.333408,1.8419279,307.57852,34.752815
