"Time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","PI.x","loadInertia.w","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.stator.port_p.V_m.im","aimc.airGap.V_msr.re","aimc.is[2]","aimc.stator.core.Phi.im","aimc.stator.core.Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","aimc.is[1]","aimc.stator.port_p.V_m.re","aimc.airGap.V_msr.im"
4.5415988,1.1232636,81.448563,156.99342,0.31168863,-0.23804246,-7.0184674,4.7524543,-4.869967,1.5476235,0.91614228,1.3528748,713.21936,-3.4429266,-3.7094646,6.3587098
4.5416989,1.1232461,81.65126,156.99336,0.31221819,-0.23841698,-7.1317868,4.7518268,-5.0813007,1.5756358,0.86707646,1.3528881,713.23505,-3.2015474,-3.4865971,6.3591576
4.5417986,1.1232283,81.85376,156.99329,0.31274679,-0.23879114,-7.2380314,4.7511997,-5.2875948,1.602093,0.81715488,1.3529015,713.25073,-2.9569921,-3.260273,6.3596053
4.5418987,1.1232107,82.056061,156.99323,0.31327444,-0.23916492,-7.3370957,4.7505741,-5.4886451,1.626969,0.76642698,1.3529149,713.26642,-2.7095037,-3.0307167,6.3600526
4.5419989,1.123193,82.258163,156.99316,0.31380111,-0.2395383,-7.4288821,4.749949,-5.6842513,1.6502392,0.71494275,1.3529283,713.28217,-2.4593272,-2.7981565,6.3604994
4.5420985,1.1231753,82.460083,156.9931,0.31432676,-0.2399113,-7.513299,4.7493248,-5.8742199,1.6718808,0.66275305,1.3529418,713.29785,-2.2067111,-2.5628223,6.3609462
4.5421987,1.1231574,82.661819,156.99304,0.31485143,-0.24028391,-7.5902634,4.7487016,-6.058363,1.6918724,0.6099093,1.3529552,713.31354,-1.9519058,-2.3249483,6.3613925
4.5422988,1.1231396,82.863365,156.993,0.31537509,-0.24065612,-7.6596985,4.7480793,-6.2364969,1.7101941,0.55646378,1.3529687,713.32922,-1.6951642,-2.0847702,6.3618388
4.5423989,1.1231219,83.064735,156.99294,0.3158977,-0.24102791,-7.7215362,4.747458,-6.4084458,1.7268281,0.50246912,1.3529822,713.34491,-1.4367406,-1.842526,6.3622842
4.5424986,1.123104,83.26593,156.99287,0.3164193,-0.24139929,-7.7757144,4.7468376,-6.574039,1.7417578,0.44797865,1.3529958,713.36066,-1.1768917,-1.5984563,6.3627295
4.5425987,1.1230861,83.466949,156.99281,0.31693983,-0.24177024,-7.8221803,4.7462182,-6.7331128,1.7549684,0.39304617,1.3530092,713.37634,-0.91587508,-1.3528031,6.3631749
4.5426989,1.1230681,83.667801,156.99275,0.31745932,-0.24214076,-7.8608875,4.7455997,-6.8855085,1.7664469,0.33772585,1.3530228,713.39203,-0.6539495,-1.10581,6.3636198
4.5427985,1.1230502,83.868492,156.99271,0.3179777,-0.24251083,-7.891798,4.7449818,-7.0310755,1.7761822,0.28207234,1.3530364,713.40771,-0.39137492,-0.85772204,6.3640637
4.5428987,1.1230322,84.069008,156.99265,0.31849504,-0.24288042,-7.9148812,4.7443657,-7.1696692,1.7841645,0.22614054,1.35305,713.42346,-0.12841171,-0.60878539,6.3645082
4.5429988,1.1230142,84.269379,156.9926,0.31901124,-0.24324957,-7.9301143,4.7437501,-7.3011527,1.790386,0.16998565,1.3530637,713.43915,0.13467941,-0.35924676,6.3649516
4.5430989,1.1229961,84.469582,156.99254,0.31952634,-0.24361823,-7.9374824,4.7431355,-7.4253955,1.7948405,0.11366308,1.3530773,713.45483,0.39763746,-0.10935372,6.3653946
4.5431986,1.1229781,84.66964,156.99249,0.32004035,-0.24398643,-7.9369779,4.7425218,-7.5422745,1.7975236,0.057228439,1.353091,713.47052,0.66020161,0.14064586,6.3658376
4.5432987,1.12296,84.869545,156.99243,0.32055318,-0.24435414,-7.9286022,4.7419095,-7.6516733,1.7984326,0.0007374101,1.3531047,713.48621,0.92211157,0.39050409,6.3662796
4.5433989,1.1229419,85.069313,156.99239,0.32106492,-0.24472137,-7.9123631,4.7412982,-7.7534838,1.7975668,-0.055754256,1.3531184,713.50195,1.1831076,0.63997322,6.3667216
4.543499,1.1229237,85.268929,156.99232,0.32157546,-0.2450881,-7.8882771,4.7406878,-7.8476057,1.794927,-0.1121908,1.3531321,713.51764,1.4429307,0.88880575,6.3671632
4.5435987,1.1229055,85.468414,156.99228,0.32208487,-0.24545433,-7.8563681,4.7400784,-7.9339447,1.7905157,-0.16851653,1.3531458,713.53333,1.7013235,1.136755,6.3676043
4.5436988,1.1228874,85.667763,156.99223,0.32259312,-0.24582005,-7.8166676,4.7394705,-8.0124159,1.7843372,-0.22467585,1.3531597,713.54901,1.9580295,1.3835752,6.3680449
4.5437989,1.1228691,85.866982,156.99219,0.32310015,-0.24618521,-7.7692161,4.738863,-8.0829411,1.7763978,-0.28061333,1.3531734,713.56476,2.2127943,1.6290213,6.368485
4.5438986,1.1228509,86.066071,156.99213,0.32360601,-0.24654987,-7.7140598,4.7382574,-8.1454506,1.7667053,-0.33627379,1.3531872,713.58044,2.4653652,1.8728503,6.3689251
4.5439987,1.1228325,86.265038,156.99208,0.32411066,-0.24691398,-7.6512537,4.7376523,-8.1998825,1.7552692,-0.39160228,1.353201,713.59613,2.7154918,2.11482,6.3693643
4.5440989,1.1228142,86.46389,156.99203,0.32461411,-0.24727756,-7.5808606,4.7370486,-8.2461834,1.7421007,-0.4465442,1.353215,713.61182,2.9629261,2.354691,6.369803
4.544199,1.1227958,86.662621,156.99199,0.32511631,-0.24764059,-7.5029507,4.7364459,-8.2843075,1.7272131,-0.50104535,1.3532288,713.6275,3.2074227,2.5922251,6.3702416
4.5442986,1.1227775,86.861237,156.99194,0.32561728,-0.24800307,-7.4176002,4.7358446,-8.3142157,1.7106208,-0.55505186,1.3532428,713.64325,3.4487391,2.8271868,6.3706794
4.5443988,1.1227591,87.059746,156.9919,0.32611701,-0.24836498,-7.3248949,4.7352443,-8.3358784,1.6923403,-0.60851055,1.3532566,713.65894,3.6866362,3.0593433,6.3711166
4.5444989,1.1227406,87.258148,156.99185,0.32661548,-0.24872635,-7.2249265,4.7346454,-8.3492765,1.6723896,-0.66136861,1.3532705,713.67462,3.9208782,3.2884645,6.3715534
4.5445986,1.1227221,87.456451,156.99181,0.3271127,-0.24908714,-7.117794,4.7340474,-8.3543949,1.6507884,-0.71357381,1.3532845,713.69031,4.1512322,3.514323,6.3719902
4.5446987,1.1227037,87.654655,156.99176,0.32760864,-0.24944733,-7.0036044,4.7334504,-8.3512287,1.627558,-0.76507467,1.3532985,713.70605,4.377471,3.7366951,6.372426
4.5447989,1.1226852,87.852768,156.99173,0.3281033,-0.24980694,-6.8824706,4.7328548,-8.3397818,1.6027215,-0.81582046,1.3533125,713.72174,4.5993695,3.9553604,6.3728614
4.544899,1.1226666,88.050789,156.99168,0.32859665,-0.25016594,-6.7545128,4.7322607,-8.3200645,1.5763032,-0.86576098,1.3533266,713.73743,4.8167076,4.1701021,6.3732963
4.5449986,1.122648,88.248726,156.99164,0.32908872,-0.25052437,-6.6198583,4.7316675,-8.292098,1.5483292,-0.91484696,1.3533405,713.75311,5.0292702,4.3807073,6.3737302
4.5450988,1.1226294,88.446571,156.99159,0.32957947,-0.25088218,-6.4786406,4.7310758,-8.255909,1.5188273,-0.96303004,1.3533547,713.7688,5.2368464,4.586967,6.3741641
4.5451989,1.1226108,88.644348,156.99156,0.33006892,-0.25123936,-6.3309994,4.730485,-8.2115335,1.4878265,-1.0102625,1.3533686,713.78455,5.4392304,4.7886772,6.3745975
4.5452986,1.1225921,88.842041,156.99152,0.33055702,-0.25159597,-6.1770816,4.7298956,-8.1590166,1.4553572,-1.0564979,1.3533828,713.80023,5.6362219,4.9856377,6.37503
4.5453987,1.1225735,89.039665,156.99149,0.33104381,-0.25195193,-6.0170403,4.7293077,-8.0984087,1.4214518,-1.1016906,1.3533969,713.81592,5.8276253,5.1776533,6.3754621
4.5454988,1.1225548,89.237221,156.99144,0.33152923,-0.2523073,-5.8510337,4.7287207,-8.0297709,1.3861436,-1.1457959,1.3534111,713.8316,6.0132508,5.3645344,6.3758941
4.545599,1.1225359,89.434715,156.99141,0.33201331,-0.252662,-5.6792264,4.7281351,-7.9531717,1.3494673,-1.1887703,1.3534253,713.84735,6.1929145,5.5460944,6.3763247
4.5456986,1.1225172,89.632149,156.99136,0.33249602,-0.25301608,-5.5017896,4.727551,-7.8686867,1.3114593,-1.2305714,1.3534395,713.86304,6.3664389,5.7221546,6.3767552
4.5457988,1.1224984,89.829529,156.99133,0.33297738,-0.25336948,-5.3188987,4.7269678,-7.7764001,1.2721571,-1.271158,1.3534536,713.87872,6.5336509,5.8925405,6.3771853
4.5458989,1.1224796,90.026848,156.99129,0.33345735,-0.25372225,-5.1307349,4.7263861,-7.6764026,1.2315993,-1.31049,1.3534678,713.89441,6.694386,6.0570822,6.3776145
4.5459991,1.1224607,90.224121,156.99126,0.33393592,-0.25407436,-4.9374857,4.7258058,-7.5687938,1.1898263,-1.3485286,1.353482,713.9101,6.848484,6.2156181,6.3780432
4.5460987,1.1224419,90.421356,156.99123,0.33441311,-0.25442582,-4.7393422,4.7252264,-7.453681,1.146879,-1.3852363,1.3534963,713.92584,6.9957924,6.36799,6.3784714
4.5461988,1.1224229,90.618546,156.9912,0.33488891,-0.25477663,-4.5365009,4.724649,-7.3311777,1.1027998,-1.4205767,1.3535106,713.94153,7.1361651,6.5140471,6.3788986
4.546299,1.1224041,90.815697,156.99115,0.33536327,-0.25512677,-4.3291636,4.7240725,-7.201406,1.0576324,-1.4545151,1.3535249,713.95721,7.2694635,6.6536455,6.3793259
4.5463986,1.1223851,91.01281,156.99112,0.33583626,-0.25547624,-4.1175351,4.7234974,-7.0644946,1.0114212,-1.4870179,1.3535392,713.9729,7.3955555,6.7866464,6.3797522
4.5464988,1.1223661,91.2099,156.99109,0.33630779,-0.25582501,-3.9018254,4.7229238,-6.9205785,0.96421194,-1.5180532,1.3535535,713.98865,7.5143151,6.9129181,6.3801775
4.5465989,1.1223471,91.406967,156.99106,0.33677793,-0.2561731,-3.6822486,4.7223511,-6.7698011,0.91605115,-1.5475901,1.3535678,714.00433,7.6256261,7.0323353,6.3806028
4.546699,1.122328,91.604004,156.99103,0.3372466,-0.25652051,-3.4590228,4.7217803,-6.6123118,0.86698633,-1.5755998,1.3535823,714.02002,7.7293773,7.1447797,6.3810272
4.5467987,1.122309,91.801025,156.991,0.33771381,-0.2568672,-3.2323689,4.7212105,-6.4482665,0.81706595,-1.6020542,1.3535967,714.03571,7.8254662,7.2501407,6.3814511
4.5468988,1.1222899,91.998039,156.99097,0.33817959,-0.25721321,-3.0025117,4.7206426,-6.2778287,0.7663393,-1.6269277,1.3536111,714.05139,7.9137974,7.3483133,6.3818741
4.546999,1.1222708,92.195038,156.99094,0.33864391,-0.25755852,-2.7696795,4.7200756,-6.1011662,0.71485639,-1.6501955,1.3536255,714.06714,7.9942837,7.4392004,6.3822966
4.5470986,1.1222516,92.392029,156.99091,0.33910677,-0.25790313,-2.5341027,4.7195101,-5.9184556,0.66266805,-1.6718345,1.35364,714.08282,8.0668449,7.5227122,6.3827186
4.5471988,1.1222326,92.58902,156.99088,0.33956817,-0.25824702,-2.2960148,4.718946,-5.729877,0.60982573,-1.6918236,1.3536544,714.09851,8.1314096,7.5987659,6.3831396
4.5472989,1.1222134,92.786003,156.99084,0.34002808,-0.25859019,-2.0556524,4.7183838,-5.5356178,0.5563817,-1.710143,1.3536689,714.1142,8.1879139,7.6672864,6.3835607
4.547399,1.1221941,92.983002,156.99081,0.3404865,-0.25893268,-1.8132532,4.7178226,-5.3358703,0.50238866,-1.7267745,1.3536835,714.12994,8.2363024,7.7282057,6.3839803
4.5474987,1.1221749,93.180008,156.99078,0.34094343,-0.25927442,-1.5690579,4.7172623,-5.1308327,0.44789985,-1.7417018,1.353698,714.14563,8.2765255,7.7814641,6.3843999
4.5475988,1.1221555,93.377022,156.99075,0.34139889,-0.25961542,-1.3233086,4.7167044,-4.9207087,0.3929691,-1.7549102,1.3537126,714.16132,8.3085451,7.8270082,6.3848186
4.547699,1.1221364,93.574059,156.99074,0.34185281,-0.25995567,-1.0762486,4.7161474,-4.7057061,0.3376506,-1.7663866,1.3537271,714.177,8.3323288,7.8647933,6.3852363
4.5477986,1.1221169,93.771111,156.99071,0.34230527,-0.26029521,-0.82812303,4.7155919,-4.4860387,0.28199893,-1.7761197,1.3537416,714.19269,8.3478527,7.8947825,6.3856535
4.5478988,1.1220976,93.968193,156.99068,0.34275618,-0.26063401,-0.57917792,4.7150378,-4.2619233,0.22606905,-1.7840999,1.3537563,714.20844,8.3551025,7.9169455,6.3860703
4.5479989,1.1220783,94.165298,156.99066,0.34320557,-0.26097205,-0.32965988,4.7144852,-4.0335827,0.16991614,-1.7903193,1.353771,714.22412,8.3540707,7.9312611,6.3864861
4.548099,1.1220589,94.362442,156.99063,0.34365347,-0.26130936,-0.079816237,4.7139339,-3.8012435,0.11359561,-1.7947718,1.3537855,714.23981,8.344758,7.9377146,6.3869014
4.5481987,1.1220394,94.559616,156.9906,0.34409982,-0.26164594,0.17010529,4.7133846,-3.5651355,0.05716306,-1.797453,1.3538003,714.25549,8.3271742,7.9363003,6.3873158
4.5482988,1.12202,94.756836,156.99059,0.34454465,-0.26198176,0.41985705,4.7128363,-3.3254929,0.00067417871,-1.7983602,1.353815,714.27124,8.3013363,7.9270196,6.3877296
4.548399,1.1220005,94.954094,156.99055,0.34498793,-0.26231679,0.66919148,4.7122898,-3.0825534,-0.055815291,-1.7974926,1.3538296,714.28693,8.2672701,7.9098816,6.3881426
4.5484991,1.121981,95.151405,156.99054,0.34542969,-0.26265109,0.91786152,4.7117443,-2.8365576,-0.11224959,-1.7948511,1.3538444,714.30261,8.2250099,7.8849034,6.388555
4.5485988,1.1219615,95.348763,156.99051,0.34586987,-0.2629846,1.1656207,4.7112007,-2.5877495,-0.16857302,-1.7904382,1.3538591,714.3183,8.1745977,7.8521104,6.388967
4.5486989,1.1219419,95.546173,156.99049,0.34630853,-0.26331735,1.4122235,4.7106586,-2.3363757,-0.22473,-1.7842581,1.3538738,714.33398,8.1160831,7.8115349,6.3893781
4.548799,1.1219224,95.743652,156.99046,0.34674561,-0.26364931,1.6574254,4.7101178,-2.0826852,-0.2806651,-1.7763172,1.3538886,714.34973,8.0495243,7.7632174,6.3897882
4.5488987,1.1219028,95.941185,156.99045,0.34718114,-0.26398054,1.9009836,4.7095785,-1.8269297,-0.33632314,-1.7666233,1.3539034,714.36542,7.974987,7.7072058,6.3901978
4.5489988,1.1218832,96.138794,156.99043,0.34761509,-0.26431096,2.1426568,4.7090411,-1.5693624,-0.39164919,-1.7551858,1.3539182,714.3811,7.8925457,7.6435556,6.3906064
4.549099,1.1218635,96.336464,156.9904,0.34804749,-0.26464063,2.3822052,4.7085047,-1.3102387,-0.44658861,-1.7420161,1.3539331,714.39679,7.8022819,7.57233,6.3910146
4.5491991,1.1218438,96.534218,156.99039,0.34847832,-0.2649695,2.6193919,4.7079701,-1.0498157,-0.50108719,-1.7271272,1.353948,714.41248,7.7042856,7.4936004,6.3914223
4.5492988,1.1218241,96.73204,156.99037,0.34890759,-0.26529759,2.8539815,4.707437,-0.78835088,-0.5550912,-1.7105339,1.3539628,714.42822,7.5986528,7.407444,6.391829
4.5493989,1.1218045,96.929955,156.99034,0.34933525,-0.26562488,3.085742,4.7069054,-0.52610385,-0.60854727,-1.6922523,1.3539777,714.44391,7.4854898,7.3139467,6.3922348
4.549499,1.1217847,97.127953,156.99033,0.34976137,-0.26595137,3.3144433,4.7063751,-0.26333433,-0.66140264,-1.6723006,1.3539926,714.45959,7.3649077,7.213202,6.3926401
4.5495987,1.1217649,97.326035,156.99031,0.35018587,-0.26627707,3.5398591,4.7058468,-0.00030271345,-0.71360523,-1.6506985,1.3540075,714.47528,7.2370262,7.1053085,6.3930445
4.5496988,1.1217451,97.524216,156.9903,0.3506088,-0.26660198,3.7617657,4.7053194,0.26273033,-0.76510346,-1.6274674,1.3540225,714.49103,7.1019726,6.9903741,6.3934484
4.549799,1.1217253,97.722496,156.99026,0.35103011,-0.26692608,3.979944,4.7047939,0.52550411,-0.81584656,-1.6026301,1.3540374,714.50671,6.9598804,6.8685126,6.3938513
4.5498991,1.1217055,97.920868,156.99025,0.35144985,-0.26724938,4.1941772,4.7042699,0.78775835,-0.86578435,-1.5762112,1.3540524,714.5224,6.8108907,6.7398453,6.3942537
4.5499988,1.1216856,98.119354,156.99023,0.351868,-0.2675719,4.4042535,4.7037477,1.0492331,-0.91486764,-1.5482366,1.3540674,714.53809,6.6551504,6.6044989,6.3946548
4.5500989,1.1216657,98.317947,156.99022,0.35228455,-0.26789358,4.6099648,4.7032266,1.3096694,-0.96304792,-1.5187342,1.3540825,714.55377,6.4928155,6.4626083,6.3950558
4.550199,1.1216458,98.516647,156.9902,0.35269949,-0.26821449,4.8111067,4.7027073,1.5688089,-1.0102777,-1.4877329,1.3540975,714.56952,6.3240452,6.3143139,6.3954558
4.5502987,1.1216259,98.715469,156.99019,0.35311285,-0.26853457,5.0074806,4.7021894,1.8263952,-1.0565103,-1.4552634,1.3541125,714.58521,6.1490078,6.1597633,6.3958549
4.5503988,1.121606,98.914413,156.99017,0.3535246,-0.26885381,5.1988921,4.7016735,2.0821729,-1.1017003,-1.4213578,1.3541276,714.60089,5.9678769,5.9991093,6.3962536
4.550499,1.121586,99.11348,156.99016,0.35393474,-0.26917225,5.3851514,4.701159,2.3358884,-1.1458029,-1.3860493,1.3541427,714.61658,5.7808313,5.8325109,6.3966513
4.5505991,1.1215659,99.312668,156.99014,0.35434327,-0.26948988,5.5660739,4.7006454,2.5872908,-1.1887745,-1.349373,1.3541578,714.63232,5.5880566,5.6601338,6.397048
4.5506988,1.121546,99.511993,156.99013,0.35475019,-0.26980668,5.7414808,4.7001343,2.8361306,-1.2305728,-1.311365,1.3541729,714.64801,5.3897443,5.4821486,6.3974442
4.5507989,1.1215259,99.711449,156.99011,0.3551555,-0.27012265,5.9111977,4.6996241,3.0821614,-1.2711567,-1.2720629,1.3541881,714.6637,5.1860905,5.2987318,6.3978395
4.550899,1.1215059,99.911049,156.9901,0.3555592,-0.27043781,6.0750575,4.6991158,3.3251398,-1.310486,-1.2315054,1.3542032,714.67938,4.9772968,5.110065,6.3982344
4.5509992,1.1214857,100.11079,156.99008,0.35596126,-0.27075213,6.2328973,4.6986089,3.5648246,-1.3485218,-1.1897324,1.3542184,714.69507,4.7635708,4.9163361,6.3986282
4.5510988,1.1214657,100.31068,156.99007,0.35636175,-0.27106565,6.3845611,4.6981039,3.8009787,-1.3852267,-1.1467855,1.3542336,714.71082,4.5451241,4.7177358,6.3990211
4.551199,1.1214455,100.51071,156.99005,0.35676062,-0.27137834,6.5298982,4.6975999,4.0333676,-1.4205644,-1.1027068,1.3542488,714.7265,4.3221731,4.514462,6.3994136
4.5512991,1.1214254,100.7109,156.99004,0.35715789,-0.27169019,6.6687651,4.6970978,4.2617621,-1.4545002,-1.0575398,1.354264,714.74219,4.0949383,4.3067155,6.3998051
4.5513988,1.1214052,100.91124,156.99002,0.35755351,-0.27200118,6.8010249,4.6965971,4.4859352,-1.4870003,-1.0113293,1.3542793,714.75787,3.8636453,4.0947027,6.4001956
4.5514989,1.121385,101.11175,156.99001,0.35794753,-0.27231136,6.9265456,4.6960983,4.7056646,-1.5180329,-0.96412063,1.3542945,714.77362,3.6285231,3.8786335,6.4005857
4.551599,1.1213647,101.31242,156.99001,0.35833994,-0.27262068,7.0452042,4.6956005,4.9207335,-1.5475672,-0.91596049,1.3543098,714.78931,3.3898048,3.6587217,6.4009748
4.5516992,1.1213446,101.51325,156.98999,0.35873073,-0.27292919,7.1568818,4.6951051,5.1309285,-1.5755743,-0.86689651,1.3543252,714.80499,3.1477273,3.4351857,6.4013634
4.5517988,1.1213242,101.71426,156.98997,0.35911989,-0.27323684,7.2614689,4.6946106,5.3360415,-1.6020263,-0.81697702,1.3543404,714.82068,2.9025295,3.2082467,6.4017506
4.551899,1.1213039,101.91544,156.98996,0.35950747,-0.27354369,7.3588619,4.694118,5.5358686,-1.6268971,-0.76625127,1.3543558,714.83636,2.6544549,2.9781296,6.4021373
4.5519991,1.1212837,102.11681,156.98994,0.35989341,-0.2738497,7.4489646,4.6936269,5.7302132,-1.6501625,-0.71476936,1.3543712,714.85211,2.4037495,2.7450626,6.4025235
4.5520988,1.1212633,102.31835,156.98994,0.36027777,-0.27415484,7.5316868,4.6931372,5.9188819,-1.6717989,-0.6625821,1.3543866,714.8678,2.150661,2.5092764,6.4029088
4.5521989,1.1212429,102.52008,156.98993,0.36066049,-0.27445915,7.6069479,4.6926489,6.1016884,-1.6917856,-0.60974097,1.3544019,714.88348,1.8954407,2.2710047,6.4032931
4.552299,1.1212226,102.722,156.98991,0.36104161,-0.2747626,7.6746726,4.6921625,6.278451,-1.7101026,-0.5562982,1.3544173,714.89917,1.6383413,2.0304837,6.403677
4.5523992,1.1212022,102.9241,156.9899,0.36142111,-0.27506521,7.7347946,4.691678,6.4489951,-1.7267318,-0.5023064,1.3544327,714.91486,1.3796173,1.7879516,6.4040594
4.5524988,1.1211817,103.12641,156.9899,0.36179903,-0.27536696,7.7872539,4.6911945,6.6131516,-1.7416568,-0.44781899,1.3544482,714.9306,1.1195252,1.5436485,6.4044414
4.552599,1.1211613,103.32892,156.98988,0.36217532,-0.27566788,7.8319993,4.6907129,6.7707586,-1.7548629,-0.39288965,1.3544637,714.94629,0.85832256,1.2978165,6.4048228
4.5526991,1.1211408,103.53162,156.98987,0.36254999,-0.27596796,7.8689861,4.6902328,6.921659,-1.766337,-0.33757263,1.3544791,714.96198,0.59626818,1.0506992,6.4052033
4.5527987,1.1211203,103.73454,156.98987,0.36292309,-0.2762672,7.8981776,4.689754,7.0657039,-1.776068,-0.28192255,1.3544946,714.97766,0.3336215,0.80254143,6.4055829
4.5528989,1.1210998,103.93766,156.98985,0.36329457,-0.27656558,7.9195457,4.6892767,7.2027512,-1.7840461,-0.22599427,1.3545101,714.99341,0.070642807,0.55358893,6.4059615
4.552999,1.1210793,104.141,156.98984,0.36366448,-0.27686313,7.9330688,4.6888013,7.3326645,-1.7902634,-0.16984305,1.3545257,715.00909,-0.19240746,0.30408829,6.4063396
4.5530992,1.1210588,104.34455,156.98984,0.36403275,-0.27715984,7.9387336,4.6883273,7.4553151,-1.7947139,-0.11352425,1.3545412,715.02478,-0.4552688,0.054286625,6.4067168
4.5531988,1.1210382,104.54832,156.98982,0.36439946,-0.27745566,7.9365349,4.6878552,7.5705819,-1.7973931,-0.057093494,1.3545567,715.04047,-0.71768081,-0.19556861,6.4070935
4.553299,1.1210177,104.75232,156.98982,0.36476457,-0.27775064,7.9264746,4.6873841,7.6783509,-1.7982984,-0.0006064609,1.3545723,715.05615,-0.97938359,-0.44522992,6.4074688
4.5533991,1.1209971,104.95654,156.98981,0.3651281,-0.27804479,7.9085631,4.6869149,7.7785153,-1.797429,0.055881105,1.3545879,715.0719,-1.2401179,-0.69445014,6.4078436
4.5534992,1.1209764,105.161,156.98979,0.36549002,-0.27833807,7.8828182,4.6864471,7.8709755,-1.7947855,0.11231346,1.3546035,715.08759,-1.4996257,-0.94298232,6.4082179
4.5535989,1.1209558,105.36568,156.98979,0.36585036,-0.2786305,7.8492661,4.6859813,7.9556408,-1.7903708,0.16863489,1.3546191,715.10327,-1.7576498,-1.1905804,6.4085908
4.553699,1.1209351,105.57059,156.98978,0.36620915,-0.27892208,7.8079386,4.6855164,8.0324268,-1.7841892,0.22478981,1.3546348,715.11896,-2.0139349,-1.4369992,6.4089632
4.5537992,1.1209143,105.77576,156.98978,0.36656633,-0.27921283,7.7588782,4.6850533,8.1012583,-1.7762467,0.28072283,1.3546504,715.1347,-2.2682266,-1.6819946,6.4093347
4.5538988,1.1208937,105.98116,156.98976,0.36692196,-0.27950275,7.7021332,4.6845918,8.1620665,-1.7665511,0.33637872,1.3546661,715.15039,-2.5202739,-1.9253241,6.4097056
4.5539989,1.120873,106.18681,156.98975,0.36727601,-0.2797918,7.6377597,4.6841316,8.2147903,-1.7551122,0.39170259,1.3546817,715.16608,-2.7698267,-2.1667466,6.4100757
4.5540991,1.1208522,106.3927,156.98975,0.36762851,-0.28008002,7.5658212,4.6836734,8.2593794,-1.7419411,0.44663978,1.3546975,715.18176,-3.0166378,-2.406023,6.4104447
4.5541992,1.1208315,106.59885,156.98973,0.36797947,-0.28036734,7.4863901,4.6832166,8.2957888,-1.7270509,0.50113612,1.3547132,715.19745,-3.260463,-2.6429167,6.4108133
4.5542989,1.1208106,106.80525,156.98973,0.36832884,-0.28065383,7.3995438,4.6827607,8.3239822,-1.7104561,0.55513781,1.3547289,715.2132,-3.501061,-2.8771927,6.411181
4.554399,1.1207899,107.01192,156.98972,0.36867666,-0.28093949,7.3053694,4.6823068,8.3439331,-1.6921734,0.60859156,1.3547447,715.22888,-3.7381933,-3.1086195,6.4115477
4.5544991,1.120769,107.21884,156.98972,0.36902294,-0.28122431,7.2039604,4.6818547,8.3556194,-1.6722206,0.6614446,1.3547605,715.24457,-3.9716251,-3.3369677,6.4119134
4.5545988,1.1207482,107.42603,156.9897,0.36936766,-0.28150827,7.0954165,4.6814036,8.3590317,-1.6506174,0.7136448,1.3547763,715.26025,-4.2011251,-3.562011,6.4122787
4.5546989,1.1207273,107.63348,156.9897,0.36971086,-0.28179139,6.9798455,4.680954,8.354166,-1.6273853,0.76514059,1.354792,715.27594,-4.4264669,-3.7835269,6.412643
4.5547991,1.1207064,107.84121,156.98969,0.37005252,-0.28207368,6.8573627,4.6805062,8.3410273,-1.602547,0.81588125,1.3548079,715.29169,-4.6474266,-4.001296,6.4130068
4.5548992,1.1206856,108.0492,156.98967,0.37039265,-0.28235513,6.7280884,4.6800599,8.3196287,-1.5761273,0.86581659,1.3548237,715.30737,-4.8637853,-4.2151031,6.4133697
4.5549989,1.1206646,108.25748,156.98967,0.37073126,-0.28263572,6.5921512,4.679615,8.2899904,-1.548152,0.91489738,1.3548396,715.32306,-5.0753293,-4.4247355,6.4137316
4.555099,1.1206436,108.46603,156.98965,0.37106836,-0.28291547,6.4496861,4.6791716,8.2521429,-1.5186489,0.96307522,1.3548554,715.33875,-5.2818489,-4.6299868,6.4140925
4.5551991,1.1206228,108.67487,156.98965,0.37140396,-0.28319439,6.3008337,4.6787295,8.2061234,-1.4876469,1.0103024,1.3548713,715.35449,-5.48314,-4.8306532,6.414453
4.5552988,1.1206017,108.88399,156.98964,0.37173805,-0.28347245,6.1457415,4.6782889,8.1519775,-1.4551768,1.0565326,1.3548871,715.37018,-5.6790028,-5.0265365,6.4148126
4.5553989,1.1205807,109.0934,156.98964,0.37207061,-0.2837497,5.9845638,4.6778502,8.0897598,-1.4212706,1.10172,1.3549031,715.38586,-5.8692431,-5.217442,6.4151711
4.5554991,1.1205597,109.30309,156.98962,0.37240168,-0.28402609,5.8174591,4.6774125,8.0195303,-1.3859618,1.1458199,1.3549191,715.40155,-6.0536737,-5.4031816,6.4155293
4.5555992,1.1205386,109.51308,156.98962,0.3727313,-0.28430167,5.6445942,4.6769762,7.9413595,-1.3492851,1.188789,1.3549349,715.41724,-6.2321115,-5.583571,6.4158864
4.5556989,1.1205176,109.72337,156.98961,0.37305939,-0.28457642,5.4661393,4.6765418,7.8553247,-1.3112769,1.2305849,1.3549509,715.43298,-6.4043794,-5.7584314,6.4162426
4.555799,1.1204965,109.93396,156.98961,0.37338606,-0.28485033,5.2822719,4.6761084,7.7615108,-1.2719746,1.2711661,1.3549669,715.44867,-6.5703073,-5.9275904,6.4165983
