"Time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","PI.x","loadInertia.w","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.stator.port_p.V_m.im","aimc.airGap.V_msr.re","aimc.is[2]","aimc.stator.core.Phi.im","aimc.stator.core.Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","aimc.is[1]","aimc.stator.port_p.V_m.re","aimc.airGap.V_msr.im"
4.5130982,1.1271304,15.585666,157.0329,0.18732952,-0.156673,7.9450231,4.8986096,7.3507648,-1.7951912,-0.11397748,1.3498356,708.74445,-0.23452534,0.26520786,6.2607789
4.5131979,1.1271198,15.792963,157.03278,0.18749996,-0.15677847,7.9494123,4.8983855,7.472023,-1.7978851,-0.057531871,1.3498445,708.76013,-0.4969776,0.015318385,6.2609277
4.513298,1.1271091,16.001122,157.03264,0.18767257,-0.15688545,7.9459438,4.8981586,7.585896,-1.7988045,-0.0010294885,1.3498533,708.77582,-0.75894076,-0.23458757,6.2610779
4.5133982,1.1270984,16.210133,157.0325,0.18784742,-0.15699406,7.9346204,4.8979297,7.6922717,-1.7979488,0.055473879,1.349862,708.79156,-1.0201559,-0.48426297,6.26123
4.5134983,1.1270878,16.419983,157.03236,0.18802454,-0.15710433,7.9154539,4.8976984,7.7910442,-1.7953187,0.11192247,1.3498708,708.80725,-1.280365,-0.73346102,6.2613835
4.513598,1.1270771,16.630663,157.03224,0.18820381,-0.15721618,7.8884621,4.8974643,7.8821163,-1.7909167,0.16826059,1.3498796,708.82294,-1.5393105,-0.98193538,6.261539
4.5136981,1.1270664,16.842165,157.0321,0.18838532,-0.15732969,7.853672,4.8972282,7.9653974,-1.7847472,0.2244326,1.3498883,708.83862,-1.7967365,-1.2294403,6.2616963
4.5137982,1.1270558,17.054476,157.03197,0.18856905,-0.15744489,7.8111181,4.8969903,8.0408049,-1.7768164,0.28038308,1.3498973,708.85437,-2.0523884,-1.4757311,6.2618556
4.5138979,1.127045,17.267586,157.03183,0.18875499,-0.1575617,7.7608414,4.8967495,8.108263,-1.7671319,0.33605683,1.349906,708.87006,-2.3060138,-1.7205644,6.2620163
4.513998,1.1270343,17.481485,157.03169,0.1889431,-0.15768009,7.7028918,4.8965063,8.1677074,-1.7557036,0.39139888,1.3499148,708.88574,-2.5573614,-1.9636978,6.2621784
4.5140982,1.1270237,17.696165,157.03156,0.18913335,-0.1578,7.6373272,4.8962612,8.2190762,-1.7425424,0.44635463,1.3499237,708.90149,-2.8061826,-2.204891,6.2623425
4.5141983,1.127013,17.911613,157.03142,0.18932579,-0.15792151,7.5642109,4.8960137,8.2623205,-1.7276615,0.50086981,1.3499326,708.91718,-3.0522316,-2.4439054,6.2625079
4.514298,1.1270022,18.127821,157.03127,0.1895204,-0.1580445,7.4836154,4.8957639,8.2973957,-1.7110755,0.55489063,1.3499414,708.93286,-3.295265,-2.6805048,6.2626753
4.5143981,1.1269915,18.34478,157.03113,0.18971719,-0.15816897,7.3956208,4.8955121,8.3242674,-1.692801,0.60836381,1.3499502,708.94855,-3.5350423,-2.9144549,6.2628441
4.5144982,1.1269808,18.562477,157.03099,0.18991613,-0.15829498,7.3003135,4.8952575,8.3429098,-1.6728557,0.66123658,1.349959,708.96429,-3.7713263,-3.1455245,6.2630143
4.5145984,1.1269701,18.780905,157.03085,0.19011727,-0.1584225,7.1977868,4.8950009,8.353303,-1.6512595,0.71345669,1.349968,708.97998,-4.0038834,-3.3734848,6.2631865
4.514698,1.1269593,19.000053,157.0307,0.19032061,-0.15855159,7.0881433,4.8947415,8.3554363,-1.6280336,0.76497269,1.3499768,708.99567,-4.2324839,-3.5981109,6.26336
4.5147982,1.1269485,19.219915,157.03056,0.19052616,-0.1586822,6.9714904,4.8944802,8.349309,-1.603201,0.81573373,1.3499857,709.01141,-4.4569011,-3.8191803,6.2635355
4.5148983,1.1269376,19.440477,157.03043,0.19073391,-0.15881439,6.8479428,4.8942165,8.3349247,-1.5767862,0.86568964,1.3499945,709.0271,-4.6769133,-4.0364742,6.2637124
4.514998,1.1269269,19.66173,157.03027,0.19094393,-0.1589482,6.7176237,4.8939505,8.3122997,-1.5488153,0.91479111,1.3500035,709.04279,-4.8923025,-4.2497778,6.2638912
4.5150981,1.1269161,19.883667,157.03014,0.19115616,-0.15908358,6.5806613,4.8936815,8.2814541,-1.5193158,0.96298981,1.3500123,709.05847,-5.1028562,-4.4588799,6.2640715
4.5151982,1.1269052,20.106277,157.02998,0.19137064,-0.15922052,6.4371901,4.8934107,8.2424192,-1.4883169,1.0102381,1.3500212,709.07422,-5.3083653,-4.6635737,6.2642531
4.5152984,1.1268944,20.32955,157.02983,0.19158734,-0.15935902,6.287353,4.8931375,8.1952333,-1.4558492,1.0564892,1.3500302,709.0899,-5.5086269,-4.8636565,6.2644367
4.515398,1.1268835,20.553476,157.02969,0.19180629,-0.15949909,6.1312976,4.8928618,8.1399431,-1.4219446,1.1016977,1.3500391,709.10559,-5.7034431,-5.0589309,6.2646222
4.5154982,1.1268727,20.778048,157.02954,0.19202748,-0.15964071,5.9691777,4.8925838,8.076602,-1.3866369,1.1458189,1.3500481,709.12134,-5.8926201,-5.2492027,6.2648091
4.5155983,1.1268617,21.003252,157.02939,0.19225091,-0.15978386,5.8011537,4.8923035,8.0052738,-1.3499606,1.1888093,1.350057,709.13702,-6.0759716,-5.4342842,6.2649975
4.515698,1.1268508,21.229082,157.02925,0.19247659,-0.1599285,5.6273918,4.8920212,7.9260273,-1.311952,1.2306262,1.3500659,709.15271,-6.2533154,-5.6139922,6.2651877
4.5157981,1.12684,21.45553,157.0291,0.1927045,-0.16007468,5.4480634,4.891736,7.8389411,-1.2726486,1.2712288,1.3500749,709.1684,-6.4244766,-5.7881484,6.2653794
4.5158982,1.126829,21.682583,157.02895,0.19293469,-0.16022237,5.2633462,4.8914485,7.744102,-1.2320893,1.3105767,1.3500838,709.18414,-6.5892849,-5.9565811,6.2655725
4.5159984,1.1268182,21.910234,157.02879,0.19316714,-0.16037156,5.073422,4.8911586,7.6416025,-1.1903141,1.348631,1.3500928,709.19983,-6.7475781,-6.119123,6.2657676
4.516098,1.1268072,22.138474,157.02864,0.19340184,-0.16052224,4.878479,4.8908663,7.5315442,-1.147364,1.3853545,1.3501018,709.21552,-6.8991981,-6.2756128,6.265964
4.5161982,1.1267962,22.367292,157.02849,0.19363882,-0.16067445,4.6787105,4.8905711,7.4140358,-1.1032817,1.4207106,1.3501108,709.23126,-7.0439963,-6.4258966,6.2661624
4.5162983,1.1267853,22.596682,157.02834,0.19387808,-0.16082817,4.4743128,4.890274,7.2891932,-1.0581107,1.4546646,1.3501198,709.24695,-7.181828,-6.5698252,6.2663622
4.516398,1.1267742,22.826632,157.02818,0.19411963,-0.16098338,4.2654886,4.8899746,7.1571398,-1.0118953,1.487183,1.3501288,709.26263,-7.3125572,-6.7072554,6.2665634
4.5164981,1.1267632,23.057135,157.02803,0.19436346,-0.16114011,4.052444,4.8896723,7.0180054,-0.96468133,1.5182335,1.3501378,709.27832,-7.4360547,-6.8380518,6.2667661
4.5165982,1.1267523,23.288179,157.02788,0.19460958,-0.16129835,3.8353903,4.8893681,6.8719282,-0.91651535,1.5477859,1.3501469,709.29407,-7.5521975,-6.9620848,6.2669706
4.5166984,1.1267412,23.51976,157.02773,0.194858,-0.16145809,3.6145415,4.8890615,6.7190518,-0.86744487,1.5758104,1.3501558,709.30975,-7.660871,-7.0792313,6.2671766
4.516798,1.1267302,23.751865,157.02757,0.1951087,-0.16161935,3.3901165,4.888752,6.5595279,-0.81751829,1.6022799,1.3501649,709.32544,-7.7619672,-7.1893749,6.2673845
4.5168982,1.1267191,23.984486,157.02742,0.19536169,-0.16178213,3.1623368,4.8884401,6.3935137,-0.76678503,1.6271681,1.350174,709.34113,-7.8553858,-7.2924075,6.2675939
4.5169983,1.126708,24.217615,157.02727,0.19561698,-0.16194642,2.9314277,4.8881259,6.2211733,-0.71529496,1.6504502,1.350183,709.35687,-7.9410338,-7.388226,6.2678046
4.5170984,1.1266969,24.451242,157.0271,0.19587456,-0.16211219,2.6976178,4.8878093,6.0426769,-0.66309899,1.6721036,1.3501921,709.37256,-8.0188274,-7.4767361,6.2680173
4.5171981,1.1266859,24.685358,157.02695,0.19613446,-0.16227946,2.4611382,4.8874903,5.8582015,-0.61024868,1.6921067,1.3502011,709.38824,-8.0886889,-7.5578494,6.2682314
4.5172982,1.1266748,24.919956,157.02679,0.19639668,-0.16244821,2.2222228,4.8871689,5.6679282,-0.55679613,1.7104399,1.3502102,709.40399,-8.150548,-7.6314859,6.2684469
4.5173984,1.1266636,25.155025,157.02663,0.19666122,-0.16261844,1.981108,4.8868446,5.4720464,-0.50279409,1.7270849,1.3502194,709.41968,-8.2043438,-7.6975722,6.2686644
4.517498,1.1266525,25.39056,157.02647,0.19692808,-0.16279012,1.7380321,4.8865185,5.2707491,-0.44829589,1.7420255,1.3502284,709.43536,-8.2500238,-7.756043,6.2688832
4.5175982,1.1266413,25.626549,157.02632,0.19719729,-0.16296327,1.4932359,4.8861895,5.0642347,-0.39335531,1.7552469,1.3502376,709.45105,-8.2875414,-7.8068399,6.2691035
4.5176983,1.1266302,25.862982,157.02615,0.19746883,-0.16313788,1.2469612,4.8858581,4.8527088,-0.33802652,1.7667358,1.3502467,709.4668,-8.3168592,-7.8499131,6.2693253
4.5177984,1.126619,26.099854,157.026,0.1977427,-0.16331397,0.99945211,4.8855238,4.6363792,-0.28236422,1.7764813,1.3502558,709.48248,-8.3379488,-7.8852191,6.2695489
4.5178981,1.1266078,26.337156,157.02583,0.19801891,-0.16349153,0.75095314,4.8851876,4.4154606,-0.22642328,1.7844734,1.350265,709.49817,-8.3507881,-7.9127235,6.269774
4.5179982,1.1265966,26.574877,157.02568,0.19829747,-0.16367055,0.50171024,4.8848486,4.1901712,-0.17025891,1.7907045,1.3502741,709.51392,-8.3553648,-7.9323978,6.2700005
4.5180984,1.1265852,26.813011,157.02551,0.19857837,-0.16385105,0.25197014,4.8845072,3.9607339,-0.11392655,1.7951682,1.3502833,709.5296,-8.351675,-7.9442239,6.2702289
4.518198,1.126574,27.051548,157.02536,0.19886163,-0.16403301,0.0019799259,4.8841634,3.7273755,-0.057481822,1.7978603,1.3502924,709.54529,-8.3397198,-7.9481883,6.2704587
4.5182981,1.1265627,27.290482,157.02519,0.19914722,-0.16421644,-0.24801305,4.8838167,3.4903266,-0.00098039373,1.7987779,1.3503016,709.56097,-8.3195133,-7.9442878,6.27069
4.5183983,1.1265515,27.5298,157.02504,0.19943519,-0.16440131,-0.49776134,4.8834677,3.2498221,0.05552195,1.7979205,1.3503108,709.57672,-8.2910728,-7.9325256,6.2709227
4.5184984,1.1265402,27.769499,157.02487,0.19972549,-0.16458762,-0.74701774,4.8831162,3.0060997,0.11196945,1.7952886,1.3503201,709.59241,-8.2544279,-7.9129138,6.2711573
4.5185981,1.1265289,28.009567,157.0247,0.20001815,-0.16477537,-0.99553567,4.8827624,2.7594004,0.1683064,1.7908849,1.3503293,709.60809,-8.2096148,-7.8854709,6.2713933
4.5186982,1.1265175,28.249998,157.02455,0.20031318,-0.16496457,-1.2430691,4.8824058,2.5099685,0.2244772,1.7847137,1.3503385,709.62378,-8.1566763,-7.850224,6.2716308
4.5187984,1.1265062,28.490782,157.02438,0.20061058,-0.1651552,-1.4893728,4.8820467,2.2580507,0.28042641,1.7767813,1.3503478,709.63953,-8.095665,-7.8072081,6.2718697
4.518898,1.1264949,28.731913,157.02422,0.20091034,-0.16534728,-1.7342033,4.8816853,2.003896,0.33609882,1.7670952,1.3503571,709.65521,-8.0266418,-7.7564654,6.27211
4.5189981,1.1264834,28.973379,157.02405,0.20121248,-0.1655408,-1.977318,4.881321,1.747756,0.39143947,1.7556653,1.3503662,709.6709,-7.9496737,-7.6980457,6.2723522
4.5190983,1.1264721,29.215176,157.0239,0.201517,-0.16573575,-2.2184763,4.8809547,1.4898844,0.44639379,1.7425027,1.3503755,709.68665,-7.8648376,-7.6320076,6.2725959
4.5191984,1.1264607,29.457293,157.02373,0.20182389,-0.16593215,-2.4574397,4.8805852,1.2305361,0.50090748,1.7276202,1.3503848,709.70233,-7.7722163,-7.5584149,6.272841
4.5192981,1.1264492,29.699724,157.02356,0.20213316,-0.16612996,-2.6939712,4.8802137,0.96996772,0.55492675,1.7110329,1.3503941,709.71802,-7.6719022,-7.4773412,6.2730875
4.5193982,1.1264378,29.942459,157.02339,0.20244482,-0.16632922,-2.9278367,4.8798394,0.70843744,0.60839838,1.692757,1.3504034,709.7337,-7.5639939,-7.3888664,6.2733359
4.5194983,1.1264262,30.185492,157.02322,0.20275886,-0.16652991,-3.1588047,4.8794627,0.4462038,0.66126943,1.6728104,1.3504127,709.74945,-7.4485979,-7.2930779,6.2735858
4.5195985,1.1264148,30.428814,157.02307,0.20307527,-0.16673204,-3.3866465,4.8790832,0.1835265,0.71348786,1.6512129,1.350422,709.76514,-7.3258281,-7.1900702,6.2738371
4.5196981,1.1264033,30.672417,157.0229,0.20339407,-0.16693559,-3.6111367,4.8787017,-0.079334453,0.76500213,1.6279858,1.3504314,709.78082,-7.195806,-7.0799451,6.2740898
4.5197983,1.1263918,30.916292,157.02274,0.20371523,-0.16714057,-3.8320525,4.8783169,-0.34211889,0.81576133,1.6031522,1.3504407,709.79651,-7.05866,-6.9628115,6.274344
4.5198984,1.1263802,31.160435,157.02257,0.20403878,-0.16734697,-4.0491757,4.8779302,-0.60456669,0.86571538,1.5767363,1.35045,709.81226,-6.914526,-6.8387852,6.2746
4.5199981,1.1263686,31.404833,157.0224,0.20436473,-0.1675548,-4.2622905,4.8775406,-0.866418,0.91481501,1.5487643,1.3504595,709.82794,-6.7635465,-6.7079892,6.2748575
4.5200982,1.1263571,31.649483,157.02223,0.20469303,-0.16776402,-4.4711866,4.8771486,-1.1274136,0.96301174,1.519264,1.3504689,709.84363,-6.6058702,-6.5705523,6.2751164
4.5201983,1.1263455,31.894375,157.02206,0.20502374,-0.16797467,-4.6756563,4.8767538,-1.3872951,1.0102581,1.4882642,1.3504783,709.85938,-6.4416533,-6.4266105,6.2753768
4.5202985,1.1263338,32.1395,157.0219,0.20535681,-0.16818669,-4.8754978,4.8763566,-1.6458051,1.0565072,1.4557958,1.3504877,709.87506,-6.2710581,-6.2763062,6.2756386
4.5203981,1.1263223,32.384853,157.02173,0.20569226,-0.16840012,-5.0705128,4.875957,-1.9026877,1.1017138,1.4218905,1.3504971,709.89075,-6.0942535,-6.1197882,6.2759023
4.5204983,1.1263106,32.630424,157.02156,0.2060301,-0.16861495,-5.2605081,4.875555,-2.1576884,1.1458329,1.386582,1.3505065,709.90643,-5.9114141,-5.957211,6.2761669
4.5205984,1.1262989,32.876209,157.02139,0.20637032,-0.16883118,-5.4452953,4.8751502,-2.4105549,1.1888211,1.3499051,1.350516,709.92218,-5.7227211,-5.7887359,6.2764335
4.5206981,1.1262872,33.122196,157.02122,0.20671292,-0.16904883,-5.624692,4.874743,-2.6610367,1.2306361,1.3118961,1.3505255,709.93787,-5.5283608,-5.6145296,6.2767015
4.5207982,1.1262755,33.368382,157.02106,0.20705789,-0.16926788,-5.7985191,4.8743329,-2.9088855,1.2712364,1.2725923,1.3505349,709.95355,-5.3285255,-5.4347639,6.2769709
4.5208983,1.1262637,33.614754,157.02089,0.20740524,-0.16948834,-5.9666057,4.8739204,-3.1538563,1.3105822,1.2320327,1.3505443,709.96924,-5.1234136,-5.2496171,6.2772417
4.5209985,1.1262521,33.861309,157.02072,0.20775497,-0.1697102,-6.1287851,4.8735056,-3.3957059,1.3486345,1.1902572,1.3505539,709.98499,-4.9132271,-5.0592723,6.2775145
4.5210981,1.1262403,34.10804,157.02055,0.20810708,-0.16993347,-6.2848954,4.8730879,-3.6341951,1.3853557,1.1473069,1.3505634,710.00067,-4.6981745,-4.8639183,6.2777882
4.5211983,1.1262285,34.354939,157.02039,0.20846155,-0.17015812,-6.434783,4.8726678,-3.8690875,1.4207097,1.1032245,1.3505729,710.01636,-4.4784684,-4.6637473,6.2780638
4.5212984,1.1262167,34.601994,157.02022,0.20881839,-0.17038415,-6.5782995,4.8722453,-4.1001506,1.4546615,1.0580534,1.3505825,710.0321,-4.2543268,-4.4589591,6.2783408
4.5213981,1.1262048,34.849201,157.02005,0.2091776,-0.17061158,-6.7153015,4.87182,-4.3271551,1.4871777,1.0118381,1.350592,710.04779,-4.0259705,-4.2497549,6.2786193
4.5214982,1.1261929,35.096558,157.01987,0.20953918,-0.1708404,-6.845654,4.8713923,-4.5498762,1.5182261,0.96462423,1.3506016,710.06348,-3.7936261,-4.0363426,6.2788992
4.5215983,1.1261811,35.344051,157.0197,0.20990309,-0.17107059,-6.9692278,4.8709621,-4.7680941,1.5477761,0.91645843,1.3506111,710.07916,-3.5575237,-3.818933,6.2791805
4.5216985,1.1261692,35.591671,157.01953,0.21026938,-0.17130218,-7.0858998,4.8705292,-4.9815912,1.5757986,0.86738819,1.3506207,710.09491,-3.3178968,-3.5977416,6.2794638
4.5217981,1.1261573,35.83942,157.01936,0.21063802,-0.17153516,-7.1955547,4.8700943,-5.1901565,1.6022658,0.81746197,1.3506303,710.1106,-3.0749826,-3.3729875,6.279748
4.5218983,1.1261454,36.087284,157.0192,0.21100901,-0.17176953,-7.2980838,4.8696566,-5.3935833,1.6271518,0.76672912,1.3506399,710.12628,-2.8290219,-3.1448929,6.2800341
4.5219984,1.1261334,36.335255,157.01903,0.21138234,-0.17200528,-7.3933854,4.869216,-5.5916705,1.6504319,0.71523952,1.3506495,710.14197,-2.5802577,-2.9136841,6.2803216
4.5220985,1.1261214,36.583332,157.01886,0.21175803,-0.17224242,-7.4813647,4.868773,-5.7842207,1.6720831,0.66304415,1.3506591,710.15771,-2.3289366,-2.6795895,6.2806101
4.5221982,1.1261095,36.831505,157.01869,0.21213605,-0.17248091,-7.5619345,4.8683276,-5.9710441,1.6920841,0.6101945,1.3506688,710.1734,-2.0753076,-2.4428413,6.280901
4.5222983,1.1260974,37.079765,157.01851,0.2125164,-0.17272079,-7.635015,4.8678799,-6.1519551,1.7104151,0.55674267,1.3506784,710.18909,-1.8196214,-2.2036738,6.2811928
4.5223985,1.1260854,37.328106,157.01834,0.21289907,-0.17296204,-7.7005339,4.8674293,-6.3267741,1.7270581,0.50274146,1.3506881,710.20477,-1.5621316,-1.9623238,6.281486
4.5224981,1.1260734,37.576523,157.01817,0.21328408,-0.17320468,-7.7584257,4.8669767,-6.4953279,1.7419966,0.44824412,1.3506979,710.22052,-1.303093,-1.7190304,6.2817807
4.5225983,1.1260612,37.825012,157.01801,0.21367139,-0.17344868,-7.8086329,4.8665214,-6.6574497,1.7552159,0.3933045,1.3507075,710.23621,-1.0427622,-1.4740345,6.2820773
4.5226984,1.1260492,38.073559,157.01784,0.21406101,-0.17369407,-7.8511057,4.8660631,-6.8129787,1.7667029,0.33797675,1.3507173,710.25189,-0.78139687,-1.2275789,6.2823749
4.5227985,1.126037,38.322163,157.01767,0.21445292,-0.17394084,-7.8858018,4.865603,-6.96176,1.7764463,0.28231552,1.350727,710.26758,-0.51925606,-0.97990751,6.2826743
4.5228982,1.1260248,38.570812,157.0175,0.21484716,-0.17418899,-7.9126873,4.8651404,-7.1036472,1.7844366,0.22637577,1.3507367,710.28333,-0.2565994,-0.73126584,6.2829752
4.5229983,1.1260127,38.819504,157.01732,0.21524367,-0.17443849,-7.9317341,4.864675,-7.2384982,1.7906657,0.17021264,1.3507465,710.29901,0.0063130306,-0.48190004,6.2832775
4.5230985,1.1260005,39.06823,157.01715,0.21564248,-0.17468935,-7.9429245,4.8642073,-7.3661804,1.7951276,0.11388161,1.3507563,710.3147,0.26922074,-0.23205721,6.2835813
4.5231981,1.1259882,39.316986,157.01698,0.21604356,-0.17494157,-7.9462471,4.8637371,-7.4865665,1.7978179,0.057438254,1.3507661,710.33044,0.53186321,0.01801512,6.2838864
4.5232983,1.1259761,39.565765,157.01682,0.21644691,-0.17519516,-7.9416976,4.8632641,-7.5995374,1.7987339,0.00093827333,1.3507758,710.34613,0.79398042,0.2680693,6.284193
4.5233984,1.1259638,39.81456,157.01665,0.21685252,-0.1754501,-7.9292812,4.8627892,-7.7049804,1.7978747,-0.055562563,1.3507857,710.36182,1.0553126,0.51785749,6.2845011
4.5234985,1.1259515,40.063362,157.01648,0.21726038,-0.1757064,-7.9090095,4.8623118,-7.8027916,1.7952411,-0.11200849,1.3507955,710.3775,1.3156008,0.76713228,6.284811
4.5235982,1.1259392,40.312168,157.01631,0.21767049,-0.17596407,-7.8809028,4.8618317,-7.8928733,1.7908359,-0.16834381,1.3508054,710.39325,1.5745871,1.0156467,6.2851219
4.5236983,1.1259269,40.56097,157.01613,0.21808283,-0.17622311,-7.8449883,4.8613491,-7.9751363,1.7846631,-0.22451292,1.3508152,710.40894,1.832015,1.2631545,6.2854347
4.5237985,1.1259146,40.809765,157.01596,0.21849741,-0.17648351,-7.8013024,4.8608646,-8.0494995,1.7767291,-0.28046039,1.3508251,710.42462,2.0876293,1.5094104,6.285749
4.5238981,1.1259022,41.05854,157.01579,0.21891421,-0.17674525,-7.7498875,4.8603773,-8.1158876,1.7670417,-0.33613098,1.350835,710.44031,2.3411767,1.7541704,6.2860641
4.5239983,1.1258898,41.307297,157.01562,0.21933322,-0.17700835,-7.6907945,4.8598876,-8.1742353,1.7556103,-0.39146978,1.3508449,710.45605,2.5924063,1.9971919,6.2863812
4.5240984,1.1258774,41.556026,157.01546,0.21975443,-0.17727278,-7.6240821,4.8593955,-8.2244854,1.7424464,-0.44642219,1.3508549,710.47174,2.8410685,2.2382343,6.2866998
4.5241985,1.1258649,41.804718,157.01529,0.22017781,-0.17753856,-7.5498157,4.858901,-8.2665873,1.7275628,-0.50093389,1.3508648,710.48743,3.0869172,2.4770582,6.2870197
4.5242982,1.1258523,42.053371,157.01512,0.22060339,-0.17780569,-7.4680696,4.8584046,-8.300499,1.7109742,-0.55495119,1.3508747,710.50311,3.3297088,2.7134275,6.2873411
4.5243983,1.1258399,42.301979,157.01495,0.22103113,-0.17807417,-7.3789239,4.8579054,-8.3261862,1.6926972,-0.60842073,1.3508847,710.51886,3.5692024,2.9471078,6.2876639
4.5244985,1.1258274,42.550533,157.01479,0.22146103,-0.17834397,-7.2824674,4.8574042,-8.3436241,1.6727495,-0.66128975,1.3508947,710.53455,3.805161,3.1778672,6.2879882
4.5245986,1.1258148,42.79903,157.01462,0.22189309,-0.17861512,-7.1787949,4.8569002,-8.3527956,1.6511511,-0.71350604,1.3509046,710.55023,4.0373502,3.405477,6.2883139
4.5246983,1.1258023,43.047466,157.01445,0.22232726,-0.17888762,-7.0680094,4.8563943,-8.3536901,1.6279231,-0.76501811,1.3509146,710.56592,4.2655406,3.6297121,6.288641
4.5247984,1.1257896,43.29583,157.01428,0.22276358,-0.17916146,-6.9502211,4.855886,-8.3463068,1.6030886,-0.8157751,1.3509247,710.58167,4.4895048,3.8503499,6.2889695
4.5248985,1.125777,43.544117,157.01411,0.22320201,-0.17943662,-6.8255458,4.8553753,-8.3306532,1.576672,-0.86572689,1.3509347,710.59735,4.709022,4.0671716,6.2893
4.5249982,1.1257644,43.792328,157.01395,0.22364253,-0.1797131,-6.6941071,4.8548622,-8.3067455,1.5486994,-0.91482425,1.3509448,710.61304,4.9238739,4.2799621,6.2896314
4.5250983,1.1257517,44.040447,157.01378,0.22408515,-0.17999089,-6.5560355,4.8543468,-8.2746058,1.5191984,-0.96301872,1.3509549,710.62872,5.1338472,4.4885111,6.2899642
4.5251985,1.1257391,44.288479,157.01361,0.22452983,-0.18027002,-6.4114676,4.8538294,-8.2342653,1.4881982,-1.0102626,1.3509649,710.64447,5.3387341,4.6926112,6.2902985
4.5252986,1.1257263,44.536411,157.01344,0.22497658,-0.18055046,-6.2605462,4.8533096,-8.1857662,1.4557291,-1.0565095,1.350975,710.66016,5.538332,4.8920603,6.2906346
4.5253983,1.1257136,44.784241,157.01328,0.22542539,-0.18083222,-6.1034217,4.8527875,-8.1291542,1.4218236,-1.1017137,1.3509852,710.67584,5.7324419,5.0866609,6.2909718
4.5254984,1.1257008,45.031963,157.01311,0.22587623,-0.1811153,-5.9402485,4.8522635,-8.0644855,1.3865149,-1.1458304,1.3509953,710.69153,5.9208722,5.2762198,6.2913103
4.5255985,1.1256881,45.279572,157.01294,0.22632907,-0.18139969,-5.7711892,4.851737,-7.9918251,1.3498378,-1.1888163,1.3510054,710.70728,6.103435,5.4605489,6.2916508
4.5256982,1.1256752,45.527061,157.01277,0.22678395,-0.1816854,-5.5964112,4.8512087,-7.9112444,1.3118286,-1.2306288,1.3510156,710.72296,6.2799501,5.6394658,6.2919922
4.5257983,1.1256623,45.774426,157.0126,0.22724082,-0.1819724,-5.4160872,4.8506775,-7.8228221,1.2725248,-1.2712268,1.3510258,710.73865,6.4502425,5.8127923,6.292335
4.5258985,1.1256495,46.021664,157.01244,0.22769965,-0.18226071,-5.2303958,4.8501449,-7.7266469,1.2319652,-1.3105701,1.351036,710.75439,6.6141424,5.9803576,6.2926798
4.5259986,1.1256366,46.268764,157.01227,0.22816047,-0.18255028,-5.0395217,4.8496099,-7.6228132,1.1901898,-1.3486199,1.3510462,710.77008,6.7714882,6.1419954,6.2930255
4.5260983,1.1256237,46.515728,157.0121,0.22862323,-0.18284117,-4.8436532,4.8490725,-7.5114241,1.1472399,-1.3853388,1.3510565,710.78577,6.9221234,6.2975445,6.2933726
4.5261984,1.1256107,46.762547,157.01195,0.22908793,-0.18313332,-4.6429849,4.8485332,-7.3925896,1.1031578,-1.4206903,1.3510667,710.80145,7.0658979,6.4468513,6.2937212
4.5262985,1.1255978,47.009212,157.01178,0.22955453,-0.18342677,-4.437716,4.8479915,-7.266428,1.057987,-1.4546398,1.351077,710.8172,7.2026701,6.5897675,6.2940712
4.5263982,1.1255847,47.25573,157.01161,0.23002306,-0.1837215,-4.2280488,4.8474479,-7.1330633,1.0117722,-1.4871535,1.3510872,710.83289,7.332304,6.7261515,6.2944226
4.5264983,1.1255717,47.502083,157.01144,0.23049347,-0.18401751,-4.0141916,4.8469024,-6.9926281,0.96455884,-1.5181996,1.3510975,710.84857,7.4546704,6.8558679,6.2947755
4.5265985,1.1255587,47.748276,157.01128,0.23096575,-0.1843148,-3.7963572,4.8463545,-6.8452616,0.9163937,-1.5477473,1.3511078,710.86426,7.5696483,6.9787884,6.2951298
4.5266986,1.1255456,47.994297,157.01112,0.23143989,-0.18461336,-3.5747602,4.8458052,-6.6911087,0.86732423,-1.5757674,1.3511182,710.88,7.6771235,7.0947905,6.2954855
4.5267982,1.1255325,48.240147,157.01096,0.23191588,-0.18491316,-3.3496208,4.845253,-6.5303235,0.81739885,-1.6022322,1.3511285,710.89569,7.7769895,7.2037597,6.2958426
4.5268984,1.1255194,48.485817,157.01079,0.23239368,-0.18521422,-3.1211624,4.8446994,-6.3630643,0.76666683,-1.627116,1.3511389,710.91138,7.8691468,7.3055873,6.2962008
4.5269985,1.1255062,48.731308,157.01064,0.23287329,-0.18551652,-2.889611,4.8441439,-6.189497,0.71517825,-1.6503937,1.3511493,710.92706,7.9535041,7.4001722,6.2965608
4.5270982,1.125493,48.976608,157.01047,0.23335469,-0.18582007,-2.6551962,4.843586,-6.0097933,0.66298389,-1.6720426,1.3511597,710.94281,8.0299778,7.4874215,6.2969217
4.5271983,1.1254798,49.221722,157.0103,0.23383787,-0.18612486,-2.4181507,4.8430262,-5.824132,0.61013538,-1.6920414,1.3511701,710.9585,8.0984907,7.5672479,6.2972841
