"time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.stator.zeroInductor.i0","imcQS.rotorCage.port_p.reference.gamma","loadInertia.phi","loadInertia.w","loadInertiaQS.phi","loadInertiaQS.w"
1.2192000000000001,0.065823613631398478,0.086245620790872252,0.24203570503294369,-0.033688685445213647,6.8537329014002049e-15,266.79477215203042,55.477009155281834,96.832023557380182,58.114102086828964,100.03698580630271
1.2192500000000002,0.065303854469658806,0.086645734073697883,0.24253457637080209,-0.029883409417165139,3.7191686974721105e-15,266.8004762465647,55.481850843171188,96.835491997598069,58.119104021195781,100.04038884258739
1.2193000000000001,0.064781693394362377,0.087042692684385706,0.24297362585416152,-0.026070773775125133,1.5409004994782278e-15,266.80618000080244,55.486692704479047,96.838960299034724,58.124106125710895,100.04379173874041
1.2193500000000002,0.06425714968940098,0.087436482386998624,0.24335274610179633,-0.02225171913464697,1.1751243599155209e-15,266.81188341475763,55.491534739198528,96.842428461685785,58.129108400367329,100.04719449475553
1.2194,0.063730242721779864,0.087827089064058339,0.24367184436149303,-0.01842718764691624,3.2631719331136251e-15,266.81758648844414,55.496376947322666,96.845896485546788,58.134110845158041,100.05059711062644
1.2194500000000001,0.063200991935202844,0.088214498708806197,0.24393083591067796,-0.014598120955022505,1.7815211626136677e-15,266.823289221876,55.501219328844542,96.849364370613387,58.139113460076061,100.05399958634698
1.2195,0.062669416863872271,0.088598697446773109,0.24412966105950734,-0.010765464596328196,4.6806168673299937e-16,266.82899161506742,55.50606188375717,96.852832116881189,58.14411624511434,100.05740192191078
1.2195500000000001,0.062135537119839331,0.088979671518982673,0.24426827126242806,-0.0069301639680754883,-6.9267903170545281e-16,266.83469366803223,55.510904612053672,96.856299724345803,58.149119200265908,100.06080411731165
1.2196,0.061599372395597471,0.089357407287228519,0.2443466330129134,-0.0030931651498657077,-1.748293869677288e-15,266.84039538078451,55.51574751372705,96.859767193002824,58.15412232552373,100.06420617254331
1.2196500000000001,0.061060942463350851,0.089731891234601499,0.24436472789411262,0.0007445853239598794,-2.783072348318091e-15,266.84609675333832,55.520590588770411,96.86323452284789,58.159125620880829,100.06760808759951
1.2197,0.060520267174295948,0.090103109965952888,0.24432255259933516,0.0045821406968927754,-3.9193972687648657e-15,266.8517977857075,55.525433837176777,96.866701713876552,58.164129086330163,100.07100986247394
1.2197500000000001,0.059977366451482363,0.090471050198328476,0.2442201108733619,0.0084185556209276594,-4.4673085032674105e-15,266.8574984779064,55.53027725893925,96.870168766084461,58.169132721864749,100.07441149716038
1.2198,0.059432260304027401,0.090835698784942007,0.24405743242528158,0.012252883120406054,-4.9178256019636756e-15,266.86319882994877,55.535120854050831,96.873635679467185,58.174136527477543,100.07781299165252
1.2198500000000001,0.058884968814440067,0.091197042696897171,0.24383455786785832,0.016084177434168099,-5.3542579634410088e-15,266.86889884184859,55.539964622504641,96.877102454020346,58.179140503161577,100.08121434594415
1.2199,0.058335512141152436,0.091555069028764452,0.2435515428475388,0.019911493537093771,-5.886890538840606e-15,266.87459851362001,55.544808564293675,96.88056908973951,58.184144648909793,100.08461556002894
1.2199500000000001,0.057783910517770473,0.091909764999080282,0.24320845807321756,0.023733887371506088,-6.6552541459171757e-15,266.8802978452772,55.549652679411047,96.884035586620328,58.189148964715244,100.08801663390062
1.22,0.057230184252363786,0.09226111795082062,0.24280538934502122,0.027550416078302262,-7.8303957830589655e-15,266.8859968368339,55.554496967849779,96.887501944658339,58.194153450570852,100.09141756755292
1.2200500000000001,0.056674353721100162,0.092609115342304593,0.2423424299376721,0.03136013881090266,-8.0239929191134362e-15,266.89169548830432,55.559341429602966,96.89096816384918,58.199158106469682,100.0948183609796
1.2201,0.056116439380006371,0.09295374476897042,0.24181969760357624,0.035162115673000052,-7.8277461167698198e-15,266.89739379970234,55.564186064663609,96.894434244188403,58.204162932404635,100.09821901417433
1.2201500000000001,0.055556461755039602,0.093294993948203314,0.24123732211275631,0.038955408901591472,-7.213215798511388e-15,266.90309177104194,55.569030873024829,96.897900185671631,58.20916792836875,100.10161952713085
1.2202,0.054994441443209148,0.093632850722928929,0.24059544776920047,0.042739082908539554,-6.0524514957479006e-15,266.90878940233739,55.573875854679613,96.90136598829443,58.214173094354997,100.10501989984283
1.2202500000000001,0.054430399112074312,0.09396730306253756,0.23989423377841917,0.046512204486167476,-4.1908626746591331e-15,266.91448669360267,55.578721009621091,96.904831652052408,58.219178430356394,100.10842013230406
1.2203000000000002,0.053864355499015949,0.094298339063332334,0.23913385425410599,0.050273843040094641,-1.4448772262081289e-15,266.92018364485159,55.583566337842278,96.908297176941147,58.224183936365911,100.11182022450819
1.22035,0.053296331405705062,0.09462594694009549,0.23831449124899415,0.054023070688092645,2.2585123291212183e-16,266.92588025609837,55.588411839336239,96.911762562956213,58.229189612376523,100.11522017644896
1.2204000000000002,0.052726347707410789,0.094950115045281072,0.23743634944831402,0.057758962775509085,1.2990864363074622e-15,266.93157652735687,55.593257514096031,96.915227810093214,58.234195458381237,100.11861998812009
1.22045,0.052154425345737727,0.095270831857309515,0.23649964664433187,0.061480597924833687,1.7209172274913676e-15,266.93727245864125,55.598103362114678,96.918692918347702,58.239201474372997,100.12201965951523
1.2205000000000001,0.051580585328394289,0.095588085982021842,0.23550461451673602,0.065187058283633276,1.1493048455187962e-15,266.94296804996549,55.602949383385301,96.922157887715315,58.244207660344848,100.12541919062816
1.22055,0.051004848728954992,0.095901866154038659,0.23445149935363049,0.068877429771118617,-8.209014850087756e-16,266.94866330134374,55.60779557790088,96.925622718191548,58.24921401628972,100.12881858145253
1.2206000000000001,0.050427236686078777,0.096212161237201527,0.23334056203595041,0.072550802310802742,-4.6625407765981999e-15,266.95435821278988,55.612641945654552,96.929087409772052,58.254220542200649,100.13221783198208
1.22065,0.049847770398751934,0.096518960216806574,0.23217207175239502,0.076206269341846614,-6.9868936893205473e-15,266.9600527843179,55.61748848663931,96.932551962452365,58.259227238070601,100.13561694221049
1.2207000000000001,0.04926647113342892,0.096822252216185817,0.23094631834706694,0.079842929473571897,-8.3055451371267654e-15,266.96574701594193,55.622335200848241,96.936016376228068,58.264234103892548,100.13901591213144
1.22075,0.048683360219043355,0.097122026488483962,0.22966360568188368,0.083459885956304478,-8.8799533998686527e-15,266.97144090767597,55.627182088274374,96.939480651094712,58.269241139659457,100.14241474173865
