"time","loadInertia3.phi","loadInertia3.w","loadInertiaM.phi","loadInertiaM.w","smr3.is[1]","smr3.is[2]","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smr3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smr3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.is[1]","smrM.is[2]","smrM.is[3]","smrM.is[4]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController3.x","vfControllerM.x"
1.13175,95.217592202797519,158.13893038795999,95.217592202797519,158.13893038796007,-23.829868994862618,52.09585173085901,-0.42489178937741562,-0.088008924091881699,0.23964136726974428,-0.38158034975510818,-14.297921396916323,22.05735902395681,27.930118975795693,-4.7955961871094317,-0.42489178937741573,-0.088008924091881574,0.23964136726974372,-0.38158034975510857,198.47011589054847,198.47011589054847
1.1318000000000001,95.225499136222368,158.13840664588875,95.225499136222368,158.13840664588884,-24.554621482867372,52.124399635101064,-0.42490326364905523,-0.087961148957961366,0.24560488913366391,-0.37776921858040924,-14.732772889719339,21.703019263052447,28.145976452794571,-4.307849168694756,-0.42490326364905534,-0.087961148957961241,0.24560488913366335,-0.37776921858040963,198.48582385381644,198.48582385381644
1.13185,95.233406043466218,158.13788315065312,95.233406043466218,158.13788315065321,-25.273144556243867,52.140035538555381,-0.42491472590681723,-0.087913396983825581,0.25150781420391277,-0.37386489458368111,-15.163886733744953,21.343378951928095,28.354820360821389,-3.8191362240668414,-0.42491472590681734,-0.087913396983825456,0.25150781420391222,-0.3738648945836815,198.50153181708436,198.50153181708436
1.1319000000000001,95.241312924541532,158.1373599018774,95.241312924541532,158.13735990187749,-25.985261144450138,52.142756804665787,-0.42492617616357925,-0.087865668157457263,0.25734868597513078,-0.36986834038714578,-15.591156686668942,20.978527520900506,28.556599728526034,-3.3295782855692226,-0.42492617616357936,-0.087865668157457139,0.25734868597513022,-0.36986834038714611,198.51723978035233,198.51723978035233
1.13195,95.249219779460503,158.13683689918702,95.249219779460503,158.1368368991871,-26.690797431730715,52.132567758920842,-0.4249376144322019,-0.087817962466854332,0.26312606402581346,-0.36578054298492363,-16.014478459036997,20.608557311876506,28.751267336893225,-2.8392968780664973,-0.42493761443220202,-0.087817962466854207,0.2631260640258129,-0.36578054298492396,198.53294774362024,198.53294774362024
1.1320000000000001,95.257126608235538,158.13631414220842,95.257126608235538,158.13631414220851,-27.389580713215004,52.109474570072571,-0.42494904072552808,-0.087770279900028211,0.26883852333727581,-0.36160251129283488,-16.433748427936973,20.233561309380008,28.938777030549989,-2.3484135116022005,-0.42494904072552819,-0.087770279900028086,0.26883852333727526,-0.36160251129283522,198.54865570688824,198.54865570688824
1.13205,95.265033410878829,158.13579163056897,95.265033410878829,158.13579163056906,-28.081440028606682,52.07348666890902,-0.42496045505638325,-0.087722620445005284,0.2744846549253836,-0.35733527651669617,-16.848864017162718,19.85363374900539,29.119084474257171,-1.8570498226612324,-0.42496045505638336,-0.087722620445005145,0.2744846549253831,-0.35733527651669644,198.56436367015613,198.56436367015613
1.1321000000000001,95.272940187402682,158.13526936389712,95.272940187402682,158.13526936389721,-28.766202915984547,52.024610030441131,-0.42497185743757543,-0.087674984089825284,0.28006306462841535,-0.35297988911728251,-17.259721749598743,19.468867362605472,29.292143502114651,-1.365327074917319,-0.42497185743757554,-0.087674984089825159,0.28006306462841479,-0.35297988911728279,198.58007163342413,198.58007163342413
1.13215,95.280846937819277,158.1347473418223,95.280846937819277,158.13474734182239,-29.443703169381589,51.962862889604729,-0.42498324788189534,-0.087627370822542988,0.28557237710976613,-0.34853742505527568,-17.666221901636742,19.079359739085493,29.457914703940133,-0.87336721431283848,-0.42498324788189545,-0.087627370822542863,0.28557237710976557,-0.34853742505527602,198.59577959669204,198.59577959669204
1.1322000000000001,95.288753662140934,158.13422556397495,95.288753662140934,158.13422556397504,-30.113775090351169,51.888263920439108,-0.42499462640211638,-0.087579780631226484,0.29101123345265656,-0.34400898063320046,-18.068265054218479,18.685208495474804,29.616358991262384,-0.38129201581372374,-0.42499462640211649,-0.087579780631226345,0.291011233452656,-0.34400898063320073,198.61148755996001,198.61148755996001
