"time","loadInertiaE.phi","loadInertiaE.w","loadInertiaM.phi","loadInertiaM.w","smrE.is[1]","smrE.is[2]","smrE.idq_rr[1]","smrE.idq_rr[2]","smrE.idq_sr[1]","smrE.idq_sr[2]","smrM.is[1]","smrM.is[2]","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smrM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x"
0.51939999999999997,17.792234244671594,79.859210153061809,17.792235778330049,79.859224847169415,-75.703337706700779,100.48113139714111,-17.051527391756505,35.405714792245611,-22.713200079576243,-102.20097188111941,-75.703422763636524,100.48108960494675,0.3697819298579601,0.18571915878982065,-0.0020878763654828838,-0.43614155747190697,42.376371534417132
0.51945000000000008,17.7962274196171,79.867787431195467,17.796228954010495,79.867802134681966,-76.276627199470752,100.23818955605103,-17.050873208943859,35.378565487331393,-22.710171202024419,-102.19702265373569,-76.276712633459013,100.23814386836435,0.36974782772623993,0.1857899430795272,0.0014692507181732031,-0.43614755245956122,42.384530643237596
0.51950000000000007,17.800221023388684,79.876363197647009,17.800222558517493,79.876377910459951,-76.84507778832814,99.988833921732635,-17.050240440764579,35.351464895334708,-22.707120680034869,-102.19310590875824,-76.845163721153682,99.988784049531489,0.3697137268815448,0.18586067311884699,0.0050266831118461596,-0.43612451816716213,42.392690537456211
0.51955000000000007,17.804215055910891,79.884937456961154,17.804216591775567,79.884952179047801,-77.408651789406903,99.733078223512209,-17.049628995070698,35.324413027268818,-22.704048602715076,-102.18922169182341,-77.408738289512613,99.733023985892203,0.36967962728113923,0.18593134900521679,0.0085841837617913631,-0.43607244730882821,42.400851217072997
0.51960000000000006,17.80820951710848,79.893510213681154,17.808211053709496,79.893524944988656,-77.967311805523664,99.470936604312385,-17.049038779487205,35.297409893358349,-22.700955059423631,-102.18537004774217,-77.967398871872604,99.470877964261916,0.36964552888247421,0.18600197083609388,0.012141515484144109,-0.43599133455831768,42.409012682087941
0.51965000000000006,17.812204406906442,79.90208147234884,17.812205944244248,79.902096212824105,-78.521020728793857,99.202423620110892,-17.04846970141595,35.270455503040893,-22.697840139766367,-102.18155102050137,-78.521108273190507,99.202360724669489,0.3696114316431871,0.18607253870895424,0.015698440979938257,-0.43588117655354375,42.417174932501048
0.51970000000000005,17.816199725229989,79.910651237504453,17.816201263305047,79.910665987094276,-79.069741743226771,98.92755423937443,-17.047921668039596,35.243549864968685,-22.694703933592344,-102.17776465326489,-79.069829570830478,98.927487464252891,0.36957733552110283,0.18614305272129153,0.019254722850117072,-0.43574197190109165,42.42533796831232
0.51975000000000005,17.820195472004567,79.919219513686571,17.820197010817331,79.919234272337505,-79.613438327309254,98.646343842465072,-17.047394586325531,35.216692987010397,-22.691546530989999,-102.1740109883749,-79.613526115455471,98.646273841434976,0.3695432404742342,0.1862135129706147,0.022810123610544089,-0.43557372118073351,42.433501789521749
0.51980000000000004,17.824191647155857,79.927786305431994,17.824193186706783,79.927801073090464,-80.152074256571566,98.358808221019657,-17.046888363029783,35.189884876252741,-22.688368022283164,-102.17029006735316,-80.152161531753507,98.358735980226925,0.36950914646078237,0.18628391955444673,0.026364405707013858,-0.43537642694994438,42.441666396129349
0.51985000000000003,17.82818825060976,79.936351617275676,17.828189790899291,79.936366393887923,-80.685613606135703,98.064963577304127,-17.046402904700987,35.163125539002287,-22.685168498027167,-102.16660193090216,-80.685699719208785,98.064890474772284,0.36947505343913795,0.18635427257032317,0.029917331530262804,-0.43515009374841834,42.449831788135107
