"Time","rootMeanSquareVoltage.mean.y","pulsem.twomPulse.timerPositive[1].entryTime","pulsem.twomPulse.timerNegative[2].entryTime","pulsem.twomPulse.timerPositive[3].entryTime","inductor.i","pulsem.twomPulse.timerNegative[1].entryTime","meanCurrent.x","rectifier.thyristor.idealThyristor[3].off","pulsem.twomPulse.timerNegative[3].entryTime","rectifier.thyristor.idealThyristor[2].off","rootMeanSquareVoltage.mean.x","rectifier.thyristor.idealThyristor[1].off","meanVoltage.x","pulsem.twomPulse.timerPositive[2].entryTime","meanCurrent.y","meanVoltage.y"
4.9667969,7097.7905,4.9616666,4.9583335,4.9549999,2.5281641,4.9516668,0.00032764088,1,4.9650002,1,2.303679,0,0.017307535,4.9483333,2.6752329,1.3485513
4.9669967,7097.7905,4.9616666,4.9583335,4.9549999,2.5537474,4.9516668,0.00083587214,1,4.9650002,1,5.6187344,0,0.043055091,4.9483333,2.6752329,1.3485513
4.9671969,7097.7905,4.9616666,4.9583335,4.9549999,2.5780838,4.9516668,0.0013490972,1,4.9650002,1,8.6451178,0,0.067655526,4.9483333,2.6752329,1.3485513
4.9673967,7097.7905,4.9616666,4.9583335,4.9549999,2.6010811,4.9516668,0.0018670573,1,4.9650002,1,11.373272,0,0.091011748,4.9483333,2.6752329,1.3485513
4.9675965,7097.7905,4.9616666,4.9583335,4.9549999,2.622653,4.9516668,0.0023894759,1,4.9650002,1,13.798333,0,0.11303157,4.9483333,2.6752329,1.3485513
4.9677968,7097.7905,4.9616666,4.9583335,4.9549999,2.6427183,4.9516668,0.0029160597,1,4.9650002,1,15.920224,0,0.13362809,4.9483333,2.6752329,1.3485513
4.9679966,7097.7905,4.9616666,4.9583335,4.9549999,2.6612017,4.9516668,0.0034464998,1,4.9650002,1,17.743639,0,0.15272003,4.9483333,2.6752329,1.3485513
4.9681969,7097.7905,4.9616666,4.9583335,4.9549999,2.6780348,4.9516668,0.0039804727,1,4.9650002,1,19.277983,0,0.17023206,4.9483333,2.6752329,1.3485513
4.9683332,7097.7905,4.9616666,4.9583335,4.9549999,2.6885483,4.9516668,0.0043469467,1,4.9650002,1,20.166605,0,0.18124637,4.9483333,2.6752329,1.3485513
4.9683332,7097.7905,4.9616666,4.9583335,4.9549999,2.6885483,4.9516668,0.0043469477,1,4.9650002,1,20.166607,0,0.18124638,4.9483333,2.6752329,1.3485513
4.9683332,7097.7905,4.9616666,4.9583335,4.9549999,2.6885483,4.9516668,0.0043469477,1,4.9650002,1,20.166607,0,0.18124638,4.9683332,2.6752329,1.3485513
4.9683967,7097.7905,4.9616666,4.9583335,4.9549999,2.6931546,4.9516668,0.0045176418,1,4.9650002,1,20.537264,0,0.18609492,4.9683332,2.6752329,1.3485513
4.9685969,7097.7905,4.9616666,4.9583335,4.9549999,2.7065058,4.9516668,0.0050576581,1,4.9650002,1,21.539845,0,0.20024595,4.9683332,2.6752329,1.3485513
4.9687967,7097.7905,4.9616666,4.9583335,4.9549999,2.7180398,4.9516668,0.0056001646,1,4.9650002,1,22.30794,0,0.21262965,4.9683332,2.6752329,1.3485513
