"Time","dcpm.inertiaRotor.phi","hbridge.vDC1","inductor.i","hbridge.vDC2","hbridge.iDC1","dcpm.inertiaRotor.w","meanCurrent.y","meanVoltage.y","hbridge.iDC2"
4.0155959,55.930588,120,24.387606,-0.00048775208,0.0048000002,112.60744,25.708048,71.999489,-24.387606
4.0156002,55.931053,120,24.337576,-0.00048675149,0.0048000002,112.60787,25.708048,71.999489,-24.337576
4.0156002,55.931053,120,24.337576,119.99951,24.342375,112.60787,25.708048,71.999489,-24.337576
4.0157957,55.953114,120,25.873672,119.99948,25.878473,112.62875,25.708048,71.999489,-25.873672
4.0159001,55.96484,120,26.688833,119.99947,26.693634,112.64036,25.708048,71.999489,-26.688833
4.0159001,55.96484,120,26.688833,-0.00053377665,0.0048000002,112.64036,25.708048,71.999489,-26.688833
4.015996,55.975643,120,25.52173,-0.00051043462,0.0048000002,112.65098,25.708048,71.999489,-25.52173
4.0159998,55.976105,120,25.47188,-0.00050943764,0.0048000002,112.65143,25.708048,71.999489,-25.47188
4.0159998,55.976105,120,25.47188,-0.00050943764,0.0048000002,112.65143,25.553221,71.999489,-25.47188
4.0160999,55.98737,120,24.255827,-0.00048511656,0.0048000002,112.66198,25.553221,71.999489,-24.255827
4.0160999,55.98737,120,24.255827,119.99951,24.260628,112.66198,25.553221,71.999489,-24.255827
4.0161958,55.998177,120,25.007809,119.9995,25.012608,112.672,25.553221,71.999489,-25.007809
4.016396,56.020714,120,26.573675,119.99947,26.578476,112.69389,25.553221,71.999489,-26.573675
4.0163999,56.021172,120,26.605572,119.99947,26.610371,112.69436,25.553221,71.999489,-26.605572
4.0163999,56.021172,120,26.605572,-0.00053211144,0.0048000002,112.69436,25.553221,71.999489,-26.605572
4.0165,56.032444,120,25.388115,-0.00050776231,0.0048000002,112.70539,25.553221,71.999489,-25.388115
4.0165,56.032444,120,25.388115,-0.00050776231,0.0048000002,112.70539,25.553221,71.999489,-25.388115
4.0165958,56.043255,120,24.221039,-0.00048442077,0.0048000002,112.71549,25.553221,71.999489,-24.221039
4.0166001,56.043713,120,24.17156,-0.00048343121,0.0048000002,112.7159,25.553221,71.999489,-24.17156
4.0166001,56.043713,120,24.17156,119.99952,24.176361,112.7159,25.553221,71.999489,-24.17156
4.0167961,56.065804,120,25.706068,119.99949,25.710869,112.73665,25.553221,71.999489,-25.706068
4.0169001,56.077534,120,26.519802,119.99947,26.524601,112.74818,25.553221,71.999489,-26.519802
4.0169001,56.077534,120,26.519802,-0.00053039606,0.0048000002,112.74818,25.553221,71.999489,-26.519802
4.0169959,56.088352,120,25.351145,-0.00050702289,0.0048000002,112.75874,25.553221,71.999489,-25.351145
4.0170002,56.08881,120,25.301847,-0.00050603691,0.0048000002,112.75918,25.553221,71.999489,-25.301847
4.0170002,56.08881,120,25.301847,-0.00050603691,0.0048000002,112.75918,25.388222,71.999489,-25.301847
4.0170999,56.100086,120,24.084793,-0.00048169587,0.0048000002,112.76965,25.388222,71.999489,-24.084793
4.0170999,56.100086,120,24.084793,119.99952,24.089594,112.76965,25.388222,71.999489,-24.084793
4.0171962,56.110909,120,24.836197,119.9995,24.840998,112.77962,25.388222,71.999489,-24.836197
4.017396,56.133465,120,26.40007,119.99947,26.404869,112.80136,25.388222,71.999489,-26.40007
4.0173998,56.133923,120,26.431545,119.99947,26.436344,112.80182,25.388222,71.999489,-26.431545
4.0173998,56.133923,120,26.431545,-0.00052863092,0.0048000002,112.80182,25.388222,71.999489,-26.431545
4.0174999,56.145203,120,25.213095,-0.00050426187,0.0048000002,112.81277,25.388222,71.999489,-25.213095
4.0174999,56.145203,120,25.213095,-0.00050426187,0.0048000002,112.81277,25.388222,71.999489,-25.213095
4.0175958,56.156029,120,24.04447,-0.0004808894,0.0048000002,112.82281,25.388222,71.999489,-24.04447
4.0176001,56.156483,120,23.995546,-0.00047991093,0.0048000002,112.82322,25.388222,71.999489,-23.995546
4.0176001,56.156483,120,23.995546,119.99952,24.000347,112.82322,25.388222,71.999489,-23.995546
4.017796,56.178596,120,25.528496,119.99949,25.533295,112.84382,25.388222,71.999489,-25.528496
4.0179,56.190334,120,26.34082,119.99947,26.345619,112.85526,25.388222,71.999489,-26.34082
4.0179,56.190334,120,26.34082,-0.00052681641,0.0048000002,112.85526,25.388222,71.999489,-26.34082
4.0179958,56.201168,120,25.170622,-0.00050341245,0.0048000002,112.86575,25.388222,71.999489,-25.170622
4.0180001,56.201622,120,25.121878,-0.00050243759,0.0048000002,112.86618,25.388222,71.999489,-25.121878
4.0180001,56.201622,120,25.121878,-0.00050243759,0.0048000002,112.86618,25.213205,71.999496,-25.121878
4.0180998,56.21291,120,23.903841,-0.00047807681,0.0048000002,112.87659,25.213205,71.999496,-23.903841
4.0180998,56.21291,120,23.903841,119.99952,23.90864,112.87659,25.213205,71.999496,-23.903841
4.0181961,56.223747,120,24.654682,119.9995,24.659483,112.88648,25.213205,71.999496,-24.654682
4.0183959,56.246326,120,26.216593,119.99947,26.221394,112.90807,25.213205,71.999496,-26.216593
4.0184002,56.246777,120,26.247648,119.99947,26.252447,112.90852,25.213205,71.999496,-26.247648
4.0184002,56.246777,120,26.247648,-0.00052495295,0.0048000002,112.90852,25.213205,71.999496,-26.247648
4.0184999,56.258068,120,25.028219,-0.00050056441,0.0048000002,112.9194,25.213205,71.999496,-25.028219
4.0184999,56.258068,120,25.028219,-0.00050056441,0.0048000002,112.9194,25.213205,71.999496,-25.028219
4.0185962,56.268913,120,23.858065,-0.00047716129,0.0048000002,112.92936,25.213205,71.999496,-23.858065
4.0186,56.26936,120,23.809694,-0.00047619391,0.0048000002,112.92976,25.213205,71.999496,-23.809694
4.0186,56.26936,120,23.809694,119.99953,23.814495,112.92976,25.213205,71.999496,-23.809694
4.018796,56.2915,120,25.341116,119.9995,25.345917,112.95021,25.213205,71.999496,-25.341116
4.0188999,56.303246,120,26.15205,119.99947,26.156849,112.96157,25.213205,71.999496,-26.15205
4.0188999,56.303246,120,26.15205,-0.000523041,0.0048000002,112.96157,25.213205,71.999496,-26.15205
4.0189962,56.314095,120,24.980326,-0.00049960648,0.0048000002,112.97199,25.213205,71.999496,-24.980326
4.0190001,56.314541,120,24.932138,-0.00049864274,0.0048000002,112.9724,25.213205,71.999496,-24.932138
4.0190001,56.314541,120,24.932138,-0.00049864274,0.0048000002,112.9724,25.028328,71.999496,-24.932138
4.0191002,56.32584,120,23.713131,-0.00047426263,0.0048000002,112.98273,25.028328,71.999496,-23.713131
4.0191002,56.32584,120,23.713131,119.99953,23.717932,112.98273,25.028328,71.999496,-23.713131
4.019196,56.336693,120,24.463427,119.99951,24.468227,112.99255,25.028328,71.999496,-24.463427
4.0193963,56.359295,120,26.023409,119.99948,26.02821,113.01398,25.028328,71.999496,-26.023409
4.0194001,56.359737,120,26.054045,119.99948,26.058846,113.01441,25.028328,71.999496,-26.054045
4.0194001,56.359737,120,26.054045,-0.00052108092,0.0048000002,113.01441,25.028328,71.999496,-26.054045
4.0194998,56.37104,120,24.833656,-0.00049667311,0.0048000002,113.02522,25.028328,71.999496,-24.833656
4.0194998,56.37104,120,24.833656,-0.00049667311,0.0048000002,113.02522,25.028328,71.999496,-24.833656
4.0195961,56.381901,120,23.661983,-0.00047323969,0.0048000002,113.0351,25.028328,71.999496,-23.661983
4.0195999,56.382343,120,23.614172,-0.00047228343,0.0048000002,113.03549,25.028328,71.999496,-23.614172
4.0195999,56.382343,120,23.614172,119.99953,23.618971,113.03549,25.028328,71.999496,-23.614172
4.0197959,56.40451,120,25.144096,119.9995,25.148895,113.05578,25.028328,71.999496,-25.144096
4.0198998,56.41626,120,25.953657,119.99948,25.958456,113.06705,25.028328,71.999496,-25.953657
4.0198998,56.41626,120,25.953657,-0.0005190731,0.0048000002,113.06705,25.028328,71.999496,-25.953657
4.0199962,56.427124,120,24.780422,-0.00049560843,0.0048000002,113.07739,25.028328,71.999496,-24.780422
4.02,56.427567,120,24.732792,-0.00049465586,0.0048000002,113.0778,25.028328,71.999496,-24.732792
4.02,56.427567,120,24.732792,-0.00049465586,0.0048000002,113.0778,24.833769,71.999504,-24.732792
4.0201001,56.438873,120,23.512835,-0.00047025669,0.0048000002,113.08804,24.833769,71.999504,-23.512835
4.0201001,56.438873,120,23.512835,119.99953,23.517635,113.08804,24.833769,71.999504,-23.512835
4.020196,56.449741,120,24.262598,119.99951,24.267399,113.09779,24.833769,71.999504,-24.262598
4.0203962,56.472366,120,25.820684,119.99948,25.825485,113.11904,24.833769,71.999504,-25.820684
4.0204,56.472805,120,25.850904,119.99948,25.855705,113.11947,24.833769,71.999504,-25.850904
4.0204,56.472805,120,25.850904,-0.00051701808,0.0048000002,113.11947,24.833769,71.999504,-25.850904
4.0205002,56.484116,120,24.62957,-0.00049259141,0.0048000002,113.13018,24.833769,71.999504,-24.62957
4.0205002,56.484116,120,24.62957,-0.00049259141,0.0048000002,113.13018,24.833769,71.999504,-24.62957
4.020596,56.494991,120,23.456398,-0.00046912796,0.0048000002,113.13999,24.833769,71.999504,-23.456398
4.0205998,56.49543,120,23.409143,-0.00046818287,0.0048000002,113.14037,24.833769,71.999504,-23.409143
4.0205998,56.49543,120,23.409143,119.99953,23.413944,113.14037,24.833769,71.999504,-23.409143
4.0207963,56.517624,120,24.937605,119.9995,24.942404,113.1605,24.833769,71.999504,-24.937605
4.0208998,56.529377,120,25.745811,119.99949,25.75061,113.17167,24.833769,71.999504,-25.745811
4.0208998,56.529377,120,25.745811,-0.0005149162,0.0048000002,113.17167,24.833769,71.999504,-25.745811
4.0209961,56.54026,120,24.571081,-0.00049142161,0.0048000002,113.18194,24.833769,71.999504,-24.571081
4.0209999,56.540695,120,24.524012,-0.00049048022,0.0048000002,113.18233,24.833769,71.999504,-24.524012
4.0209999,56.540695,120,24.524012,-0.00049048022,0.0048000002,113.18233,24.62969,71.999504,-24.524012
4.0211,56.552013,120,23.30312,-0.00046606237,0.0048000002,113.19249,24.62969,71.999504,-23.30312
4.0211,56.552013,120,23.30312,119.99953,23.307919,113.19249,24.62969,71.999504,-23.30312
4.0211964,56.562897,120,24.052366,119.99952,24.057165,113.20215,24.62969,71.999504,-24.052366
4.0213962,56.585541,120,25.608593,119.99949,25.613392,113.22323,24.62969,71.999504,-25.608593
4.0214,56.585976,120,25.638397,119.99949,25.643196,113.22364,24.62969,71.999504,-25.638397
4.0214,56.585976,120,25.638397,-0.00051276793,0.0048000002,113.22364,24.62969,71.999504,-25.638397
4.0215001,56.597298,120,24.416136,-0.00048832269,0.0048000002,113.23427,24.62969,71.999504,-24.416136
4.0215001,56.597298,120,24.416136,-0.00048832269,0.0048000002,113.23427,24.62969,71.999504,-24.416136
4.021596,56.608189,120,23.241478,-0.00046482956,0.0048000002,113.24399,24.62969,71.999504,-23.241478
4.0215998,56.608624,120,23.194782,-0.00046389565,0.0048000002,113.24437,24.62969,71.999504,-23.194782
4.0215998,56.608624,120,23.194782,119.99953,23.199583,113.24437,24.62969,71.999504,-23.194782
4.0217962,56.63084,120,24.721813,119.9995,24.726612,113.26432,24.62969,71.999504,-24.721813
4.0219002,56.642601,120,25.528683,119.99949,25.533484,113.27539,24.62969,71.999504,-25.528683
4.0219002,56.642601,120,25.528683,-0.00051057368,0.0048000002,113.27539,24.62969,71.999504,-25.528683
4.021996,56.6535,120,24.352474,-0.00048704946,0.0048000002,113.28557,24.62969,71.999504,-24.352474
4.0219998,56.653931,120,24.305965,-0.0004861193,0.0048000002,113.28596,24.62969,71.999504,-24.305965
4.0219998,56.653931,120,24.305965,-0.0004861193,0.0048000002,113.28596,24.41626,71.999512,-24.305965
4.0221,56.665257,120,23.084156,-0.00046168311,0.0048000002,113.29602,24.41626,71.999512,-23.084156
4.0221,56.665257,120,23.084156,119.99953,23.088957,113.29602,24.41626,71.999512,-23.084156
4.0221963,56.676159,120,23.832903,119.99953,23.837702,113.3056,24.41626,71.999512,-23.832903
4.0223961,56.698822,120,25.387302,119.99949,25.392103,113.32648,24.41626,71.999512,-25.387302
4.0223999,56.699253,120,25.416693,119.99949,25.421494,113.3269,24.41626,71.999512,-25.416693
4.0223999,56.699253,120,25.416693,-0.00050833385,0.0048000002,113.3269,24.41626,71.999512,-25.416693
4.0225,56.710587,120,24.193521,-0.00048387045,0.0048000002,113.33743,24.41626,71.999512,-24.193521
4.0225,56.710587,120,24.193521,-0.00048387045,0.0048000002,113.33743,24.41626,71.999512,-24.193521
4.0225964,56.721493,120,23.017395,-0.00046034792,0.0048000002,113.34706,24.41626,71.999512,-23.017395
4.0226002,56.72192,120,22.971262,-0.00045942524,0.0048000002,113.34743,24.41626,71.999512,-22.971262
4.0226002,56.72192,120,22.971262,119.99954,22.976061,113.34743,24.41626,71.999512,-22.971262
4.0227962,56.744164,120,24.496895,119.99951,24.501694,113.3672,24.41626,71.999512,-24.496895
4.0229001,56.755928,120,25.302448,119.9995,25.307249,113.37817,24.41626,71.999512,-25.302448
4.0229001,56.755928,120,25.302448,-0.00050604896,0.0048000002,113.37817,24.41626,71.999512,-25.302448
4.0229964,56.766842,120,24.124775,-0.00048249552,0.0048000002,113.38826,24.41626,71.999512,-24.124775
4.0229998,56.767265,120,24.078829,-0.0004815766,0.0048000002,113.38864,24.41626,71.999512,-24.078829
4.0229998,56.767265,120,24.078829,-0.0004815766,0.0048000002,113.38864,24.193653,71.999519,-24.078829
4.0230999,56.778606,120,22.856121,-0.00045712243,0.0048000002,113.39861,24.193653,71.999519,-22.856121
4.0230999,56.778606,120,22.856121,119.99954,22.860922,113.39861,24.193653,71.999519,-22.856121
4.0231962,56.78952,120,23.604383,119.99953,23.609184,113.4081,24.193653,71.999519,-23.604383
4.0233965,56.812206,120,25.156994,119.9995,25.161793,113.42879,24.193653,71.999519,-25.156994
4.0233998,56.81263,120,25.185972,119.9995,25.190771,113.42919,24.193653,71.999519,-25.185972
4.0233998,56.81263,120,25.185972,-0.00050371944,0.0048000002,113.42919,24.193653,71.999519,-25.185972
4.0235,56.823975,120,23.961908,-0.00047923817,0.0048000002,113.43962,24.193653,71.999519,-23.961908
4.0235,56.823975,120,23.961908,-0.00047923817,0.0048000002,113.43962,24.193653,71.999519,-23.961908
4.0235963,56.834896,120,22.784328,-0.00045568656,0.0048000002,113.44917,24.193653,71.999519,-22.784328
4.0236001,56.83532,120,22.738758,-0.00045477515,0.0048000002,113.44953,24.193653,71.999519,-22.738758
4.0236001,56.83532,120,22.738758,119.99954,22.743557,113.44953,24.193653,71.999519,-22.738758
4.0237961,56.85759,120,24.263025,119.99951,24.267826,113.46911,24.193653,71.999519,-24.263025
4.0239,56.869358,120,25.067284,119.9995,25.072084,113.47997,24.193653,71.999519,-25.067284
4.0239,56.869358,120,25.067284,-0.00050134567,0.0048000002,113.47997,24.193653,71.999519,-25.067284
4.0239964,56.880283,120,23.888165,-0.00047776327,0.0048000002,113.48997,24.193653,71.999519,-23.888165
4.0240002,56.880707,120,23.842781,-0.00047685564,0.0048000002,113.49034,24.193653,71.999519,-23.842781
4.0240002,56.880707,120,23.842781,-0.00047685564,0.0048000002,113.49034,23.962046,71.999519,-23.842781
4.0240998,56.892056,120,22.619192,-0.00045238386,0.0048000002,113.5002,23.962046,71.999519,-22.619192
4.0240998,56.892056,120,22.619192,119.99955,22.623993,113.5002,23.962046,71.999519,-22.619192
4.0241961,56.902985,120,23.366985,119.99953,23.371786,113.5096,23.962046,71.999519,-23.366985
4.0243964,56.92569,120,24.917841,119.9995,24.922642,113.53009,23.962046,71.999519,-24.917841
4.0244002,56.926109,120,24.946409,119.9995,24.951208,113.53048,23.962046,71.999519,-24.946409
4.0244002,56.926109,120,24.946409,-0.00049892819,0.0048000002,113.53048,23.962046,71.999519,-24.946409
4.0244999,56.937462,120,23.721472,-0.00047442943,0.0048000002,113.54081,23.962046,71.999519,-23.721472
4.0244999,56.937462,120,23.721472,-0.00047442943,0.0048000002,113.54081,23.962046,71.999519,-23.721472
4.0245962,56.948399,120,22.542454,-0.0004508491,0.0048000002,113.55027,23.962046,71.999519,-22.542454
4.0246,56.948818,120,22.497448,-0.00044994897,0.0048000002,113.55062,23.962046,71.999519,-22.497448
4.0246,56.948818,120,22.497448,119.99955,22.502249,113.55062,23.962046,71.999519,-22.497448
4.0247965,56.971115,120,24.020388,119.99952,24.025188,113.57,23.962046,71.999519,-24.020388
4.0249,56.982887,120,24.823368,119.9995,24.828169,113.58074,23.962046,71.999519,-24.823368
4.0249,56.982887,120,24.823368,-0.0004964674,0.0048000002,113.58074,23.962046,71.999519,-24.823368
4.0249963,56.993832,120,23.642818,-0.00047285637,0.0048000002,113.59065,23.962046,71.999519,-23.642818
4.0250001,56.994247,120,23.598001,-0.00047196003,0.0048000002,113.59102,23.962046,71.999519,-23.598001
4.0250001,56.994247,120,23.598001,-0.00047196003,0.0048000002,113.59102,23.721615,71.999527,-23.598001
4.0251002,57.005608,120,22.373549,-0.00044747099,0.0048000002,113.60078,23.721615,71.999527,-22.373549
4.0251002,57.005608,120,22.373549,119.99955,22.378349,113.60078,23.721615,71.999527,-22.373549
4.0251966,57.016552,120,23.120892,119.99953,23.12569,113.61008,23.721615,71.999527,-23.120892
4.0253963,57.039276,120,24.670029,119.9995,24.674828,113.63036,23.721615,71.999527,-24.670029
4.0254002,57.039692,120,24.698187,119.9995,24.702988,113.63074,23.721615,71.999527,-24.698187
4.0254002,57.039692,120,24.698187,-0.00049396371,0.0048000002,113.63074,23.721615,71.999527,-24.698187
4.0254998,57.051056,120,23.472393,-0.00046944787,0.0048000002,113.64096,23.721615,71.999527,-23.472393
4.0254998,57.051056,120,23.472393,-0.00046944787,0.0048000002,113.64096,23.721615,71.999527,-23.472393
4.0255961,57.062008,120,22.291956,-0.00044583913,0.0048000002,113.65032,23.721615,71.999527,-22.291956
4.0256,57.06242,120,22.247517,-0.00044495033,0.0048000002,113.65067,23.721615,71.999527,-22.247517
4.0256,57.06242,120,22.247517,119.99956,22.252316,113.65067,23.721615,71.999527,-22.247517
4.0257964,57.08474,120,23.769163,119.99953,23.773962,113.66985,23.721615,71.999527,-23.769163
4.0258999,57.096519,120,24.570885,119.99951,24.575686,113.68047,23.721615,71.999527,-24.570885
4.0258999,57.096519,120,24.570885,-0.00049141771,0.0048000002,113.68047,23.721615,71.999527,-24.570885
4.0259962,57.107475,120,23.38892,-0.00046777842,0.0048000002,113.69028,23.721615,71.999527,-23.38892
4.026,57.107887,120,23.344671,-0.00046689343,0.0048000002,113.69064,23.721615,71.999527,-23.344671
4.026,57.107887,120,23.344671,-0.00046689343,0.0048000002,113.69064,23.472542,71.999527,-23.344671
4.0261002,57.119255,120,22.119373,-0.00044238748,0.0048000002,113.70029,23.472542,71.999527,-22.119373
4.0261002,57.119255,120,22.119373,119.99956,22.124174,113.70029,23.472542,71.999527,-22.119373
4.0261965,57.130219,120,22.866282,119.99954,22.871082,113.70949,23.472542,71.999527,-22.866282
4.0263963,57.152962,120,24.413736,119.99951,24.418537,113.72956,23.472542,71.999527,-24.413736
4.0264001,57.15337,120,24.441488,119.99951,24.446287,113.72993,23.472542,71.999527,-24.441488
4.0264001,57.15337,120,24.441488,-0.00048882974,0.0048000002,113.72993,23.472542,71.999527,-24.441488
4.0265002,57.164745,120,23.214857,-0.00046429713,0.0048000002,113.74004,23.472542,71.999527,-23.214857
4.0265002,57.164745,120,23.214857,-0.00046429713,0.0048000002,113.74004,23.472542,71.999527,-23.214857
4.0265965,57.175713,120,22.033016,-0.00044066034,0.0048000002,113.7493,23.472542,71.999527,-22.033016
4.0265999,57.176117,120,21.989145,-0.00043978289,0.0048000002,113.74963,23.472542,71.999527,-21.989145
4.0265999,57.176117,120,21.989145,119.99956,21.993944,113.74963,23.472542,71.999527,-21.989145
4.0267963,57.198463,120,23.509531,119.99953,23.514332,113.7686,23.472542,71.999527,-23.509531
4.0268998,57.210247,120,24.310019,119.99951,24.314817,113.77911,23.472542,71.999527,-24.310019
4.0268998,57.210247,120,24.310019,-0.00048620036,0.0048000002,113.77911,23.472542,71.999527,-24.310019
4.0269966,57.221222,120,23.126656,-0.00046253312,0.0048000002,113.78882,23.472542,71.999527,-23.126656
4.027,57.221626,120,23.082975,-0.00046165951,0.0048000002,113.78917,23.472542,71.999527,-23.082975
4.027,57.221626,120,23.082975,-0.00046165951,0.0048000002,113.78917,23.215012,71.999535,-23.082975
4.0271001,57.233006,120,21.856852,-0.00043713703,0.0048000002,113.79871,23.215012,71.999535,-21.856852
4.0271001,57.233006,120,21.856852,119.99957,21.861652,113.79871,23.215012,71.999535,-21.856852
4.0271964,57.24398,120,22.603342,119.99955,22.608143,113.8078,23.215012,71.999535,-22.603342
4.0273967,57.266747,120,24.149153,119.99952,24.153954,113.82764,23.215012,71.999535,-24.149153
4.0274,57.267151,120,24.176498,119.99952,24.181297,113.82801,23.215012,71.999535,-24.176498
4.0274,57.267151,120,24.176498,-0.00048352996,0.0048000002,113.82801,23.215012,71.999535,-24.176498
4.0275002,57.278534,120,22.949049,-0.00045898097,0.0048000002,113.83801,23.215012,71.999535,-22.949049
4.0275002,57.278534,120,22.949049,-0.00045898097,0.0048000002,113.83801,23.215012,71.999535,-22.949049
4.0275965,57.289516,120,21.765823,-0.00043531644,0.0048000002,113.84716,23.215012,71.999535,-21.765823
4.0275998,57.289917,120,21.722519,-0.00043445037,0.0048000002,113.84749,23.215012,71.999535,-21.722519
4.0275998,57.289917,120,21.722519,119.99957,21.727318,113.84749,23.215012,71.999535,-21.722519
4.0277963,57.312286,120,23.241684,119.99953,23.246485,113.86623,23.215012,71.999535,-23.241684
4.0279002,57.324078,120,24.040953,119.99952,24.045752,113.87663,23.215012,71.999535,-24.040953
4.0279002,57.324078,120,24.040953,-0.00048081906,0.0048000002,113.87663,23.215012,71.999535,-24.040953
4.0279965,57.335064,120,22.856213,-0.00045712423,0.0048000002,113.88622,23.215012,71.999535,-22.856213
4.0279999,57.335464,120,22.813101,-0.000456262,0.0048000002,113.88657,23.215012,71.999535,-22.813101
4.0279999,57.335464,120,22.813101,-0.000456262,0.0048000002,113.88657,22.949207,71.999542,-22.813101
4.0281,57.346855,120,21.58617,-0.0004317234,0.0048000002,113.89599,22.949207,71.999542,-21.58617
4.0281,57.346855,120,21.58617,119.99957,21.590969,113.89599,22.949207,71.999542,-21.58617
4.0281963,57.357845,120,22.33226,119.99955,22.337059,113.90498,22.949207,71.999542,-22.33226
4.0283966,57.380627,120,23.876465,119.99952,23.881264,113.92459,22.949207,71.999542,-23.876465
4.0283999,57.381027,120,23.903404,119.99952,23.908205,113.92495,22.949207,71.999542,-23.903404
4.0283999,57.381027,120,23.903404,-0.0004780681,0.0048000002,113.92495,22.949207,71.999542,-23.903404
4.0285001,57.392418,120,22.675156,-0.0004535031,0.0048000002,113.93483,22.949207,71.999542,-22.675156
4.0285001,57.392418,120,22.675156,-0.0004535031,0.0048000002,113.93483,22.949207,71.999542,-22.675156
4.0285964,57.403416,120,21.490561,-0.00042981122,0.0048000002,113.94388,22.949207,71.999542,-21.490561
4.0286002,57.403812,120,21.447826,-0.00042895655,0.0048000002,113.9442,22.949207,71.999542,-21.447826
4.0286002,57.403812,120,21.447826,119.99957,21.452627,113.9442,22.949207,71.999542,-21.447826
4.0287967,57.426208,120,22.965807,119.99954,22.970606,113.96272,22.949207,71.999542,-22.965807
4.0289001,57.438,120,23.763878,119.99953,23.768679,113.97298,22.949207,71.999542,-23.763878
4.0289001,57.438,120,23.763878,-0.00047527757,0.0048000002,113.97298,22.949207,71.999542,-23.763878
4.0289965,57.449005,120,22.577776,-0.0004515555,0.0048000002,113.98248,22.949207,71.999542,-22.577776
4.0289998,57.449398,120,22.535236,-0.00045070471,0.0048000002,113.9828,22.949207,71.999542,-22.535236
4.0289998,57.449398,120,22.535236,-0.00045070471,0.0048000002,113.9828,22.67532,71.99955,-22.535236
4.0290999,57.460796,120,21.307516,-0.00042615033,0.0048000002,113.99211,22.67532,71.99955,-21.307516
4.0290999,57.460796,120,21.307516,119.99957,21.312317,113.99211,22.67532,71.99955,-21.307516
4.0291967,57.471802,120,22.053225,119.99956,22.058025,114.00099,22.67532,71.99955,-22.053225
4.0293965,57.494606,120,23.59586,119.99953,23.60066,114.02036,22.67532,71.99955,-23.59586
4.0293999,57.494999,120,23.622398,119.99953,23.627197,114.02071,22.67532,71.99955,-23.622398
4.0293999,57.494999,120,23.622398,-0.00047244795,0.0048000002,114.02071,22.67532,71.99955,-23.622398
4.0295,57.506401,120,22.393368,-0.00044786735,0.0048000002,114.03048,22.67532,71.99955,-22.393368
4.0295,57.506401,120,22.393368,-0.00044786735,0.0048000002,114.03048,22.67532,71.99955,-22.393368
4.0295963,57.517414,120,21.207422,-0.00042414846,0.0048000002,114.03941,22.67532,71.99955,-21.207422
4.0296001,57.517807,120,21.16526,-0.0004233052,0.0048000002,114.03972,22.67532,71.99955,-21.16526
4.0296001,57.517807,120,21.16526,119.99958,21.170061,114.03972,22.67532,71.99955,-21.16526
4.0297966,57.540226,120,22.682091,119.99955,22.68689,114.05801,22.67532,71.99955,-22.682091
4.0299001,57.552021,120,23.478987,119.99953,23.483786,114.06814,22.67532,71.99955,-23.478987
4.0299001,57.552021,120,23.478987,-0.00046957974,0.0048000002,114.06814,22.67532,71.99955,-23.478987
4.0299964,57.563038,120,22.29154,-0.00044583078,0.0048000002,114.07752,22.67532,71.99955,-22.29154
4.0300002,57.563431,120,22.249573,-0.00044499146,0.0048000002,114.07784,22.67532,71.99955,-22.249573
4.0300002,57.563431,120,22.249573,-0.00044499146,0.0048000002,114.07784,22.393538,71.99955,-22.249573
4.0300999,57.574837,120,21.021084,-0.00042042168,0.0048000002,114.08703,22.393538,71.99955,-21.021084
4.0300999,57.574837,120,21.021084,119.99958,21.025883,114.08703,22.393538,71.99955,-21.021084
4.0301967,57.585857,120,21.766428,119.99957,21.771227,114.09579,22.393538,71.99955,-21.766428
4.0303965,57.608681,120,23.307533,119.99953,23.312334,114.11493,22.393538,71.99955,-23.307533
4.0303998,57.609066,120,23.333668,119.99953,23.338469,114.11526,22.393538,71.99955,-23.333668
4.0303998,57.609066,120,23.333668,-0.00046667337,0.0048000002,114.11526,22.393538,71.99955,-23.333668
4.0304999,57.62048,120,22.103876,-0.00044207752,0.0048000002,114.12491,22.393538,71.99955,-22.103876
4.0304999,57.62048,120,22.103876,-0.00044207752,0.0048000002,114.12491,22.393538,71.99955,-22.103876
4.0305967,57.631508,120,20.916599,-0.00041833197,0.0048000002,114.13373,22.393538,71.99955,-20.916599
4.0306001,57.631893,120,20.87501,-0.00041750021,0.0048000002,114.13403,22.393538,71.99955,-20.87501
4.0306001,57.631893,120,20.87501,119.99958,20.87981,114.13403,22.393538,71.99955,-20.87501
4.0307965,57.654335,120,22.390728,119.99955,22.395529,114.15208,22.393538,71.99955,-22.390728
4.0309,57.666138,120,23.186468,119.99953,23.191269,114.16208,22.393538,71.99955,-23.186468
4.0309,57.666138,120,23.186468,-0.00046372938,0.0048000002,114.16208,22.393538,71.99955,-23.186468
4.0309968,57.67717,120,21.997696,-0.00043995393,0.0048000002,114.17134,22.393538,71.99955,-21.997696
4.0310001,57.677555,120,21.956303,-0.00043912607,0.0048000002,114.17166,22.393538,71.99955,-21.956303
4.0310001,57.677555,120,21.956303,-0.00043912607,0.0048000002,114.17166,22.104057,71.999557,-21.956303
4.0310998,57.688972,120,20.727064,-0.00041454128,0.0048000002,114.18072,22.104057,71.999557,-20.727064
4.0310998,57.688972,120,20.727064,119.99959,20.731865,114.18072,22.104057,71.999557,-20.727064
4.0311966,57.700005,120,21.472061,119.99957,21.476862,114.18937,22.104057,71.999557,-21.472061
4.0313969,57.722847,120,23.011677,119.99954,23.016476,114.20825,22.104057,71.999557,-23.011677
