"Time","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.inertiaRotor.phi","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.is[1]","smee.inertiaRotor.w","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.excitation.electroMagneticConverter.Phi.re","smee.is[2]"
2.0203986,0.057950396,-0.45073089,303.25525,0.44958284,-10.937573,159.3685,0.0097728334,-0.46215585,32.481583
2.0204985,0.072045818,-0.45073774,303.27118,0.44756213,-11.978332,159.37054,0.0098916916,-0.46216181,32.855339
2.0205986,0.086071379,-0.4507446,303.28711,0.44509941,-13.018416,159.37248,0.010011232,-0.4621678,33.198029
2.0206985,0.10001321,-0.45075145,303.30307,0.44219714,-14.056634,159.37433,0.010131453,-0.46217382,33.508953
2.0207987,0.11385754,-0.45075831,303.319,0.43885809,-15.091765,159.37608,0.010252348,-0.46217984,33.787441
2.0208986,0.12759069,-0.45076513,303.33493,0.43508559,-16.122509,159.37775,0.010373915,-0.46218586,34.032822
2.0209985,0.14119908,-0.45077199,303.35089,0.43088326,-17.147642,159.3793,0.010496148,-0.46219191,34.244495
2.0210986,0.15466928,-0.45077881,303.36682,0.42625529,-18.165934,159.38078,0.010619045,-0.46219796,34.421898
2.0211985,0.16798796,-0.45078567,303.38275,0.42120615,-19.176083,159.38217,0.0107426,-0.46220401,34.564472
2.0212986,0.18114194,-0.45079249,303.39868,0.41574082,-20.176851,159.38347,0.010866811,-0.46221009,34.671734
2.0213985,0.19411825,-0.45079932,303.41464,0.40986469,-21.167013,159.38467,0.010991671,-0.46221617,34.743229
2.0214987,0.20690404,-0.45080611,303.43057,0.4035835,-22.145281,159.3858,0.011117179,-0.46222225,34.778534
2.0215986,0.21948667,-0.45081291,303.4465,0.39690343,-23.110416,159.38683,0.011243328,-0.46222833,34.777275
2.0216987,0.23185369,-0.4508197,303.46246,0.38983107,-24.061211,159.38777,0.011370114,-0.46223441,34.739128
2.0217986,0.24399289,-0.4508265,303.47839,0.38237336,-24.996407,159.38861,0.011497534,-0.46224052,34.663799
2.0218987,0.25589225,-0.45083326,303.49432,0.37453762,-25.914783,159.38939,0.011625582,-0.4622466,34.551041
2.0219986,0.26754001,-0.45084,303.51028,0.36633158,-26.815165,159.39006,0.011754255,-0.46225271,34.400654
2.0220985,0.27892464,-0.45084673,303.52621,0.35776332,-27.696333,159.39066,0.011883547,-0.46225882,34.212482
2.0221987,0.29003489,-0.45085347,303.54214,0.34884125,-28.5571,159.39116,0.012013454,-0.4622649,33.986416
2.0222986,0.30085975,-0.45086017,303.55811,0.33957419,-29.396336,159.39157,0.012143971,-0.462271,33.722382
2.0223987,0.31138852,-0.45086685,303.57404,0.32997125,-30.212879,159.39191,0.012275094,-0.46227711,33.420364
2.0224986,0.32161078,-0.45087352,303.58997,0.32004189,-31.005592,159.39215,0.012406819,-0.46228319,33.080391
2.0225987,0.33151641,-0.45088017,303.6059,0.30979589,-31.773401,159.39232,0.012539138,-0.4622893,32.70253
2.0226986,0.3410956,-0.45088682,303.62186,0.29924333,-32.515217,159.3924,0.012672049,-0.46229538,32.2869
2.0227988,0.35033888,-0.45089343,303.63779,0.28839466,-33.229961,159.3924,0.012805548,-0.46230146,31.83367
2.0228987,0.3592371,-0.45090002,303.65372,0.27726051,-33.916637,159.3923,0.012939626,-0.46230754,31.343042
2.0229986,0.36778143,-0.45090657,303.66968,0.26585191,-34.57423,159.39214,0.013074283,-0.46231362,30.815277
2.0230987,0.37596342,-0.45091313,303.68561,0.25418007,-35.201752,159.39189,0.01320951,-0.46231967,30.250687
2.0231986,0.383775,-0.45091963,303.70154,0.24225651,-35.798275,159.39156,0.013345304,-0.46232575,29.649611
2.0232987,0.39120835,-0.45092613,303.7175,0.23009299,-36.362888,159.39114,0.013481661,-0.4623318,29.012444
2.0233986,0.39825615,-0.45093259,303.73343,0.21770151,-36.894691,159.39066,0.013618573,-0.46233782,28.33964
2.0234988,0.40491143,-0.45093903,303.74936,0.20509428,-37.392857,159.39009,0.013756038,-0.46234387,27.631676
2.0235987,0.41116759,-0.45094547,303.76532,0.19228373,-37.856575,159.38943,0.013894048,-0.46234989,26.889078
2.0236988,0.41701838,-0.45095184,303.78125,0.17928252,-38.285042,159.3887,0.0140326,-0.46235588,26.112442
2.0237987,0.42245802,-0.45095819,303.79718,0.16610347,-38.677547,159.38791,0.014171689,-0.46236187,25.30237
2.0238988,0.42748114,-0.45096451,303.81314,0.15275957,-39.033394,159.38702,0.014311308,-0.46236786,24.459522
2.0239987,0.43208274,-0.4509708,303.82907,0.13926397,-39.351891,159.38606,0.014451453,-0.46237382,23.584629
2.0240986,0.43625823,-0.45097706,303.845,0.12563004,-39.632439,159.38503,0.014592119,-0.46237978,22.678419
2.0241988,0.44000345,-0.45098332,303.86096,0.11187118,-39.87447,159.38391,0.0147333,-0.46238574,21.741673
2.0242987,0.4433147,-0.45098948,303.87689,0.098001003,-40.077415,159.38272,0.014874991,-0.46239164,20.775251
2.0243988,0.44618869,-0.45099565,303.89282,0.084033184,-40.240807,159.38145,0.015017186,-0.46239758,19.780001
2.0244987,0.44862252,-0.45100179,303.90875,0.069981508,-40.364189,159.38013,0.015159882,-0.46240345,18.756819
2.0245988,0.4506138,-0.45100787,303.92471,0.055859853,-40.447147,159.37872,0.015303072,-0.46240932,17.70669
2.0246987,0.45216051,-0.45101395,303.94064,0.04168215,-40.489326,159.37723,0.01544675,-0.46241519,16.630569
2.0247989,0.45326111,-0.45101997,303.95657,0.027462402,-40.490417,159.37569,0.015590912,-0.462421,15.52946
2.0248988,0.45391446,-0.45102596,303.9725,0.013214642,-40.450142,159.37405,0.015735552,-0.46242684,14.40446
2.0249987,0.45411992,-0.45103189,303.98846,-0.0010470597,-40.368286,159.37236,0.015880665,-0.46243262,13.256627
2.0250988,0.45387727,-0.45103779,304.00439,-0.015308621,-40.244675,159.37059,0.016026245,-0.4624384,12.087061
2.0251987,0.45318666,-0.45104367,304.02032,-0.029555963,-40.079182,159.36876,0.016172288,-0.46244416,10.896961
2.0252988,0.45204881,-0.45104951,304.03625,-0.043775018,-39.871723,159.36685,0.016318787,-0.46244988,9.6874771
2.0253987,0.45046479,-0.45105529,304.05222,-0.057951737,-39.622276,159.36488,0.016465737,-0.4624556,8.459795
2.0254989,0.44843611,-0.45106104,304.06815,-0.072072133,-39.330856,159.36284,0.016613131,-0.46246126,7.2152009
2.0255988,0.44596481,-0.45106676,304.08408,-0.086122245,-38.997536,159.36072,0.016760968,-0.46246693,5.954927
2.0256989,0.44305328,-0.45107242,304.10001,-0.10008821,-38.622421,159.35855,0.01690924,-0.46247256,4.6802354
2.0257988,0.43970436,-0.45107806,304.11597,-0.11395622,-38.205685,159.35631,0.01705794,-0.46247816,3.3924789
2.0258989,0.43592131,-0.45108363,304.1319,-0.12771259,-37.74754,159.354,0.017207064,-0.46248376,2.0929675
2.0259988,0.43170792,-0.45108917,304.14783,-0.14134373,-37.248245,159.35162,0.017356608,-0.46248931,0.78302312
2.0260987,0.42706823,-0.45109469,304.16376,-0.15483616,-36.708115,159.34918,0.017506564,-0.46249485,-0.53594774
2.0261989,0.42200685,-0.45110014,304.17969,-0.16817656,-36.12751,159.34668,0.017656928,-0.46250033,-1.8625721
2.0262988,0.41652876,-0.45110554,304.19565,-0.18135177,-35.506832,159.34412,0.017807694,-0.46250582,-3.1954808
2.0263989,0.41063935,-0.4511109,304.21158,-0.19434874,-34.846542,159.34149,0.017958857,-0.46251127,-4.5332294
2.0264988,0.40434435,-0.4511162,304.22751,-0.20715465,-34.147144,159.33881,0.018110411,-0.46251667,-5.8743958
2.0265989,0.39765003,-0.45112148,304.24344,-0.21975683,-33.409176,159.33604,0.018262351,-0.46252206,-7.2175779
2.0266988,0.39056295,-0.45112669,304.25937,-0.23214284,-32.633247,159.33324,0.018414672,-0.46252742,-8.5613079
2.026799,0.38309008,-0.45113188,304.2753,-0.24430043,-31.819994,159.33037,0.018567368,-0.46253276,-9.90413
2.0268989,0.37523881,-0.45113701,304.29123,-0.2562176,-30.970097,159.32744,0.018720433,-0.46253803,-11.244625
2.026999,0.36701682,-0.4511421,304.30716,-0.26788256,-30.084291,159.32445,0.018873863,-0.46254331,-12.581316
2.0270989,0.35843226,-0.45114714,304.32312,-0.27928379,-29.163363,159.3214,0.01902765,-0.46254852,-13.912728
2.0271988,0.34949356,-0.45115212,304.33905,-0.29041001,-28.208111,159.31828,0.019181792,-0.46255374,-15.237441
2.0272989,0.34020951,-0.45115703,304.35498,-0.30125022,-27.2194,159.31512,0.019336281,-0.4625589,-16.553984
2.0273988,0.33058932,-0.45116192,304.37091,-0.31179374,-26.198149,159.3119,0.019491114,-0.46256402,-17.860882
2.027499,0.32064241,-0.45116678,304.38684,-0.3220301,-25.145275,159.30862,0.019646283,-0.46256912,-19.156725
2.0275989,0.31037861,-0.45117155,304.40277,-0.3319492,-24.061766,159.3053,0.019801784,-0.46257418,-20.440063
2.027699,0.29980806,-0.45117629,304.4187,-0.34154123,-22.948656,159.30191,0.019957611,-0.46257922,-21.70944
2.0277989,0.28894112,-0.45118096,304.43463,-0.3507967,-21.806982,159.29846,0.020113759,-0.4625842,-22.963469
2.027899,0.27778858,-0.45118561,304.45056,-0.35970646,-20.637833,159.29497,0.020270223,-0.46258914,-24.200741
2.0279989,0.26636139,-0.4511902,304.46649,-0.36826169,-19.442362,159.29143,0.020426996,-0.46259406,-25.419825
2.0280988,0.25467083,-0.45119473,304.48242,-0.37645397,-18.221703,159.28783,0.020584077,-0.46259895,-26.619381
2.028199,0.24272843,-0.4511992,304.49835,-0.38427517,-16.977045,159.28416,0.020741455,-0.46260381,-27.79805
2.0282989,0.23054597,-0.45120364,304.51428,-0.39171752,-15.709642,159.28047,0.020899128,-0.46260861,-28.954451
2.028399,0.21813546,-0.451208,304.53021,-0.3987737,-14.420721,159.2767,0.02105709,-0.46261337,-30.087294
2.0284989,0.20550917,-0.45121232,304.54614,-0.40543669,-13.111554,159.2729,0.021215336,-0.46261811,-31.195292
2.028599,0.19267951,-0.45121661,304.56207,-0.41169995,-11.783487,159.26906,0.021373861,-0.46262279,-32.277119
2.0286989,0.17965917,-0.45122081,304.578,-0.41755724,-10.437821,159.26515,0.021532658,-0.46262744,-33.331566
2.0287991,0.16646101,-0.45122498,304.5939,-0.42300278,-9.0759029,159.2612,0.021691723,-0.46263206,-34.357414
2.028899,0.153098,-0.4512291,304.60983,-0.42803115,-7.6991553,159.2572,0.021851052,-0.46263665,-35.353428
2.0289991,0.13958336,-0.45123315,304.62576,-0.43263739,-6.3089442,159.25316,0.022010637,-0.46264118,-36.318466
2.029099,0.12593043,-0.45123714,304.64169,-0.43681693,-4.906673,159.24907,0.022170477,-0.46264568,-37.251411
2.0291989,0.11215267,-0.45124108,304.65762,-0.44056565,-3.493829,159.24492,0.022330562,-0.46265012,-38.151115
2.029299,0.098263673,-0.45124498,304.67355,-0.44387978,-2.0718281,159.24074,0.022490891,-0.46265453,-39.016537
2.0293989,0.08427716,-0.45124879,304.68948,-0.44675609,-0.64211792,159.23651,0.022651454,-0.46265891,-39.846661
2.0294991,0.070206925,-0.45125258,304.70538,-0.44919169,0.79376721,159.23224,0.022812251,-0.46266323,-40.640438
2.029599,0.056066848,-0.4512563,304.72131,-0.45118418,2.2343745,159.22792,0.022973275,-0.46266752,-41.396942
2.0296991,0.041870899,-0.45125997,304.73724,-0.45273158,3.6782279,159.22356,0.02313452,-0.46267176,-42.115269
2.029799,0.02763308,-0.45126358,304.75317,-0.4538323,5.1237607,159.21916,0.02329598,-0.46267596,-42.794483
2.0298991,0.013367448,-0.45126715,304.76907,-0.4544853,6.569499,159.21472,0.023457654,-0.4626801,-43.433781
2.029999,-0.00091191527,-0.45127064,304.785,-0.45468989,8.0139523,159.21024,0.023619533,-0.46268421,-44.032372
2.0300989,-0.015190919,-0.4512741,304.80093,-0.45444584,9.4555387,159.2057,0.023781614,-0.4626883,-44.589462
2.0301991,-0.029455464,-0.45127746,304.81686,-0.45375338,10.892778,159.20114,0.023943892,-0.46269232,-45.104362
2.0302989,-0.043691471,-0.4512808,304.83276,-0.4526132,12.324178,159.19653,0.024106361,-0.46269628,-45.576416
2.0303991,-0.057884883,-0.45128408,304.84869,-0.45102641,13.748167,159.19189,0.024269016,-0.46270022,-46.004974
2.030499,-0.072021693,-0.4512873,304.86462,-0.44899452,15.163263,159.18721,0.024431853,-0.46270412,-46.389469
2.0305991,-0.086087942,-0.45129046,304.88052,-0.44651958,16.567989,159.18248,0.024594866,-0.46270797,-46.729389
2.030699,-0.10006975,-0.45129356,304.89645,-0.44360399,17.960806,159.17773,0.024758052,-0.46271175,-47.024227
2.0307992,-0.1139533,-0.4512966,304.91235,-0.44025061,19.340242,159.17293,0.024921404,-0.46271551,-47.27356
2.030899,-0.12772489,-0.45129958,304.92828,-0.43646273,20.704853,159.16811,0.025084918,-0.4627192,-47.477016
2.0309992,-0.14137092,-0.4513025,304.94421,-0.43224412,22.053141,159.16324,0.025248591,-0.46272287,-47.634239
2.0310991,-0.15487793,-0.45130536,304.96011,-0.42759886,23.383663,159.15833,0.025412414,-0.46272647,-47.744953
2.031199,-0.16823258,-0.45130816,304.97604,-0.4225316,24.695023,159.1534,0.025576387,-0.46273005,-47.808929
2.0312991,-0.18142167,-0.45131093,304.99194,-0.41704726,25.985783,159.14842,0.025740502,-0.46273357,-47.825974
2.031399,-0.19443218,-0.45131361,305.00787,-0.41115129,27.254543,159.14342,0.025904754,-0.46273705,-47.795952
2.0314991,-0.20725128,-0.45131624,305.02377,-0.4048495,28.499968,159.13838,0.026069142,-0.46274045,-47.718784
2.031599,-0.21986629,-0.45131883,305.0397,-0.39814806,29.720688,159.1333,0.026233656,-0.46274385,-47.594444
2.0316992,-0.23226477,-0.45132133,305.0556,-0.39105362,30.915371,159.1282,0.026398296,-0.46274716,-47.422935
2.0317991,-0.24443448,-0.45132378,305.07153,-0.38357311,32.082752,159.12306,0.026563054,-0.46275043,-47.204342
2.0318992,-0.25636336,-0.45132619,305.08743,-0.37571397,33.221546,159.1179,0.026727926,-0.46275365,-46.938782
2.0319991,-0.2680397,-0.45132852,305.10336,-0.36748391,34.330498,159.1127,0.02689291,-0.46275684,-46.626423
2.032099,-0.27945191,-0.45133081,305.11926,-0.35889107,35.408428,159.10748,0.027057998,-0.46275997,-46.26749
2.0321991,-0.29058874,-0.45133302,305.13516,-0.34994391,36.454147,159.10223,0.027223188,-0.46276304,-45.862259
2.032299,-0.3014392,-0.45133516,305.15109,-0.34065121,37.466496,159.09694,0.027388474,-0.46276608,-45.411053
2.0323992,-0.31199256,-0.45133728,305.16699,-0.3310222,38.444386,159.09163,0.027553851,-0.46276906,-44.914242
2.0324991,-0.32223839,-0.4513393,305.18289,-0.32106635,39.386745,159.08629,0.027719317,-0.46277198,-44.372257
2.0325992,-0.33216658,-0.45134127,305.19882,-0.31079349,40.292503,159.08093,0.027884863,-0.46277487,-43.785568
2.0326991,-0.34176734,-0.45134321,305.21472,-0.30021372,41.160698,159.07553,0.02805049,-0.4627777,-43.154694
2.0327992,-0.35103118,-0.45134506,305.23062,-0.28933752,41.990364,159.07011,0.028216191,-0.46278048,-42.480202
2.0328991,-0.35994893,-0.45134684,305.24655,-0.27817556,42.780552,159.06467,0.028381959,-0.46278322,-41.762718
2.0329993,-0.3685118,-0.45134857,305.26245,-0.26673889,43.530415,159.05919,0.028547794,-0.46278587,-41.002903
2.0330992,-0.37671134,-0.45135024,305.27835,-0.25503883,44.239117,159.0537,0.028713688,-0.46278849,-40.201458
2.0331991,-0.38453943,-0.45135185,305.29425,-0.24308683,44.905834,159.04819,0.028879641,-0.46279109,-39.359154
2.0332992,-0.39198831,-0.4513534,305.31015,-0.23089476,45.529846,159.04263,0.029045643,-0.46279359,-38.47678
2.0333991,-0.39905068,-0.45135489,305.32608,-0.21847461,46.110455,159.03706,0.029211694,-0.46279606,-37.555176
2.0334992,-0.40571955,-0.45135632,305.34198,-0.20583865,46.646965,159.03148,0.029377788,-0.46279848,-36.595242
2.0335991,-0.41198829,-0.45135769,305.35788,-0.19299933,47.138798,159.02586,0.029543921,-0.46280083,-35.597897
2.0336993,-0.41785076,-0.451359,305.37378,-0.17996936,47.585392,159.02023,0.029710088,-0.46280316,-34.564098
2.0337992,-0.42330113,-0.45136023,305.38968,-0.16676153,47.986198,159.01459,0.029876286,-0.46280539,-33.494881
2.0338993,-0.42833403,-0.45136142,305.40558,-0.15338892,48.340778,159.00891,0.03004251,-0.4628076,-32.391273
2.0339992,-0.43294448,-0.45136255,305.42148,-0.13986473,48.648708,159.00322,0.030208757,-0.46280974,-31.254349
2.0340993,-0.43712792,-0.45136359,305.43738,-0.12620227,48.909603,158.9975,0.030375022,-0.46281186,-30.085258
2.0341992,-0.44088021,-0.45136458,305.45328,-0.11241504,49.123158,158.99176,0.030541301,-0.46281388,-28.885136
2.0342991,-0.44419768,-0.45136553,305.46918,-0.09851665,49.289104,158.98601,0.030707588,-0.46281588,-27.655155
2.0343993,-0.44707701,-0.45136639,305.48508,-0.084520809,49.407204,158.98024,0.030873882,-0.46281782,-26.396578
2.0344992,-0.44951534,-0.4513672,305.50098,-0.070441328,49.477303,158.97446,0.031040175,-0.4628197,-25.110628
2.0345993,-0.45151031,-0.45136794,305.51688,-0.056292109,49.499287,158.96864,0.031206468,-0.46282151,-23.798573
2.0346992,-0.45305988,-0.45136863,305.53278,-0.0420871,49.473072,158.96281,0.031372752,-0.46282327,-22.461761
2.0347993,-0.45416257,-0.45136923,305.54868,-0.027840331,49.398651,158.95699,0.031539027,-0.462825,-21.101507
2.0348992,-0.45481727,-0.45136979,305.56458,-0.013565859,49.276062,158.95113,0.031705286,-0.46282667,-19.719151
2.0349994,-0.45502332,-0.4513703,305.58047,0.0007222342,49.105385,158.94525,0.031871527,-0.46282825,-18.316122
2.0350993,-0.45478052,-0.45137072,305.59637,0.015009845,48.886757,158.93936,0.032037746,-0.4628298,-16.893805
2.0351992,-0.45408911,-0.45137107,305.61224,0.02928287,48.620365,158.93347,0.032203935,-0.46283129,-15.453604
2.0352993,-0.45294973,-0.45137137,305.62814,0.043527231,48.306446,158.92755,0.032370098,-0.46283275,-13.997008
2.0353992,-0.45136353,-0.45137164,305.64404,0.057728861,47.94529,158.92162,0.032536224,-0.46283412,-12.525466
2.0354993,-0.44933209,-0.45137179,305.65994,0.071873754,47.537224,158.91568,0.032702312,-0.46283543,-11.040433
2.0355992,-0.44685739,-0.45137191,305.67581,0.085947946,47.082645,158.90973,0.032868356,-0.46283671,-9.5434389
2.0356994,-0.44394183,-0.45137197,305.69171,0.099937543,46.581985,158.90376,0.033034354,-0.46283793,-8.0359831
2.0357993,-0.44058836,-0.45137194,305.70761,0.11382875,46.035725,158.89778,0.033200305,-0.46283907,-6.5195565
2.0358994,-0.43680024,-0.45137188,305.72351,0.12760784,45.444397,158.89178,0.0333662,-0.46284017,-4.9957161
2.0359993,-0.43258122,-0.45137173,305.73938,0.14126123,44.808582,158.88579,0.033532035,-0.46284121,-3.4659972
2.0360994,-0.42793542,-0.45137152,305.75528,0.15477546,44.128899,158.87978,0.033697814,-0.4628422,-1.9319109
2.0361993,-0.42286748,-0.45137125,305.77118,0.16813715,43.406021,158.87376,0.033863522,-0.46284312,-0.3950265
2.0362992,-0.41738236,-0.45137092,305.78705,0.18133314,42.640671,158.86772,0.034029167,-0.46284398,1.143099
2.0363994,-0.41148549,-0.45137051,305.80295,0.19435042,41.833595,158.86168,0.034194734,-0.46284479,2.6809497
2.0364993,-0.40518266,-0.45137006,305.81882,0.20717612,40.985607,158.85564,0.03436023,-0.46284556,4.2169595
2.0365994,-0.39848012,-0.45136952,305.83472,0.21979758,40.097553,158.84958,0.03452564,-0.46284625,5.7495651
2.0366993,-0.39138448,-0.45136893,305.85059,0.23220237,39.170311,158.84351,0.034690972,-0.46284688,7.2772603
2.0367994,-0.3839027,-0.45136827,305.86649,0.24437822,38.204811,158.83745,0.034856215,-0.46284747,8.7984962
2.0368993,-0.37604222,-0.45136756,305.88235,0.25631315,37.202034,158.83136,0.035021365,-0.46284798,10.311721
2.0369995,-0.36781073,-0.45136678,305.89825,0.26799533,36.162964,158.82527,0.035186421,-0.46284845,11.81545
2.0370994,-0.35921639,-0.45136592,305.91412,0.27941325,35.088654,158.81918,0.035351381,-0.46284884,13.308168
2.0371993,-0.35026768,-0.45136499,305.93002,0.29055569,33.98019,158.81308,0.03551624,-0.4628492,14.788349
2.0372994,-0.34097344,-0.45136401,305.94589,0.3014116,32.838673,158.80698,0.035680991,-0.4628495,16.254545
2.0373993,-0.33134282,-0.45136297,305.96179,0.31197026,31.665247,158.80087,0.035845634,-0.46284971,17.705288
2.0374994,-0.32138529,-0.45136186,305.97766,0.32222131,30.461115,158.79475,0.036010168,-0.46284989,19.139091
2.0375993,-0.31111073,-0.4513607,305.99353,0.33215457,29.227463,158.78864,0.036174584,-0.46285,20.55456
2.0376995,-0.30052927,-0.45135945,306.00943,0.34176028,27.96553,158.78252,0.036338881,-0.46285003,21.950287
2.0377994,-0.28965133,-0.45135814,306.0253,0.35102895,26.676613,158.7764,0.036503054,-0.46285003,23.324837
2.0378995,-0.27848768,-0.45135677,306.04117,0.35995141,25.361982,158.77026,0.036667105,-0.46284994,24.676882
2.0379994,-0.26704928,-0.45135534,306.05707,0.36851889,24.022949,158.76414,0.036831025,-0.46284983,26.005089
2.0380995,-0.25534746,-0.45135385,306.07294,0.3767229,22.660898,158.75801,0.036994811,-0.46284965,27.30809
2.0381994,-0.24339373,-0.45135227,306.08881,0.3845554,21.277166,158.75188,0.037158463,-0.46284938,28.584635
2.0382993,-0.23119992,-0.45135063,306.10468,0.3920086,19.873133,158.74574,0.037321974,-0.46284908,29.833471
2.0383995,-0.21877804,-0.45134893,306.12054,0.39907521,18.450245,158.73961,0.037485342,-0.46284872,31.053322
2.0384994,-0.20614037,-0.45134717,306.13644,0.40574819,17.009901,158.73347,0.037648566,-0.46284828,32.243019
2.0385995,-0.19329937,-0.45134535,306.15231,0.41202101,15.55353,158.72734,0.037811641,-0.4628478,33.401405
2.0386994,-0.18026769,-0.45134345,306.16818,0.41788742,14.082635,158.72121,0.037974562,-0.46284723,34.527302
2.0387995,-0.16705821,-0.45134151,306.18405,0.42334172,12.598657,158.71507,0.038137328,-0.46284664,35.61964
2.0388994,-0.15368396,-0.45133948,306.19992,0.42837846,11.10306,158.70894,0.038299933,-0.46284595,36.677368
2.0389996,-0.14015815,-0.45133737,306.21579,0.4329927,9.5973902,158.7028,0.038462382,-0.46284524,37.699409
2.0390995,-0.12649409,-0.45133522,306.23166,0.43717986,8.0831156,158.69667,0.038624659,-0.46284443,38.684807
2.0391996,-0.1127053,-0.45133302,306.24753,0.44093585,6.5617242,158.69054,0.038786773,-0.46284357,39.632622
2.0392995,-0.09880536,-0.45133072,306.2634,0.44425693,5.0347877,158.68442,0.038948711,-0.46284267,40.541897
2.0393994,-0.084807999,-0.45132837,306.27927,0.44713986,3.5037892,158.6783,0.039110478,-0.46284169,41.411789
2.0394995,-0.070727028,-0.45132595,306.29514,0.44958177,1.9702252,158.67218,0.039272066,-0.46284065,42.241486
2.0395994,-0.056576338,-0.45132348,306.311,0.45158026,0.43567637,158.66606,0.039433472,-0.46283954,43.030151
2.0396996,-0.042369891,-0.45132092,306.32687,0.45313337,-1.0983708,158.65994,0.039594699,-0.46283841,43.777065
2.0397995,-0.028121706,-0.45131829,306.34274,0.45423958,-2.6304228,158.65384,0.039755736,-0.46283719,44.481548
2.0398996,-0.013845837,-0.45131561,306.35861,0.45489773,-4.1589146,158.64774,0.039916582,-0.46283591,45.142899
2.0399995,0.0004436282,-0.45131287,306.37448,0.45510727,-5.6823606,158.64165,0.040077236,-0.46283457,45.760525
2.0400996,0.014732588,-0.45131007,306.39035,0.45486793,-7.1992879,158.63556,0.040237695,-0.46283314,46.33387
2.0401995,0.029006949,-0.45130718,306.40619,0.45418,-8.7081614,158.62947,0.040397957,-0.46283168,46.862392
2.0402994,0.043252625,-0.45130426,306.42206,0.45304409,-10.207511,158.62338,0.040558018,-0.46283016,47.345619
2.0403996,0.057455558,-0.45130125,306.43793,0.4514614,-11.695898,158.61731,0.04071787,-0.46282858,47.783142
2.0404994,0.071601741,-0.45129818,306.4538,0.44943345,-13.171829,158.61125,0.040877517,-0.46282691,48.174553
2.0405996,0.085677214,-0.45129505,306.46967,0.44696227,-14.633867,158.60519,0.041036956,-0.46282521,48.519527
2.0406995,0.099668093,-0.45129183,306.4855,0.44405025,-16.080618,158.59914,0.041196182,-0.46282342,48.817787
2.0407996,0.11356057,-0.45128855,306.50137,0.44070035,-17.510647,158.59309,0.041355193,-0.4628216,49.06908
2.0408995,0.12734094,-0.45128524,306.51724,0.43691581,-18.92256,158.58707,0.041513983,-0.4628197,49.27322
2.0409997,0.14099562,-0.45128185,306.53308,0.4327004,-20.31502,158.58104,0.041672554,-0.46281773,49.430065
2.0410995,0.15451112,-0.45127836,306.54895,0.42805827,-21.686665,158.57503,0.041830897,-0.46281573,49.53952
2.0411997,0.16787413,-0.45127484,306.56482,0.42299399,-23.036154,158.56902,0.041989017,-0.46281365,49.601532
2.0412996,0.18107143,-0.45127127,306.58066,0.4175126,-24.362226,158.56302,0.04214691,-0.4628115,49.616112
2.0413995,0.19409004,-0.4512676,306.59653,0.41161945,-25.663597,158.55704,0.042304568,-0.46280929,49.583302
2.0414996,0.20691711,-0.45126387,306.6124,0.40532044,-26.938999,158.55106,0.042461991,-0.46280703,49.503193
2.0415995,0.21953997,-0.45126009,306.62823,0.39862174,-28.18725,158.54509,0.04261918,-0.4628047,49.375942
2.0416996,0.23194617,-0.45125625,306.6441,0.39152998,-29.407156,158.53914,0.042776126,-0.46280232,49.201729
2.0417995,0.24412349,-0.45125231,306.65994,0.38405213,-30.597534,158.53319,0.042932834,-0.46279985,48.980797
2.0418997,0.25605991,-0.45124835,306.67581,0.37619558,-31.757296,158.52725,0.043089293,-0.46279734,48.713425
2.0419996,0.26774365,-0.45124429,306.69165,0.36796811,-32.885345,158.52135,0.043245506,-0.46279478,48.399948
2.0420997,0.27916318,-0.45124018,306.70752,0.35937783,-33.980595,158.51543,0.043401472,-0.46279213,48.040745
2.0421996,0.29030728,-0.45123601,306.72336,0.35043323,-35.042057,158.50954,0.043557182,-0.46278945,47.636227
2.0422995,0.3011649,-0.45123178,306.7392,0.34114313,-36.068745,158.50365,0.043712642,-0.46278667,47.186867
2.0423996,0.31172538,-0.45122749,306.75507,0.33151668,-37.059677,158.49779,0.043867841,-0.46278384,46.693176
2.0424995,0.32197827,-0.45122313,306.7709,0.32156342,-38.013973,158.49193,0.044022784,-0.46278098,46.155704
2.0425997,0.33191347,-0.45121869,306.78677,0.31129315,-38.930763,158.48608,0.044177461,-0.46277803,45.575043
2.0426996,0.3415212,-0.45121422,306.80261,0.30071598,-39.809177,158.48026,0.044331878,-0.46277502,44.951839
2.0427997,0.35079196,-0.45120966,306.81845,0.2898424,-40.648453,158.47444,0.044486027,-0.46277195,44.286762
2.0428996,0.35971662,-0.45120504,306.83432,0.27868313,-41.447845,158.46864,0.044639908,-0.46276882,43.580532
2.0429997,0.36828637,-0.45120037,306.85016,0.26724914,-42.206608,158.46286,0.04479352,-0.46276563,42.83392
2.0430996,0.3764928,-0.45119563,306.866,0.25555179,-42.924095,158.45709,0.044946857,-0.46276239,42.04771
2.0431998,0.38432777,-0.45119083,306.88184,0.24360254,-43.599689,158.45134,0.045099918,-0.46275908,41.222736
