"Time","inductor.inductor[2].i","inductor.inductor[3].i","capacitor.v","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","loadInertia.phi","loadInertia.w","vfController.x"
0.001,-15.38673,15.356457,542.14148,4.0738514e-06,-8.1472408e-06,4.0738514e-06,-7.0555843e-06,-3.9314859e-06,6.8090185e-06,4.998728e-29,2.5713523e-25,0.00013089993
0.001,-15.38673,15.356457,542.14148,4.0738514e-06,-8.1472408e-06,4.0738514e-06,-7.0555843e-06,-3.9314859e-06,6.8090185e-06,4.998728e-29,2.5713523e-25,0.00013089993
0.001025,-15.257565,15.226561,542.21576,4.0631026e-06,-8.1257449e-06,4.0631026e-06,-7.0369688e-06,-3.9206907e-06,6.7903225e-06,5.6353559e-29,2.5216935e-25,0.00013752673
0.00105,-15.091477,15.059745,542.28925,4.0523832e-06,-8.1043072e-06,4.0523832e-06,-7.0184033e-06,-3.909925e-06,6.7716769e-06,6.259566e-29,2.4719011e-25,0.00014431715
0.001075,-14.887679,14.85522,542.36182,4.0416926e-06,-8.0829268e-06,4.0416926e-06,-6.9998878e-06,-3.899188e-06,6.7530814e-06,6.8712462e-29,2.421486e-25,0.0001512712
0.0011,-14.64539,14.612205,542.43329,4.031031e-06,-8.0616046e-06,4.031031e-06,-6.9814228e-06,-3.88848e-06,6.7345363e-06,7.4702459e-29,2.3706712e-25,0.00015838887
0.0011249998,-14.363838,14.32993,542.50342,4.0203977e-06,-8.0403397e-06,4.0203977e-06,-6.9630073e-06,-3.8778012e-06,6.7160413e-06,8.0565152e-29,2.3197485e-25,0.00016567012
0.0011249998,-14.363838,14.32993,542.50342,4.0203977e-06,-8.0403397e-06,4.0203977e-06,-6.9630073e-06,-3.8778012e-06,6.7160413e-06,8.0565152e-29,2.3197485e-25,0.00016567012
0.001125,-14.363836,14.329928,542.50342,4.0203977e-06,-1.6419945e-05,4.0203977e-06,-1.6638942e-05,-3.8778012e-06,1.6063716e-05,8.0564966e-29,-3.3744941e-24,0.00016567016
0.001125,-14.363836,14.329928,542.50342,4.0203977e-06,-1.6419945e-05,4.0203977e-06,-1.6638942e-05,-3.8778012e-06,1.6063716e-05,8.0564966e-29,-3.3744941e-24,0.00016567016
