"Time","pulse2m.twomPulse.timerNegative[1].entryTime","rectifier.pre_n[2].u","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[3].off","meanCurrent.y","meanVoltage.y","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[3].off","pulse2m.twomPulse.timerNegative[3].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerPositive[1].entryTime","inductor.i","rootMeanSquareVoltage.mean.x","meanVoltage.x","rectifier.pre_n[3].u","rootMeanSquareVoltage.mean.y","rectifier.pre_p[2].u","rectifier.pre_n[1].u","pulse2m.twomPulse.timerPositive[2].entryTime","rectifier.thyristor_p.idealThyristor[2].off","pulse2m.twomPulse.timerPositive[3].entryTime","rectifier.pre_p[1].u","meanCurrent.x","rectifier.pre_p[3].u","rectifier.thyristor_n.idealThyristor[2].off"
4.9655967,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.362545,10.970621,0.099881686,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.030229319,0,0
4.9657965,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.349422,11.659457,0.088182785,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.032900676,0,0
4.9659967,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.333076,12.785587,0.073204271,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.035569083,0,0
4.9661965,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.313583,14.445765,0.05500526,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.03823391,0,0
4.9663968,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.291025,16.728319,0.033657573,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.040894523,0,0
4.9665966,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.265499,19.711756,0.0092454758,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.043550331,0,0
4.9666333,4.9516668,1,1,1,13.356964,2.9665356,1,0,4.9650002,4.9583335,4.9616666,13.260514,20.339121,0.0044535403,0,6288.1177,0,0,4.9483333,1,4.9549999,0,0.044035796,0,0
4.9666333,4.9516668,1,1,1,13.356964,2.9665356,0,1,4.9650002,4.9583335,4.9616666,13.260514,20.339121,0.0044535403,0,6288.1177,0,0,4.9483333,1,4.9549999,1,0.044035796,0,0
4.9666667,4.9516668,1,1,1,13.356964,2.9665356,0,1,4.9650002,4.9583335,4.9616666,13.264875,20.95577,0.008989471,0,6288.1177,0,0,4.9483333,1,4.9549999,1,0.044478331,0,0
4.9666667,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.264875,0,0,0,6286.731,0,0,4.9483333,1,4.9549999,1,0,0,0
4.9667969,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.281059,2.1959021,0.016894354,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.0017260062,0,0
4.9669967,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.303391,4.9612055,0.040395595,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.0043846089,0,0
4.9671969,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.322548,7.048099,0.060805824,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.0070473617,0,0
4.9673967,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.338464,8.5381842,0.078044489,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.0097136227,0,0
4.9675965,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.351082,9.5224657,0.092043549,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.012382738,0,0
4.9677968,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.360362,10.099931,0.10274776,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.015054044,0,0
4.9679966,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.366275,10.375978,0.11011487,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.01772687,0,0
4.9681969,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.368805,10.460761,0.1141158,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.020400541,0,0
4.9683332,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.368587,10.466842,0.11490507,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.022226341,0,0
4.9683332,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.368587,10.466842,0.11490507,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.022226341,0,0
4.9683332,4.9516668,1,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.368587,10.466842,0.11490507,0,6286.731,0,0,4.9483333,1,4.9549999,1,0.022226362,0,0
4.9683332,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.368587,10.466842,0.11490507,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.022226362,0,0
4.9683967,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.367949,10.467463,0.11473475,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.023074379,0,0
4.9685969,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.363719,10.510454,0.11196934,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.025747707,0,0
4.9687967,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.356139,10.703576,0.10583048,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.028419854,0,0
4.968997,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.345247,11.158293,0.096342333,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.031090153,0,0
4.9691968,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.331093,11.981967,0.083542287,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.033757947,0,0
4.9693966,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.313741,13.276093,0.067480937,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.036422588,0,0
4.9695969,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.293267,15.134776,0.048221681,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.039083447,0,0
4.9697967,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.269758,17.643206,0.025840528,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.041739903,0,0
4.9699697,4.9516668,0,1,1,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.247034,20.397566,0.0040119197,0,6286.731,0,0,4.9683332,1,4.9549999,1,0.044035576,0,0
4.9699697,4.9516668,0,1,0,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.247034,20.397566,0.0040119197,1,6286.731,0,0,4.9683332,1,4.9549999,1,0.044035576,0,1
4.9699969,4.9516668,0,1,0,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.250552,20.893946,0.0076633766,1,6286.731,0,0,4.9683332,1,4.9549999,1,0.044391461,0,1
4.9699998,4.9516668,0,1,0,13.343499,2.6968412,0,1,4.9650002,4.9583335,4.9616666,13.250963,20.951551,0.0080906022,1,6286.731,0,0,4.9683332,1,4.9549999,1,0.044433445,0,1
4.9699998,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.250963,0,0,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0,0,1
4.9701967,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.275009,3.1995611,0.025081918,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.0026107281,0,1
4.970397,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.296344,5.7298403,0.047560498,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.0052680215,0,1
4.9705968,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.314481,7.6078353,0.066919789,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.0079292636,0,1
4.9707971,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.329355,8.918438,0.083083391,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.010593807,0,1
4.9709969,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.340918,9.7554855,0.095987499,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.013260996,0,1
4.9711967,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.34913,10.220286,0.10558119,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.015930163,0,1
4.9713969,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.353969,10.420015,0.11182659,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.018600633,0,1
4.9715967,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.355421,10.466031,0.11469907,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.021271735,0,1
4.9716668,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.355131,10.466842,0.11490507,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.022203537,0,1
4.9716668,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.355131,10.466842,0.11490507,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.022203537,0,1
4.9716668,4.9516668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.355131,10.466842,0.11490507,1,6285.4658,0,0,4.9683332,1,4.9549999,1,0.022203559,0,1
4.9716668,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.355131,10.466842,0.11490507,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.022203559,0,1
4.971797,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.35349,10.472136,0.11418726,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.023942789,0,1
4.9719968,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.348191,10.552691,0.11029325,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.026613118,0,1
4.9721971,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.339554,10.820967,0.10303236,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.029282054,0,1
4.9723969,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.32762,11.387239,0.092433192,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.031948932,0,1
4.9725971,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.312443,12.357082,0.078537636,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.034613095,0,1
4.9727969,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.294091,13.829709,0.061400525,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.037273906,0,1
4.9729972,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.272646,15.896407,0.041089505,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.039930739,0,1
4.973197,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.248198,18.639095,0.017684733,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.042582978,0,1
4.9733067,4.9716668,0,1,0,13.330033,2.4271805,0,1,4.9650002,4.9583335,4.9616666,13.233554,20.456306,0.0035692258,1,6285.4658,0,0,4.9683332,1,4.9549999,0,0.044035263,0,1
4.9733067,4.9716668,0,1,0,13.330033,2.4271805,1,1,4.9650002,4.9583335,4.9616666,13.233554,20.456306,0.0035692258,1,6285.4658,1,0,4.9683332,0,4.9549999,0,0.044035263,0,1
4.9733334,4.9716668,0,1,0,13.330033,2.4271805,1,1,4.9650002,4.9583335,4.9616666,13.237051,20.947851,0.0071914694,1,6285.4658,1,0,4.9683332,0,4.9549999,0,0.044388559,0,1
4.9733334,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.237051,0,0,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0,0,1
4.9733968,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.245168,1.1152601,0.0084237382,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.00084257155,0,1
4.973597,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.268646,4.1220403,0.032931317,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.0034941097,0,1
4.9737968,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.288976,6.4256268,0.05437734,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.0061500301,0,1
4.9739971,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.306085,8.1042032,0.072677173,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.008809696,0,1
4.9741969,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.319913,9.2458038,0.087758586,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.011472456,0,1
4.9743972,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.330415,9.9469318,0.099562064,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.01413765,0,1
4.974597,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.337556,10.311038,0.108041,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.016804609,0,1
4.9747972,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.341318,10.446886,0.11316196,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.019472659,0,1
4.974997,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.341694,10.466842,0.1149047,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.022141121,0,1
4.9749999,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.341674,10.466843,0.11490507,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.02218073,0,1
4.9749999,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.341674,10.466843,0.11490507,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.02218073,0,1
4.9749999,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.341674,10.466843,0.11490507,1,6284.3555,1,0,4.9683332,0,4.9549999,0,0.022180753,0,1
4.9749999,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.341674,10.466843,0.11490507,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.022180753,0,1
4.9751968,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.33869,10.485115,0.11326237,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.024809321,0,1
4.9753971,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.332326,10.615884,0.10824149,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.027476585,0,1
4.9755969,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.322635,10.971621,0.099861793,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.030142242,0,1
4.9757972,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.309664,11.661222,0.08815635,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.032805633,0,1
4.975997,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.293471,12.788317,0.0731714,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.035466105,0,1
4.9761972,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.27413,14.449642,0.054966073,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.038123019,0,1
4.976397,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.251723,16.733509,0.033612236,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.040775761,0,1
4.9765973,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.226348,19.718405,0.0091941599,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.043423723,0,1
4.9766431,4.9716668,0,1,0,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.220073,20.515224,0.003125838,0,6284.3555,1,0,4.9683332,0,4.9749999,0,0.044034861,0,1
4.9766431,4.9716668,0,0,1,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.220073,20.515224,0.003125838,0,6284.3555,1,1,4.9683332,0,4.9749999,0,0.044034861,0,1
4.9766665,4.9716668,0,0,1,13.316568,2.1574409,1,1,4.9650002,4.9583335,4.9616666,13.223136,20.944551,0.0062924544,0,6284.3555,1,1,4.9683332,0,4.9749999,0,0.044343673,0,1
4.9766665,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.223136,0,0,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0,0,1
4.9767971,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.239476,2.2020969,0.016943887,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.0017258291,0,1
4.9769969,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.261968,4.9659829,0.040439092,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.0043761306,0,1
4.9771972,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.281284,7.0516109,0.060843118,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.0070306147,0,1
4.977397,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.297358,8.5406017,0.078075431,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.0096886382,0,1
4.9775972,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.310135,9.5239773,0.092068017,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.012349549,0,1
4.977797,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.319571,10.100739,0.10276566,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.015012681,0,1
4.9779973,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.325641,10.376297,0.11012612,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.017677363,0,1
4.9781971,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.328325,10.460814,0.11412036,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.020342922,0,1
4.9783335,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.328216,10.466843,0.11490507,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.022157922,0,1
4.9783335,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.328216,10.466843,0.11490507,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.022157922,0,1
4.9783335,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9583335,4.9616666,13.328216,10.466843,0.11490507,0,6283.3657,1,1,4.9683332,0,4.9749999,0,0.022157945,0,1
4.9783335,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.328216,10.466843,0.11490507,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.022157945,0,1
4.9783974,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.327624,10.467476,0.11473262,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.02300868,0,1
4.9785972,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.323549,10.510651,0.11196052,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.025673958,0,1
4.978797,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.316123,10.704182,0.10581499,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.028338086,0,1
4.9789972,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.305384,11.159525,0.096320249,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.031000398,0,1
4.979197,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.291383,11.984033,0.083513692,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.033660233,0,1
4.9793973,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.274183,13.279186,0.067445941,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.036316946,0,1
4.9795971,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.25386,15.139074,0.048180424,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.038969908,0,1
4.9797974,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.230503,17.648869,0.025793172,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.0416185,0,1
4.97998,4.9716668,0,0,1,13.303102,1.8877363,1,1,4.9650002,4.9783335,4.9616666,13.206593,20.574324,0.0026817573,0,6283.3657,0,1,4.9683332,0,4.9749999,0,0.044034362,0,1
4.97998,4.9716668,0,0,1,13.303102,1.8877363,1,0,4.9650002,4.9783335,4.9616666,13.206593,20.574324,0.0026817573,0,6283.3657,0,1,4.9683332,1,4.9749999,0,0.044034362,1,1
4.9799972,4.9716668,0,0,1,13.303102,1.8877363,1,0,4.9650002,4.9783335,4.9616666,13.208858,20.89126,0.0050197756,0,6283.3657,0,1,4.9683332,1,4.9749999,0,0.044262163,1,1
4.98,4.9716668,0,0,1,13.303102,1.8877363,1,0,4.9650002,4.9783335,4.9616666,13.209221,20.941656,0.0053935573,0,6283.3657,0,1,4.9683332,1,4.9749999,0,0.044298783,1,1
4.98,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.209221,0,0,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0,1,1
4.9801974,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.233476,3.2052672,0.025129454,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.0026077689,1,1
4.9803972,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.254971,5.7341771,0.047601942,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.0052567711,1,1
4.980597,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.273266,7.6109619,0.066954978,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.0079097543,1,1
4.9807973,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.288299,8.9205313,0.083112188,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.010566071,1,1
4.9809971,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.300018,9.7567396,0.096009783,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.013225063,1,1
4.9811974,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.308388,10.220907,0.10559688,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.015886065,1,1
4.9813972,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.313382,10.420221,0.11183562,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.018548405,1,1
4.9815974,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.31499,10.466045,0.1147014,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.021211402,1,1
4.9816666,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.314756,10.466843,0.11490507,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.022135112,1,1
4.9816666,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.314756,10.466843,0.11490507,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.022135112,1,1
4.9816666,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9616666,13.314756,10.466843,0.11490507,0,6282.4966,0,1,4.9683332,1,4.9749999,0,0.022135135,1,1
4.9816666,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.314756,10.466843,0.11490507,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.022135135,1,1
4.9817972,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.313213,10.472185,0.11418289,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.023874385,1,1
4.9819975,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.308069,10.553,0.1102822,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.026536675,1,1
4.9821973,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.299585,10.821757,0.10301466,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.029197602,1,1
4.9823976,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.287804,11.388728,0.092408918,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.0318565,1,1
4.9825974,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.272779,12.35947,0.078506887,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.034512717,1,1
4.9827971,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.25458,13.833186,0.061363418,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.037165608,1,1
4.9829974,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.233286,15.901146,0.041046187,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.039814554,1,1
4.9831972,4.9716668,0,0,1,13.289636,1.6180673,1,0,4.9650002,4.9783335,4.9816666,13.208989,18.645247,0.017635381,0,6282.4966,0,0,4.9683332,1,4.9749999,0,0.042458933,1,1
