"time","aimsE.idq_rr[1]","aimsE.idq_rr[2]","aimsE.idq_sr[1]","aimsE.idq_sr[2]","aimsE.is[1]","aimsE.is[2]","aimsE.ir[1]","aimsE.ir[2]","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.is[1]","aimsM.is[2]","aimsM.ir[1]","aimsM.ir[2]","loadInertiaE.phi","loadInertiaE.w","loadInertiaM.phi","loadInertiaM.w"
0.0014500000000000001,-0.00018437889585424112,0.00012208691904117599,0.00019563639534899211,-0.00013146234078201041,0.00019563639534908611,-0.00021166792443259023,-0.00018437889585424115,0.0001979198212865531,-4.412198137776655e-08,4.6939569387204397e-08,-1.6723339295160289e-07,1.2908049372124366e-07,0.00019563639534943367,-0.00021166792443290261,-0.0001843788958540834,0.00019791982128700511,3.3547743344487027e-18,8.4624541035008299e-15,3.3547743312696421e-18,8.4624540958283167e-15
0.0015,-0.00018615689024966461,0.00011897657964509694,0.00019767737522752719,-0.00012837334765462824,0.00019767737522762027,-0.00021001326785143021,-0.00018615689024966461,0.00019611518555286882,-4.5972103008976206e-08,4.8144134927600035e-08,-1.7032072614904444e-07,1.2827669645244751e-07,0.00019767737522782635,-0.00021001326785189016,-0.00018615689024943459,0.00019611518555328537,3.8177075203634739e-18,9.3438606338718431e-15,3.8177075168042829e-18,9.3438606256706196e-15
0.0015500000000000002,-0.0001878858005058748,0.00011583879444753141,0.00019966947570821951,-0.00012525259536001645,0.00019966947570831148,-0.00020830666732572501,-0.00018788580050587482,0.0001942622389882634,-4.7840014959395581e-08,4.9317799697648917e-08,-1.7339411297085294e-07,1.2742281811335865e-07,0.00019966947570833706,-0.0002083066673263761,-0.00018788580050555181,0.00019426223898863723,4.3253903650825609e-18,1.028267343364596e-14,4.3253903611189185e-18,1.0282673424959477e-14
0.0016000000000000001,-0.00018956512695107806,0.00011267428588244098,0.0002016121334768129,-0.0001221008014599949,0.0002016121334769037,-0.00020654846262511143,-0.00018956512695107811,0.00019236135740300327,-4.9725291982037843e-08,5.0460284707372283e-08,-1.7645278380044267e-07,1.2651904622131428e-07,0.0002016121334767053,-0.00020654846262600204,-0.00018956512695063931,0.00019236135740332663,4.8801454277650816e-18,1.1280558086088466e-14,4.8801454233726232e-18,1.128055807696995e-14
0.00165,-0.00019119436991348079,0.00010948377638378725,0.00020350478521905121,-0.00011891868351638337,0.00020350478521914065,-0.00020473899351922605,-0.00019119436991348081,0.0001904129166073549,-5.1627508829916164e-08,5.1571310966791427e-08,-1.7949596902122797e-07,1.2556556829365142e-07,0.00020350478521867057,-0.00020473899352040941,-0.00019119436991290112,0.00019041291660761912,5.4842952675701639e-18,1.2339180174464666e-14,5.4842952627244787e-18,1.2339180164977129e-14
0.0017000000000000001,-0.00019277302972128935,0.00010626798838553176,0.00020534686762067815,-0.00011570695909100162,0.00020534686762076608,-0.00020287859977770545,-0.0001927730297212894,0.00018841729241158482,-5.3546240256043745e-08,5.2650599485927602e-08,-1.8252289901662321e-07,1.2456257184770735e-07,0.00020534686761997228,-0.00020287859977923995,-0.00019277302972054125,0.00018841729241178058,6.1401624436569315e-18,1.346020528203986e-14,6.1401624383335687e-18,1.3460205272256093e-14
0.00175,-0.0001943006067027101,0.00010302764432163611,0.00020713781736743766,-0.0001124663457456695,0.0002071378173675239,-0.00020096762117018642,-0.00019430060670271013,0.00018637486062595942,-5.5481061013433719e-08,5.3697871274802069e-08,-1.8553280417004266e-07,1.2351024440081905e-07,0.0002071378173663499,-0.00020096762117213492,-0.00019430060670176376,0.00018637486062607651,6.8500695151845036e-18,1.4645298992079332e-14,6.8500695093589654e-18,1.4645298982081908e-14
0.0018000000000000002,-0.00019577849493068448,9.9764683077854766e-05,0.00020887887727343864,-0.00010919882514015242,0.00020887887727352318,-0.00019900839527142169,-0.00019577849493068459,0.00018428799741126791,-5.7430124058414732e-08,5.4712892807484298e-08,-1.8852469169541026e-07,1.2240962254399749e-07,0.00020887887727236374,-0.00019900839527357695,-0.0001957784949297975,0.00018428799741134516,7.6302664027143624e-18,1.5898572986312748e-14,7.6302663963736757e-18,1.5898572975932831e-14
0.0018500000000000001,-0.00019720549821319096,9.647937967659257e-05,0.00021056881972954022,-0.00010590464990043544,0.00021056881972962297,-0.00019700052705736164,-0.00019720549821319107,0.00018215634284788864,-5.939352708150701e-08,5.5695368372296671e-08,-1.9149787405798653e-07,1.2126058150487256e-07,0.00021056881972870059,-0.00019700052705962223,-0.00019720549821251169,0.00018215634284794564,8.4779531751573447e-18,1.7220793171809147e-14,8.4779531682842384e-18,1.7220793160983745e-14
0.0019,-0.00019858081832929941,9.3172264778006671e-05,0.00021220679668508319,-0.00010258433830311095,0.00021220679668516404,-0.00019494404134337193,-0.00019858081832929957,0.00017997995739053348,-6.1371068982180544e-08,5.6645011811846566e-08,-1.9445161682388895e-07,1.2006317494419171e-07,0.00021220679668462544,-0.00019494404134568489,-0.00019858081832892856,0.00017997995739058129,9.3932567410951731e-18,1.8613239504050485e-14,9.3932567336705113e-18,1.8613239492767571e-14
0.0019500000000000001,-0.00019990404898406896,8.9844120796919738e-05,0.00021379233388247221,-9.9238670240198575e-05,0.00021379233388255106,-0.0001928393764069561,-0.0001999040489840691,0.00017775931548284465,-6.336225440743201e-08,5.7561546377898631e-08,-1.9738513937248035e-07,1.1881763224545588e-07,0.00021379233388256106,-0.00019283937640925984,-0.00019990404898411919,0.00017775931548289636,1.037918639066572e-17,2.0077698178638031e-14,1.0379186382670886e-17,2.007769816688247e-14
0.002,-0.00020117478388255878,8.6495730148154548e-05,0.0002153249570641118,-9.586842560371797e-05,0.00021532495706418845,-0.00019068697052561758,-0.00020117478388255892,0.00017549489156846462,-6.5366588004258015e-08,5.8444695322217511e-08,-2.0029766108312339e-07,1.1752418279216608e-07,0.00021532495706492997,-0.0001906869705278416,-0.00020117478388315466,0.00017549489156853449,1.143875141400683e-17,2.1615955391173022e-14,1.1438751405423738e-17,2.161595537892659e-14
0.0020500000000000002,-0.00020239261672982804,8.3127875246533783e-05,0.00021680419197240661,-9.2474384285688756e-05,0.00021680419197248098,-0.00018848726197685998,-0.00020239261672982823,0.00017318716009103572,-6.7383574419655227e-08,5.929418189656788e-08,-2.0318840133518103e-07,1.1618305596782336e-07,0.00021680419197415499,-0.00018848726197892522,-0.00020239261673110601,0.00017318716009113994,1.2574961101256376e-17,2.3229797337256734e-14,1.2574961092067471e-17,2.3229797324498108e-14
