"time","PIQS.x","imcQS.rotorCage.port_p.reference.gamma","loadInertiaQS.w","powerSensorQS.flange_a.phi"
0,0,1.5707963267948966,157.07963267948966,-0.78539816339744828
5.0000000000000002e-05,0.2846889306942279,1.5707963462660521,157.0792438121355,-0.77754419149905152
0.0001,0.56581416537892171,1.5707964044421743,157.0788586258914,-0.76969023895313815
0.00015000000000000001,0.84341152259916918,1.5707965009555618,157.07847708674447,-0.76183630557585735
0.00020000000000000001,1.1175165029771719,1.5707966354417067,157.07809916097517,-0.75398239118495536
0.00025000000000000001,1.388164110971186,1.5707968075411198,157.07772481532581,-0.7461284956006875
0.00030000000000000003,1.6553890481928422,1.5707970168973535,157.07735401681791,-0.73827461864482991
0.00035,1.9192256761094919,1.5707972631573752,157.07698673278674,-0.73042076014086621
0.00040000000000000002,2.1797080279465155,1.5707975459714509,157.07662293087009,-0.72256691991392974
0.00045000000000000004,2.4368698396418034,1.5707978649928336,157.07626257898031,-0.71471309779064651
0.00050000000000000001,2.6907445317506085,1.5707982198779455,157.07590564532055,-0.70685929359922806
0.00055000000000000003,2.9413651714303217,1.570798610286761,157.07555209842019,-0.69900550716966137
0.00060000000000000006,3.1887645287713364,1.5707990358822408,157.07520190708263,-0.6911517383334268
0.00065000000000000008,3.4329750801055146,1.5707994963303005,157.07485504038274,-0.68329798692348209
0.00069999999999999999,3.6740289802259549,1.5707999913000867,157.07451146769196,-0.67544425277440068
0.00075000000000000002,3.9119580877692486,1.5708005204637263,157.0741711586553,-0.66759053572224603
0.00080000000000000004,4.1467939632018034,1.5708010834963446,157.07383408319305,-0.65973683560458063
0.00085000000000000006,4.3785678658381686,1.5708016800760951,157.07350021150359,-0.65188315226048144
0.00090000000000000008,4.6073107762446641,1.5708023098839385,157.07316951404272,-0.6440294855304286
0.00095,4.8330533699978915,1.5708029726039014,157.07284196154794,-0.63617583525643562
0.001,5.0558260313836652,1.570803667922942,157.0725175250258,-0.62832220128198135
0.0010500000000000002,5.2756588609526878,1.5708043955308737,157.07219617574492,-0.62046858345197287
0.0011000000000000001,5.4925816773891025,1.5708051551203477,157.07187788523439,-0.61261498161273531
0.00115,5.7066239907526635,1.5708059463871173,157.0715626253081,-0.6047613956121457
0.0012000000000000001,5.9178150263630602,1.5708067690298013,157.07125036804305,-0.59690782529951325
0.00125,6.1261838333876319,1.5708076227488068,157.07094108568018,-0.58905427052504156
0.0013000000000000002,6.331759086499595,1.5708085072482971,157.07063475080528,-0.58120073114081228
0.0013500000000000001,6.5345691829126471,1.5708094222352293,157.07033133626064,-0.57334720700030384
0.0014,6.7346422783303996,1.5708103674189964,157.07003081511223,-0.56549369795821292
0.0014500000000000001,6.9320063542547485,1.5708113425107584,157.06973316058779,-0.55764020387011937
0.0015,7.1266889759710894,1.5708123472258475,157.0694383462984,-0.54978672459368949
0.0015500000000000002,7.3187174854582997,1.5708133812818517,157.06914634606218,-0.54193325998771702
0.0016000000000000001,7.5081190474976047,1.5708144443981538,157.0688571338618,-0.53407980991189363
0.00165,7.6949205390904156,1.5708155362970342,157.06857068394592,-0.52622637422735941
0.0017000000000000001,7.8791485107398849,1.5708166567040536,157.06828697086425,-0.51837295279689455
0.00175,8.0608292849729484,1.5708178053470738,157.06800596937788,-0.51051954548443013
0.0018000000000000002,8.2399890741030628,1.5708189819550857,157.06772765435122,-0.50266615215446153
0.0018500000000000001,8.4166536630273807,1.5708201862613662,157.06745200104234,-0.49481277267362722
0.0019,8.590848637628131,1.5708214180012041,157.06717898489384,-0.48695940690957196
0.0019500000000000001,8.7625993675291394,1.5708226769120746,157.06690858154897,-0.4791060547310324
0.002,8.9319310222432229,1.5708239627334735,157.0666407668364,-0.47125271600775742
0.0020500000000000002,9.098868455712589,1.5708252752080716,157.06637551687641,-0.46339939061108204
0.0021000000000000003,9.2634363128935568,1.5708266140806511,157.06611280798268,-0.45554607841339723
0.00215,9.4256590256957828,1.5708279790981456,157.06585261666669,-0.4476927792881702
0.0022000000000000001,9.5855607821338111,1.5708293700099492,157.06559491966556,-0.43983949311009746
0.0022500000000000003,9.7431655418704999,1.5708307865677595,157.065339693928,-0.4319862197550281
0.0023,9.8984970394912999,1.5708322285255467,157.06508691661105,-0.42413295909994742
0.0023500000000000001,10.051578770440674,1.5708336956396931,157.06483656509323,-0.41627971102304595
0.0024000000000000002,10.202434026885673,1.5708351876686346,157.06458861694171,-0.40842647540354221
0.0024499999999999999,10.351085874733377,1.5708367043730929,157.06434304993314,-0.40057325212179673
0.0025000000000000001,10.497557152809579,1.570838245516079,157.06409984205459,-0.39272004105931535
0.0025500000000000002,10.641870482165254,1.570839810862805,157.06385897149494,-0.38486684209870381
0.0026000000000000003,10.784048275462512,1.5708414001805875,157.06362041663635,-0.37701365512362067
0.00265,10.924112728165793,1.5708430132389373,157.06338415606226,-0.36916048001882118
0.0027000000000000001,11.062085826570558,1.5708446498094777,157.06315016855001,-0.36130731667011695
0.0027500000000000003,11.197989344473948,1.5708463096659793,157.0629184330742,-0.35345416496439308
0.0028,11.331844848749448,1.5708479925843026,157.06268892880101,-0.34560102478958044
0.0028500000000000001,11.463673702670691,1.5708496983423668,157.06246163508578,-0.33774789603463806
0.0029000000000000002,11.593497069484449,1.570851426720113,157.0622365314693,-0.32989477858953659
0.0029499999999999999,11.721335906398853,1.5708531774995638,157.06201359768346,-0.32204167234528758
0.0030000000000000001,11.847210973582609,1.5708549504647347,157.06179281364314,-0.31418857719389864
0.0030500000000000002,11.971142834382711,1.5708567454016316,157.06157415944574,-0.30633549302837254
0.0031000000000000003,12.09315185739824,1.5708585620982292,157.06135761536962,-0.29848241974269674
0.00315,12.213258218554182,1.5708604003444515,157.06114316187188,-0.29062935723183347
0.0032000000000000002,12.33148189564676,1.5708622599322246,157.06093077959352,-0.2827763053917457
0.0032500000000000003,12.447842642331562,1.5708641406557389,157.06072044938315,-0.27492326411952822
0.0033,12.56236007943413,1.5708660423105352,157.0605121522137,-0.26707023331295188
0.0033500000000000001,12.675053618746597,1.5708679646942665,157.06030586925181,-0.25921721287084309
0.0034000000000000002,12.785942487067743,1.5708699076064592,157.06010158183594,-0.25136420269296483
0.0034500000000000004,12.895045728058045,1.5708718708484917,157.05989927147482,-0.24351120268000656
0.0035000000000000001,13.002382204094696,1.5708738542235783,157.05969891984554,-0.23565821273357554
0.0035500000000000002,13.107970598126634,1.5708758575367501,157.05950050879207,-0.22780523275618703
0.0036000000000000003,13.211829412530387,1.5708778805948609,157.05930402032592,-0.21995226265126797
0.00365,13.313976977992279,1.5708799232065114,157.05910943661868,-0.21209930232311847
0.0037000000000000002,13.414431449767518,1.5708819851820741,157.05891674000469,-0.20424635167692565
0.0037500000000000003,13.513210810955384,1.5708840663336689,157.05872591297864,-0.19639341061874849
0.0038,13.610332874398617,1.5708861664751386,157.05853693819341,-0.18854047905550866
0.0038500000000000001,13.705815284531672,1.5708882854220316,157.05834979845872,-0.18068755689498078
0.0039000000000000003,13.799675519228956,1.5708904229915865,157.05816447673922,-0.17283464404578372
0.0039500000000000004,13.891930815933978,1.5708925790034614,157.057980956222,-0.16498174041774677
0.0040000000000000001,13.982598324776344,1.5708947532782165,157.05779922017669,-0.15712884592114987
0.0040499999999999998,14.071695035433841,1.5708969456380391,157.05761925202236,-0.14927596046708677
0.0041000000000000003,14.15923775834551,1.5708991559069299,157.05744103534477,-0.14142308396755757
0.00415,14.245243143860893,1.5709013839105128,157.05726455387858,-0.13357021633537458
0.0042000000000000006,14.329727683920055,1.5709036294760184,157.05708979150606,-0.12571735748415278
0.0042500000000000003,14.412707713733559,1.570905892432267,157.05691673225544,-0.11786450732830257
0.0043,14.494199376492269,1.5709081726100171,157.05674536033317,-0.1100116657832034
0.0043500000000000006,14.574218674677008,1.5709104698414598,157.05657566007687,-0.10215883276495007
0.0044000000000000003,14.652781494556484,1.5709127839599726,157.05640761593349,-0.094306008190232077
0.00445,14.729903548213951,1.5709151148006961,157.05624121251168,-0.086453191976619437
0.0045000000000000005,14.805600397605712,1.5709174622002944,157.05607643456003,-0.07860038404244396
0.0045500000000000002,14.87988745613524,1.5709198259969392,157.05591326696566,-0.070747584306791775
0.0045999999999999999,14.952779990227313,1.5709222060302941,157.05575169475279,-0.062894792689494841
0.0046500000000000005,15.024293103042842,1.5709246021416765,157.05559170309749,-0.055042009111211647
0.0047000000000000002,15.094441733229491,1.5709270141740694,157.05543327732889,-0.047189233493433687
0.0047499999999999999,15.163240732478707,1.5709294419713531,157.05527640285842,-0.039336465758101027
0.0048000000000000004,15.230704784507186,1.570931885379107,157.0551210652537,-0.031483705828003396
0.0048500000000000001,15.296848432444332,1.5709343442443391,157.05496725021354,-0.023630953626645003
0.0048999999999999998,15.361686080318153,1.5709368184154704,157.05481494356664,-0.015778209078236301
0.0049500000000000004,15.425231994541177,1.5709393077423208,157.05466413127019,-0.007925472107686982
0.0050000000000000001,15.487500299452128,1.5709418120761525,157.05451479941379,-7.2742640628414062e-05
0.0050500000000000007,15.548504939142502,1.570944331270048,157.05436693425446,0.0077799793963985045
0.0051000000000000004,15.60825979802819,1.5709468651777156,157.05422052210668,0.015632694076539146
0.0051500000000000001,15.666778597239333,1.5709494136545159,157.05407554943673,0.023485401472113296
0.0052000000000000006,15.72407492633838,1.5709519765571482,157.05393200283382,0.031338101654771792
0.0052500000000000003,15.780162244722501,1.5709545537436345,157.05378986900894,0.039190794695503163
0.0053,15.835053883026013,1.5709571450733066,157.05364913479326,0.047043480664641452
0.0053500000000000006,15.888763044522811,1.5709597504067929,157.05350978713719,0.054896159631872846
0.0054000000000000003,15.941302747698758,1.5709623696065866,157.05337181316247,0.062748831665950494
0.00545,15.992685962740529,1.5709650025356918,157.05323520003785,0.070601496835372354
0.0055000000000000005,16.04292551304902,1.5709676490586011,157.0530999350689,0.078454155207892257
0.0055500000000000002,16.092034094584935,1.5709703090411031,157.05296600568039,0.086306806850615647
0.0055999999999999999,16.14002428136051,1.5709729823502281,157.05283339941104,0.094159451830027649
0.0056500000000000005,16.186908526749654,1.5709756688542338,157.05270210391262,0.10201209021199918
0.0057000000000000002,16.232699164798102,1.5709783684225949,157.05257210694862,0.10986472206179318
0.0057499999999999999,16.277408369172459,1.5709810809264069,157.05244339643161,0.11771734744386166
0.0058000000000000005,16.321048233009527,1.5709838062375956,157.05231596035046,0.1255699664222418
0.0058500000000000002,16.363630743790722,1.5709865442291668,157.05218978679346,0.13342257906043065
0.0058999999999999999,16.405167759857946,1.5709892947754376,157.05206486396932,0.14127518542126966
0.0059500000000000004,16.445671025205332,1.5709920577518912,157.05194118019409,0.14912778556701761
0.0060000000000000001,16.485152170697649,1.5709948330351622,157.05181872388974,0.15698037955935643
0.0060500000000000007,16.523622715288827,1.570997620503028,157.05169748358318,0.16483296745939813
0.0061000000000000004,16.561094042747214,1.5710004200346366,157.05157744792749,0.17268554932756819
0.0061500000000000001,16.597577428133174,1.5710032315102451,157.05145860567762,0.1805381252237383
0.0062000000000000006,16.63308407261497,1.5710060548108737,157.05134094565889,0.18839069520739854
0.0062500000000000003,16.66762504986341,1.5710088898188377,157.05122445681576,0.19624325933739101
0.0063,16.701211326366799,1.5710117364175458,157.05110912819308,0.20409581767201151
0.0063500000000000006,16.733853762568724,1.5710145944914882,157.05099494893526,0.21194837026901489
0.0064000000000000003,16.765563114005893,1.5710174639262255,157.05088190828542,0.21980091718562053
0.00645,16.796350021046706,1.5710203446084923,157.05076999559438,0.22765345847846172
0.0065000000000000006,16.82622499804889,1.571023236426301,157.05065920033053,0.23550599420353188
0.0065500000000000003,16.855198507657196,1.571026139268207,157.05054951201248,0.24335852441655331
0.0066,16.883280888815328,1.5710290530240223,157.0504409202743,0.2512110491726201
