"time","loadInertiaE.phi","loadInertiaE.w","loadInertiaM.phi","loadInertiaM.w","smpmE.is[1]","smpmE.is[2]","smpmE.idq_dr[1]","smpmE.idq_rr[2]","smpmE.idq_sr[1]","smpmE.idq_sr[2]","smpmM.is[1]","smpmM.is[2]","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x"
0.31254999999999999,6.8620393463218541,63.814861594097245,6.8620418637781322,63.814779951318208,124.29133322996707,7.9881800994592895,-197.19003126777983,211.39862565846724,124.06716998461889,-81.326593363079454,124.29318964518407,7.9869269879749254,-0.40431810373898208,-0.15785339087538267,-0.10070903966297992,-0.47469294981479593,15.344717010083199
0.31259999999999999,6.8652297600323884,63.801674148226454,6.8652322734013254,63.801592252251758,124.45339497191181,8.323527373260367,-196.82284847725802,211.66057721436604,124.05139950132423,-82.075230360396645,124.45524970153352,8.322284611512794,-0.40471211412365493,-0.15743032963971268,-0.098454540759316797,-0.47535136081968765,15.349626926701678
0.31265000000000004,6.8684195124693872,63.788410684996329,6.8684220217383327,63.788328536249487,124.61261199307394,8.6639777992751927,-196.45494727972937,211.92092114366443,124.03402107836982,-82.82253875371768,124.6144634905362,8.6627456244210137,-0.40510538939972229,-0.15700674610795606,-0.096195662498030007,-0.47599900673122597,15.354537628718324
0.31270000000000003,6.8716085998347065,63.775071299950092,6.8716111049910307,63.774988898856137,124.7689383168172,9.0095337614142093,-196.08633348827345,212.17965383668894,124.01504001736416,-83.568510948112845,124.77078645804704,9.0083121739654288,-0.40549792815363844,-0.156582643511262,-0.093932458007114597,-0.47663585802439834,15.359449116133129
0.31275000000000003,6.8747970183346503,63.761656088562113,6.8747995193657481,63.761573435549181,124.92232812061776,9.3601971544427389,-195.71701288436898,212.43677166285451,123.99446157719424,-84.313139329387781,124.92417279851001,9.3589861526585683,-0.40588972896625675,-0.15615802507590001,-0.091664979956579254,-0.47726188515332629,15.364361388946097
0.31280000000000002,6.8779847641803249,63.748165147148747,6.8779872610736037,63.74808224264806,125.07273580621002,9.7159693899390032,-195.34699126058956,212.69227101820144,123.97229104188216,-85.056416306789842,125.07457693579613,9.7147689694618276,-0.40628079043007187,-0.15573289403541743,-0.089393281224747143,-0.47787705883818615,15.369274447157231
0.31285000000000002,6.8811718335876639,63.734598572868087,6.8811743263305631,63.734515417314,125.22011600350756,10.076851396169186,-194.97627442044518,212.94614832549902,123.94853372043116,-85.798334313179794,125.22195352771635,10.075661549630814,-0.40667111114925009,-0.15530725363059042,-0.087117414897132595,-0.47848135006683196,15.374188290766526
0.31290000000000001,6.8843582227774931,63.72095646371978,6.884360711357469,63.720873057549703,125.36442357449717,10.442843618016399,-194.6048681782234,213.19840003434859,123.92319494667147,-86.53888580520298,125.36625747049358,10.441664334628523,-0.40706068973965848,-0.15488110710937544,-0.084837434265320477,-0.47907473009641649,15.379102919773986
0.31295000000000001,6.8875439279755568,63.707238918544753,6.8875464123800887,63.707155262199215,125.50561361711964,10.813946016941564,-194.23277835883067,213.44902262128659,123.8962800791063,-87.278063263460353,125.5074439032751,10.812777282061555,-0.40744952482889435,-0.15445445772686092,-0.08255339282584552,-0.47965717045501316,15.384018334179608
0.313,6.8907289454125715,63.693446037024977,6.8907314256291601,63.693362130947619,125.6436414691255,11.190158070993116,-193.86001079763412,213.69801258988761,123.86779450075778,-88.015859192679557,125.64546821263927,11.188999865662575,-0.40783761505631555,-0.15402730874521869,-0.080265344279071574,-0.48022864294323742,15.388934533983393
0.31304999999999999,6.8939132713242577,63.679577919683332,6.8939157473404267,63.67949376432086,125.77846271191386,11.571478774853595,-193.48657134030253,213.9453664708677,123.83774361901278,-88.752266121886066,125.7802860370891,11.570331075329825,-0.40822495907306905,-0.15359966343365508,-0.077973342528070921,-0.48078911963586823,15.393851519185343
0.31309999999999999,6.8970969019513912,63.665634667883253,6.8970993737546848,63.665550263685503,125.91003317434676,11.957906639933897,-193.11246584264796,214.19108082218705,123.80613286546894,-89.487276604574205,125.91185327157238,11.95676941719519,-0.40861155554212114,-0.15317152506836312,-0.075677441677503551,-0.4813385728834696,15.398769289785456
0.31315000000000004,6.9002798335398454,63.651616383828603,6.9002823011178327,63.651531731248497,126.03830893654448,12.349439694506428,-192.73770017046675,214.43515222915394,123.77296769578055,-90.220883218879067,126.04012607199645,12.348312913740321,-0.4089974031382872,-0.15274289693247295,-0.07337769603249393,-0.48187697531401291,15.403687845783738
