"Time","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.is[1]","aimc.is[2]","loadInertia.w","PI.x","aimc.idq_rr[2]","aimc.idq_sr[1]","powerSensor.flange_a.phi"
4.5222983,-6.5726819,-0.22291072,-1.8197232,-6.1506224,157.01857,37.123524,0.17960569,-5.1017609,710.18945
4.5223985,-6.5729885,-0.22331801,-1.5622739,-6.3254218,157.0184,37.372894,0.17985797,-5.1012826,710.20514
4.5224981,-6.573297,-0.22372773,-1.3032756,-6.493957,157.01823,37.622322,0.18011187,-5.1008019,710.22083
4.5225983,-6.5736074,-0.22413991,-1.0429851,-6.6560612,157.01807,37.871799,0.18036743,-5.1003184,710.23657
4.5226984,-6.5739198,-0.22455451,-0.78166002,-6.8115735,157.01788,38.121326,0.18062462,-5.0998325,710.25226
4.5227985,-6.5742335,-0.2249715,-0.51955932,-6.96034,157.01772,38.370888,0.18088342,-5.0993438,710.26794
4.5228982,-6.5745487,-0.22539091,-0.25694254,-7.1022124,157.01755,38.620483,0.18114385,-5.0988522,710.28363
4.5229983,-6.5748663,-0.22581269,0.0059301765,-7.237051,157.01738,38.870106,0.1814059,-5.0983586,710.29938
4.5230985,-6.5751853,-0.22623685,0.26879844,-7.3647213,157.0172,39.119743,0.18166956,-5.0978622,710.31506
4.5231981,-6.5755057,-0.22666337,0.53140181,-7.4850969,157.01703,39.369392,0.18193485,-5.097363,710.33075
4.5232983,-6.5758286,-0.22709224,0.79348016,-7.5980582,157.01686,39.619045,0.18220171,-5.0968618,710.3465
4.5233984,-6.5761528,-0.22752345,1.0547738,-7.7034931,157.01669,39.868698,0.18247019,-5.0963578,710.36218
4.5234985,-6.5764785,-0.22795697,1.3150239,-7.8012972,157.01651,40.118343,0.18274026,-5.0958509,710.37787
4.5235982,-6.5768061,-0.22839279,1.5739727,-7.8913736,157.01634,40.367973,0.1830119,-5.0953422,710.39355
4.5236983,-6.5771356,-0.22883093,1.8313633,-7.9736319,157.01617,40.617584,0.18328515,-5.0948305,710.4093
4.5237985,-6.5774665,-0.22927134,2.086941,-8.0479918,157.01601,40.867165,0.18355995,-5.0943165,710.42499
4.5238981,-6.5777993,-0.22971402,2.3404522,-8.114378,157.01582,41.116714,0.18383634,-5.0938001,710.44067
4.5239983,-6.5781336,-0.23015895,2.5916462,-8.1727257,157.01566,41.366222,0.18411429,-5.0932813,710.45636
4.5240984,-6.5784698,-0.23060614,2.8402734,-8.2229757,157.01549,41.615685,0.18439381,-5.0927601,710.47211
4.5241985,-6.5788074,-0.23105554,3.0860877,-8.2650785,157.01532,41.865093,0.18467487,-5.092236,710.48779
4.5242982,-6.5791469,-0.23150715,3.3288455,-8.2989931,157.01515,42.114445,0.18495749,-5.0917101,710.50348
4.5243983,-6.5794883,-0.23196098,3.5683062,-8.3246851,157.01497,42.363735,0.18524164,-5.0911813,710.51917
4.5244985,-6.5798306,-0.23241697,3.8042324,-8.3421278,157.0148,42.612953,0.18552732,-5.0906506,710.53491
4.5245986,-6.5801754,-0.23287515,4.0363903,-8.351306,157.01463,42.862095,0.18581454,-5.0901175,710.5506
4.5246983,-6.5805216,-0.23333547,4.2645493,-8.3522081,157.01447,43.111156,0.18610328,-5.0895815,710.56628
4.5247984,-6.5808692,-0.23379794,4.4884839,-8.3448334,157.0143,43.36013,0.18639354,-5.0890436,710.58197
4.5248985,-6.5812182,-0.23426253,4.7079716,-8.3291903,157.01413,43.609013,0.18668529,-5.0885034,710.59772
4.5249982,-6.5815697,-0.23472922,4.9227953,-8.3052931,157.01396,43.857796,0.18697855,-5.0879607,710.6134
4.5250983,-6.5819221,-0.23519801,5.1327415,-8.2731657,157.01379,44.106476,0.18727329,-5.0874157,710.62909
4.5251985,-6.5822763,-0.23566887,5.3376017,-8.2328396,157.01363,44.355045,0.18756953,-5.0868688,710.64478
4.5252986,-6.5826321,-0.2361418,5.5371737,-8.1843548,157.01344,44.6035,0.18786722,-5.0863194,710.66052
4.5253983,-6.5829897,-0.23661678,5.7312589,-8.127759,157.01328,44.851837,0.18816641,-5.0857677,710.67621
4.5254984,-6.5833483,-0.23709378,5.9196653,-8.0631075,157.01311,45.100048,0.18846704,-5.0852141,710.69189
4.5255985,-6.5837092,-0.2375728,6.1022058,-7.9904647,157.01294,45.348125,0.18876913,-5.0846577,710.70758
4.5256982,-6.5840712,-0.23805381,6.2786989,-7.9099026,157.01277,45.596069,0.18907267,-5.0840998,710.72333
4.5257983,-6.584435,-0.23853682,6.4489703,-7.8215008,157.0126,45.843872,0.18937765,-5.083539,710.73901
4.5258985,-6.5848002,-0.23902178,6.6128507,-7.7253466,157.01244,46.09153,0.18968405,-5.0829768,710.7547
4.5259986,-6.5851669,-0.23950869,6.7701778,-7.6215353,157.01228,46.339035,0.18999186,-5.0824118,710.77039
4.5260983,-6.5855355,-0.23999754,6.9207954,-7.5101695,157.01212,46.586388,0.19030111,-5.0818453,710.78613
4.5261984,-6.5859051,-0.24048829,7.0645537,-7.3913593,157.01195,46.833576,0.19061173,-5.0812759,710.80182
4.5262985,-6.5862765,-0.24098095,7.2013102,-7.265223,157.01178,47.080601,0.19092377,-5.0807052,710.8175
4.5263982,-6.5866494,-0.24147549,7.3309298,-7.1318846,157.01161,47.327457,0.19123717,-5.080132,710.83319
4.5264983,-6.5870242,-0.2419719,7.4532828,-6.9914761,157.01144,47.574139,0.19155195,-5.0795569,710.84894
4.5265985,-6.5874,-0.24247016,7.5682487,-6.8441372,157.01128,47.820641,0.19186811,-5.0789795,710.86462
4.5266986,-6.5877771,-0.24297024,7.6757131,-6.6900139,157.01112,48.066959,0.19218561,-5.0784006,710.88031
4.5267982,-6.5881562,-0.24347213,7.7755694,-6.5292578,157.01096,48.313091,0.19250447,-5.0778193,710.89606
4.5268984,-6.5885367,-0.24397582,7.8677182,-6.3620291,157.01079,48.559032,0.19282466,-5.0772362,710.91174
4.5269985,-6.5889182,-0.2444813,7.9520679,-6.1884933,157.01062,48.804771,0.19314618,-5.0766506,710.92743
4.5270982,-6.5893016,-0.24498852,8.0285349,-6.008822,157.01047,49.050312,0.19346903,-5.0760636,710.94312
4.5271983,-6.5896864,-0.24549748,8.097044,-5.8231931,157.0103,49.29565,0.19379318,-5.0754747,710.95886
4.5272985,-6.5900722,-0.24600819,8.157526,-5.6317911,157.01013,49.540775,0.19411863,-5.0748835,710.97455
4.5273986,-6.5904598,-0.24652058,8.2099209,-5.4348049,157.00998,49.78569,0.19444537,-5.0742908,710.99023
4.5274982,-6.5908489,-0.24703467,8.2541771,-5.2324305,157.00981,50.030384,0.19477339,-5.0736961,711.00592
4.5275984,-6.591239,-0.24755043,8.2902498,-5.024868,157.00966,50.27486,0.19510268,-5.0730996,711.02167
4.5276985,-6.5916309,-0.24806784,8.3181047,-4.8123226,157.00949,50.519112,0.19543323,-5.0725012,711.03735
4.5277987,-6.5920238,-0.24858689,8.3377123,-4.595006,157.00932,50.763134,0.19576502,-5.0719008,711.05304
4.5278983,-6.5924182,-0.24910755,8.3490543,-4.3731327,157.00917,51.006924,0.19609804,-5.0712986,711.06873
4.5279984,-6.592814,-0.24962981,8.3521175,-4.1469231,157.00902,51.250477,0.19643231,-5.0706949,711.08447
4.5280986,-6.5932112,-0.25015366,8.3469009,-3.9166012,157.00885,51.49379,0.19676779,-5.0700893,711.10016
4.5281982,-6.5936098,-0.25067905,8.3334084,-3.6823955,157.0087,51.736862,0.19710447,-5.0694818,711.11584
4.5282984,-6.5940099,-0.25120601,8.3116531,-3.4445376,157.00853,51.979687,0.19744234,-5.0688729,711.13153
4.5283985,-6.5944109,-0.25173447,8.2816572,-3.203264,157.00838,52.22226,0.19778141,-5.0682621,711.14728
4.5284986,-6.5948133,-0.25226444,8.2434492,-2.9588134,157.00822,52.464581,0.19812165,-5.0676494,711.16296
4.5285983,-6.5952168,-0.2527959,8.1970673,-2.7114284,157.00806,52.706642,0.19846305,-5.0670352,711.17865
4.5286984,-6.5956221,-0.25332883,8.1425581,-2.461354,157.0079,52.948444,0.1988056,-5.0664196,711.19434
4.5287986,-6.5960283,-0.25386319,8.0799742,-2.2088382,157.00775,53.189987,0.19914931,-5.0658021,711.21008
4.5288982,-6.5964355,-0.254399,8.0093794,-1.9541316,157.0076,53.431259,0.19949414,-5.0651827,711.22577
4.5289984,-6.5968447,-0.25493619,7.9308414,-1.6974864,157.00745,53.672264,0.19984008,-5.0645623,711.24146
4.5290985,-6.5972543,-0.25547481,7.844439,-1.4391574,157.00729,53.912998,0.20018713,-5.06394,711.25714
4.5291986,-6.5976658,-0.25601479,7.750258,-1.1794004,157.00713,54.153458,0.20053528,-5.0633159,711.27283
4.5292983,-6.5980783,-0.25655612,7.6483912,-0.91847318,157.00697,54.393635,0.20088452,-5.0626907,711.28857
4.5293984,-6.5984917,-0.25709879,7.53894,-0.65663445,157.00682,54.633537,0.20123483,-5.0620637,711.30426
4.5294986,-6.5989065,-0.25764278,7.4220123,-0.39414382,157.00667,54.873154,0.2015862,-5.0614357,711.31995
4.5295982,-6.5993228,-0.25818804,7.2977238,-0.1312616,157.00652,55.112484,0.20193863,-5.0608058,711.33563
4.5296984,-6.5997396,-0.25873458,7.1661987,0.13175149,157.00638,55.351528,0.2022921,-5.0601745,711.35138
4.5297985,-6.6001582,-0.25928241,7.027566,0.39463463,157.00623,55.590279,0.20264658,-5.0595417,711.36707
4.5298986,-6.6005774,-0.25983146,6.8819642,0.65712708,157.00607,55.828735,0.2030021,-5.0589075,711.38275
4.5299983,-6.6009984,-0.2603817,6.729537,0.91896862,157.00592,56.066898,0.20335861,-5.0582719,711.39844
4.5300984,-6.6014199,-0.26093319,6.5704355,1.1798995,157.00577,56.30476,0.20371613,-5.0576348,711.41418
4.5301986,-6.6018429,-0.26148582,6.4048171,1.4396608,157.00563,56.542324,0.20407461,-5.0569963,711.42987
4.5302987,-6.6022668,-0.26203963,6.2328472,1.6979949,157.00548,56.779583,0.20443408,-5.0563569,711.44556
4.5303984,-6.6026917,-0.26259458,6.0546947,1.9546459,157.00533,57.016541,0.2047945,-5.055716,711.46124
4.5304985,-6.6031179,-0.26315063,5.8705373,2.2093587,157.00519,57.253189,0.20515586,-5.0550737,711.47699
4.5305986,-6.6035447,-0.26370779,5.6805573,2.4618812,157.00504,57.489529,0.20551816,-5.05443,711.49268
4.5306983,-6.6039729,-0.26426604,5.4849424,2.7119625,157.0049,57.725555,0.20588139,-5.0537853,711.50836
4.5307984,-6.6044021,-0.26482534,5.2838879,2.9593546,157.00475,57.961273,0.20624553,-5.0531392,711.52405
4.5308986,-6.6048326,-0.26538569,5.0775919,3.2038124,157.00461,58.196674,0.20661056,-5.0524921,711.53979
4.5309987,-6.6052637,-0.26594707,4.8662591,3.4450932,157.00446,58.431759,0.20697647,-5.0518436,711.55548
4.5310984,-6.6056962,-0.26650944,4.6500998,3.6829574,157.00432,58.666527,0.20734328,-5.0511937,711.57117
4.5311985,-6.6061292,-0.26707283,4.429328,3.9171693,157.00417,58.900978,0.20771094,-5.0505428,711.58685
4.5312986,-6.6065636,-0.26763713,4.2041621,4.1474967,157.00403,59.135101,0.20807944,-5.049891,711.6026
4.5313983,-6.6069984,-0.26820239,3.9748261,4.3737106,157.00389,59.368908,0.2084488,-5.0492382,711.61829
4.5314984,-6.6074347,-0.26876858,3.7415471,4.5955868,157.00375,59.602386,0.20881897,-5.048584,711.63397
4.5315986,-6.607872,-0.26933569,3.5045564,4.8129058,157.00362,59.835541,0.20918997,-5.0479283,711.64966
4.5316987,-6.6083097,-0.26990366,3.2640891,5.0254507,157.00346,60.068367,0.20956177,-5.0472722,711.66541
4.5317984,-6.6087489,-0.2704725,3.0203836,5.2330117,157.00333,60.300865,0.20993435,-5.0466146,711.68109
4.5318985,-6.6091886,-0.27104217,2.7736819,5.4353828,157.00319,60.533031,0.21030772,-5.0459566,711.69678
4.5319986,-6.6096292,-0.27161267,2.5242286,5.6323628,157.00305,60.76487,0.21068186,-5.0452971,711.71246
4.5320983,-6.6100707,-0.27218398,2.2722707,5.8237562,157.00291,60.996376,0.21105675,-5.0446367,711.72821
4.5321984,-6.6105132,-0.27275607,2.0180585,6.0093732,157.00279,61.227551,0.21143238,-5.0439754,711.7439
4.5322986,-6.6109567,-0.27332893,1.761844,6.1890302,157.00266,61.458389,0.21180874,-5.0433135,711.75958
4.5323987,-6.6114006,-0.27390254,1.5038815,6.3625479,157.00252,61.688892,0.21218583,-5.0426502,711.77527
4.5324984,-6.6118455,-0.27447686,1.2444267,6.5297546,157.00238,61.919064,0.21256362,-5.041986,711.79095
4.5325985,-6.6122913,-0.27505186,0.98373699,6.690485,157.00224,62.148895,0.21294211,-5.0413213,711.8067
4.5326986,-6.6127381,-0.27562758,0.72207105,6.8445783,157.00212,62.378387,0.21332127,-5.0406551,711.82239
4.5327988,-6.6131854,-0.27620396,0.45968834,6.9918828,157.00198,62.607544,0.2137011,-5.039989,711.83807
4.5328984,-6.6136336,-0.27678096,0.19684917,7.1322517,157.00185,62.836365,0.2140816,-5.0393214,711.85376
4.5329986,-6.6140823,-0.27735862,-0.066185728,7.2655458,157.00172,63.064842,0.21446274,-5.0386529,711.86951
4.5330987,-6.614532,-0.27793685,-0.32915542,7.391633,157.00159,63.29298,0.21484451,-5.0379844,711.88519
4.5331984,-6.6149821,-0.2785157,-0.59179902,7.5103879,157.00146,63.520779,0.2152269,-5.0373144,711.90088
4.5332985,-6.6154337,-0.27909508,-0.85385603,7.6216927,157.00134,63.748234,0.21560991,-5.036644,711.91656
4.5333986,-6.6158853,-0.27967501,-1.1150664,7.7254372,157.00121,63.975353,0.21599351,-5.0359726,711.93231
4.5334988,-6.6163378,-0.28025547,-1.3751711,7.8215179,157.00108,64.202126,0.21637771,-5.0353007,711.948
4.5335984,-6.6167912,-0.28083643,-1.633912,7.9098396,157.00096,64.428558,0.21676247,-5.0346284,711.96368
4.5336986,-6.6172452,-0.28141788,-1.8910323,7.990315,157.00082,64.654648,0.21714778,-5.0339551,711.97937
4.5337987,-6.6176996,-0.2819998,-2.1462772,8.0628643,157.0007,64.880402,0.21753366,-5.0332813,711.99512
4.5338984,-6.618155,-0.28258213,-2.3993933,8.1274147,157.00058,65.105804,0.21792006,-5.0326071,712.0108
4.5339985,-6.6186109,-0.28316492,-2.6501296,8.1839027,157.00046,65.330872,0.218307,-5.0319319,712.02649
4.5340986,-6.6190672,-0.28374809,-2.8982372,8.2322721,157.00034,65.555595,0.21869445,-5.0312562,712.04218
4.5341988,-6.6195245,-0.28433165,-3.14347,8.2724743,157.00021,65.779976,0.2190824,-5.0305805,712.05792
4.5342984,-6.6199822,-0.2849156,-3.3855846,8.3044701,157.00009,66.004013,0.21947084,-5.0299034,712.07361
4.5343986,-6.6204405,-0.28549987,-3.624341,8.328228,156.99997,66.227707,0.21985975,-5.0292263,712.08929
4.5344987,-6.6208992,-0.28608444,-3.8595021,8.3437243,156.99985,66.451065,0.22024913,-5.0285487,712.10498
4.5345984,-6.6213589,-0.28666934,-4.0908346,8.3509417,156.99974,66.674072,0.22063896,-5.0278707,712.12067
4.5346985,-6.6218185,-0.28725454,-4.3181095,8.3498755,156.99962,66.896744,0.22102924,-5.0271921,712.13641
4.5347986,-6.6222792,-0.28783998,-4.5411005,8.3405256,156.9995,67.11908,0.22141995,-5.0265131,712.1521
4.5348988,-6.6227403,-0.28842568,-4.7595868,8.3229017,156.99939,67.341072,0.22181106,-5.0258341,712.16779
4.5349984,-6.6232018,-0.2890116,-4.9733515,8.29702,156.99927,67.562721,0.22220258,-5.0251541,712.18347
4.5350986,-6.6236644,-0.28959769,-5.1821828,8.262908,156.99915,67.784027,0.22259451,-5.0244741,712.19922
4.5351987,-6.6241269,-0.29018402,-5.3858728,8.2205982,156.99904,68.005005,0.2229868,-5.0237937,712.2149
4.5352988,-6.6245899,-0.29077047,-5.5842204,8.1701326,156.99893,68.225639,0.22337948,-5.0231128,712.23059
4.5353985,-6.6250534,-0.2913571,-5.7770281,8.1115618,156.99881,68.445938,0.22377251,-5.0224319,712.24628
4.5354986,-6.6255174,-0.29194382,-5.9641047,8.0449429,156.9987,68.665894,0.22416589,-5.0217505,712.26202
4.5355988,-6.6259818,-0.29253069,-6.1452646,7.9703436,156.9986,68.885521,0.22455959,-5.021069,712.27771
4.5356984,-6.6264467,-0.29311761,-6.3203282,7.8878365,156.99847,69.104813,0.22495362,-5.0203872,712.2934
4.5357985,-6.6269121,-0.2937046,-6.4891214,7.7975039,156.99837,69.323761,0.22534797,-5.0197048,712.30908
4.5358987,-6.627378,-0.29429165,-6.6514773,7.6994357,156.99826,69.542389,0.22574261,-5.0190229,712.32477
4.5359988,-6.6278439,-0.29487872,-6.8072348,7.5937285,156.99815,69.760674,0.22613753,-5.0183406,712.34052
4.5360985,-6.6283107,-0.2954658,-6.9562387,7.4804878,156.99805,69.97863,0.22653274,-5.0176578,712.3562
4.5361986,-6.6287775,-0.29605287,-7.0983415,7.3598251,156.99794,70.196259,0.22692822,-5.0169749,712.37189
4.5362988,-6.6292448,-0.29663992,-7.2334023,7.2318611,156.99783,70.413559,0.22732393,-5.0162921,712.38757
4.5363984,-6.6297126,-0.29722691,-7.3612871,7.0967226,156.99773,70.630531,0.2277199,-5.0156093,712.40332
4.5364985,-6.6301804,-0.2978138,-7.4818692,6.9545426,156.99762,70.847168,0.2281161,-5.0149264,712.41901
4.5365987,-6.6306486,-0.29840064,-7.5950284,6.8054633,156.99753,71.063492,0.2285125,-5.0142431,712.43469
4.5366988,-6.6311173,-0.29898736,-7.7006531,6.649632,156.99742,71.27948,0.22890912,-5.0135603,712.45038
4.5367985,-6.6315861,-0.29957396,-7.7986379,6.4872036,156.99731,71.495155,0.22930592,-5.012877,712.46613
4.5368986,-6.6320553,-0.30016041,-7.8888855,6.3183393,156.99722,71.710503,0.22970292,-5.0121937,712.48181
4.5369987,-6.6325245,-0.30074668,-7.9713073,6.1432061,156.99712,71.925529,0.2301001,-5.0115108,712.4975
4.5370984,-6.6329947,-0.30133277,-8.0458202,5.9619784,156.99701,72.140244,0.23049742,-5.0108275,712.51318
4.5371985,-6.6334643,-0.30191866,-8.1123514,5.7748356,156.99692,72.354637,0.23089489,-5.0101447,712.52887
4.5372987,-6.6339345,-0.30250433,-8.1708345,5.5819631,156.99683,72.56871,0.23129252,-5.0094619,712.54462
4.5373988,-6.6344051,-0.30308977,-8.2212124,5.383553,156.99672,72.782478,0.23169026,-5.008779,712.5603
4.5374985,-6.6348758,-0.30367494,-8.2634325,5.1798015,156.99663,72.995926,0.23208812,-5.0080962,712.57599
4.5375986,-6.6353469,-0.30425981,-8.2974558,4.970911,156.99654,73.209068,0.23248607,-5.0074139,712.59167
4.5376987,-6.635818,-0.30484441,-8.323247,4.7570887,156.99643,73.421898,0.23288412,-5.0067315,712.60742
4.5377989,-6.6362891,-0.30542865,-8.3407803,4.5385466,156.99634,73.634422,0.23328227,-5.0060492,712.62311
4.5378985,-6.6367607,-0.3060126,-8.3500395,4.3155022,156.99625,73.846642,0.23368047,-5.0053673,712.63879
4.5379987,-6.6372323,-0.30659619,-8.3510141,4.0881758,156.99615,74.058563,0.23407874,-5.0046854,712.65448
4.5380988,-6.6377039,-0.30717939,-8.3437052,3.8567934,156.99606,74.27018,0.23447706,-5.0040035,712.67023
4.5381985,-6.638176,-0.30776221,-8.3281174,3.6215844,156.99597,74.481491,0.23487541,-5.0033226,712.68591
4.5382986,-6.638648,-0.3083446,-8.3042679,3.3827825,156.99588,74.692513,0.23527379,-5.0026412,712.7016
4.5383987,-6.6391201,-0.30892658,-8.2721796,3.1406243,156.99579,74.903229,0.23567219,-5.0019608,712.71729
4.5384989,-6.6395922,-0.30950812,-8.2318859,2.8953502,156.99571,75.113663,0.23607059,-5.0012803,712.73297
4.5385985,-6.6400647,-0.3100892,-8.183424,2.6472034,156.99562,75.323799,0.23646899,-5.0006003,712.74872
4.5386987,-6.6405373,-0.31066978,-8.1268444,2.3964303,156.99553,75.533646,0.23686737,-4.9999204,712.7644
4.5387988,-6.6410093,-0.31124985,-8.0622025,2.1432793,156.99545,75.743202,0.23726571,-4.9992409,712.78009
4.5388985,-6.6414819,-0.31182942,-7.9895625,1.8880019,156.99536,75.952484,0.23766403,-4.9985623,712.79578
4.5389986,-6.6419549,-0.31240845,-7.9089961,1.6308511,156.99529,76.161476,0.23806229,-4.9978838,712.81152
4.5390987,-6.6424274,-0.31298694,-7.8205833,1.3720824,156.99519,76.370186,0.23846048,-4.9972053,712.82721
4.5391989,-6.6429,-0.31356484,-7.724412,1.1119521,156.99512,76.578621,0.23885863,-4.9965277,712.8429
4.5392985,-6.643373,-0.31414217,-7.6205778,0.85071844,156.99503,76.786781,0.23925667,-4.9958506,712.85858
4.5393987,-6.6438456,-0.31471887,-7.5091839,0.58864057,156.99495,76.994667,0.23965463,-4.9951739,712.87427
4.5394988,-6.6443181,-0.31529495,-7.3903403,0.32597843,156.99487,77.202286,0.24005248,-4.9944973,712.89001
4.5395985,-6.6447906,-0.3158704,-7.2641649,0.062992655,156.99478,77.409637,0.24045023,-4.9938216,712.9057
4.5396986,-6.6452637,-0.31644517,-7.1307836,-0.2000559,156.99471,77.616714,0.24084784,-4.9931464,712.92139
4.5397987,-6.6457362,-0.31701928,-6.9903278,-0.46290627,156.99463,77.823532,0.24124533,-4.9924717,712.93707
4.5398989,-6.6462088,-0.31759268,-6.8429375,-0.72529775,156.99455,78.03009,0.24164267,-4.9917979,712.95282
4.5399985,-6.6466813,-0.31816539,-6.6887589,-0.98697001,156.99448,78.236397,0.24203986,-4.9911242,712.96851
4.5400987,-6.6471539,-0.31873736,-6.5279446,-1.2476635,156.9944,78.442436,0.24243689,-4.9904513,712.98419
4.5401988,-6.6476259,-0.31930861,-6.3606544,-1.5071195,156.99432,78.648232,0.24283373,-4.9897795,712.99988
4.5402989,-6.6480985,-0.31987908,-6.1870546,-1.7650809,156.99425,78.853775,0.24323039,-4.9891076,713.01556
4.5403986,-6.6485705,-0.32044876,-6.0073171,-2.0212915,156.99417,79.059067,0.24362686,-4.9884367,713.03131
4.5404987,-6.6490426,-0.32101768,-5.82162,-2.2754974,156.99411,79.264122,0.24402311,-4.9877663,713.047
4.5405989,-6.6495147,-0.32158574,-5.6301475,-2.5274465,156.99403,79.468925,0.24441917,-4.9870968,713.06268
4.5406985,-6.6499863,-0.32215303,-5.4330902,-2.7768886,156.99396,79.6735,0.24481499,-4.9864278,713.07837
4.5407987,-6.6504579,-0.32271945,-5.2306433,-3.0235763,156.9939,79.877831,0.24521057,-4.9857597,713.09412
4.5408988,-6.6509295,-0.32328501,-5.0230074,-3.2672653,156.99382,80.081932,0.24560592,-4.9850926,713.1098
4.5409989,-6.651401,-0.32384968,-4.8103886,-3.5077133,156.99376,80.285805,0.24600099,-4.984426,713.12549
4.5410986,-6.6518722,-0.32441348,-4.592998,-3.7446826,156.99368,80.489449,0.24639581,-4.9837599,713.14117
4.5411987,-6.6523433,-0.32497635,-4.3710513,-3.9779372,156.99362,80.692871,0.24679035,-4.9830947,713.15692
4.5412989,-6.6528139,-0.32553834,-4.1447682,-4.2072468,156.99355,80.896072,0.24718462,-4.9824305,713.17261
4.5413985,-6.6532845,-0.32609937,-3.9143736,-4.4323831,156.99348,81.099052,0.24757858,-4.9817672,713.18829
4.5414987,-6.6537547,-0.32665944,-3.6800961,-4.6531229,156.99342,81.301819,0.24797224,-4.9811049,713.20398
4.5415988,-6.6542249,-0.32721853,-3.4421678,-4.8692479,156.99335,81.504379,0.24836558,-4.980443,713.21967
4.5416989,-6.654695,-0.32777667,-3.200825,-5.080543,156.99329,81.706726,0.2487586,-4.9797821,713.23541
4.5417986,-6.6551647,-0.3283338,-2.9563069,-5.2867994,156.99323,81.908867,0.24915129,-4.9791222,713.2511
4.5418987,-6.6556339,-0.32888991,-2.7088561,-5.4878116,156.99316,82.110809,0.24954364,-4.9784632,713.26678
4.5419989,-6.6561031,-0.32944497,-2.4587181,-5.6833816,156.9931,82.312546,0.24993564,-4.9778051,713.28247
4.5420985,-6.6565719,-0.32999903,-2.206141,-5.8733139,156.99304,82.514091,0.25032729,-4.9771476,713.29822
4.5421987,-6.6570406,-0.33055201,-1.9513754,-6.0574217,156.99298,82.715446,0.25071853,-4.9764915,713.3139
4.5422988,-6.6575089,-0.33110392,-1.6946739,-6.2355208,156.99292,82.916603,0.25110942,-4.9758363,713.32959
4.5423989,-6.6579771,-0.33165473,-1.4362911,-6.4074364,156.99286,83.117584,0.25149992,-4.9751821,713.34528
4.5424986,-6.6584449,-0.33220446,-1.1764834,-6.5729966,156.99281,83.318375,0.25189003,-4.9745288,713.36096
4.5425987,-6.6589122,-0.33275306,-0.91550845,-6.7320375,156.99275,83.518997,0.25227973,-4.9738765,713.37671
4.5426989,-6.659379,-0.33330053,-0.65362501,-6.8844018,156.99269,83.719437,0.25266898,-4.9732251,713.3924
4.5427985,-6.6598458,-0.33384687,-0.39109287,-7.0299387,156.99263,83.919701,0.25305784,-4.9725752,713.40808
4.5428987,-6.6603122,-0.33439207,-0.12817244,-7.1685033,156.99258,84.119804,0.25344625,-4.9719257,713.42377
4.5429988,-6.660778,-0.33493608,0.13487555,-7.2999582,156.99252,84.319733,0.25383425,-4.9712777,713.43951
4.5430989,-6.6612439,-0.3354789,0.39779019,-7.4241734,156.99248,84.519508,0.25422177,-4.9706306,713.4552
4.5431986,-6.6617088,-0.33602053,0.6603108,-7.5410256,156.99242,84.719116,0.25460884,-4.969985,713.47089
4.5432987,-6.6621737,-0.33656096,0.92217696,-7.6503987,156.99237,84.918579,0.25499544,-4.9693403,713.48657
4.5433989,-6.6626382,-0.33710015,1.183129,-7.7521853,156.99232,85.117882,0.25538155,-4.9686966,713.50226
4.543499,-6.6631021,-0.33763811,1.442908,-7.8462834,156.99226,85.317047,0.25576717,-4.9680543,713.51801
4.5435987,-6.6635661,-0.33817482,1.7012566,-7.9326005,156.99222,85.51606,0.2561523,-4.9674129,713.53369
4.5436988,-6.6640291,-0.33871028,1.9579185,-8.0110502,156.99217,85.714935,0.25653696,-4.9667726,713.54938
4.5437989,-6.6644921,-0.33924448,2.2126391,-8.0815554,156.99211,85.913673,0.25692108,-4.9661336,713.56506
4.5438986,-6.6649542,-0.33977738,2.4651661,-8.1440468,156.99207,86.112274,0.2573047,-4.9654956,713.58081
4.5439987,-6.6654162,-0.34030899,2.7152486,-8.1984615,156.99202,86.310753,0.25768778,-4.964859,713.5965
4.5440989,-6.6658778,-0.34083927,2.9626389,-8.2447453,156.99197,86.509102,0.25807032,-4.9642239,713.61218
4.544199,-6.6663389,-0.34136826,3.2070918,-8.2828541,156.99193,86.707329,0.2584523,-4.9635897,713.62787
4.5442986,-6.6667991,-0.34189591,3.4483647,-8.312748,156.99188,86.905434,0.25883377,-4.9629569,713.64355
4.5443988,-6.6672592,-0.34242219,3.6862187,-8.3343992,156.99184,87.103424,0.25921464,-4.9623251,713.6593
4.5444989,-6.6677189,-0.34294713,3.9204175,-8.3477859,156.99179,87.301308,0.25959498,-4.9616947,713.67499
4.5445986,-6.6681776,-0.34347072,4.1507292,-8.3528938,156.99174,87.499084,0.25997472,-4.9610658,713.69067
4.5446987,-6.6686363,-0.34399292,4.3769255,-8.349719,156.99171,87.696754,0.26035386,-4.9604378,713.70636
4.5447989,-6.6690946,-0.34451371,4.5987821,-8.3382645,156.99167,87.894325,0.26073244,-4.9598112,713.72211
4.544899,-6.6695518,-0.34503314,4.8160787,-8.3185415,156.99162,88.091805,0.26111042,-4.9591861,713.73779
4.5449986,-6.6700087,-0.34555116,5.0286002,-8.2905703,156.99158,88.289185,0.26148778,-4.9585624,713.75348
4.5450988,-6.670465,-0.34606773,5.236136,-8.2543783,156.99155,88.486481,0.26186454,-4.9579396,713.76917
