"Time","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.is[1]","aimc.is[2]","loadInertia.w","PI.x","aimc.idq_rr[2]","aimc.idq_sr[1]","powerSensor.flange_a.phi"
4.5451989,-6.6709213,-0.34658289,5.4384804,-8.210001,156.9915,88.683693,0.26224068,-4.9573188,713.78485
4.5452986,-6.6713762,-0.34709662,5.6354327,-8.1574821,156.99147,88.880821,0.26261619,-4.9566989,713.8006
4.5453987,-6.6718311,-0.34760889,5.8267975,-8.0968752,156.99142,89.077873,0.26299107,-4.9560804,713.81628
4.5454988,-6.6722856,-0.34811971,6.0123849,-8.0282402,156.99138,89.274857,0.2633653,-4.9554634,713.83197
4.545599,-6.672739,-0.34862903,6.1920118,-7.9516444,156.99135,89.471764,0.26373887,-4.9548478,713.84766
4.5456986,-6.673192,-0.34913689,6.3654995,-7.8671641,156.99132,89.66861,0.26411179,-4.9542336,713.8634
4.5457988,-6.6736445,-0.34964329,6.5326762,-7.7748833,156.99127,89.865395,0.26448405,-4.9536204,713.87909
4.5458989,-6.6740961,-0.35014817,6.6933761,-7.6748934,156.99124,90.062126,0.26485565,-4.9530091,713.89478
4.5459991,-6.6745477,-0.35065153,6.8474398,-7.5672936,156.99121,90.258797,0.26522657,-4.9523993,713.91046
4.5460987,-6.6749983,-0.3511534,6.9947152,-7.4521909,156.99117,90.455429,0.26559681,-4.9517903,713.92615
4.5461988,-6.6754479,-0.35165372,7.135056,-7.3296995,156.99113,90.652008,0.26596633,-4.9511833,713.94189
4.546299,-6.6758976,-0.35215253,7.2683229,-7.1999402,156.9911,90.848541,0.26633519,-4.9505777,713.95758
4.5463986,-6.6763463,-0.35264981,7.3943844,-7.0630426,156.99107,91.045044,0.26670334,-4.9499736,713.97327
4.5464988,-6.6767945,-0.35314554,7.5131154,-6.9191422,156.99104,91.241508,0.26707077,-4.9493709,713.98895
4.5465989,-6.6772418,-0.35363969,7.6243978,-6.7683821,156.99101,91.43795,0.26743746,-4.9487696,714.00464
4.546699,-6.6776886,-0.35413229,7.7281218,-6.6109109,156.99097,91.634361,0.26780346,-4.9481697,714.02039
4.5467987,-6.6781349,-0.35462335,7.8241844,-6.4468851,156.99094,91.83075,0.26816872,-4.9475713,714.03607
4.5468988,-6.6785803,-0.35511279,7.9124908,-6.2764678,156.99091,92.027122,0.26853326,-4.9469748,714.05176
4.546999,-6.6790252,-0.35560068,7.9929533,-6.0998278,156.99089,92.22348,0.26889706,-4.9463797,714.06744
4.5470986,-6.6794691,-0.35608697,8.0654926,-5.91714,156.99086,92.41983,0.26926011,-4.945786,714.08319
4.5471988,-6.6799126,-0.35657164,8.1300354,-5.7285857,156.99083,92.616173,0.26962239,-4.9451938,714.09888
4.5472989,-6.6803555,-0.35705474,8.1865196,-5.5343523,156.9908,92.812515,0.26998392,-4.944603,714.11456
4.547399,-6.6807976,-0.3575362,8.234889,-5.3346314,156.99077,93.008858,0.2703447,-4.9440141,714.13025
4.5474987,-6.6812387,-0.35801604,8.275095,-5.129622,156.99074,93.205208,0.27070472,-4.9434261,714.14594
4.5475988,-6.6816792,-0.35849428,8.3070984,-4.9195271,156.99072,93.401566,0.27106395,-4.9428401,714.16168
4.547699,-6.6821194,-0.35897088,8.3308668,-4.7045546,156.99069,93.597939,0.27142239,-4.942256,714.17737
4.5477986,-6.6825585,-0.35944584,8.3463774,-4.4849181,156.99066,93.794334,0.27178007,-4.9416733,714.19305
4.5478988,-6.6829967,-0.35991916,8.3536148,-4.2608356,156.99065,93.990746,0.27213693,-4.941092,714.20874
4.5479989,-6.6834345,-0.36039084,8.3525715,-4.0325284,156.99062,94.187187,0.272493,-4.9405122,714.22449
4.548099,-6.6838717,-0.36086085,8.3432493,-3.8002231,156.99059,94.383659,0.27284831,-4.9399338,714.24017
4.5481987,-6.6843081,-0.36132923,8.3256569,-3.5641506,156.99057,94.58017,0.27320278,-4.9393573,714.25586
4.5482988,-6.6847434,-0.36179593,8.2998123,-3.3245442,156.99054,94.776711,0.27355644,-4.9387827,714.27155
4.548399,-6.6851783,-0.36226097,8.2657413,-3.0816417,156.99052,94.973297,0.2739093,-4.9382091,714.28723
4.5484991,-6.6856122,-0.36272433,8.2234764,-2.8356841,156.99049,95.16993,0.27426133,-4.9376373,714.30298
4.5485988,-6.6860456,-0.36318603,8.1730614,-2.5869148,156.99048,95.366615,0.27461255,-4.9370675,714.31866
4.5486989,-6.6864777,-0.36364603,8.1145458,-2.3355806,156.99045,95.563347,0.27496293,-4.9364991,714.33435
4.548799,-6.6869097,-0.36410436,8.047987,-2.0819304,156.99043,95.760147,0.27531248,-4.9359322,714.35004
4.5488987,-6.6873403,-0.36456102,7.9734516,-1.8262161,156.99042,95.957001,0.2756612,-4.9353671,714.36578
4.5489988,-6.6877708,-0.36501595,7.8910136,-1.5686907,156.99039,96.153923,0.27600908,-4.9348035,714.38147
4.549099,-6.6882,-0.36546922,7.8007541,-1.3096094,156.99037,96.350922,0.2763561,-4.9342413,714.39716
4.5491991,-6.6886287,-0.36592078,7.7027636,-1.0492294,156.99036,96.547989,0.27670228,-4.933681,714.41284
4.5492988,-6.6890564,-0.36637065,7.5971389,-0.7878083,156.99034,96.745132,0.2770476,-4.9331226,714.42853
4.5493989,-6.6894832,-0.36681879,7.483984,-0.52560538,156.99031,96.94236,0.27739209,-4.9325657,714.44427
4.549499,-6.6899095,-0.36726525,7.3634124,-0.26288053,156.9903,97.139679,0.27773571,-4.9320102,714.45996
4.5495987,-6.6903348,-0.36770999,7.2355428,0.00010598278,156.99028,97.337082,0.27807847,-4.9314566,714.47565
4.5496988,-6.6907592,-0.36815301,7.100502,0.26309353,156.99026,97.534576,0.27842033,-4.9309044,714.49133
4.549799,-6.6911831,-0.36859435,6.9584241,0.52582151,156.99025,97.732178,0.27876136,-4.9303541,714.50702
4.5498991,-6.691606,-0.36903393,6.8094501,0.78802949,156.99023,97.929871,0.27910149,-4.9298053,714.52277
4.5499988,-6.692028,-0.36947182,6.6537275,1.0494578,156.9902,98.127678,0.27944076,-4.9292583,714.53845
4.5500989,-6.6924496,-0.36990798,6.4914107,1.3098474,156.99019,98.325592,0.27977914,-4.9287128,714.55414
4.550199,-6.6928697,-0.37034243,6.3226609,1.56894,156.99017,98.523613,0.28011662,-4.9281693,714.56982
4.5502987,-6.6932893,-0.37077513,6.1476445,1.8264793,156.99016,98.721756,0.28045323,-4.9276271,714.58557
4.5503988,-6.6937084,-0.37120613,5.966536,2.0822098,156.99014,98.920021,0.28078896,-4.9270868,714.60126
4.550499,-6.6941261,-0.37163541,5.7795143,2.3358784,156.99013,99.118416,0.28112379,-4.9265485,714.61694
4.5505991,-6.6945434,-0.37206295,5.5867648,2.5872335,156.99011,99.316933,0.28145775,-4.9260111,714.63263
4.5506988,-6.6949596,-0.37248877,5.3884788,2.8360264,156.9901,99.515587,0.28179079,-4.9254761,714.64832
4.5507989,-6.695375,-0.37291285,5.1848521,3.0820103,156.9901,99.714371,0.28212291,-4.9249425,714.66406
4.550899,-6.6957893,-0.37333524,4.9760876,3.3249416,156.99008,99.9133,0.28245416,-4.9244103,714.67975
4.5509992,-6.6962032,-0.37375587,4.7623916,3.5645797,156.99007,100.11237,0.28278449,-4.9238801,714.69543
4.5510988,-6.6966162,-0.37417477,4.5439758,3.8006873,156.99005,100.31159,0.28311393,-4.9233513,714.71112
4.551199,-6.6970282,-0.37459198,4.3210568,4.0330305,156.99004,100.51096,0.28344247,-4.9228244,714.72687
4.5512991,-6.6974392,-0.37500742,4.0938554,4.2613788,156.99002,100.71049,0.28377008,-4.9222994,714.74255
4.5513988,-6.6978498,-0.37542117,3.862597,4.4855061,156.99001,100.91018,0.28409678,-4.9217758,714.75824
4.5514989,-6.6982589,-0.37583318,3.6275103,4.7051907,156.99001,101.11003,0.28442258,-4.9212537,714.77393
4.551599,-6.6986675,-0.37624347,3.3888283,4.9202151,156.98999,101.31004,0.28474745,-4.9207335,714.78961
4.5516992,-6.6990752,-0.37665203,3.1467879,5.1303658,156.98997,101.51023,0.28507143,-4.9202151,714.80536
4.5517988,-6.699482,-0.37705886,2.9016285,5.3354354,156.98996,101.71059,0.28539446,-4.9196982,714.82104
4.551899,-6.6998882,-0.37746397,2.6535931,5.5352197,156.98996,101.91113,0.28571659,-4.9191833,714.83673
4.5519991,-6.7002931,-0.37786737,2.4029274,5.7295218,156.98994,102.11185,0.2860378,-4.9186697,714.85242
4.5520988,-6.7006974,-0.37826905,2.1498799,5.918149,156.98993,102.31275,0.28635809,-4.9181576,714.86816
4.5521989,-6.7011008,-0.37866902,1.8947011,6.100914,156.98993,102.51385,0.28667745,-4.9176474,714.88385
4.552299,-6.7015033,-0.37906727,1.6376439,6.2776365,156.98991,102.71513,0.28699589,-4.9171391,714.89954
4.5523992,-6.7019048,-0.37946379,1.378963,6.4481416,156.9899,102.91661,0.2873134,-4.9166322,714.91522
4.5524988,-6.7023058,-0.37985864,1.1189145,6.6122599,156.9899,103.11829,0.28762999,-4.9161272,714.93091
4.552599,-6.7027054,-0.38025177,0.85775614,6.7698288,156.98988,103.32018,0.28794566,-4.9156237,714.94666
4.5526991,-6.7031045,-0.38064316,0.59574652,6.9206924,156.98987,103.52226,0.2882604,-4.915122,714.96234
4.5527987,-6.7035027,-0.38103288,0.33314517,7.064702,156.98987,103.72456,0.28857422,-4.9146218,714.97803
4.5528989,-6.7038999,-0.38142091,0.070212252,7.201714,156.98985,103.92708,0.28888711,-4.9141231,714.99371
4.552999,-6.7042961,-0.38180724,-0.19279182,7.3315935,156.98985,104.12981,0.28919905,-4.9136262,715.0094
4.5530992,-6.7046914,-0.38219187,-0.45560652,7.4542117,156.98984,104.33276,0.2895101,-4.9131312,715.02515
4.5531988,-6.7050862,-0.3825748,-0.71797162,7.569447,156.98982,104.53593,0.28982019,-4.9126377,715.04083
4.553299,-6.7054796,-0.38295606,-0.97962719,7.6771855,156.98982,104.73933,0.29012939,-4.9121456,715.05652
4.5533991,-6.7058725,-0.38333562,-1.2403141,7.7773209,156.98981,104.94296,0.29043764,-4.9116554,715.0722
4.5534992,-6.7062645,-0.38371351,-1.4997742,7.8697534,156.98981,105.14682,0.29074496,-4.9111671,715.08795
4.5535989,-6.7066555,-0.38408974,-1.7577505,7.954392,156.98979,105.35092,0.29105136,-4.9106798,715.10364
4.553699,-6.7070456,-0.38446429,-2.0139875,8.0311527,156.98979,105.55527,0.29135683,-4.9101949,715.11932
4.5537992,-6.7074351,-0.38483718,-2.2682314,8.0999594,156.98978,105.75985,0.29166138,-4.9097109,715.13501
4.5538988,-6.7078233,-0.38520843,-2.5202308,8.1607447,156.98978,105.96468,0.29196501,-4.9092288,715.1507
4.5539989,-6.7082109,-0.38557801,-2.7697356,8.2134476,156.98976,106.16977,0.29226771,-4.9087486,715.16644
4.5540991,-6.7085977,-0.38594592,-3.0164988,8.2580156,156.98976,106.3751,0.29256952,-4.9082694,715.18213
4.5541992,-6.7089834,-0.38631219,-3.2602766,8.2944059,156.98975,106.5807,0.29287037,-4.9077926,715.19781
4.5542989,-6.7093682,-0.38667682,-3.5008268,8.3225822,156.98975,106.78654,0.2931703,-4.9073167,715.2135
4.554399,-6.7097526,-0.38703984,-3.7379119,8.3425169,156.98973,106.99266,0.29346931,-4.9068427,715.22925
4.5544991,-6.7101355,-0.38740119,-3.9712968,8.3541889,156.98973,107.19904,0.29376742,-4.9063702,715.24493
4.5545988,-6.7105179,-0.38776094,-4.2007504,8.3575888,156.98972,107.40569,0.29406461,-4.9058995,715.26062
4.5546989,-6.7108994,-0.38811907,-4.4260459,8.3527107,156.98972,107.61262,0.29436088,-4.9054303,715.27631
4.5547991,-6.7112799,-0.38847557,-4.6469598,8.3395624,156.9897,107.81982,0.29465622,-4.9049625,715.29199
4.5548992,-6.7116594,-0.38883048,-4.8632731,8.3181543,156.9897,108.02729,0.29495066,-4.9044962,715.30774
4.5549989,-6.712038,-0.38918379,-5.0747724,8.2885094,156.98969,108.23505,0.29524419,-4.9040318,715.32343
4.555099,-6.7124162,-0.38953549,-5.2812481,8.2506561,156.98969,108.44308,0.29553682,-4.9035687,715.33911
4.5551991,-6.7127934,-0.3898856,-5.4824953,8.2046328,156.98967,108.65141,0.29582852,-4.9031076,715.3548
4.5552988,-6.7131696,-0.39023414,-5.6783152,8.150485,156.98967,108.86004,0.29611933,-4.9026475,715.37048
4.5553989,-6.7135448,-0.3905811,-5.8685136,8.0882654,156.98965,109.06895,0.29640925,-4.9021893,715.38623
4.5554991,-6.7139192,-0.39092651,-6.0529027,8.0180359,156.98965,109.27815,0.29669824,-4.9017324,715.40192
4.5555992,-6.714293,-0.39127034,-6.2312994,7.9398675,156.98964,109.48766,0.29698634,-4.9012771,715.4176
4.5556989,-6.7146659,-0.39161262,-6.4035277,7.8538361,156.98964,109.69746,0.29727355,-4.9008236,715.43329
4.555799,-6.7150378,-0.39195335,-6.5694165,7.7600279,156.98964,109.90758,0.29755989,-4.9003711,715.44904
4.5558991,-6.7154088,-0.39229253,-6.7288022,7.658535,156.98962,110.118,0.2978453,-4.8999205,715.46472
4.5559993,-6.7157788,-0.39263019,-6.8815265,7.549458,156.98962,110.32872,0.29812983,-4.8994713,715.48041
4.5560989,-6.7161484,-0.3929663,-7.0274382,7.4329057,156.98961,110.53976,0.29841349,-4.8990235,715.49609
4.5561991,-6.716517,-0.39330092,-7.1663933,7.3089929,156.98961,110.75111,0.29869625,-4.8985772,715.51178
4.5562992,-6.7168846,-0.39363402,-7.2982545,7.1778426,156.98959,110.96278,0.29897812,-4.8981323,715.52753
4.5563989,-6.7172513,-0.39396563,-7.4228902,7.0395842,156.98959,111.17478,0.29925913,-4.8976893,715.54321
4.556499,-6.7176175,-0.39429572,-7.5401783,6.8943553,156.98958,111.38709,0.29953924,-4.8972473,715.5589
4.5565991,-6.7179828,-0.39462435,-7.6500015,6.7422991,156.98958,111.59973,0.29981852,-4.8968067,715.57458
4.5566993,-6.7183471,-0.39495149,-7.7522521,6.5835667,156.98956,111.81271,0.3000969,-4.896368,715.59033
4.5567989,-6.7187104,-0.39527714,-7.8468285,6.4183149,156.98956,112.026,0.30037442,-4.8959303,715.60602
4.5568991,-6.7190733,-0.39560136,-7.9336371,6.2467074,156.98955,112.23963,0.30065107,-4.8954945,715.6217
4.5569992,-6.7194352,-0.39592412,-8.0125923,6.0689139,156.98955,112.4536,0.30092686,-4.8950596,715.63739
4.5570989,-6.7197962,-0.39624542,-8.0836153,5.8851109,156.98953,112.6679,0.30120182,-4.8946266,715.65308
4.557199,-6.7201567,-0.39656532,-8.146637,5.6954799,156.98953,112.88254,0.30147591,-4.8941946,715.66882
4.5572991,-6.7205162,-0.39688376,-8.2015934,5.5002093,156.98952,113.09753,0.30174917,-4.893764,715.68451
4.5573993,-6.7208748,-0.39720079,-8.2484312,5.2994914,156.98952,113.31286,0.30202156,-4.8933353,715.7002
4.5574989,-6.7212324,-0.39751643,-8.2871037,5.0935259,156.9895,113.52853,0.30229312,-4.8929076,715.71588
4.5575991,-6.7215896,-0.39783067,-8.3175726,4.8825164,156.98949,113.74455,0.30256385,-4.8924813,715.73157
4.5576992,-6.7219458,-0.3981435,-8.3398085,4.6666713,156.98949,113.96093,0.30283374,-4.8920565,715.74731
4.5577989,-6.7223015,-0.39845496,-8.3537893,4.4462047,156.98947,114.17766,0.30310279,-4.8916326,715.763
4.557899,-6.7226562,-0.39876506,-8.3594999,4.2213349,156.98947,114.39474,0.30337101,-4.8912106,715.77869
4.5579991,-6.7230101,-0.39907381,-8.3569355,3.9922843,156.98946,114.61218,0.30363843,-4.8907895,715.79437
4.5580993,-6.7233629,-0.39938119,-8.3460989,3.7592797,156.98944,114.82999,0.30390504,-4.8903699,715.81012
4.5581989,-6.7237153,-0.39968723,-8.3270016,3.5225518,156.98944,115.04815,0.30417082,-4.8899512,715.82581
4.5582991,-6.7240672,-0.39999196,-8.2996607,3.2823348,156.98943,115.26668,0.30443582,-4.8895345,715.84149
4.5583992,-6.7244182,-0.40029535,-8.2641039,3.0388668,156.98943,115.48557,0.30469999,-4.8891187,715.85718
4.5584989,-6.7247682,-0.40059742,-8.2203665,2.7923882,156.98941,115.70483,0.30496335,-4.8887043,715.87286
4.558599,-6.7251172,-0.40089822,-8.1684923,2.5431435,156.9894,115.92445,0.30522594,-4.8882909,715.88861
4.5586991,-6.7254658,-0.4011977,-8.1085329,2.291379,156.98938,116.14445,0.30548775,-4.8878794,715.9043
4.5587993,-6.7258139,-0.40149593,-8.0405464,2.0373442,156.98938,116.36482,0.30574876,-4.8874683,715.91998
4.5588989,-6.726161,-0.40179288,-7.9646006,1.7812904,156.98936,116.58557,0.30600899,-4.8870592,715.93567
4.5589991,-6.7265072,-0.40208858,-7.8807707,1.523471,156.98935,116.80669,0.30626842,-4.8866506,715.95142
4.5590992,-6.7268529,-0.40238303,-7.7891402,1.2641412,156.98935,117.02819,0.30652711,-4.8862438,715.9671
4.5591993,-6.7271976,-0.40267625,-7.6897993,1.0035577,156.98933,117.25008,0.30678505,-4.885838,715.98279
4.559299,-6.7275419,-0.40296823,-7.5828466,0.74197829,156.98932,117.47234,0.30704221,-4.8854332,715.99847
4.5593991,-6.7278852,-0.40325901,-7.4683876,0.47966194,156.9893,117.69498,0.3072986,-4.8850298,716.01416
4.5594993,-6.7282281,-0.4035486,-7.3465357,0.21686824,156.9893,117.91801,0.30755424,-4.8846278,716.02991
4.5595989,-6.72857,-0.40383697,-7.217412,-0.046142761,156.98929,118.14143,0.30780917,-4.8842268,716.04559
4.5596991,-6.7289114,-0.40412417,-7.0811434,-0.30911073,156.98927,118.36523,0.30806333,-4.8838267,716.06128
4.5597992,-6.7292519,-0.40441021,-6.9378653,-0.5717755,156.98926,118.58943,0.30831677,-4.8834276,716.07697
4.5598993,-6.7295918,-0.40469509,-6.7877192,-0.83387703,156.98924,118.81401,0.30856949,-4.8830299,716.09265
4.559999,-6.7299314,-0.40497884,-6.6308541,-1.095156,156.98923,119.03899,0.30882147,-4.8826337,716.1084
4.5600991,-6.7302699,-0.40526146,-6.4674249,-1.3553538,156.98921,119.26436,0.30907273,-4.8822379,716.12408
4.5601993,-6.730608,-0.40554294,-6.2975936,-1.614213,156.9892,119.49012,0.30932328,-4.8818436,716.13977
4.5602989,-6.7309451,-0.40582332,-6.1215281,-1.8714774,156.9892,119.71629,0.30957314,-4.8814502,716.15546
4.5603991,-6.7312818,-0.4061026,-5.9394026,-2.1268923,156.98918,119.94284,0.30982229,-4.8810582,716.1712
4.5604992,-6.7316175,-0.40638077,-5.7513971,-2.3802052,156.98917,120.1698,0.31007075,-4.8806667,716.18689
4.5605993,-6.7319531,-0.4066579,-5.5576978,-2.6311653,156.98915,120.39716,0.3103185,-4.8802767,716.20258
4.560699,-6.7322874,-0.40693396,-5.3584967,-2.8795242,156.98914,120.62492,0.31056559,-4.8798876,716.21826
4.5607991,-6.7326217,-0.40720895,-5.1539907,-3.1250362,156.98912,120.85307,0.310812,-4.8794994,716.23395
4.5608993,-6.732955,-0.40748292,-4.9443822,-3.3674583,156.98909,121.08163,0.31105772,-4.8791122,716.24969
4.5609989,-6.7332878,-0.40775588,-4.7298784,-3.6065505,156.98907,121.31061,0.31130281,-4.878726,716.26538
4.5610991,-6.7336197,-0.4080278,-4.5106916,-3.8420765,156.98906,121.53998,0.31154722,-4.8783412,716.28107
4.5611992,-6.7339511,-0.40829873,-4.2870388,-4.0738029,156.98904,121.76976,0.31179097,-4.8779569,716.29675
4.5612993,-6.734282,-0.40856868,-4.0591412,-4.3015008,156.98903,121.99995,0.31203407,-4.8775735,716.31244
4.561399,-6.7346125,-0.40883768,-3.827224,-4.5249448,156.98901,122.23054,0.31227654,-4.8771915,716.32819
4.5614991,-6.7349424,-0.40910569,-3.5915174,-4.7439137,156.989,122.46154,0.31251839,-4.8768101,716.34387
4.5615993,-6.7352715,-0.40937275,-3.3522542,-4.9581904,156.98897,122.69296,0.31275961,-4.8764296,716.35956
4.5616994,-6.7356,-0.40963885,-3.1096711,-5.1675634,156.98895,122.92478,0.31300017,-4.87605,716.37524
4.561799,-6.7359281,-0.40990406,-2.8640082,-5.3718252,156.98894,123.15701,0.31324014,-4.8756714,716.39099
4.5618992,-6.7362552,-0.41016835,-2.6155083,-5.5707741,156.98892,123.38966,0.31347951,-4.8752937,716.40668
4.5619993,-6.7365823,-0.41043174,-2.3644178,-5.7642126,156.98889,123.62272,0.31371829,-4.8749166,716.42236
4.562099,-6.7369084,-0.41069427,-2.1109846,-5.9519501,156.98888,123.85619,0.31395644,-4.8745408,716.43805
4.5621991,-6.7372341,-0.41095591,-1.8554598,-6.1338,156.98886,124.09009,0.31419402,-4.8741655,716.45374
4.5622993,-6.7375593,-0.41121668,-1.598096,-6.3095832,156.98883,124.32439,0.31443101,-4.8737907,716.46948
4.5623994,-6.737884,-0.41147661,-1.339148,-6.4791245,156.98882,124.5591,0.31466743,-4.8734174,716.48517
4.562499,-6.7382083,-0.41173574,-1.0788718,-6.6422577,156.9888,124.79424,0.31490329,-4.8730445,716.50085
4.5625992,-6.7385316,-0.41199401,-0.81752521,-6.79882,156.98877,125.02979,0.31513855,-4.8726726,716.51654
4.5626993,-6.7388549,-0.4122515,-0.55536652,-6.9486575,156.98875,125.26575,0.3153733,-4.8723011,716.53229
4.562799,-6.7391772,-0.41250819,-0.29265523,-7.0916214,156.98872,125.50214,0.31560749,-4.8719306,716.54797
4.5628991,-6.7394996,-0.4127641,-0.029651204,-7.2275701,156.98871,125.73895,0.31584111,-4.8715611,716.56366
4.5629992,-6.739821,-0.41301924,0.23338531,-7.356369,156.98868,125.97617,0.31607422,-4.871192,716.57935
4.5630994,-6.7401419,-0.41327363,0.49619406,-7.4778914,156.98866,126.2138,0.3163068,-4.8708234,716.59503
4.563199,-6.7404628,-0.41352728,0.75851506,-7.5920162,156.98863,126.45186,0.31653884,-4.8704557,716.61078
4.5632992,-6.7407827,-0.41378021,1.0200888,-7.6986308,156.9886,126.69033,0.3167704,-4.8700891,716.62646
4.5633993,-6.7411027,-0.41403246,1.2806565,-7.7976294,156.98859,126.92923,0.31700143,-4.8697228,716.64215
4.563499,-6.7414217,-0.41428396,1.5399601,-7.8889146,156.98856,127.16854,0.31723195,-4.8693571,716.65784
4.5635991,-6.7417407,-0.41453481,1.7977436,-7.9723954,156.98853,127.40827,0.317462,-4.8689919,716.67352
4.5636992,-6.7420588,-0.41478497,2.0537515,-8.0479898,156.98849,127.64842,0.31769156,-4.8686275,716.68927
4.5637994,-6.7423768,-0.4150345,2.3077304,-8.1156225,156.98848,127.88899,0.31792063,-4.8682642,716.70496
4.563899,-6.7426944,-0.41528338,2.5594294,-8.1752262,156.98845,128.12999,0.31814924,-4.8679008,716.72064
4.5639992,-6.743011,-0.41553161,2.8085995,-8.2267427,156.98842,128.3714,0.31837738,-4.8675385,716.73633
4.5640993,-6.7433276,-0.41577926,3.0549939,-8.2701206,156.98839,128.61322,0.31860507,-4.8671765,716.75208
4.5641994,-6.7436442,-0.41602629,3.2983689,-8.3053169,156.98836,128.85547,0.31883228,-4.8668151,716.76776
4.5642991,-6.7439599,-0.41627273,3.5384839,-8.3322964,156.98833,129.09814,0.31905907,-4.8664541,716.78345
4.5643992,-6.7442751,-0.4165186,3.7751009,-8.3510332,156.9883,129.34123,0.31928542,-4.8660936,716.79913
4.5644994,-6.7445903,-0.4167639,4.0079861,-8.3615084,156.98827,129.58473,0.31951135,-4.8657341,716.81482
4.564599,-6.744905,-0.41700867,4.2369094,-8.3637104,156.98824,129.82866,0.31973687,-4.8653746,716.83057
4.5646992,-6.7452192,-0.41725293,4.4616437,-8.3576393,156.9882,130.073,0.31996194,-4.8650155,716.84625
4.5647993,-6.745533,-0.41749665,4.6819668,-8.343298,156.98817,130.31775,0.32018664,-4.8646574,716.86194
4.5648994,-6.7458467,-0.41773987,4.8976607,-8.3207035,156.98814,130.56293,0.32041091,-4.8642993,716.87762
4.5649991,-6.74616,-0.41798258,5.1085124,-8.2898769,156.98811,130.80853,0.32063481,-4.8639421,716.89331
4.5650992,-6.7464728,-0.41822484,5.3143125,-8.2508478,156.98808,131.05453,0.32085833,-4.863585,716.90906
4.5651994,-6.7467852,-0.41846666,5.5148582,-8.2036562,156.98805,131.30096,0.32108146,-4.8632283,716.92474
4.565299,-6.7470975,-0.418708,5.7099504,-8.1483479,156.98802,131.54781,0.32130423,-4.8628721,716.94043
4.5653992,-6.7474093,-0.41894892,5.8993964,-8.0849771,156.98798,131.79507,0.32152662,-4.8625164,716.95612
4.5654993,-6.7477212,-0.41918942,6.0830088,-8.013607,156.98795,132.04274,0.32174867,-4.8621607,716.97186
4.5655994,-6.7480321,-0.41942951,6.2606053,-7.934309,156.98792,132.29083,0.32197037,-4.8618059,716.98755
4.5656991,-6.7483435,-0.41966924,6.4320111,-7.8471603,156.98787,132.53934,0.32219175,-4.8614511,717.00323
4.5657992,-6.7486539,-0.41990855,6.5970559,-7.7522469,156.98784,132.78825,0.32241279,-4.8610964,717.01892
4.5658994,-6.7489643,-0.42014754,6.7555766,-7.6496634,156.98781,133.03758,0.3226335,-4.8607426,717.03461
4.565999,-6.7492747,-0.42038617,6.9074163,-7.5395107,156.98776,133.28732,0.32285389,-4.8603888,717.05035
4.5660992,-6.7495842,-0.42062446,7.0524244,-7.4218979,156.98773,133.53748,0.32307398,-4.8600349,717.06604
4.5661993,-6.7498941,-0.42086244,7.1904583,-7.2969413,156.98769,133.78802,0.32329375,-4.8596816,717.08173
4.5662994,-6.7502036,-0.42110011,7.3213801,-7.1647639,156.98766,134.039,0.32351324,-4.8593287,717.09741
4.5663991,-6.7505126,-0.42133749,7.4450617,-7.025497,156.98761,134.29037,0.32373247,-4.8589759,717.1131
4.5664992,-6.7508216,-0.42157459,7.5613794,-6.8792782,156.98756,134.54216,0.32395139,-4.8586235,717.12885
4.5665994,-6.7511301,-0.42181143,7.6702185,-6.7262521,156.98753,134.79436,0.32417005,-4.8582711,717.14453
4.5666995,-6.7514386,-0.42204803,7.771471,-6.5665698,156.98749,135.04695,0.32438844,-4.8579187,717.16022
4.5667992,-6.7517471,-0.42228439,7.8650374,-6.4003887,156.98744,135.29996,0.32460657,-4.8575668,717.1759
4.5668993,-6.7520552,-0.42252055,7.9508243,-6.2278743,156.98741,135.55338,0.32482448,-4.8572149,717.19165
4.5669994,-6.7523627,-0.42275649,8.0287466,-6.0491962,156.98737,135.80717,0.32504213,-4.8568635,717.20734
4.5670991,-6.7526708,-0.42299223,8.0987282,-5.8645315,156.98732,136.0614,0.32525954,-4.8565121,717.22302
4.5671992,-6.7529783,-0.42322782,8.1606989,-5.6740627,156.98727,136.31601,0.32547674,-4.8561606,717.23871
4.5672994,-6.7532854,-0.42346323,8.2145977,-5.4779782,156.98723,136.57101,0.32569373,-4.8558092,717.25439
4.5673995,-6.7535925,-0.42369848,8.2603712,-5.2764721,156.98718,136.82643,0.32591051,-4.8554583,717.27014
4.5674992,-6.7538996,-0.4239336,8.2979736,-5.0697427,156.98714,137.08224,0.32612705,-4.8551068,717.28583
4.5675993,-6.7542067,-0.42416862,8.3273678,-4.857996,156.98709,137.33844,0.32634345,-4.8547559,717.30151
4.5676994,-6.7545133,-0.42440352,8.3485241,-4.6414399,156.98705,137.59505,0.32655963,-4.8544049,717.3172
4.5677991,-6.7548199,-0.42463833,8.3614225,-4.4202895,156.987,137.85204,0.32677564,-4.854054,717.33289
4.5678992,-6.7551265,-0.42487305,8.3660498,-4.1947627,156.98695,138.10942,0.3269915,-4.853703,717.34863
4.5679994,-6.7554326,-0.42510775,8.362401,-3.9650836,156.98691,138.3672,0.32720718,-4.8533521,717.36432
4.5680995,-6.7557392,-0.42534235,8.3504791,-3.7314785,156.98686,138.62537,0.32742271,-4.8530011,717.38
