"Time","rectifier.thyristor_p1.off","rectifier.thyristor_p2.off","rootMeanSquareVoltage.mean.y","pulse2.twoPulse.timerPositive[1].entryTime","rectifier.thyristor_n2.off","inductor.i","meanCurrent.x","rectifier.thyristor_n1.off","rootMeanSquareVoltage.mean.x","meanVoltage.x","pulse2.twoPulse.timerNegative[1].entryTime","meanCurrent.y","meanVoltage.y"
4.9849849,0,1,12099.979,4.98,0,5.7858095,0.030409859,1,60.136795,-0.4928388,4.9699998,6.1165013,0.77838945
4.9849973,0,1,12099.979,4.98,0,5.7877979,0.030481851,1,60.437855,-0.4909035,4.9699998,6.1165013,0.77838945
4.9851975,0,1,12099.979,4.98,0,5.8196769,0.031642649,1,65.271858,-0.45980948,4.9699998,6.1165013,0.77838945
4.9853973,0,1,12099.979,4.98,0,5.8513083,0.032809798,1,70.068367,-0.42883635,4.9699998,6.1165013,0.77838945
4.9855976,0,1,12099.979,4.98,0,5.8825703,0.033983238,1,74.789825,-0.3981066,4.9699998,6.1165013,0.77838945
4.9857974,0,1,12099.979,4.98,0,5.913343,0.035162885,1,79.399956,-0.36774155,4.9699998,6.1165013,0.77838945
4.9859977,0,1,12099.979,4.98,0,5.9435096,0.036348626,1,83.864189,-0.337861,4.9699998,6.1165013,0.77838945
4.9861975,0,1,12099.979,4.98,0,5.9729548,0.037540331,1,88.150246,-0.30858296,4.9699998,6.1165013,0.77838945
4.9863973,0,1,12099.979,4.98,0,6.0015655,0.038737848,1,92.228729,-0.28002292,4.9699998,6.1165013,0.77838945
4.9865975,0,1,12099.979,4.98,0,6.029233,0.039940991,1,96.073509,-0.25229359,4.9699998,6.1165013,0.77838945
4.9867973,0,1,12099.979,4.98,0,6.0558515,0.041149568,1,99.662109,-0.22550444,4.9699998,6.1165013,0.77838945
4.9869976,0,1,12099.979,4.98,0,6.0813198,0.042363353,1,102.97607,-0.1997612,4.9699998,6.1165013,0.77838945
4.9871974,0,1,12099.979,4.98,0,6.1055412,0.043582108,1,106.00131,-0.17516549,4.9699998,6.1165013,0.77838945
4.9873977,0,1,12099.979,4.98,0,6.1284242,0.044805575,1,108.72829,-0.15181436,4.9699998,6.1165013,0.77838945
4.9875975,0,1,12099.979,4.98,0,6.1498814,0.046033479,1,111.15214,-0.12980002,4.9699998,6.1165013,0.77838945
4.9877977,0,1,12099.979,4.98,0,6.1698322,0.047265526,1,113.27282,-0.10920934,4.9699998,6.1165013,0.77838945
4.9879975,0,1,12099.979,4.98,0,6.188201,0.048501406,1,115.09507,-0.090123571,4.9699998,6.1165013,0.77838945
4.9881973,0,1,12099.979,4.98,0,6.2049198,0.049740795,1,116.62831,-0.072618037,4.9699998,6.1165013,0.77838945
4.9883976,0,1,12099.979,4.98,0,6.2199259,0.050983358,1,117.88653,-0.056761835,4.9699998,6.1165013,0.77838945
4.9885974,0,1,12099.979,4.98,0,6.2331634,0.052228745,1,118.88805,-0.042617552,4.9699998,6.1165013,0.77838945
4.9887977,0,1,12099.979,4.98,0,6.2445836,0.053476598,1,119.65525,-0.030241009,4.9699998,6.1165013,0.77838945
4.9889975,0,1,12099.979,4.98,0,6.2541456,0.054726552,1,120.2142,-0.019681053,4.9699998,6.1165013,0.77838945
4.9891977,0,1,12099.979,4.98,0,6.2618146,0.055978231,1,120.59425,-0.010979363,4.9699998,6.1165013,0.77838945
4.9893975,0,1,12099.979,4.98,0,6.2675643,0.057231251,1,120.82757,-0.004170286,4.9699998,6.1165013,0.77838945
4.9895978,0,1,12099.979,4.98,0,6.2713752,0.058485225,1,120.94865,0.00071930519,4.9699998,6.1165013,0.77838945
4.9897976,0,1,12099.979,4.98,0,6.2732363,0.059739769,1,120.99376,0.0036701118,4.9699998,6.1165013,0.77838945
4.9899974,0,1,12099.979,4.98,0,6.2731428,0.060994491,1,121.00035,0.0046704873,4.9699998,6.1165013,0.77838945
4.9899998,0,1,12099.979,4.98,0,6.2731304,0.061009396,1,121.00035,0.0046706251,4.9699998,6.1165013,0.77838945
4.9899998,0,1,12100.035,4.98,0,6.2731304,0,1,0,0,4.9699998,6.1009398,0.4670625
4.9899998,0,1,12100.035,4.98,0,6.2731304,1.565199e-11,1,1.5417896e-16,-1.9613505e-14,4.9699998,6.1009398,0.4670625
4.9899998,0,1,12100.035,4.98,0,6.2731304,1.565199e-11,1,1.5417896e-16,-1.9613505e-14,4.9899998,6.1009398,0.4670625
4.9901977,0,1,12100.035,4.98,0,6.2711,0.0012395993,1,0.006141223,-0.00095413846,4.9899998,6.1009398,0.4670625
4.9903975,0,1,12100.035,4.98,0,6.267118,0.002493503,1,0.049900863,-0.0038587451,4.9899998,6.1009398,0.4670625
4.9905977,0,1,12100.035,4.98,0,6.2612171,0.0037464178,1,0.16875915,-0.0087025128,4.9899998,6.1009398,0.4670625
4.9907975,0,1,12100.035,4.98,0,6.2534232,0.0049979626,1,0.39901075,-0.015466313,4.9899998,6.1009398,0.4670625
4.9909978,0,1,12100.035,4.98,0,6.2437711,0.0062477626,1,0.77519429,-0.024123451,4.9899998,6.1009398,0.4670625
4.9911976,0,1,12100.035,4.98,0,6.2323022,0.0074954489,1,1.3295467,-0.034639757,4.9899998,6.1009398,0.4670625
4.9913979,0,1,12100.035,4.98,0,6.2190647,0.0087406645,1,2.0914929,-0.046973724,4.9899998,6.1009398,0.4670625
4.9915977,0,1,12100.035,4.98,0,6.2041149,0.009983059,1,3.0871851,-0.061076675,4.9899998,6.1009398,0.4670625
4.9917979,0,1,12100.035,4.98,0,6.1875148,0.011222298,1,4.3390889,-0.07689295,4.9899998,6.1009398,0.4670625
4.9919977,0,1,12100.035,4.98,0,6.1693335,0.012458058,1,5.8656292,-0.094360113,4.9899998,6.1009398,0.4670625
4.9921975,0,1,12100.035,4.98,0,6.1496458,0.013690028,1,7.6808982,-0.11340924,4.9899998,6.1009398,0.4670625
4.9923978,0,1,12100.035,4.98,0,6.1285329,0.014917918,1,9.7944365,-0.13396513,4.9899998,6.1009398,0.4670625
4.9925976,0,1,12100.035,4.98,0,6.106082,0.01614145,1,12.211078,-0.15594666,4.9899998,6.1009398,0.4670625
4.9927979,0,1,12100.035,4.98,0,6.0823841,0.017360365,1,14.930877,-0.17926708,4.9899998,6.1009398,0.4670625
4.9929976,0,1,12100.035,4.98,0,6.0575366,0.018574422,1,17.949108,-0.20383434,4.9899998,6.1009398,0.4670625
4.9931979,0,1,12100.035,4.98,0,6.0316405,0.019783406,1,21.256336,-0.22955146,4.9899998,6.1009398,0.4670625
4.9933977,0,1,12100.035,4.98,0,6.0048018,0.020987112,1,24.838572,-0.25631699,4.9899998,6.1009398,0.4670625
4.993598,0,1,12100.035,4.98,0,5.9771295,0.022185365,1,28.677483,-0.28402522,4.9899998,6.1009398,0.4670625
4.9937978,0,1,12100.035,4.98,0,5.9487362,0.023378011,1,32.750694,-0.31256685,4.9899998,6.1009398,0.4670625
4.9939976,0,1,12100.035,4.98,0,5.9197364,0.024564914,1,37.032131,-0.34182918,4.9899998,6.1009398,0.4670625
4.9941978,0,1,12100.035,4.98,0,5.8902488,0.025745966,1,41.492439,-0.37169677,4.9899998,6.1009398,0.4670625
4.9943976,0,1,12100.035,4.98,0,5.8603926,0.026921082,1,46.099442,-0.40205169,4.9899998,6.1009398,0.4670625
4.9945979,0,1,12100.035,4.98,0,5.8302889,0.028090199,1,50.818649,-0.43277416,4.9899998,6.1009398,0.4670625
4.9947977,0,1,12100.035,4.98,0,5.8000593,0.029253282,1,55.613808,-0.46374291,4.9899998,6.1009398,0.4670625
4.9949951,0,1,12100.035,4.98,0,5.7702537,0.030394005,1,60.379036,-0.49439597,4.9899998,6.1009398,0.4670625
4.9949951,1,0,12100.035,4.98,1,5.7702537,0.030394005,0,60.379036,-0.49439597,4.9899998,6.1009398,0.4670625
4.994998,1,0,12100.035,4.98,1,5.7707062,0.030410316,0,60.447441,-0.49395627,4.9899998,6.1009398,0.4670625
4.9951978,1,0,12100.035,4.98,1,5.8026533,0.0315677,0,65.28141,-0.46286234,4.9899998,6.1009398,0.4670625
4.995398,1,0,12100.035,4.98,1,5.834352,0.032731451,0,70.077797,-0.43188959,4.9899998,6.1009398,0.4670625
4.9955978,1,0,12100.035,4.98,1,5.8656812,0.033901509,0,74.79908,-0.40116045,4.9899998,6.1009398,0.4670625
4.9957976,1,0,12100.035,4.98,1,5.8965206,0.035077784,0,79.408951,-0.37079623,4.9899998,6.1009398,0.4670625
4.9959979,1,0,12100.035,4.98,1,5.9267535,0.036260169,0,83.872856,-0.34091678,4.9899998,6.1009398,0.4670625
4.9961977,1,0,12100.035,4.98,1,5.956264,0.037448529,0,88.158531,-0.31164002,4.9899998,6.1009398,0.4670625
4.996398,1,0,12100.035,4.98,1,5.9849396,0.038642712,0,92.236572,-0.28308153,4.9899998,6.1009398,0.4670625
4.9965978,1,0,12100.035,4.98,1,6.0126715,0.039842539,0,96.080872,-0.25535396,4.9899998,6.1009398,0.4670625
4.996798,1,0,12100.035,4.98,1,6.0393543,0.041047808,0,99.668945,-0.22856677,4.9899998,6.1009398,0.4670625
4.9969978,1,0,12100.035,4.98,1,6.0648866,0.0422583,0,102.98235,-0.2028257,4.9899998,6.1009398,0.4670625
4.9971981,1,0,12100.035,4.98,1,6.0891714,0.043473773,0,106.007,-0.17823236,4.9899998,6.1009398,0.4670625
4.9973979,1,0,12100.035,4.98,1,6.1121168,0.044693973,0,108.73338,-0.15488379,4.9899998,6.1009398,0.4670625
4.9975977,1,0,12100.035,4.98,1,6.1336365,0.045918621,0,111.15663,-0.13287218,4.9899998,6.1009398,0.4670625
4.997798,1,0,12100.035,4.98,1,6.1536493,0.047147427,0,113.27672,-0.1122844,4.9899998,6.1009398,0.4670625
4.9979978,1,0,12100.035,4.98,1,6.17208,0.048380073,0,115.09838,-0.093201689,4.9899998,6.1009398,0.4670625
4.998198,1,0,12100.035,4.98,1,6.1888599,0.049616247,0,116.63107,-0.075699359,4.9899998,6.1009398,0.4670625
4.9983978,1,0,12100.035,4.98,1,6.2039266,0.050855603,0,117.88876,-0.059846487,4.9899998,6.1009398,0.4670625
4.9985981,1,0,12100.035,4.98,1,6.2172241,0.052097797,0,118.88979,-0.04570565,4.9899998,6.1009398,0.4670625
4.9987979,1,0,12100.035,4.98,1,6.2287049,0.053342469,0,119.65656,-0.033332657,4.9899998,6.1009398,0.4670625
4.9989982,1,0,12100.035,4.98,1,6.2383265,0.054589253,0,120.21511,-0.022776343,4.9899998,6.1009398,0.4670625
4.999198,1,0,12100.035,4.98,1,6.2460551,0.055837773,0,120.59483,-0.014078369,4.9899998,6.1009398,0.4670625
4.9993982,1,0,12100.035,4.98,1,6.2518635,0.057087645,0,120.8279,-0.0072730687,4.9899998,6.1009398,0.4670625
4.999598,1,0,12100.035,4.98,1,6.2557335,0.058338489,0,120.9488,-0.0023873001,4.9899998,6.1009398,0.4670625
4.9997978,1,0,12100.035,4.98,1,6.2576532,0.059589908,0,120.9938,0.00055965321,4.9899998,6.1009398,0.4670625
4.9999981,1,0,12100.035,4.98,1,6.2576184,0.060841519,0,121.00035,0.0015561602,4.9899998,6.1009398,0.4670625
5,1,0,12100.035,4.98,1,6.2576084,0.06085391,0,121.00035,0.0015562559,4.9899998,6.1009398,0.4670625
5,1,0,12100.035,5,1,6.2576084,0,0,0,0,4.9899998,6.085391,0.15562558
5.0001979,1,0,12100.035,5,1,6.2556334,0.0012390154,0,0.0061781979,-0.00095796515,4.9899998,6.085391,0.15562558
5.0003982,1,0,12100.035,5,1,6.2517095,0.0024898313,0,0.050049793,-0.0038664252,4.9899998,6.085391,0.15562558
5.000598,1,0,12100.035,5,1,6.2458658,0.0037396702,0,0.1690933,-0.0087140165,4.9899998,6.085391,0.15562558
5.0007982,1,0,12100.035,5,1,6.2381296,0.0049881507,0,0.39960039,-0.015481594,4.9899998,6.085391,0.15562558
5.000998,1,0,12100.035,5,1,6.2285352,0.0062348968,0,0.7761057,-0.02414245,4.9899998,6.085391,0.15562558
5.0011983,1,0,12100.035,5,1,6.217123,0.0074795419,0,1.3308411,-0.034662399,4.9899998,6.085391,0.15562558
5.0013981,1,0,12100.035,5,1,6.2039428,0.0087217269,0,2.0932255,-0.04699992,4.9899998,6.085391,0.15562558
5.0015979,1,0,12100.035,5,1,6.1890497,0.0099611031,0,3.0894043,-0.06110632,4.9899998,6.085391,0.15562558
5.0017982,1,0,12100.035,5,1,6.1725063,0.011197335,0,4.341835,-0.076925926,4.9899998,6.085391,0.15562558
5.0019979,1,0,12100.035,5,1,6.1543818,0.012430098,0,5.8689346,-0.094396293,4.9899998,6.085391,0.15562558
5.0021982,1,0,12100.035,5,1,6.1347508,0.013659084,0,7.6847863,-0.11344848,4.9899998,6.085391,0.15562558
5.002398,1,0,12100.035,5,1,6.1136947,0.014884001,0,9.7989216,-0.13400728,4.9899998,6.085391,0.15562558
5.0025983,1,0,12100.035,5,1,6.0913,0.01610457,0,12.216165,-0.15599155,4.9899998,6.085391,0.15562558
5.0027981,1,0,12100.035,5,1,6.0676589,0.017320534,0,14.936561,-0.17931452,4.9899998,6.085391,0.15562558
5.0029984,1,0,12100.035,5,1,6.0428677,0.018531652,0,17.955376,-0.20388415,4.9899998,6.085391,0.15562558
5.0031981,1,0,12100.035,5,1,6.0170283,0.019737707,0,21.263163,-0.22960347,4.9899998,6.085391,0.15562558
5.0033979,1,0,12100.035,5,1,5.9902458,0.020938497,0,24.845926,-0.25637093,4.9899998,6.085391,0.15562558
5.0035982,1,0,12100.035,5,1,5.9626298,0.022133844,0,28.685324,-0.28408095,4.9899998,6.085391,0.15562558
5.003798,1,0,12100.035,5,1,5.9342928,0.023323596,0,32.758976,-0.3126241,4.9899998,6.085391,0.15562558
5.0039983,1,0,12100.035,5,1,5.9053497,0.024507616,0,37.040798,-0.34188777,4.9899998,6.085391,0.15562558
5.0041981,1,0,12100.035,5,1,5.8759184,0.025685797,0,41.501431,-0.37175643,4.9899998,6.085391,0.15562558
5.0043983,1,0,12100.035,5,1,5.8461185,0.02685805,0,46.108688,-0.40211219,4.9899998,6.085391,0.15562558
5.0045981,1,0,12100.035,5,1,5.816071,0.02802432,0,50.828079,-0.43283528,4.9899998,6.085391,0.15562558
5.0047984,1,0,12100.035,5,1,5.7858977,0.029184563,0,55.623352,-0.46380439,4.9899998,6.085391,0.15562558
5.0049982,1,0,12100.035,5,1,5.7557216,0.03033877,0,60.457027,-0.49489734,4.9899998,6.085391,0.15562558
5.0050049,1,0,12100.035,5,1,5.7546992,0.030377831,0,60.621281,-0.49595317,4.9899998,6.085391,0.15562558
5.0050049,0,1,12100.035,5,0,5.7546992,0.030377831,1,60.621281,-0.49595317,4.9899998,6.085391,0.15562558
5.005198,0,1,12100.035,5,0,5.785625,0.031492751,1,65.290955,-0.46591523,4.9899998,6.085391,0.15562558
5.0053983,0,1,12100.035,5,0,5.8173914,0.032653101,1,70.087234,-0.43494284,4.9899998,6.085391,0.15562558
5.0055981,0,1,12100.035,5,0,5.8487873,0.033819772,1,74.808327,-0.40421432,4.9899998,6.085391,0.15562558
5.0057983,0,1,12100.035,5,0,5.879694,0.034992676,1,79.417946,-0.37385094,4.9899998,6.085391,0.15562558
5.0059981,0,1,12100.035,5,0,5.9099927,0.036171701,1,83.881531,-0.34397256,4.9899998,6.085391,0.15562558
5.0061984,0,1,12100.035,5,0,5.9395685,0.037356716,1,88.166817,-0.31469712,4.9899998,6.085391,0.15562558
5.0063982,0,1,12100.035,5,0,5.9683094,0.038547568,1,92.244423,-0.28614014,4.9899998,6.085391,0.15562558
5.0065985,0,1,12100.035,5,0,5.9961061,0.039744072,1,96.088234,-0.25841433,4.9899998,6.085391,0.15562558
5.0067983,0,1,12100.035,5,0,6.0228534,0.040946033,1,99.675774,-0.23162912,4.9899998,6.085391,0.15562558
5.0069981,0,1,12100.035,5,0,6.048449,0.042153232,1,102.98862,-0.20589022,4.9899998,6.085391,0.15562558
5.0071983,0,1,12100.035,5,0,6.0727973,0.043365426,1,106.0127,-0.18129924,4.9899998,6.085391,0.15562558
5.0073981,0,1,12100.035,5,0,6.0958052,0.044582359,1,108.73847,-0.15795323,4.9899998,6.085391,0.15562558
5.0075984,0,1,12100.035,5,0,6.1173873,0.045803752,1,111.16113,-0.13594437,4.9899998,6.085391,0.15562558
5.0077982,0,1,12100.035,5,0,6.1374621,0.047029309,1,113.28062,-0.11535949,4.9899998,6.085391,0.15562558
5.0079985,0,1,12100.035,5,0,6.1559544,0.048258726,1,115.1017,-0.09627983,4.9899998,6.085391,0.15562558
5.0081983,0,1,12100.035,5,0,6.1727953,0.049491677,1,116.63382,-0.078780696,4.9899998,6.085391,0.15562558
5.0083985,0,1,12100.035,5,0,6.187923,0.050727829,1,117.89098,-0.062931158,4.9899998,6.085391,0.15562558
5.0085983,0,1,12100.035,5,0,6.2012811,0.051966827,1,118.89153,-0.04879377,4.9899998,6.085391,0.15562558
5.0087986,0,1,12100.035,5,0,6.212822,0.053208318,1,119.65785,-0.036424328,4.9899998,6.085391,0.15562558
5.0089984,0,1,12100.035,5,0,6.2225032,0.054451931,1,120.21603,-0.025871653,4.9899998,6.085391,0.15562558
5.0091982,0,1,12100.035,5,0,6.2302909,0.055697292,1,120.59543,-0.017177397,4.9899998,6.085391,0.15562558
5.0093985,0,1,12100.035,5,0,6.2361588,0.05694402,1,120.82824,-0.010375873,4.9899998,6.085391,0.15562558
5.0095983,0,1,12100.035,5,0,6.240088,0.058191724,1,120.94895,-0.0054939277,4.9899998,6.085391,0.15562558
5.0097985,0,1,12100.035,5,0,6.2420659,0.05944002,1,120.99383,-0.0025508276,4.9899998,6.085391,0.15562558
5.0099983,0,1,12100.035,5,0,6.2420897,0.060688518,1,121.00035,-0.0015581892,4.9899998,6.085391,0.15562558
5.0100002,0,1,12100.035,5,0,6.2420821,0.060698409,1,121.00035,-0.001558128,4.9899998,6.085391,0.15562558
5.0100002,0,1,12100.035,5,0,6.2420821,0,1,0,0,4.9899998,6.0698409,-0.1558128
5.0100002,0,1,12100.035,5,0,6.2420821,1.5635382e-11,1,1.5671125e-16,-1.9812516e-14,4.9899998,6.0698409,-0.1558128
5.0100002,0,1,12100.035,5,0,6.2420821,1.5635382e-11,1,1.5671125e-16,-1.9812516e-14,5.0100002,6.0698409,-0.1558128
5.0101986,0,1,12100.035,5,0,6.2401628,0.0012384183,1,0.0062153209,-0.00096179947,5.0100002,6.0698409,-0.1558128
5.0103984,0,1,12100.035,5,0,6.2362967,0.0024861458,1,0.050199021,-0.0038741131,5.0100002,6.0698409,-0.1558128
5.0105987,0,1,12100.035,5,0,6.2305112,0.0037329078,1,0.16942787,-0.0087255277,5.0100002,6.0698409,-0.1558128
5.0107985,0,1,12100.035,5,0,6.2228322,0.0049783229,1,0.40019059,-0.015496884,5.0100002,6.0698409,-0.1558128
5.0109982,0,1,12100.035,5,0,6.213295,0.0062220152,1,0.77701783,-0.024161456,5.0100002,6.0698409,-0.1558128
5.0111985,0,1,12100.035,5,0,6.2019401,0.0074636177,1,1.3321363,-0.034685045,5.0100002,6.0698409,-0.1558128
5.0113983,0,1,12100.035,5,0,6.188817,0.0087027717,1,2.094959,-0.047026124,5.0100002,6.0698409,-0.1558128
5.0115986,0,1,12100.035,5,0,6.1739807,0.0099391285,1,3.0916243,-0.061135974,5.0100002,6.0698409,-0.1558128
5.0117984,0,1,12100.035,5,0,6.1574945,0.011172351,1,4.3445821,-0.07695891,5.0100002,6.0698409,-0.1558128
5.0119987,0,1,12100.035,5,0,6.1394267,0.012402118,1,5.872241,-0.094432481,5.0100002,6.0698409,-0.1558128
5.0121984,0,1,12100.035,5,0,6.1198521,0.01362812,1,7.6886754,-0.11348772,5.0100002,6.0698409,-0.1558128
5.0123987,0,1,12100.035,5,0,6.0988526,0.014850061,1,9.8034077,-0.13404943,5.0100002,6.0698409,-0.1558128
5.0125985,0,1,12100.035,5,0,6.0765142,0.016067667,1,12.221252,-0.15603644,5.0100002,6.0698409,-0.1558128
5.0127983,0,1,12100.035,5,0,6.0529294,0.017280679,1,14.942246,-0.17936197,5.0100002,6.0698409,-0.1558128
5.0129986,0,1,12100.035,5,0,6.0281949,0.018488858,1,17.961643,-0.20393398,5.0100002,6.0698409,-0.1558128
5.0131984,0,1,12100.035,5,0,6.0024118,0.019691983,1,21.269991,-0.22965547,5.0100002,6.0698409,-0.1558128
5.0133986,0,1,12100.035,5,0,5.9756861,0.020889856,1,24.853281,-0.25642493,5.0100002,6.0698409,-0.1558128
5.0135984,0,1,12100.035,5,0,5.9481263,0.022082297,1,28.693167,-0.28413668,5.0100002,6.0698409,-0.1558128
5.0137987,0,1,12100.035,5,0,5.9198456,0.023269152,1,32.767258,-0.31268138,5.0100002,6.0698409,-0.1558128
5.0139985,0,1,12100.035,5,0,5.8909588,0.024450289,1,37.049465,-0.34194636,5.0100002,6.0698409,-0.1558128
5.0141988,0,1,12100.035,5,0,5.8615837,0.025625596,1,41.510418,-0.3718161,5.0100002,6.0698409,-0.1558128
5.0143986,0,1,12100.035,5,0,5.83184,0.026794991,1,46.117935,-0.40217271,5.0100002,6.0698409,-0.1558128
5.0145984,0,1,12100.035,5,0,5.8018494,0.027958408,1,50.837513,-0.43289641,5.0100002,6.0698409,-0.1558128
5.0147986,0,1,12100.035,5,0,5.7717323,0.029115813,1,55.632896,-0.46386588,5.0100002,6.0698409,-0.1558128
5.0149984,0,1,12100.035,5,0,5.7416129,0.030267192,1,60.46661,-0.49495894,5.0100002,6.0698409,-0.1558128
5.0150151,0,1,12100.035,5,0,5.7391467,0.030361341,1,60.863518,-0.49751037,5.0100002,6.0698409,-0.1558128
5.0150151,1,0,12100.035,5,1,5.7391467,0.030361341,0,60.863518,-0.49751037,5.0100002,6.0698409,-0.1558128
5.0151987,1,0,12100.035,5,1,5.7685924,0.031417795,0,65.300499,-0.46896812,5.0100002,6.0698409,-0.1558128
5.0153985,1,0,12100.035,5,1,5.8004265,0.032574747,0,70.096664,-0.43799609,5.0100002,6.0698409,-0.1558128
5.0155988,1,0,12100.035,5,1,5.8318896,0.033738032,0,74.817574,-0.40726817,5.0100002,6.0698409,-0.1558128
5.0157986,1,0,12100.035,5,1,5.8628626,0.034907561,0,79.426933,-0.37690562,5.0100002,6.0698409,-0.1558128
5.0159988,1,0,12100.035,5,1,5.8932276,0.036083225,0,83.890198,-0.34702832,5.0100002,6.0698409,-0.1558128
5.0161986,1,0,12100.035,5,1,5.9228692,0.037264895,0,88.175102,-0.31775418,5.0100002,6.0698409,-0.1558128
5.0163989,1,0,12100.035,5,1,5.9516754,0.038452413,0,92.252274,-0.28919876,5.0100002,6.0698409,-0.1558128
5.0165987,1,0,12100.035,5,1,5.9795365,0.039645597,0,96.095596,-0.2614747,5.0100002,6.0698409,-0.1558128
5.0167985,1,0,12100.035,5,1,6.0063477,0.04084425,0,99.68261,-0.23469146,5.0100002,6.0698409,-0.1558128
5.0169988,1,0,12100.035,5,1,6.0320072,0.042048156,0,102.9949,-0.20895474,5.0100002,6.0698409,-0.1558128
5.0171986,1,0,12100.035,5,1,6.0564184,0.043257065,0,106.01839,-0.18436612,5.0100002,6.0698409,-0.1558128
5.0173988,1,0,12100.035,5,1,6.0794897,0.044470727,0,108.74357,-0.16102268,5.0100002,6.0698409,-0.1558128
5.0175986,1,0,12100.035,5,1,6.1011343,0.045688864,0,111.16562,-0.13901654,5.0100002,6.0698409,-0.1558128
5.0177989,1,0,12100.035,5,1,6.1212707,0.04691118,0,113.28452,-0.11843456,5.0100002,6.0698409,-0.1558128
5.0179987,1,0,12100.035,5,1,6.1398249,0.048137363,0,115.10501,-0.099357963,5.0100002,6.0698409,-0.1558128
5.018199,1,0,12100.035,5,1,6.1567268,0.049367096,0,116.63657,-0.081862032,5.0100002,6.0698409,-0.1558128
5.0183988,1,0,12100.035,5,1,6.1719151,0.050600037,0,117.89321,-0.066015825,5.0100002,6.0698409,-0.1558128
5.0185986,1,0,12100.035,5,1,6.1853342,0.051835842,0,118.89327,-0.05188188,5.0100002,6.0698409,-0.1558128
5.0187988,1,0,12100.035,5,1,6.1969347,0.053074148,0,119.65915,-0.039515991,5.0100002,6.0698409,-0.1558128
5.0189986,1,0,12100.035,5,1,6.206676,0.054314591,0,120.21694,-0.028966958,5.0100002,6.0698409,-0.1558128
5.0191989,1,0,12100.035,5,1,6.2145233,0.055556789,0,120.59602,-0.020276418,5.0100002,6.0698409,-0.1558128
5.0193987,1,0,12100.035,5,1,6.2204504,0.056800369,0,120.82857,-0.013478671,5.0100002,6.0698409,-0.1558128
5.019599,1,0,12100.035,5,1,6.2244382,0.05804494,0,120.9491,-0.0086005479,5.0100002,6.0698409,-0.1558128
5.0197988,1,0,12100.035,5,1,6.2264748,0.059290115,0,120.99387,-0.0056613013,5.0100002,6.0698409,-0.1558128
5.019999,1,0,12100.035,5,1,6.2265568,0.060535498,0,121.00034,-0.0046725315,5.0100002,6.0698409,-0.1558128
5.02,1,0,12100.035,5,1,6.2265515,0.060542896,0,121.00034,-0.004672497,5.0100002,6.0698409,-0.1558128
5.02,1,0,12100.034,5,1,6.2265515,0,0,0,0,5.0100002,6.0542898,-0.46724972
5.02,1,0,12100.034,5,1,6.2265515,1.5626864e-11,0,1.5798066e-16,-1.9911964e-14,5.0100002,6.0542898,-0.46724972
5.02,1,0,12100.034,5.02,1,6.2265515,1.5626864e-11,0,1.5798066e-16,-1.9911964e-14,5.0100002,6.0542898,-0.46724972
5.0201988,1,0,12100.034,5.02,1,6.2246881,0.001237808,0,0.006252592,-0.0009656414,5.0100002,6.0542898,-0.46724972
5.0203986,1,0,12100.034,5.02,1,6.22088,0.0024824464,0,0.050348543,-0.0038818086,5.0100002,6.0542898,-0.46724972
5.0205989,1,0,12100.034,5.02,1,6.2151523,0.0037261306,0,0.16976288,-0.0087370463,5.0100002,6.0542898,-0.46724972
5.0207987,1,0,12100.034,5.02,1,6.207531,0.0049684793,0,0.40078139,-0.01551218,5.0100002,6.0542898,-0.46724972
5.020999,1,0,12100.034,5.02,1,6.198051,0.0062091174,0,0.77793068,-0.02418047,5.0100002,6.0542898,-0.46724972
5.0211987,1,0,12100.034,5.02,1,6.1867533,0.0074476767,0,1.3334324,-0.034707703,5.0100002,6.0542898,-0.46724972
5.021399,1,0,12100.034,5.02,1,6.1736875,0.0086837988,0,2.0966935,-0.047052331,5.0100002,6.0542898,-0.46724972
5.0215988,1,0,12100.034,5.02,1,6.1589084,0.0099171354,0,3.0938454,-0.061165631,5.0100002,6.0542898,-0.46724972
5.0217991,1,0,12100.034,5.02,1,6.1424785,0.01114735,0,4.3473306,-0.076991901,5.0100002,6.0542898,-0.46724972
5.0219989,1,0,12100.034,5.02,1,6.1244674,0.012374119,0,5.8755484,-0.094468676,5.0100002,6.0542898,-0.46724972
5.0221987,1,0,12100.034,5.02,1,6.10495,0.013597134,0,7.6925659,-0.11352698,5.0100002,6.0542898,-0.46724972
5.0223989,1,0,12100.034,5.02,1,6.0840068,0.0148161,0,9.8078947,-0.13409159,5.0100002,6.0542898,-0.46724972
5.0225987,1,0,12100.034,5.02,1,6.0617251,0.016030744,0,12.226342,-0.15608133,5.0100002,6.0542898,-0.46724972
5.022799,1,0,12100.034,5.02,1,6.0381966,0.017240804,0,14.947933,-0.17940943,5.0100002,6.0542898,-0.46724972
5.0229988,1,0,12100.034,5.02,1,6.0135188,0.018446041,0,17.967913,-0.20398381,5.0100002,6.0542898,-0.46724972
5.0231991,1,0,12100.034,5.02,1,5.987792,0.019646237,0,21.276821,-0.22970748,5.0100002,6.0542898,-0.46724972
5.0233989,1,0,12100.034,5.02,1,5.9611225,0.020841189,0,24.860638,-0.25647891,5.0100002,6.0542898,-0.46724972
