"Time","aimc3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc3.is[2]","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","aimcM.is[3]","aimc3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.is[2]","aimcM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimcM.is[1]","aimc3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.w","loadInertiaM.w","aimc3.is[1]","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.phi","aimcM.is[4]"
0.10987325,0.10480575,-0.065195747,-209.91306,0.10480575,-0.74464035,0.0037937777,-330.22397,-0.065195747,308.85028,-0.19738923,521.10394,-0.19738923,1.9113311,1.9113311,868.50659,-0.74464035,0.0037937777,-512.93994
0.10997332,0.10374921,-0.07853587,-189.02718,0.10374921,-0.74238592,0.0039885906,-319.31143,-0.07853587,318.21408,-0.20065588,515.97858,-0.20065588,1.9825711,1.9825711,859.96423,-0.74238592,0.0039885906,-515.55939
0.11007338,0.10262039,-0.091822393,-168.01387,0.10262039,-0.73971319,0.0041906028,-308.17676,-0.091822393,327.35077,-0.20388797,510.49066,-0.20388797,2.055223,2.055223,850.81775,-0.73971319,0.0041906028,-517.81445
0.11017345,0.1014201,-0.105042,-146.89352,0.1014201,-0.736624,0.0043999553,-296.83002,-0.105042,336.25018,-0.20708326,504.64404,-0.20708326,2.1292701,2.1292701,841.07343,-0.736624,0.0043999553,-519.70123
0.11027352,0.10014929,-0.11818139,-125.68683,0.10014929,-0.7331208,0.0046167858,-285.28171,-0.11818139,344.90247,-0.21023954,498.44318,-0.21023954,2.2046936,2.2046936,830.73859,-0.7331208,0.0046167858,-521.21625
0.11037358,0.098808967,-0.13122736,-104.41451,0.098808967,-0.72920632,0.0048412322,-273.54251,-0.13122736,353.298,-0.21335463,491.89267,-0.21335463,2.2814732,2.2814732,819.82111,-0.72920632,0.0048412322,-522.35657
0.11047365,0.097400196,-0.14416681,-83.097351,0.097400196,-0.72488385,0.0050734291,-261.62323,-0.14416681,361.42746,-0.21642639,484.99768,-0.21642639,2.359587,2.359587,808.32947,-0.72488385,0.0050734291,-523.11951
0.11057372,0.095924079,-0.15698676,-61.756126,0.095924079,-0.72015667,0.0053135082,-249.53484,-0.15698676,369.28165,-0.21945268,477.76343,-0.21945268,2.4390125,2.4390125,796.2724,-0.72015667,0.0053135082,-523.50269
0.11067379,0.094381839,-0.16967434,-40.411709,0.094381839,-0.71502888,0.0055615995,-237.28851,-0.16967434,376.85181,-0.22243147,470.19574,-0.22243147,2.5197248,2.5197248,783.65961,-0.71502888,0.0055615995,-523.50421
0.11077385,0.092774741,-0.18221679,-19.08499,0.092774741,-0.7095049,0.005817831,-224.89569,-0.18221679,384.12946,-0.22536069,462.30075,-0.22536069,2.6016974,2.6016974,770.50122,-0.7095049,0.005817831,-523.12262
0.11087392,0.091104127,-0.19460157,2.2031524,0.091104127,-0.7035895,0.0060823276,-212.36787,-0.19460157,391.10635,-0.22823837,454.0849,-0.22823837,2.684902,2.684902,756.80817,-0.7035895,0.0060823276,-522.35693
0.11097398,0.089371398,-0.2068162,23.431883,0.089371398,-0.69728792,0.0063552102,-199.71677,-0.2068162,397.7746,-0.23106258,445.55499,-0.23106258,2.769309,2.769309,742.59161,-0.69728792,0.0063552102,-521.20636
0.11107405,0.087577984,-0.21884842,44.580448,0.087577984,-0.69060552,0.0066365981,-186.95407,-0.21884842,404.12653,-0.23383139,436.71799,-0.23383139,2.8548887,2.8548887,727.86334,-0.69060552,0.0066365981,-519.67047
0.11117411,0.085725419,-0.23068619,65.62812,0.085725419,-0.68354827,0.0069266073,-174.09178,-0.23068619,410.15491,-0.23654296,427.58145,-0.23654296,2.941608,2.941608,712.63574,-0.68354827,0.0069266073,-517.74957
0.11127418,0.083815292,-0.24231762,86.554276,0.083815292,-0.67612267,0.00722535,-161.14192,-0.24231762,415.85281,-0.2391955,418.15311,-0.2391955,3.0294333,3.0294333,696.92181,-0.67612267,0.00722535,-515.44403
0.11137425,0.081849232,-0.25373104,107.3384,0.081849232,-0.66833532,0.0075329347,-148.11664,-0.25373104,421.21368,-0.24178724,408.44101,-0.24178724,3.1183286,3.1183286,680.73505,-0.66833532,0.0075329347,-512.75482
0.11147431,0.079828918,-0.26491499,127.96014,0.079828918,-0.6601932,0.007849467,-135.02812,-0.26491499,426.2312,-0.2443165,398.45349,-0.2443165,3.2082582,3.2082582,664.08917,-0.6601932,0.007849467,-509.68317
0.11157438,0.077756092,-0.27585819,148.39925,0.077756092,-0.65170372,0.008175048,-121.88866,-0.27585819,430.89938,-0.24678163,388.19913,-0.24678163,3.2991841,3.2991841,646.99854,-0.65170372,0.008175048,-506.23071
0.11167445,0.07563255,-0.28654975,168.6357,0.07563255,-0.64287472,0.0085097766,-108.71061,-0.28654975,435.21277,-0.24918103,377.68689,-0.24918103,3.391067,3.391067,629.47815,-0.64287472,0.0085097766,-502.3996
0.11177452,0.073460147,-0.29697889,188.64964,0.073460147,-0.6337142,0.0088537456,-95.506393,-0.29697889,439.16614,-0.25151321,366.92599,-0.25151321,3.4838657,3.4838657,611.54333,-0.6337142,0.0088537456,-498.19232
0.11187458,0.071240768,-0.30713516,208.42143,0.071240768,-0.6242308,0.0092070438,-82.288445,-0.30713516,442.75473,-0.25377667,355.9259,-0.25377667,3.5775385,3.5775385,593.20984,-0.6242308,0.0092070438,-493.61179
0.11197465,0.068976335,-0.31700832,227.93166,0.068976335,-0.61443299,0.0095697585,-69.069176,-0.31700832,445.97391,-0.25597,344.6962,-0.25597,3.6720433,3.6720433,574.49365,-0.61443299,0.0095697585,-488.66101
0.11207472,0.066668831,-0.32658845,247.16118,0.066668831,-0.60433,0.00994197,-55.86108,-0.32658845,448.8197,-0.25809184,333.24692,-0.25809184,3.7673354,3.7673354,555.41156,-0.60433,0.00994197,-483.34375
0.11217479,0.064320281,-0.33586597,266.09113,0.064320281,-0.5939312,0.010323755,-42.67664,-0.33586597,451.28845,-0.26014096,321.58823,-0.26014096,3.863369,3.863369,535.98041,-0.5939312,0.010323755,-477.66406
0.11227485,0.061932746,-0.34483159,284.70294,0.061932746,-0.58324629,0.010715183,-29.528307,-0.34483159,453.3768,-0.26211607,309.73056,-0.26211607,3.9600978,3.9600978,516.21765,-0.58324629,0.010715183,-471.62628
0.11237492,0.059508324,-0.35347626,302.9783,0.059508324,-0.57228523,0.011116324,-16.428503,-0.35347626,455.08182,-0.26401609,297.68454,-0.26401609,4.0574741,4.0574741,496.1409,-0.57228523,0.011116324,-465.2352
0.11247499,0.057049122,-0.36179119,320.89929,0.057049122,-0.56105816,0.01152724,-3.3895905,-0.36179119,456.40091,-0.26583984,285.46085,-0.26583984,4.1554508,4.1554508,475.7681,-0.56105816,0.01152724,-458.49579
0.11257505,0.05455732,-0.36976814,338.4483,0.05455732,-0.54957575,0.011947989,9.5760803,-0.36976814,457.33194,-0.26758638,273.07062,-0.26758638,4.2539768,4.2539768,455.11768,-0.54957575,0.011947989,-451.4136
0.11267512,0.052035108,-0.37739909,355.60812,0.052035108,-0.53784865,0.012378621,22.45624,-0.37739909,457.87323,-0.26925474,260.52499,-0.26925474,4.3530025,4.3530025,434.20831,-0.53784865,0.012378621,-443.99451
0.11277518,0.049484715,-0.38467634,372.36197,0.049484715,-0.52588797,0.012819185,35.238697,-0.38467634,458.02344,-0.27084401,247.83536,-0.27084401,4.4524765,4.4524765,413.05893,-0.52588797,0.012819185,-436.24472
0.11287525,0.046908367,-0.3915925,388.6933,0.046908367,-0.51370496,0.013269724,47.911358,-0.3915925,457.78146,-0.27235338,235.01315,-0.27235338,4.5523467,4.5523467,391.68857,-0.51370496,0.013269724,-428.17062
0.11297531,0.044308346,-0.39814064,404.58609,0.044308346,-0.50131094,0.013730275,60.462223,-0.39814064,457.14682,-0.2737821,222.07004,-0.2737821,4.6525607,4.6525607,370.11673,-0.50131094,0.013730275,-419.77911
0.11307538,0.041686933,-0.40431416,420.02481,0.041686933,-0.48871779,0.014200869,72.879402,-0.40431416,456.11932,-0.2751295,209.01784,-0.2751295,4.7530646,4.7530646,348.36307,-0.48871779,0.014200869,-411.07739
0.11317545,0.039046448,-0.4101069,434.99432,0.039046448,-0.47593734,0.014681532,85.151154,-0.4101069,454.69931,-0.27639499,195.86847,-0.27639499,4.8538046,4.8538046,326.44745,-0.47593734,0.014681532,-402.073
0.11327552,0.036389213,-0.41551295,449.47992,0.036389213,-0.46298173,0.015172284,97.265846,-0.41551295,452.88733,-0.27757803,182.63393,-0.27757803,4.9547253,4.9547253,304.38986,-0.46298173,0.015172284,-392.77374
0.11337558,0.033717562,-0.42052674,463.46735,0.033717562,-0.44986308,0.015673144,109.212,-0.42052674,450.68439,-0.27867815,169.32626,-0.27867815,5.0557723,5.0557723,282.21045,-0.44986308,0.015673144,-383.18765
0.11347565,0.031033849,-0.42514333,476.9429,0.031033849,-0.43659392,0.016184118,120.97831,-0.42514333,448.09192,-0.27969494,155.95772,-0.27969494,5.1568894,5.1568894,259.92953,-0.43659392,0.016184118,-373.32321
0.11357572,0.028340437,-0.42935801,489.89346,0.028340437,-0.42318681,0.016705213,132.55365,-0.42935801,445.11179,-0.28062811,142.54057,-0.28062811,5.2580204,5.2580204,237.56761,-0.42318681,0.016705213,-363.18912
0.11367578,0.025639694,-0.4331665,502.30637,0.025639694,-0.40965453,0.017236425,143.92706,-0.4331665,441.74625,-0.28147745,129.08714,-0.28147745,5.3591089,5.3591089,215.14523,-0.40965453,0.017236425,-352.79443
0.11377585,0.022933995,-0.43656492,514.16937,0.022933995,-0.39600986,0.017777747,155.0878,-0.43656492,437.99786,-0.28224272,115.60977,-0.28224272,5.4600973,5.4600973,192.68295,-0.39600986,0.017777747,-342.14835
0.11387592,0.020225715,-0.43954974,525.47083,0.020225715,-0.38226578,0.018329168,166.02527,-0.43954974,433.86957,-0.28292382,102.12087,-0.28292382,5.5609293,5.5609293,170.20145,-0.38226578,0.018329168,-331.26031
0.11397599,0.01751723,-0.44211793,536.19977,0.01751723,-0.36843535,0.01889067,176.72917,-0.44211793,429.36481,-0.28352073,88.632874,-0.28352073,5.6615472,5.6615472,147.72147,-0.36843535,0.01889067,-320.14017
0.11407605,0.014810918,-0.44426692,546.34576,0.014810918,-0.35453176,0.019462226,187.18941,-0.44426692,424.4874,-0.28403354,75.158234,-0.28403354,5.7618937,5.7618937,125.26372,-0.35453176,0.019462226,-308.79797
0.11417612,0.012109148,-0.44599447,555.89893,0.012109148,-0.34056827,0.020043807,197.3961,-0.44599447,419.24149,-0.28446233,61.709377,-0.28446233,5.8619103,5.8619103,102.84896,-0.34056827,0.020043807,-297.24399
0.11427619,0.0094142901,-0.44729862,564.84973,0.0094142901,-0.32655811,0.020635379,207.3396,-0.44729862,413.63141,-0.28480726,48.298687,-0.28480726,5.9615402,5.9615402,80.49781,-0.32655811,0.020635379,-285.48849
0.11437625,0.0067286985,-0.44817805,573.18958,0.0067286985,-0.31251466,0.021236898,217.01053,-0.44817805,407.6622,-0.2850686,34.938568,-0.2850686,6.0607262,6.0607262,58.230949,-0.31251466,0.021236898,-273.54233
0.11447632,0.00405472,-0.44863185,580.9104,0.00405472,-0.29845133,0.021848319,226.39983,-0.44863185,401.33911,-0.2852467,21.641375,-0.2852467,6.1594095,6.1594095,36.068958,-0.29845133,0.021848319,-261.41632
0.11457638,0.0013946887,-0.44865951,588.00476,0.0013946887,-0.28438151,0.022469586,235.49869,-0.44865951,394.66776,-0.28534192,8.4193983,-0.28534192,6.2575336,6.2575336,14.032331,-0.28438151,0.022469586,-249.12155
0.11467645,-0.0012490742,-0.44826081,594.4657,-0.0012490742,-0.27031866,0.023100641,244.29852,-0.44826081,387.65405,-0.28535476,-4.7151413,-0.28535476,6.3550406,6.3550406,-7.8585687,-0.27031866,0.023100641,-236.66927
0.11477651,-0.0038742635,-0.44743603,600.28693,-0.0038742635,-0.25627613,0.02374142,252.79108,-0.44743603,380.30429,-0.28528574,-17.750107,-0.28528574,6.4518747,6.4518747,-29.583511,-0.25627613,0.02374142,-224.0708
0.11487658,-0.0064785969,-0.44618595,605.46283,-0.0064785969,-0.24226736,0.024391854,260.96841,-0.44618595,372.62512,-0.28513542,-30.673435,-0.28513542,6.5479779,6.5479779,-51.122391,-0.24226736,0.024391854,-211.33777
0.11497665,-0.0090598129,-0.44451171,609.98859,-0.0090598129,-0.22830573,0.025051866,268.82294,-0.44451171,364.6236,-0.28490454,-43.473175,-0.28490454,6.6432953,6.6432953,-72.455292,-0.22830573,0.025051866,-198.48187
0.11507672,-0.011615672,-0.44241497,613.8598,-0.011615672,-0.21440458,0.025721373,276.34735,-0.44241497,356.30704,-0.28459379,-56.137489,-0.28459379,6.7377701,6.7377701,-93.562485,-0.21440458,0.025721373,-185.51498
0.11517678,-0.014143951,-0.43989751,617.07269,-0.014143951,-0.20057718,0.02640029,283.53455,-0.43989751,347.68295,-0.28420401,-68.654671,-0.28420401,6.831347,6.831347,-114.42445,-0.20057718,0.02640029,-172.44896
0.11527685,-0.016642462,-0.43696183,619.62433,-0.016642462,-0.18683672,0.027088525,290.3779,-0.43696183,338.75931,-0.28373599,-81.013138,-0.28373599,6.9239717,6.9239717,-135.0219,-0.18683672,0.027088525,-159.29588
0.11537692,-0.01910905,-0.43361077,621.51233,-0.01910905,-0.17319633,0.027785977,296.87112,-0.43361077,329.5444,-0.28319073,-93.201492,-0.28319073,7.0155897,7.0155897,-155.33582,-0.17319633,0.027785977,-146.06795
0.11547699,-0.021541581,-0.4298476,622.73511,-0.021541581,-0.15966906,0.028492546,303.00824,-0.4298476,320.04678,-0.2825692,-105.20847,-0.2825692,7.1061473,7.1061473,-175.34744,-0.15966906,0.028492546,-132.77737
0.11557705,-0.023937961,-0.42567593,623.2915,-0.023937961,-0.14626782,0.029208118,308.78363,-0.42567593,310.27524,-0.28187245,-117.02298,-0.28187245,7.1955919,7.1955919,-195.0383,-0.14626782,0.029208118,-119.43647
0.11567712,-0.026296113,-0.42109969,623.18103,-0.026296113,-0.13300541,0.029932586,314.19193,-0.42109969,300.23883,-0.28110158,-128.63411,-0.28110158,7.2838712,7.2838712,-214.3902,-0.13300541,0.029932586,-106.05755
0.11577719,-0.028614018,-0.41612342,622.40411,-0.028614018,-0.1198945,0.030665826,319.22827,-0.41612342,289.94696,-0.28025779,-140.03119,-0.28025779,7.3709335,7.3709335,-233.38531,-0.1198945,0.030665826,-92.653038
0.11587725,-0.030889682,-0.41075197,620.96161,-0.030889682,-0.10694762,0.031407718,323.88812,-0.41075197,279.40924,-0.27934229,-151.20369,-0.27934229,7.4567289,7.4567289,-252.00616,-0.10694762,0.031407718,-79.23539
0.11597732,-0.033121161,-0.40499064,618.85529,-0.033121161,-0.094177112,0.032158125,328.16733,-0.40499064,268.63562,-0.27835637,-162.14137,-0.27835637,7.5412078,7.5412078,-270.23563,-0.094177112,0.032158125,-65.81707
0.11607739,-0.035306532,-0.39884493,616.08722,-0.035306532,-0.08159519,0.032916918,332.06204,-0.39884493,257.63614,-0.2773014,-172.83415,-0.2773014,7.6243215,7.6243215,-288.05692,-0.08159519,0.032916918,-52.410507
0.11617745,-0.037443921,-0.39232084,612.66022,-0.037443921,-0.069213882,0.033683963,335.56882,-0.39232084,246.42108,-0.27617878,-183.2722,-0.27617878,7.7060223,7.7060223,-305.45367,-0.069213882,0.033683963,-39.02816
0.11627752,-0.039531514,-0.38542482,608.57806,-0.039531514,-0.057044979,0.034459107,338.68463,-0.38542482,235.00108,-0.2749899,-193.44597,-0.2749899,7.7862635,7.7862635,-322.40994,-0.057044979,0.034459107,-25.682474
0.11637758,-0.041567523,-0.37816364,603.84491,-0.041567523,-0.045100089,0.035242204,341.40686,-0.37816364,223.38692,-0.27373633,-203.34616,-0.27373633,7.8649998,7.8649998,-338.91028,-0.045100089,0.035242204,-12.385866
0.11647765,-0.043550223,-0.3705444,598.4657,-0.043550223,-0.033390593,0.036033105,343.73328,-0.3705444,211.58955,-0.2724196,-212.96375,-0.2724196,7.9421868,7.9421868,-354.93958,-0.033390593,0.036033105,0.84929544
0.11657772,-0.045477912,-0.36257443,592.44568,-0.045477912,-0.021927714,0.036831651,345.66183,-0.36257443,199.62004,-0.2710413,-222.28987,-0.2710413,8.0177813,8.0177813,-370.48312,-0.021927714,0.036831651,14.010732
0.11667778,-0.047348954,-0.35426167,585.79108,-0.047348954,-0.01072234,0.037637677,347.19113,-0.35426167,187.48975,-0.2696031,-231.3161,-0.2696031,8.0917416,8.0917416,-385.52686,-0.01072234,0.037637677,27.086185
0.11677785,-0.049161769,-0.34561422,578.50867,-0.049161769,0.00021486396,0.038451023,348.3201,-0.34561422,175.21016,-0.26810667,-240.03426,-0.26810667,8.1640263,8.1640263,-400.0571,0.00021486395,0.038451023,40.063496
0.11687792,-0.050914828,-0.33664069,570.60596,-0.050914828,0.010873501,0.039271519,349.04803,-0.33664069,162.79295,-0.26655379,-248.43646,-0.26655379,8.2345972,8.2345972,-414.06076,0.010873501,0.039271519,52.930595
0.11697798,-0.052606635,-0.32734978,562.09076,-0.052606635,0.02124341,0.040098984,349.3746,-0.32734978,150.24986,-0.26494619,-256.51511,-0.26494619,8.3034153,8.3034153,-427.52515,0.02124341,0.040098984,65.675522
0.11707805,-0.054235756,-0.31775057,552.97162,-0.054235756,0.031314693,0.040933251,349.29984,-0.31775057,137.59274,-0.26328573,-264.26285,-0.26328573,8.3704443,8.3704443,-440.43808,0.031314693,0.040933251,78.286438
0.11717812,-0.055800829,-0.30785254,543.25781,-0.055800829,0.041077826,0.041774131,348.82425,-0.30785254,124.83363,-0.26157427,-271.67282,-0.26157427,8.4356489,8.4356489,-452.78802,0.041077826,0.041774131,90.75161
0.11727819,-0.057300534,-0.29766545,532.95917,-0.057300534,0.050523553,0.042621445,347.94873,-0.29766545,111.98467,-0.25981367,-278.7384,-0.25981367,8.4989958,8.4989958,-464.56403,0.050523553,0.042621445,103.05948
0.11737825,-0.058733616,-0.28719938,522.08606,-0.058733616,0.059642944,0.043475002,346.67462,-0.28719938,99.05809,-0.25800592,-285.45337,-0.25800592,8.5604525,8.5604525,-475.75562,0.059642944,0.043475002,115.19862
0.11747832,-0.060098857,-0.27646443,510.64917,-0.060098857,0.068427265,0.044334613,345.00342,-0.27646443,86.066093,-0.25615299,-291.81165,-0.25615299,8.6199875,8.6199875,-486.35272,0.068427265,0.044334613,127.15774
0.11757839,-0.061395116,-0.26547128,498.66006,-0.061395116,0.076868258,0.045200087,342.93719,-0.26547128,73.021065,-0.25425681,-297.80768,-0.25425681,8.6775723,8.6775723,-496.34613,0.076868258,0.045200087,138.92578
0.11767846,-0.06262131,-0.25423071,486.1308,-0.06262131,0.084957957,0.046071224,340.47842,-0.25423071,59.935421,-0.25231948,-303.43631,-0.25231948,8.7331791,8.7331791,-505.72717,0.084957957,0.046071224,150.49182
0.11777852,-0.063776426,-0.24275385,473.07394,-0.063776426,0.092688762,0.046947822,337.62997,-0.24275385,46.821625,-0.25034308,-308.69263,-0.25034308,8.7867823,8.7867823,-514.48767,0.092688762,0.046947822,161.84518
0.11787859,-0.064859495,-0.23105198,459.50259,-0.064859495,0.10005338,0.047829684,334.39502,-0.23105198,33.692146,-0.24832964,-313.57211,-0.24832964,8.838357,8.838357,-522.62024,0.10005338,0.047829684,172.97534
0.11797865,-0.065869607,-0.21913651,445.43005,-0.065869607,0.10704482,0.048716605,330.77701,-0.21913651,20.559433,-0.24628131,-318.07059,-0.24628131,8.8878803,8.8878803,-530.11761,0.10704482,0.048716605,183.87201
0.11807872,-0.066805921,-0.20701925,430.87057,-0.066805921,0.11365657,0.04960838,326.78,-0.20701925,7.4360132,-0.24420023,-322.18427,-0.24420023,8.9353323,8.9353323,-536.97382,0.11365657,0.04960838,194.52513
0.11817878,-0.067667671,-0.19471216,415.83865,-0.067667671,0.11988247,0.050504796,322.40829,-0.19471216,-5.6656165,-0.24208854,-325.90985,-0.24208854,8.9806919,8.9806919,-543.18304,0.11988247,0.050504796,204.9249
0.11827885,-0.068454146,-0.18222737,400.3494,-0.068454146,0.12571676,0.051405646,317.66666,-0.18222737,-18.732981,-0.23994847,-329.24426,-0.23994847,9.0239429,9.0239429,-548.74048,0.12571676,0.051405646,215.06177
0.11837892,-0.069164693,-0.16957714,384.41806,-0.069164693,0.13115393,0.052310716,312.56003,-0.16957714,-31.753668,-0.23778218,-332.18484,-0.23778218,9.0650692,9.0650692,-553.64142,0.13115393,0.052310716,224.92638
0.11847898,-0.069798715,-0.15677388,368.06049,-0.069798715,0.13618894,0.053219799,307.09378,-0.15677388,-44.71529,-0.2355919,-334.72934,-0.2355919,9.1040573,9.1040573,-557.88226,0.13618894,0.053219799,234.50967
0.11857905,-0.070355713,-0.1438303,351.29309,-0.070355713,0.1408172,0.054132674,301.27374,-0.1438303,-57.605503,-0.23337986,-336.87589,-0.23337986,9.140893,9.140893,-561.45984,0.1408172,0.054132674,243.80292
0.11867912,-0.070835225,-0.13075913,334.13254,-0.070835225,0.14503448,0.055049125,295.10605,-0.13075913,-70.412048,-0.23114832,-338.62308,-0.23114832,9.1755676,9.1755676,-564.37177,0.14503448,0.055049125,252.79761
0.11877918,-0.071236871,-0.1175733,316.59598,-0.071236871,0.14883699,0.05596894,288.59714,-0.1175733,-83.122734,-0.22889952,-339.96979,-0.22889952,9.2080717,9.2080717,-566.61633,0.14883699,0.05596894,261.48557
0.11887925,-0.071560301,-0.10428569,298.70059,-0.071560301,0.15222114,0.056891896,281.75363,-0.10428569,-95.725494,-0.22663574,-340.91522,-0.22663574,9.2383976,9.2383976,-568.19208,0.15222114,0.056891896,269.8588
0.11897932,-0.071805276,-0.090909488,280.46429,-0.071805276,0.155184,0.057817779,274.58273,-0.090909488,-108.20834,-0.22435924,-341.45914,-0.22435924,9.2665415,9.2665415,-569.09857,0.155184,0.057817779,277.90979
0.11907939,-0.071971603,-0.077457875,261.90521,-0.071971603,0.15772301,0.058746368,267.09186,-0.077457875,-120.55941,-0.22207233,-341.60165,-0.22207233,9.2925005,9.2925005,-569.33612,0.15772301,0.058746368,285.63126
0.11917945,-0.072059169,-0.063944131,243.04182,-0.072059169,0.15983596,0.059677448,259.28876,-0.063944131,-132.76698,-0.21977727,-341.34326,-0.21977727,9.3162727,9.3162727,-568.90546,0.15983596,0.059677448,293.01624
0.11927952,-0.072067894,-0.050381571,223.89278,-0.072067894,0.16152108,0.060610794,251.18144,-0.050381571,-144.81944,-0.21747634,-340.68478,-0.21747634,9.3378582,9.3378582,-567.80798,0.16152108,0.060610794,300.05811
0.11937959,-0.071997792,-0.036783542,204.47701,-0.071997792,0.16277693,0.061546192,242.77815,-0.036783542,-156.70537,-0.21517184,-339.62738,-0.21517184,9.3572598,9.3572598,-566.04565,0.16277693,0.061546192,306.75052
0.11947966,-0.071848929,-0.023163492,184.8138,-0.071848929,0.16360264,0.062483422,234.08755,-0.023163492,-168.41347,-0.21286607,-338.17279,-0.21286607,9.3744812,9.3744812,-563.62134,0.16360264,0.062483422,313.08752
0.11957972,-0.071621455,-0.0095348665,164.9227,-0.071621455,0.16399774,0.06342227,225.11856,-0.0095348665,-179.93268,-0.21056128,-336.32309,-0.21056128,9.3895302,9.3895302,-560.53845,0.16399774,0.06342227,319.0636
0.11967979,-0.071315579,0.0040888744,144.82346,-0.071315579,0.16396217,0.064362511,215.88039,0.0040888744,-191.25206,-0.20825976,-334.08066,-0.20825976,9.4024124,9.4024124,-556.80109,0.16396217,0.064362511,324.67346
0.11977986,-0.070931554,0.017694326,124.53578,-0.070931554,0.16349612,0.065303929,206.38228,0.017694326,-202.36087,-0.20596378,-331.44818,-0.20596378,9.4131393,9.4131393,-552.41364,0.16349612,0.065303929,329.91214
0.11987992,-0.070469715,0.031268042,104.07986,-0.070469715,0.16260041,0.066246323,196.63399,0.031268042,-213.24863,-0.2036756,-328.42889,-0.2036756,9.4217224,9.4217224,-547.38147,0.16260041,0.066246323,334.77512
0.11997999,-0.069930464,0.044796612,83.475937,-0.069930464,0.16127627,0.067189462,186.64543,0.044796612,-223.90504,-0.20139748,-325.02637,-0.20139748,9.428175,9.428175,-541.71057,0.16127627,0.067189462,339.25827
0.12008005,-0.069314279,0.058266681,62.744431,-0.069314279,0.15952532,0.068133146,176.42677,0.058266681,-234.32005,-0.19913164,-321.24454,-0.19913164,9.4325123,9.4325123,-535.40753,0.15952532,0.068133146,343.35779
0.12018012,-0.06862168,0.071664944,41.905823,-0.06862168,0.15734956,0.069077156,165.98839,0.071664944,-244.48381,-0.19688031,-317.08768,-0.19688031,9.4347515,9.4347515,-528.47949,0.15734956,0.069077156,347.07028
0.12028018,-0.06785325,0.084978193,20.980623,-0.06785325,0.15475132,0.070021287,155.34071,0.084978193,-254.3867,-0.1946457,-312.56036,-0.1946457,9.4349117,9.4349117,-520.9339,0.15475132,0.070021287,350.39255
0.12038025,-0.06700965,0.098193265,-0.010428835,-0.06700965,0.15173352,0.070965327,144.49463,0.098193265,-264.01944,-0.19243,-307.66763,-0.19243,9.4330149,9.4330149,-512.77936,0.15173352,0.070965327,353.32205
0.12048032,-0.066091597,0.11129711,-21.046581,-0.066091597,0.14829947,0.071909077,133.46109,0.11129711,-273.37299,-0.19023539,-302.41489,-0.19023539,9.4290829,9.4290829,-504.02481,0.14829947,0.071909077,355.85648
0.12058039,-0.065099888,0.12427677,-42.10704,-0.065099888,0.14445288,0.072852336,122.25126,0.12427677,-282.43851,-0.18806399,-296.80786,-0.18806399,9.4231396,9.4231396,-494.67978,0.14445288,0.072852336,357.99396
0.12068045,-0.064035349,0.13711944,-63.171082,-0.064035349,0.14019771,0.073794894,110.87638,0.13711944,-291.20752,-0.18591796,-290.85254,-0.18591796,9.4152126,9.4152126,-484.75421,0.14019771,0.073794894,359.73291
0.12078052,-0.062898874,0.14981242,-84.217911,-0.062898874,0.13553843,0.074736565,99.347923,0.14981242,-299.67178,-0.18379937,-284.55527,-0.18379937,9.4053288,9.4053288,-474.25876,0.13553843,0.074736565,361.07217
0.12088059,-0.061691441,0.16234316,-105.22674,-0.061691441,0.13047999,0.075677156,87.677521,0.16234316,-307.82336,-0.18171032,-277.92282,-0.18171032,9.3935184,9.3935184,-463.20471,0.13047999,0.075677156,362.01105
0.12098065,-0.060414072,0.17469931,-126.17683,-0.060414072,0.12502767,0.076616459,75.876945,0.17469931,-315.65472,-0.17965282,-270.96231,-0.17965282,9.3798132,9.3798132,-451.60382,0.12502767,0.076616459,362.54926
0.12108072,-0.059067849,0.18686862,-147.04753,-0.059067849,0.11918716,0.077554308,63.958076,0.18686862,-323.15854,-0.17762893,-263.68103,-0.17762893,9.3642473,9.3642473,-439.46841,0.11918716,0.077554308,362.6868
0.12118079,-0.057653897,0.19883907,-167.81833,-0.057653897,0.11296432,0.078490496,51.932789,0.19883907,-330.32779,-0.17564063,-256.08658,-0.17564063,9.3468533,9.3468533,-426.81097,0.11296432,0.078490496,362.42401
0.12128086,-0.056173418,0.21059881,-188.46869,-0.056173418,0.10636568,0.079424866,39.813229,0.21059881,-337.15582,-0.17368986,-248.18698,-0.17368986,9.3276691,9.3276691,-413.64496,0.10636568,0.079424866,361.76175
