"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
89.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
89.599998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
89.699997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
89.800003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
89.900002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.099998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.199997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.300003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.400002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.599998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.699997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.800003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
90.900002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.099998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.199997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.300003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.400002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.599998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.699997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.800003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
91.900002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.099998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.199997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.300003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.400002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.599998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.699997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.800003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
92.900002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
93,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
93.099998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.47
93.199997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.38,293604.34,293604.44
93.300003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
93.400002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
93.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
93.599998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
93.699997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
93.800003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
93.900002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.099998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.199997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.300003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.400002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.599998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.699997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.800003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
94.900002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.099998,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.199997,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.300003,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.400002,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.5,293604.34,293605.09,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.599998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.699997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.800003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
95.900002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.099998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.199997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.300003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.400002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.5,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.599998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.699997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.800003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
96.900002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.099998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.199997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.300003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.400002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.5,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.599998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.699997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.800003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
97.900002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.099998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.199997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.300003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.400002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.5,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.599998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.699997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.800003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
98.900002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.099998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.199997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.300003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.400002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.5,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.599998,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.699997,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.800003,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
99.900002,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
100,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
100.1,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
100.2,293604.34,293605.06,293604.34,293603.69,293604.34,293604.34,293604.34,293604.44
100.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
100.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
100.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
100.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
100.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
100.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
100.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
101.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
102.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
103.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
104.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.44
105.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
105.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.7,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.8,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
106.9,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.1,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.2,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.3,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.4,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.5,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.6,293604.34,293605.06,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
107.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
108.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
109,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
109.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
109.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.34,293604.34,293604.41
109.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
109.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
109.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
109.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
109.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
109.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
109.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
110.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
111.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
112.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
113.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
114.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
115.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
116.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
117.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
118.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
119.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.1,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.2,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.3,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.4,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.6,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.7,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.8,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
120.9,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
