"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
434.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
434.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
434.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
435.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
436.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
437.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
438.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
439.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
440.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
441.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
442.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
443.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
444.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
445.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
446.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
447.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
448.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
449.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
450.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
451.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
452.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
453.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
454.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
455.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
456.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
457.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
458.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
459.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
460.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
461.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
462.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
463.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
464.89999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.10001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.20001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.29999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.39999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.5,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.60001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.70001,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
465.79999,293604.34,293605.03,293604.34,293603.66,293604.34,293604.31,293604.34,293604.41
