"Time","rootMeanSquareVoltage.mean.y","pulse2.twoPulse.timerPositive[1].entryTime","idealthyristor.off","meanCurrent.x","rootMeanSquareVoltage.mean.x","meanVoltage.x","pulse2.twoPulse.timerNegative[1].entryTime","meanCurrent.y","meanVoltage.y"
4.9901977,3067.3826,4.98,1,0.02488032,60.863209,0.49760643,4.9899998,1.251333,25.026661
4.9903975,3067.3826,4.98,1,0.024880292,60.863209,0.49760583,4.9899998,1.251333,25.026661
4.9905977,3067.3826,4.98,1,0.024880243,60.863209,0.49760488,4.9899998,1.251333,25.026661
4.9907975,3067.3826,4.98,1,0.024880176,60.863209,0.49760351,4.9899998,1.251333,25.026661
4.9909978,3067.3826,4.98,1,0.024880091,60.863209,0.49760181,4.9899998,1.251333,25.026661
4.9911976,3067.3826,4.98,1,0.024879986,60.863209,0.49759975,4.9899998,1.251333,25.026661
4.9913979,3067.3826,4.98,1,0.024879865,60.863209,0.49759731,4.9899998,1.251333,25.026661
4.9915977,3067.3826,4.98,1,0.024879726,60.863209,0.49759451,4.9899998,1.251333,25.026661
4.9917979,3067.3826,4.98,1,0.024879571,60.863209,0.49759141,4.9899998,1.251333,25.026661
4.9919977,3067.3826,4.98,1,0.0248794,60.863209,0.49758801,4.9899998,1.251333,25.026661
4.9921975,3067.3826,4.98,1,0.024879213,60.863213,0.49758425,4.9899998,1.251333,25.026661
4.9923978,3067.3826,4.98,1,0.024879009,60.863213,0.49758017,4.9899998,1.251333,25.026661
4.9925976,3067.3826,4.98,1,0.024878794,60.863213,0.49757588,4.9899998,1.251333,25.026661
4.9927979,3067.3826,4.98,1,0.024878567,60.863213,0.49757132,4.9899998,1.251333,25.026661
4.9929976,3067.3826,4.98,1,0.024878325,60.863213,0.49756649,4.9899998,1.251333,25.026661
4.9931979,3067.3826,4.98,1,0.02487807,60.863213,0.4975614,4.9899998,1.251333,25.026661
4.9933977,3067.3826,4.98,1,0.024877809,60.863213,0.49755618,4.9899998,1.251333,25.026661
4.993598,3067.3826,4.98,1,0.024877539,60.863213,0.49755079,4.9899998,1.251333,25.026661
4.9937978,3067.3826,4.98,1,0.02487726,60.863213,0.49754518,4.9899998,1.251333,25.026661
4.9939976,3067.3826,4.98,1,0.024876969,60.863213,0.49753937,4.9899998,1.251333,25.026661
4.9941978,3067.3826,4.98,1,0.024876675,60.863213,0.4975335,4.9899998,1.251333,25.026661
4.9943976,3067.3826,4.98,1,0.024876377,60.863213,0.49752754,4.9899998,1.251333,25.026661
4.9945979,3067.3826,4.98,1,0.024876075,60.863213,0.49752149,4.9899998,1.251333,25.026661
4.9947977,3067.3826,4.98,1,0.024875771,60.863213,0.49751541,4.9899998,1.251333,25.026661
4.9949951,3067.3826,4.98,1,0.02487547,60.863213,0.49750936,4.9899998,1.251333,25.026661
4.9949951,3067.3826,4.98,1,0.02487547,60.863213,0.49750936,4.9899998,1.251333,25.026661
4.994998,3067.3826,4.98,1,0.024875464,60.863213,0.49750927,4.9899998,1.251333,25.026661
