"time","inertiaLoad.phi","inertiaLoad.w","inertiaLoadQS.phi","inertiaLoadQS.w","terminalBoxQS.plugSupply.pin[1].v.re","terminalBoxQS.plugSupply.pin[1].v.im","terminalBoxQS.plugSupply.pin[1].i.re","terminalBoxQS.plugSupply.pin[1].i.im","terminalBoxQS.plugSupply.pin[2].v.re","terminalBoxQS.plugSupply.pin[2].v.im","terminalBoxQS.plugSupply.pin[2].i.re","terminalBoxQS.plugSupply.pin[2].i.im","terminalBoxQS.plugSupply.pin[3].v.re","terminalBoxQS.plugSupply.pin[3].v.im","terminalBoxQS.plugSupply.pin[3].i.re","terminalBoxQS.plugSupply.pin[3].i.im"
0.00050000000000000001,3.9105099215388461e-05,0.15642037991999863,3.910508731731794e-05,0.15642033215710127,-1.6386974644701457,2.6285176876080039,-53.499983613025357,84.599973714823122,3.0957118252805329,0.10489478794722479,100.01571820304524,4.0323580535196157,-1.4570143629420138,-2.7334124762879739,-46.515734590019839,-88.632331768342723
0.00055000000000000003,4.7317167490180783e-05,0.17206240406148504,4.7317153074465803e-05,0.17206235143025672,-1.6420672559172298,2.6375695246028257,-53.499983579327441,84.599973624304752,3.1052358417925046,0.10328719444844514,100.01571810780507,4.032358069595551,-1.4631685880069021,-2.7408567197840159,-46.515734528477587,-88.632331693900298
0.00060000000000000006,5.6311337049860864e-05,0.1877044251562415,5.6311319873650696e-05,0.1877043676399478,-1.6454370466971344,2.6466213598275461,-53.499983545629533,84.599973533786397,3.1147598564379391,0.1016796012569216,100.01571801256493,4.0323580856714827,-1.4693228118724291,-2.7483009618172134,-46.515734466935349,-88.632331619457872
0.00065000000000000008,6.6087607894428676e-05,0.20334644320426806,6.6087587714872624e-05,0.20334638078617448,-1.6488068368098641,2.6556731932821669,-53.499983511931632,84.599973443268055,3.1242838692168275,0.10007200837265845,100.01571791732481,4.0323581017474117,-1.4754770345385906,-2.7557452023875695,-46.515734405393118,-88.632331545015461
0.00069999999999999999,7.6645980023884211e-05,0.21898845820556465,7.6645956598131541e-05,0.21898839086893676,-1.6521766262554116,2.6647250249666787,-53.499983478233737,84.599973352749743,3.1338078801291696,0.098464415795649449,100.0157178220847,4.0323581178233372,-1.4816312560053853,-2.7631894414950717,-46.515734343850909,-88.632331470573078
0.00075000000000000002,8.7986449112002329e-05,0.23463046474089147,8.7986422182582792e-05,0.23463039246899844,-1.6555464138663003,2.6737768517450458,-53.499983444535864,84.599973262231472,3.1433318858753361,0.096856824082856049,100.01571772684464,4.0323581338992547,-1.4877854741406604,-2.7706336765606463,-46.515734282308728,-88.632331396130724
0.00080000000000000004,0.00010010901647259742,0.25027246445599627,0.00010010898578648046,0.25027238723210615,-1.6589161999970767,2.682828674569639,-53.499983410837999,84.599973171713245,3.1528558874573811,0.095249233065135885,100.01571763160462,4.0323581499751651,-1.4939396895919266,-2.7780779083675173,-46.515734220766568,-88.632331321688412
0.00085000000000000006,0.00011301368310730017,0.26591445860557034,0.0001130136484148401,0.2659143764129504,-1.6622859849180556,2.691880494166532,-53.499983377140154,84.599973081195046,3.1623798856392509,0.093641642613540299,100.01571753636463,4.0323581660510692,-1.5000939028528226,-2.7855221375128192,-46.515734159224436,-88.632331247246114
0.00090000000000000008,0.00012670044901611058,0.28155644718961359,0.00012670041006766165,0.28155636001153106,-1.6656557686292166,2.7009323105357259,-53.499983343442317,84.599972990676889,3.1719038804209463,0.092034052728068916,100.01571744112469,4.0323581821269681,-1.5062481139233552,-2.7929663639965394,-46.515734097682326,-88.632331172803845
0.00095,0.00014116931419902863,0.29719843020812614,0.00014116927074494514,0.29719833802784823,-1.6690255511305692,2.7099841236772191,-53.499983309744486,84.599972900158761,3.1814278718024656,0.090426463408726065,100.01571734588478,4.0323581982028616,-1.5124023228035195,-2.8004105878186873,-46.515734036140238,-88.632331098361618
0.001,0.00015642027865605439,0.31284040766110788,0.00015642023044669056,0.31284031046190186,-1.6723953324221192,2.7190359335910128,-53.499983276046677,84.599972809640661,3.1909518597838145,0.088818874655504448,100.0157172506449,4.0323582142787489,-1.5185565294933212,-2.807854808979263,-46.51573397459817,-88.632331023919406
0.0010500000000000002,0.00017245334238718781,0.32848237954855897,0.00017245328917289799,0.32848227731369201,-1.6757651125038495,2.7280877402771075,-53.499983242348875,84.59997271912259,3.2004758443649832,0.087211286468407631,100.01571715540506,4.0323582303546308,-1.5247107339927566,-2.8152990274782592,-46.515733913056124,-88.632330949477222
0.0011000000000000001,0.00018926850539242881,0.34412434587047913,0.00018926844692356725,0.3441242385832185,-1.6791348913757795,2.7371395437354984,-53.499983208651088,84.599972628604561,3.2099998255459794,0.085603698847435392,100.01571706016524,4.0323582464305066,-1.5308649363018239,-2.8227432433156787,-46.515733851514106,-88.632330875035052
0.00115,0.00020686576767177747,0.35976630662686859,0.00020686570369869844,0.35976619427048151,-1.6825046690379017,2.7461913439661898,-53.499983174953307,84.599972538086561,3.2195238033267994,0.083996111792589895,100.01571696492546,4.0323582625063779,-1.537019136420527,-2.8301874564915259,-46.515733789972103,-88.632330800592925
0.0012000000000000001,0.00022524512622679882,0.37540825927546811,0.00022524505649299887,0.37540814183322363,-1.6858744449425258,2.7552431394980106,-53.499983141255548,84.599972447568604,3.2290477761595282,0.082388525565143159,100.01571686968573,4.0323582785822394,-1.5431733333486353,-2.8376316657958998,-46.515733728430135,-88.632330726150826
0.00125,0.00024440657570475987,0.39105019927789891,0.00024440649994149344,0.39105007673306919,-1.6892442181119478,2.7642949277046593,-53.499983107557817,84.599972357050717,3.2385717412808783,0.080780940631532752,100.01571677444608,4.0323582946580894,-1.5493275253005561,-2.8450758690689368,-46.51573366688821,-88.632330651708799
0.0013000000000000002,0.00026435012240795362,0.40669213197763554,0.00026435004036088884,0.40669200431348906,-1.692613989697312,2.7733467116783346,-53.499983073860101,84.599972266532873,3.2480957019443322,0.079173356442574713,100.01571667920648,4.0323583107339314,-1.5554817143786426,-2.8525200688536536,-46.51573360534632,-88.632330577266799
0.0013500000000000001,0.0002850757663363798,0.42233405737467794,0.00028507567775118501,0.42233392457448315,-1.6959837596986362,2.7823984914190363,-53.499983040162405,84.599972176015086,3.2576196581499004,0.077565772998280907,100.01571658396691,4.0323583268097654,-1.5616359005828904,-2.8599642651500594,-46.515733543804458,-88.632330502824843
0.0014,0.00030658350749003841,0.43797597546902628,0.00030658341211238201,0.43797583751605157,-1.6993535281159131,2.7914502669267636,-53.499983006464717,84.599972085497328,3.2671436098975852,0.075958190298648254,100.01571648872739,4.0323583428855923,-1.567790083913295,-2.8674084579581556,-46.515733482262625,-88.632330428382915
0.0014500000000000001,0.00032887334586892978,0.4536178862606805,0.00032887324344447994,0.45361774313819436,-1.7027232949491327,2.8005020382015187,-53.49998297276705,84.599971994979612,3.2766675571873765,0.074350608343669675,100.01571639348792,4.032358358961412,-1.5739442643698682,-2.8748526472779314,-46.515733420720821,-88.632330353941015
0.0015,0.00035194528147305352,0.46925978974964039,0.00035194517174747864,0.46925964144091137,-1.7060930601983084,2.8095538052432967,-53.499982939069398,84.599971904461938,3.2861915000192838,0.072743027133356133,100.01571629824849,4.0323583750372238,-1.5800984419525999,-2.8822968331093968,-46.515733359179045,-88.632330279499158
0.0015500000000000002,0.00037579931430240985,0.48490168593590627,0.00037579919702137817,0.48490153242420264,-1.7094628238634342,2.8186055680520994,-53.499982905371759,84.599971813944308,3.2957154383933016,0.071135446667701371,100.01571620300911,4.0323583911130285,-1.5862526166614965,-2.8897410154525449,-46.515733297637297,-88.632330205057329
0.0016000000000000001,0.00040043544435699866,0.50054357481947798,0.00040043531926617853,0.50054341608806829,-1.7128325859445062,2.8276573266279326,-53.499982871674142,84.599971723426734,3.3052393723094338,0.069527866946704819,100.01571610776978,4.0323584071888261,-1.5924067884965527,-2.8971851943073812,-46.515733236095578,-88.632330130615543
0.00165,0.00042585365782828166,0.5161854467436755,0.00042585352464729405,0.51618528277583531,-1.7162023443611729,2.8367090753825961,-53.499982837976553,84.599971632909245,3.3147632958879814,0.067920288962823538,100.01571601253053,4.0323584232646059,-1.59856095365843,-2.9046293650781654,-46.51573317455393,-88.632330056173842
0.0017000000000000001,0.00045205396090991409,0.5318273060398877,0.00045205381937006318,0.53182713681888905,-1.7195721000465536,2.8457608168226116,-53.499982804279,84.599971542391827,3.3242872117662134,0.066312712270905058,100.01571591729137,4.0323584393403724,-1.6047151138512807,-2.9120735298262597,-46.515733113012331,-88.632329981732198
0.00175,0.00047903635734495415,0.54746915532573515,0.00047903620718460477,0.54746898083484852,-1.7229418535645717,2.8548125524627577,-53.499982770581461,84.599971451874467,3.3338111215379298,0.064705136601923605,100.01571582205229,4.0323584554161291,-1.6108692701049809,-2.9195176897974267,-46.515733051470768,-88.632329907290597
0.0018000000000000002,0.00050680084713340234,0.56311099460121805,0.00050680068809091916,0.56311081482371395,-1.7263116049152185,2.8638642823030387,-53.49998273688395,84.599971361357177,3.3433350252031278,0.063097561955883133,100.01571572681324,4.0323584714918761,-1.6170234224195326,-2.926961844991665,-46.515732989929241,-88.632329832849038
0.0018500000000000001,0.00053534743027525806,0.5787528238663362,0.00053534726208900602,0.57875263878548477,-1.7296813540985001,2.8729160063434467,-53.499982703186461,84.59997127083993,3.3528589227618109,0.06148998833277735,100.01571563157427,4.0323584875676124,-1.6231775707949385,-2.9344059954089712,-46.515732928387756,-88.632329758407536
0.0019,0.00056467610677052164,0.59439464312108958,0.00056467592917886541,0.59439445272016156,-1.733051101114411,2.8819677245839967,-53.499982669488986,84.599971180322754,3.3623828142139796,0.059882415732610973,100.01571553633535,4.032358503643338,-1.6293317152311926,-2.9418501410493536,-46.515732866846314,-88.632329683966077
0.0019500000000000001,0.00059478687661919318,0.61003645236547854,0.00059478668936049776,0.61003625662774408,-1.7364208459629606,2.8910194370246742,-53.49998263579154,84.599971089805621,3.3719066995596347,0.058274844155385551,100.0157154410965,4.0323585197190539,-1.6354858557283021,-2.9492942819128065,-46.515732805304907,-88.632329609524675
0.002,0.00062567973982127225,0.62567825159950263,0.00062567954263390241,0.62567805050823233,-1.7397905886441285,2.900071143665488,-53.499982602094114,84.599970999288558,3.3814305787987675,0.056667273601091889,100.0157153458577,4.0323585357947591,-1.6416399922862601,-2.956738417999321,-46.515732743763543,-88.632329535083315
0.0020500000000000002,0.00065735469138108267,0.64132003810933813,0.00065735448399608352,0.64131983164780415,-1.7431603285732959,2.9091228429359783,-53.499982568396717,84.599970908771567,3.3909544502790117,0.055059704348651255,100.015715250619,4.0323585518704519,-1.6477941238373386,-2.9641825480173747,-46.515732682222229,-88.632329460642012
0.0021000000000000003,0.00068981171701416129,0.65696180413517147,0.00068981149914164948,0.6569615922866523,-1.7465300640787416,2.9181745303456466,-53.499982534699356,84.59997081825469,3.4004783092756208,0.053452137195565533,100.01571515538041,4.0323585679461234,-1.6539482473285043,-2.9716266682739554,-46.515732620680993,-88.632329386200809
0.00215,0.00072305083114635881,0.67260355751362289,0.00072305060251758686,0.67260334026139101,-1.7498997968487127,2.927226210429438,-53.49998250100203,84.599970727737883,3.4100021605601003,0.051844571336432568,100.01571506014189,4.0323585840217824,-1.6601023658430107,-2.9790707824986153,-46.515732559139806,-88.632329311759662
0.0022000000000000001,0.00075707203377767588,0.6882452982446926,0.00075707179412389631,0.68824507557202041,-1.7532695268832281,2.9362778831873579,-53.499982467304733,84.599970637221162,3.41952600413246,0.050237006771259016,100.01571496490345,4.0323586000974281,-1.6662564793808559,-2.9865148906913617,-46.51573249759867,-88.632329237318586
0.0022500000000000003,0.00079187532490811218,0.70388702632838063,0.00079187507396057762,0.7038867982185405,-1.7566392541822768,2.9453295486194015,-53.499982433607457,84.599970546704512,3.4290498399926945,0.048629443500035875,100.01571486966509,4.0323586161730605,-1.6724105879420423,-2.9939589928521837,-46.51573243605759,-88.632329162877568
0.0023,0.00082746070453766749,0.71952874176468651,0.00082746044202763034,0.71952850820095093,-1.7600089787458573,2.9543812067255733,-53.499982399910209,84.599970456187933,3.4385736681407999,0.04702188152276883,100.01571477442681,4.0323586322486804,-1.6785646915265653,-3.0014030889810868,-46.515732374516553,-88.632329088436606
0.0023500000000000001,0.00086382817266634235,0.73517044455361091,0.00086382789832505503,0.73517020551925216,-1.7633787005739758,2.9634328575058695,-53.499982366212997,84.599970365671425,3.448097488576781,0.045414320839457477,100.0157146791886,4.032358648324287,-1.68471879013443,-3.0088471790780704,-46.515732312975565,-88.632329013995701
0.0024000000000000002,0.00090097772929413644,0.75081213469515351,0.00090097744285285157,0.75081189017344407,-1.7667484196666299,2.9724845009602912,-53.499982332515806,84.599970275154988,3.4576213013006365,0.043806761450101032,100.01571458395048,4.0323586643998812,-1.6908728837656322,-3.0162912631431356,-46.515732251434628,-88.632328939554853
0.0024499999999999999,0.00093890937442104932,0.76645381218931419,0.00093890907561101954,0.76645356216352634,-1.7701181360238163,2.9815361370888387,-53.499982298818637,84.599970184638622,3.4671451063123659,0.042199203354700288,100.01571448871243,4.0323586804754621,-1.6970269724201732,-3.0237353411762826,-46.51573218989374,-88.632328865114076
0.0025000000000000001,0.00097762308869414312,0.78209546846361222,0.00097762277722350218,0.78209521291702522,-1.7734878477987555,2.9905877609307323,-53.499982265121524,84.599970094122384,3.4766688983924126,0.040591647434279725,100.01571439347451,4.0323586965510207,-1.7031810527252844,-3.0311794090977582,-46.515732128352937,-88.632328790673398
0.0025500000000000002,0.0010171188781924313,0.79773710621077698,0.0010171185537765752,0.79773684512666787,-1.7768575555715382,2.9996393740442127,-53.499982231424447,84.599970003606259,3.4861926791803088,0.038984093412101954,100.0157142982367,4.0323587126265616,-1.7093351257403921,-3.0386234681890603,-46.515732066812205,-88.632328716232806
0.0026000000000000003,0.001057396750223667,0.81337872866781424,0.001057396412586721,0.81337846202945763,-1.7802272600395304,3.0086909783025026,-53.499982197727398,84.599969913090206,3.4957164506469871,0.037376540955485177,100.01571420299899,4.0323587287020857,-1.7154891927390807,-3.0460675199907312,-46.515732005271538,-88.632328641792284
0.00265,0.0010984567047878497,0.8290203358347239,0.0010984563536539393,0.82902006362539427,-1.7835969612027223,3.0177425737055952,-53.499982164030385,84.599969822574252,3.5052402127924407,0.035768990064429768,100.01571410776137,4.0323587447775946,-1.7216432537213364,-3.0535115645027684,-46.515731943730927,-88.632328567351848
0.0027000000000000001,0.00114029874188498,0.84466192771150639,0.0011402983769782306,0.84466164991447812,-1.7869666590611242,3.0267941602534889,-53.499982130333407,84.599969732058398,3.5147639656166705,0.034161440738932215,100.01571401252384,4.0323587608530884,-1.7277973086871687,-3.0609556017251656,-46.51573188219038,-88.632328492911469
0.0027500000000000003,0.001182922861515058,0.86030350429816138,0.0011829224825595948,0.86030322089670908,-1.7903363536147265,3.0358457379461874,-53.499982096636465,84.599969641542614,3.5242877091196769,0.032553892978996829,100.0157139172864,4.0323587769285654,-1.7339513576365735,-3.0683996316579263,-46.51573182064989,-88.632328418471175
0.0028,0.0012263290636780829,0.87594506559468877,0.0012263286703980318,0.87594477657208691,-1.7937060448635334,3.0448973067836897,-53.499982062939551,84.599969551026931,3.5338114433014605,0.030946346784621451,100.01571382204907,4.0323587930040272,-1.7401054005695495,-3.0758436543010541,-46.515731759109464,-88.632328344030952
0.0028500000000000001,0.0012705173483740556,0.89158661160108887,0.0012705169404935422,0.89158631694061174,-1.7970757328075464,3.0539488667659955,-53.499982029242673,84.599969460511332,3.5433351681620238,0.029338802155809987,100.01571372681181,4.032358809079474,-1.7462594374860985,-3.083287669654549,-46.515731697569095,-88.632328269590786
0.0029000000000000002,0.0013154877121188131,0.90722814111193584,0.0013154872893587125,0.90722784079685925,-1.8004454171870681,3.0630004171955405,-53.499981995545831,84.599969369995819,3.5528588829674068,0.027731259216441154,100.01571363157467,4.032358825154903,-1.7524134679119623,-3.0907316771447264,-46.515731636028789,-88.63232819515072
0.0029499999999999999,0.0013612401371153166,0.92286964796993765,0.0013612396991799006,0.9228693419835422,-1.803815096675635,3.0720519545091829,-53.499981961849031,84.599969279480447,3.5623825839686081,0.026123718599329191,100.01571353633766,4.0323588412303097,-1.7585674894245933,-3.0981756738412569,-46.515731574488569,-88.632328120710753
0.0030000000000000001,0.0014077746367018294,0.93851113678977116,0.0014077741833078135,0.93851082511533368,-1.8071847722673913,3.081103481377371,-53.49998192815228,84.599969188965176,3.5719062739753715,0.024516179830205261,100.01571344110076,4.032358857305697,-1.7647215038396076,-3.105619661940322,-46.515731512948427,-88.632328046270871
0.0030500000000000002,0.0014550912100597033,0.95415260728820639,0.0014550907409230395,0.95415228990900403,-1.8105544439013221,3.0901549976362106,-53.499981894455559,84.599969098450018,3.5814299528152613,0.022908642938179031,100.01571334586397,4.0323588733810665,-1.7708755110455656,-3.1130636413071375,-46.515731451408357,-88.632327971831074
0.0031000000000000003,0.0015031898563702913,0.96979405918201356,0.0015031893712061674,0.96979373608132358,-1.8139241115163971,3.0992065031217964,-53.499981860758886,84.599969007934959,3.5909536203158119,0.021301107952359618,100.01571325062729,4.0323588894564155,-1.7770295109310332,-3.1205076118068966,-46.515731389868357,-88.632327897391377
0.00315,0.0015520705748149454,0.98543549218796278,0.0015520700733377862,0.98543516334906289,-1.8172937750516276,3.1082579976702247,-53.49998182706225,84.599968917420014,3.6004772763045789,0.019693574901852973,100.01571315539073,4.0323589055317468,-1.7831835033845798,-3.1279515733048235,-46.515731328328435,-88.632327822951751
0.0032000000000000002,0.0016017333645750192,1.0010769060228244,0.0016017328464984846,1.0010765714289924,-1.8206634344459662,3.1173094811175996,-53.499981793365656,84.599968826905183,3.6100009206091079,0.018086043815765073,100.01571306015428,4.0323589216070577,-1.7893374882947679,-3.1353955256661097,-46.515731266788585,-88.632327748512239
0.0032500000000000003,0.0016521782248318643,1.0167183004033689,0.0016521776898688516,1.0167179600378824,-1.8240330896384147,3.1263609533000132,-53.499981759669105,84.599968736390466,3.6195245530569511,0.016478514723211653,100.01571296491797,4.0323589376823481,-1.7954914655501635,-3.1428394687559686,-46.515731205248812,-88.632327674072798
0.0033,0.0017034051547668331,1.0323596750463662,0.0017034046026294751,1.0323593288925035,-1.8274027405679469,3.135412414053568,-53.499981725972596,84.599968645875848,3.6290481734756566,0.014870987653298116,100.01571286968176,4.032358953757619,-1.8016454350393316,-3.1502834024396118,-46.515731143709118,-88.63232759963347
0.0033500000000000001,0.001755414153561279,1.048001029668586,0.0017554135839609455,1.0480006777096265,-1.8307723871735566,3.1444638632143636,-53.49998169227613,84.599968555361357,3.6385717816927721,0.013263462635134126,100.01571277444567,4.0323589698328695,-1.8077993966508412,-3.1577273265822412,-46.515731082169502,-88.632327525194228
0.0034000000000000002,0.0018082052203965541,1.0636423639867998,0.0018082046330438507,1.0636420062060212,-1.8341420293942159,3.1535153006184968,-53.499981658579706,84.599968464846995,3.6480953775358453,0.011655939697825661,100.01571267920971,4.0323589859080986,-1.8139533502732514,-3.1651712410490647,-46.515731020629964,-88.632327450755085
0.0034500000000000004,0.001861778354454011,1.0792836777177763,0.0018617777490587794,1.0792833140984583,-1.8375116671689182,3.1625667261020669,-53.499981624883326,84.599968374332732,3.6576189608324325,0.01004841887048338,100.01571258397388,4.0323590019833064,-1.820107295795135,-3.1726151457052949,-46.515730959090511,-88.632327376316027
0.0035000000000000001,0.0019161335549150011,1.0949249705782869,0.0019161329311863206,1.0949246011037084,-1.8408813004366404,3.1716181395011716,-53.499981591186994,84.599968283818598,3.6671425314100721,0.0084409001822185279,100.01571248873817,4.0323590180584938,-1.8262612331050536,-3.1800590404161317,-46.515730897551137,-88.632327301877083
0.0035500000000000002,0.0019712708209608789,1.110566242285101,0.0019712701786070634,1.1105658669385416,-1.8442509291363687,3.1806695406519072,-53.499981557490706,84.599968193304591,3.6766660890963179,0.0068333836621323847,100.0157123935026,4.032359034133659,-1.8324151620915743,-3.1875029250467835,-46.515730836011848,-88.632327227438239
0.0036000000000000003,0.002027190151772996,1.1262074925549896,0.0020271894905015955,1.1262071113197289,-1.8476205532070873,3.1897209293903819,-53.499981523794467,84.599968102790697,3.6861896337187239,0.0052258693393416713,100.01571229826716,4.032359050208802,-1.838569082643259,-3.1949467994624663,-46.515730774472637,-88.632327152999494
0.00365,0.0020838915465327041,1.1418487211047219,0.0020838908660505071,1.1418483339640402,-1.8509901725877731,3.1987723055526849,-53.499981490098271,84.599968012276932,3.6957131651048285,0.0036183572429498139,100.01571220303184,4.0323590662839228,-1.8447229946486774,-3.2023906635283779,-46.515730712933518,-88.632327078560849
0.0037000000000000002,0.0021413750044213574,1.1574899276510693,0.0021413743044343871,1.1574895345882459,-1.8543597872174205,3.2078236689749167,-53.499981456402125,84.599967921763309,3.7052366830821901,0.0020108474020713858,100.01571210779666,4.0323590823590214,-1.850876897996393,-3.2098345171097309,-46.515730651394485,-88.632327004122317
0.0037500000000000003,0.0021996405228236881,1.1731311116306848,0.0021996398030364487,1.1731307126290016,-1.8577293969746582,3.2168750193310771,-53.499981422706028,84.599967831249799,3.7147601873077982,0.00040333987459399478,100.01571201256162,4.0323590984340969,-1.8570307924647664,-3.2172783599384154,-46.515730589855544,-88.632326929683884
0.0038,0.002258688085655667,1.1887722703802706,0.0022586873457654875,1.1887718654230108,-1.8610990012857256,3.2259263550799515,-53.499981389009989,84.599967740736446,3.7242836761600406,-0.0012041650657556358,100.01571191732673,4.0323591145091457,-1.8631846770059397,-3.2247221907469421,-46.515730528316695,-88.63232685524558
0.0038500000000000001,0.0023185177056202766,1.2044134057247917,0.0023185169453294016,1.2044129947952369,-1.8644686005437869,3.2349776772776266,-53.499981355313992,84.599967650223221,3.733807150750093,-0.0028116676065394709,100.01571182209199,4.0323591305841715,-1.869338552337934,-3.2321660104038297,-46.515730466777946,-88.632326780807389
0.0039000000000000003,0.0023791293816678672,1.220054517345003,0.0023791286006776815,1.2200541004264349,-1.8678381946800546,3.2440289857393529,-53.499981321618051,84.599967559710137,3.7433306108835729,-0.0044191677149489654,100.01571172685739,4.0323591466591724,-1.8754924183351416,-3.2396098187571476,-46.515730405239282,-88.632326706369298
0.0039500000000000004,0.0024405231127487899,1.2356956049216579,0.0024405223107598173,1.2356951819973587,-1.8712077836257652,3.2530802802803898,-53.499981287922161,84.599967469197196,3.7528540563661017,-0.0060266653581730299,100.01571163162293,4.0323591627341493,-1.8816462748719607,-3.2470536156549619,-46.515730343700717,-88.632326631931335
0.0040000000000000001,0.0025026988978133946,1.2513366681355105,0.0025026980745252968,1.2513362391887628,-1.8745773673121346,3.2621315607159946,-53.499981254226327,84.599967378684383,3.7623774870032962,-0.007634160503399795,100.01571153638862,4.0323591788091004,-1.8878001218227842,-3.254497400945338,-46.515730282162245,-88.632326557493485
0.0040499999999999998,0.0025656567358120328,1.2669777066673151,0.0025656558909236122,1.2669772716814016,-1.8779469456703886,3.2711828268614238,-53.499981220530543,84.599967288171726,3.7719009026007786,-0.0092416531178193418,100.01571144115447,4.0323591948840267,-1.8939539590620103,-3.261941174476346,-46.515730220623873,-88.632326483055749
0.0041000000000000003,0.0026293966256950561,1.2826187201978261,0.0026293957589042542,1.2826182791560297,-1.8813165186317546,3.2802340785319291,-53.499981186834816,84.599967197659211,3.7814243029641674,-0.010849143168622738,100.01571134592047,4.0323592109589272,-1.900107786464031,-3.2693849360960496,-46.515730159085599,-88.632326408618127
0.00415,0.0026939185664128134,1.2982597084077969,0.0026939176774167109,1.298259261293401,-1.8846860861274619,3.2892853155427737,-53.499981153139139,84.599967107146838,3.7909476878990853,-0.012456630623002413,100.01571125068662,4.032359227033802,-1.9062616039032478,-3.2768286856525157,-46.515730097547426,-88.632326334180632
0.0042000000000000006,0.0027592225569156577,1.3139006709779824,0.0027592216454104734,1.3139002177742698,-1.8880556480887221,3.2983365377092091,-53.499981119443518,84.599967016634622,3.8004710572111455,-0.014064115448142189,100.01571115545292,4.0323592431086501,-1.9124154112540479,-3.2842724229938098,-46.515730036009352,-88.632326259743266
