"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","imc.airGap.V_mrr.re","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imc.airGap.V_msr.im","loadInertia.w","imc.airGap.V_mrr.im","loadInertiaQS.w","imc.airGap.V_msr.re","loadInertiaQS.phi","imc.stator.port_p.V_m.im","loadInertia.phi","imc.stator.port_p.V_m.re","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.48568094,0.43484116,-0.0024804953,0.43889716,0.45104334,157.07961,-2.4810512e-05,157.07964,45.013706,75.505188,-43.892056,76.290573,9.9962454,0.0043571666,1.5707964,-0.099957138
0.48578095,0.43484116,-0.0024804932,0.43554029,0.45104358,157.07961,-2.4816918e-05,157.07964,45.013706,75.520897,-43.556347,76.30629,11.370224,0.0043571689,1.5707964,-0.11369619
0.48588097,0.43484116,-0.0024804913,0.4317534,0.45104381,157.07961,-2.4823928e-05,157.07964,45.013706,75.536606,-43.177639,76.321999,12.732978,0.0043571712,1.5707964,-0.127323
0.48598099,0.43484116,-0.0024804899,0.42754033,0.45104396,157.07961,-2.4831565e-05,157.07964,45.013706,75.552315,-42.75631,76.337708,14.083161,0.0043571726,1.5707964,-0.14082411
0.486081,0.43484116,-0.0024804887,0.42290515,0.45104423,157.07961,-2.483977e-05,157.07964,45.013706,75.568031,-42.292767,76.353416,15.419441,0.004357175,1.5707964,-0.1541862
0.48618102,0.43484116,-0.0024804878,0.41785249,0.45104441,157.07961,-2.4848521e-05,157.07964,45.013706,75.58374,-41.787476,76.369125,16.740499,0.0043571768,1.5707964,-0.16739608
0.48628104,0.43484116,-0.0024804873,0.41238731,0.45104462,157.07961,-2.4857796e-05,157.07964,45.013706,75.599449,-41.240929,76.384842,18.045031,0.0043571787,1.5707964,-0.18044071
0.48638105,0.43484116,-0.0024804871,0.40651503,0.45104486,157.07961,-2.4867542e-05,157.07964,45.013706,75.615158,-40.653667,76.400551,19.331749,0.004357181,1.5707964,-0.19330719
0.48648107,0.43484116,-0.0024804873,0.40024146,0.45104501,157.07961,-2.4877652e-05,157.07964,45.013706,75.630875,-40.026276,76.41626,20.599382,0.004357182,1.5707964,-0.20598285
0.48658109,0.43484116,-0.0024804876,0.39357272,0.45104524,157.07961,-2.4888095e-05,157.07964,45.013706,75.646584,-39.359367,76.431969,21.84668,0.0043571843,1.5707964,-0.21845517
0.4866811,0.43484116,-0.0024804878,0.38651547,0.45104548,157.07961,-2.4898765e-05,157.07964,45.013706,75.662292,-38.653606,76.447678,23.072409,0.0043571866,1.5707964,-0.23071182
0.48678112,0.43484116,-0.0024804878,0.37907666,0.45104566,157.07961,-2.490957e-05,157.07964,45.013706,75.678001,-37.909683,76.463394,24.275362,0.004357188,1.5707964,-0.24274071
0.48688114,0.43484116,-0.0024804885,0.37126359,0.4510459,157.07961,-2.4920424e-05,157.07964,45.013706,75.69371,-37.128338,76.479103,25.45435,0.0043571903,1.5707964,-0.25452995
0.48698115,0.43484116,-0.0024804899,0.36308402,0.45104611,157.07961,-2.4931232e-05,157.07964,45.013706,75.709427,-36.310337,76.494812,26.60821,0.0043571922,1.5707964,-0.26606792
0.48708117,0.43484116,-0.002480492,0.35454601,0.45104629,157.07961,-2.4941972e-05,157.07964,45.013706,75.725136,-35.45649,76.510521,27.735802,0.0043571941,1.5707964,-0.27734324
0.48718119,0.43484116,-0.0024804946,0.345658,0.45104656,157.07961,-2.4952707e-05,157.07964,45.013706,75.740845,-34.567638,76.526237,28.836012,0.0043571964,1.5707964,-0.28834477
0.4872812,0.43484116,-0.0024804971,0.33642876,0.45104674,157.07961,-2.4963481e-05,157.07964,45.013706,75.756554,-33.644665,76.541946,29.907755,0.0043571978,1.5707964,-0.29906163
0.48738122,0.43484116,-0.0024805004,0.32686737,0.45104694,157.07961,-2.4974235e-05,157.07964,45.013706,75.77227,-32.688477,76.557655,30.949972,0.0043571997,1.5707964,-0.30948326
0.48748124,0.43484116,-0.0024805039,0.31698331,0.45104718,157.07961,-2.4984982e-05,157.07964,45.013706,75.787979,-31.700018,76.573364,31.961636,0.004357202,1.5707964,-0.31959936
0.48758125,0.43484116,-0.0024805081,0.3067863,0.45104733,157.07961,-2.4995774e-05,157.07964,45.013706,75.803688,-30.680264,76.589073,32.941746,0.0043572034,1.5707964,-0.32939994
0.48768127,0.43484116,-0.0024805125,0.29628643,0.45104757,157.07961,-2.5006628e-05,157.07964,45.013706,75.819397,-29.630222,76.60479,33.889339,0.0043572057,1.5707964,-0.33887535
0.48778129,0.43484116,-0.0024805167,0.28549409,0.45104781,157.07961,-2.5017569e-05,157.07964,45.013706,75.835106,-28.550928,76.620499,34.803474,0.004357208,1.5707964,-0.3480162
0.4878813,0.43484116,-0.0024805209,0.2744199,0.45104799,157.07961,-2.5028583e-05,157.07964,45.013706,75.850822,-27.443451,76.636208,35.68325,0.0043572094,1.5707964,-0.35681349
0.48798132,0.43484116,-0.0024805253,0.26307479,0.45104823,157.07961,-2.5039539e-05,157.07964,45.013706,75.866531,-26.30888,76.651917,36.527802,0.0043572118,1.5707964,-0.36525854
0.48808134,0.43484116,-0.0024805306,0.25146997,0.45104843,157.07961,-2.5050338e-05,157.07964,45.013706,75.88224,-25.148336,76.667625,37.336288,0.0043572136,1.5707964,-0.37334302
0.48818135,0.43484116,-0.0024805365,0.23961692,0.45104861,157.07961,-2.5060977e-05,157.07964,45.013706,75.897949,-23.962967,76.683342,38.107922,0.004357215,1.5707964,-0.3810589
0.48828137,0.43484116,-0.0024805425,0.22752729,0.45104888,157.07961,-2.5071518e-05,157.07964,45.013706,75.913658,-22.753941,76.699051,38.84193,0.0043572173,1.5707964,-0.38839862
0.48838139,0.43484116,-0.0024805483,0.21521306,0.45104903,157.07961,-2.5081907e-05,157.07964,45.013706,75.929375,-21.522451,76.71476,39.537594,0.0043572192,1.5707964,-0.3953549
0.4884814,0.43484116,-0.0024805549,0.20268635,0.45104927,157.07961,-2.5092113e-05,157.07964,45.013706,75.945084,-20.269714,76.730469,40.194229,0.0043572211,1.5707964,-0.40192088
0.48858142,0.43484116,-0.0024805618,0.18995957,0.45104951,157.07961,-2.5102148e-05,157.07964,45.013706,75.960793,-18.996967,76.746185,40.81118,0.0043572234,1.5707964,-0.40809008
0.48868144,0.43484116,-0.0024805698,0.17704524,0.45104966,157.07961,-2.5112047e-05,157.07964,45.013706,75.976501,-17.705467,76.761894,41.387844,0.0043572248,1.5707964,-0.41385642
0.48878145,0.43484116,-0.0024805777,0.16395615,0.45104989,157.07961,-2.5121804e-05,157.07964,45.013706,75.992218,-16.396486,76.777603,41.923653,0.0043572271,1.5707964,-0.41921419
0.48888147,0.43484116,-0.0024805858,0.15070519,0.45105013,157.07961,-2.513147e-05,157.07964,45.013706,76.007927,-15.071321,76.793312,42.418068,0.004357229,1.5707964,-0.4241581
0.48898149,0.43484116,-0.002480594,0.13730545,0.45105031,157.07961,-2.5141051e-05,157.07964,45.013706,76.023636,-13.731276,76.809021,42.870613,0.0043572308,1.5707964,-0.42868331
0.4890815,0.43484116,-0.0024806026,0.12377016,0.45105055,157.07961,-2.5150461e-05,157.07964,45.013706,76.039345,-12.377675,76.824738,43.280834,0.0043572332,1.5707964,-0.43278527
0.48918152,0.43484116,-0.0024806119,0.11011269,0.45105076,157.07961,-2.5159678e-05,157.07964,45.013706,76.055054,-11.011855,76.840446,43.648327,0.0043572346,1.5707964,-0.43646002
0.48928154,0.43484116,-0.0024806212,0.096346512,0.45105094,157.07961,-2.516868e-05,157.07964,45.013706,76.07077,-9.6351633,76.856155,43.972729,0.0043572364,1.5707964,-0.43970388
0.48938155,0.43484116,-0.0024806308,0.082485221,0.45105118,157.07961,-2.5177442e-05,157.07964,45.013706,76.086479,-8.2489605,76.871864,44.253723,0.0043572388,1.5707964,-0.44251367
0.48948157,0.43484116,-0.0024806398,0.068542495,0.45105135,157.07961,-2.5185886e-05,157.07964,45.013706,76.102188,-6.8546143,76.887581,44.491028,0.0043572402,1.5707964,-0.4448866
0.48958158,0.43484116,-0.0024806494,0.054532111,0.45105156,157.07961,-2.5194098e-05,157.07964,45.013706,76.117897,-5.4535012,76.90329,44.68441,0.0043572425,1.5707964,-0.44682032
0.4896816,0.43484116,-0.0024806594,0.040467888,0.4510518,157.07961,-2.5202089e-05,157.07964,45.013706,76.133614,-4.0470037,76.918999,44.833683,0.0043572448,1.5707964,-0.44831294
0.48978162,0.43484116,-0.0024806701,0.026363717,0.45105195,157.07961,-2.52099e-05,157.07964,45.013706,76.149323,-2.6365118,76.934708,44.938694,0.0043572462,1.5707964,-0.44936299
0.48988163,0.43484116,-0.0024806806,0.012233518,0.45105222,157.07961,-2.5217496e-05,157.07964,45.013706,76.165031,-1.2234167,76.950417,44.99934,0.0043572485,1.5707964,-0.44996944
0.48998165,0.43484116,-0.0024806911,-0.001908757,0.45105243,157.07961,-2.5224948e-05,157.07964,45.013706,76.18074,0.19088623,76.966133,45.015564,0.0043572504,1.5707964,-0.45013165
0.49008167,0.43484116,-0.0024807015,-0.016049149,0.45105261,157.07961,-2.5232244e-05,157.07964,45.013706,76.196449,1.6050006,76.981842,44.987347,0.0043572518,1.5707964,-0.44984952
0.49018168,0.43484116,-0.0024807125,-0.030173695,0.45105284,157.07961,-2.5239284e-05,157.07964,45.013706,76.212166,3.0175304,76.997551,44.914719,0.0043572541,1.5707964,-0.44912326
0.4902817,0.43484116,-0.0024807241,-0.044268455,0.45105302,157.07961,-2.5246018e-05,157.07964,45.013706,76.227875,4.4270816,77.01326,44.797749,0.004357256,1.5707964,-0.44795364
0.49038172,0.43484116,-0.0024807362,-0.058319513,0.45105323,157.07961,-2.5252542e-05,157.07964,45.013706,76.243584,5.832262,77.028969,44.636555,0.0043572579,1.5707964,-0.44634178
0.49048173,0.43484116,-0.0024807488,-0.072312996,0.45105347,157.07961,-2.5258929e-05,157.07964,45.013706,76.259293,7.2316852,77.044685,44.431297,0.0043572602,1.5707964,-0.4442893
0.49058175,0.43484116,-0.0024807616,-0.086235091,0.45105362,157.07961,-2.5265223e-05,157.07964,45.013706,76.275002,8.6239691,77.060394,44.182175,0.0043572616,1.5707964,-0.44179821
0.49068177,0.43484116,-0.0024807749,-0.10007206,0.45105386,157.07961,-2.5271429e-05,157.07964,45.013706,76.290718,10.007739,77.076103,43.889435,0.0043572639,1.5707964,-0.43887097
0.49078178,0.43484116,-0.0024807886,-0.11381023,0.4510541,157.07961,-2.5277655e-05,157.07964,45.013706,76.306427,11.381629,77.091812,43.553368,0.0043572658,1.5707964,-0.43551049
0.4908818,0.43484116,-0.0024808024,-0.12743604,0.45105425,157.07961,-2.5283967e-05,157.07964,45.013706,76.322136,12.744284,77.107529,43.174305,0.0043572672,1.5707964,-0.43172005
0.49098182,0.43484116,-0.0024808163,-0.14093606,0.45105448,157.07961,-2.5290288e-05,157.07964,45.013706,76.337845,14.094357,77.123238,42.752621,0.0043572695,1.5707964,-0.42750344
0.49108183,0.43484116,-0.0024808305,-0.15429693,0.45105469,157.07961,-2.5296647e-05,157.07964,45.013706,76.353561,15.430515,77.138947,42.288727,0.0043572718,1.5707964,-0.42286476
0.49118185,0.43484116,-0.002480845,-0.16750549,0.45105487,157.07961,-2.5303023e-05,157.07964,45.013706,76.36927,16.751442,77.154655,41.783089,0.0043572732,1.5707964,-0.41780865
0.49128187,0.43484116,-0.0024808596,-0.18054868,0.45105514,157.07961,-2.5309377e-05,157.07964,45.013706,76.384979,18.05583,77.170364,41.236202,0.0043572756,1.5707964,-0.41234007
0.49138188,0.43484116,-0.0024808743,-0.19341363,0.45105529,157.07961,-2.531561e-05,157.07964,45.013706,76.400688,19.342394,77.186081,40.648605,0.0043572774,1.5707964,-0.40646443
0.4914819,0.43484116,-0.0024808894,-0.20608765,0.4510555,157.07961,-2.5321746e-05,157.07964,45.013706,76.416397,20.609863,77.20179,40.020882,0.0043572793,1.5707964,-0.40018749
0.49158192,0.43484116,-0.0024809046,-0.21855821,0.45105577,157.07961,-2.5327747e-05,157.07964,45.013706,76.432114,21.856985,77.217499,39.353645,0.0043572816,1.5707964,-0.39351553
0.49168193,0.43484116,-0.0024809202,-0.23081301,0.45105588,157.07961,-2.5333567e-05,157.07964,45.013706,76.447823,23.082531,77.233208,38.647564,0.004357283,1.5707964,-0.38645506
0.49178195,0.43484116,-0.0024809355,-0.24283995,0.45105615,157.07961,-2.5339164e-05,157.07964,45.013706,76.463531,24.285288,77.248924,37.903324,0.0043572853,1.5707964,-0.37901309
0.49188197,0.43484116,-0.0024809507,-0.25462717,0.45105636,157.07961,-2.534452e-05,157.07964,45.013706,76.47924,25.464071,77.264633,37.12167,0.0043572872,1.5707964,-0.37119693
0.49198198,0.43484116,-0.0024809656,-0.26616299,0.45105651,157.07961,-2.5349584e-05,157.07964,45.013706,76.494957,26.617718,77.280342,36.303368,0.0043572886,1.5707964,-0.36301434
0.492082,0.43484116,-0.0024809807,-0.27743608,0.45105678,157.07961,-2.5354215e-05,157.07964,45.013706,76.510666,27.745085,77.296051,35.449226,0.0043572909,1.5707964,-0.35447338
0.49218202,0.43484116,-0.0024809963,-0.28843525,0.45105696,157.07961,-2.5358342e-05,157.07964,45.013706,76.526375,28.845062,77.31176,34.560089,0.0043572928,1.5707964,-0.34558249
0.49228203,0.43484116,-0.0024810121,-0.29914969,0.45105714,157.07961,-2.5361969e-05,157.07964,45.013706,76.542084,29.916563,77.327477,33.636833,0.0043572946,1.5707964,-0.33635044
0.49238205,0.43484116,-0.0024810277,-0.30956882,0.4510574,157.07961,-2.5365158e-05,157.07964,45.013706,76.557793,30.95853,77.343185,32.68037,0.004357297,1.5707964,-0.32678631
0.49248207,0.43484116,-0.0024810431,-0.31968233,0.45105755,157.07961,-2.5367919e-05,157.07964,45.013706,76.573509,31.969936,77.358894,31.691648,0.0043572984,1.5707964,-0.3168996
0.49258208,0.43484116,-0.0024810587,-0.32948026,0.45105776,157.07961,-2.5370187e-05,157.07964,45.013706,76.589218,32.94978,77.374603,30.671637,0.0043573007,1.5707964,-0.30670005
0.4926821,0.43484116,-0.0024810745,-0.3389529,0.451058,157.07961,-2.5372003e-05,157.07964,45.013706,76.604927,33.897095,77.390312,29.621347,0.0043573026,1.5707964,-0.29619771
0.49278212,0.43484116,-0.0024810908,-0.34809095,0.45105815,157.07961,-2.53734e-05,157.07964,45.013706,76.620636,34.810947,77.406029,28.541815,0.004357304,1.5707964,-0.28540295
0.49288213,0.43484116,-0.0024811071,-0.35688534,0.45105839,157.07961,-2.5374407e-05,157.07964,45.013706,76.636345,35.690434,77.421738,27.434107,0.0043573063,1.5707964,-0.27432644
0.49298215,0.43484116,-0.002481123,-0.36532742,0.4510586,157.07961,-2.5375071e-05,157.07964,45.013706,76.652061,36.534687,77.437447,26.299314,0.0043573086,1.5707964,-0.26297915
0.49308217,0.43484116,-0.0024811383,-0.37340885,0.45105875,157.07961,-2.5375395e-05,157.07964,45.013706,76.66777,37.342873,77.453156,25.138559,0.00435731,1.5707964,-0.25137222
0.49318218,0.43484116,-0.0024811542,-0.38112164,0.45105898,157.07961,-2.5375301e-05,157.07964,45.013706,76.683479,38.114193,77.468872,23.952988,0.0043573123,1.5707964,-0.23951712
0.4932822,0.43484116,-0.0024811702,-0.38845819,0.45105919,157.07961,-2.5374748e-05,157.07964,45.013706,76.699188,38.847889,77.484581,22.743769,0.0043573142,1.5707964,-0.22742558
0.49338222,0.43484116,-0.0024811863,-0.39541125,0.45105937,157.07961,-2.5373774e-05,157.07964,45.013706,76.714905,39.543228,77.50029,21.512098,0.0043573161,1.5707964,-0.21510953
0.49348226,0.43484116,-0.0024812019,-0.40197393,0.45105961,157.07961,-2.5372412e-05,157.07964,45.013706,76.730614,40.199535,77.515999,20.25919,0.0043573184,1.5707964,-0.20258111
0.49358228,0.43484116,-0.002481217,-0.40813982,0.45105973,157.07961,-2.5370644e-05,157.07964,45.01371,76.746323,40.816154,77.531708,18.98628,0.0043573198,1.5707964,-0.1898527
0.4936823,0.43484116,-0.0024812322,-0.41390276,0.45105997,157.07961,-2.536843e-05,157.07964,45.013706,76.762032,41.392479,77.547424,17.69463,0.0043573217,1.5707964,-0.17693688
0.49378231,0.43484116,-0.0024812475,-0.4192571,0.45106021,157.07961,-2.5365774e-05,157.07964,45.013706,76.77774,41.927944,77.563133,16.385509,0.004357324,1.5707964,-0.16384637
0.49388233,0.43484116,-0.0024812631,-0.42419755,0.45106032,157.07961,-2.5362682e-05,157.07964,45.01371,76.793457,42.422016,77.578842,15.060213,0.0043573254,1.5707964,-0.15059412
0.49398234,0.43484116,-0.002481278,-0.42871922,0.45106056,157.07961,-2.5359235e-05,157.07964,45.013706,76.809166,42.874207,77.594551,13.72005,0.0043573277,1.5707964,-0.13719319
0.49408236,0.43484116,-0.0024812922,-0.43281767,0.45106077,157.07961,-2.5355481e-05,157.07964,45.013706,76.824875,43.284073,77.610268,12.366342,0.0043573296,1.5707964,-0.12365683
0.49418238,0.43484116,-0.002481306,-0.43648884,0.45106095,157.07961,-2.5351414e-05,157.07964,45.01371,76.840584,43.651207,77.625977,11.000425,0.0043573314,1.5707964,-0.1099984
0.49428239,0.43484116,-0.0024813199,-0.43972909,0.45106116,157.07961,-2.5346937e-05,157.07964,45.013706,76.8563,43.97525,77.641685,9.6236496,0.0043573338,1.5707964,-0.096231371
0.49438241,0.43484116,-0.0024813344,-0.44253525,0.45106134,157.07961,-2.5342037e-05,157.07964,45.01371,76.872009,44.255882,77.657394,8.2373734,0.0043573352,1.5707964,-0.08236935
0.49448243,0.43484116,-0.0024813488,-0.44490454,0.45106155,157.07961,-2.5336722e-05,157.07964,45.01371,76.887718,44.492821,77.673103,6.8429646,0.004357337,1.5707964,-0.068426006
0.49458244,0.43484116,-0.0024813625,-0.44683459,0.45106176,157.07961,-2.5330959e-05,157.07964,45.013706,76.903427,44.685837,77.68882,5.4418006,0.0043573393,1.5707964,-0.05441511
0.49468246,0.43484116,-0.0024813754,-0.44832355,0.4510619,157.07961,-2.5324696e-05,157.07964,45.01371,76.919136,44.83474,77.704529,4.0352645,0.0043573407,1.5707964,-0.0403505
0.49478248,0.43484116,-0.0024813886,-0.44936988,0.45106211,157.07961,-2.5318097e-05,157.07964,45.01371,76.934853,44.939381,77.720238,2.6247447,0.0043573431,1.5707964,-0.026246054
0.49488249,0.43484116,-0.0024814021,-0.44997263,0.45106235,157.07961,-2.5311208e-05,157.07964,45.013706,76.950562,44.99966,77.735947,1.2116337,0.0043573454,1.5707964,-0.012115696
0.49498251,0.43484116,-0.0024814166,-0.45013115,0.45106247,157.07961,-2.5304176e-05,157.07964,45.01371,76.96627,45.015511,77.751656,-0.20267327,0.0043573468,1.5707964,0.0020266206
0.49508253,0.43484116,-0.002481434,-0.44984528,0.45106271,157.07961,-2.5297199e-05,157.07964,45.013706,76.981979,44.986923,77.767372,-1.6167803,0.0043573491,1.5707964,0.016166938
0.49518254,0.43484116,-0.0024814559,-0.44911534,0.45106292,157.07961,-2.5290554e-05,157.07964,45.01371,76.997688,44.913925,77.783081,-3.0292912,0.004357351,1.5707964,0.030291295
0.49528256,0.43484116,-0.0024814799,-0.44794202,0.45106307,157.07961,-2.5281131e-05,157.07964,45.01371,77.013405,44.796589,77.79879,-4.4388113,0.0043573524,1.5707964,0.044385746
0.49538258,0.43484116,-0.0024814985,-0.44632649,0.45106328,157.07961,-2.5263051e-05,157.07964,45.01371,77.029114,44.635029,77.814499,-5.8439498,0.0043573547,1.5707964,0.058436383
0.49548259,0.43484116,-0.0024815074,-0.44427034,0.45106339,157.07961,-2.5231342e-05,157.07964,45.01371,77.044823,44.429401,77.830215,-7.243319,0.0043573561,1.5707964,0.072429329
0.49558261,0.43484116,-0.0024815116,-0.44177562,0.45106357,157.07961,-2.5192538e-05,157.07964,45.01371,77.060532,44.179916,77.845924,-8.6355371,0.0043573584,1.5707964,0.086350769
0.49568263,0.43484116,-0.0024815106,-0.43884477,0.45106375,157.07961,-2.5147723e-05,157.07964,45.01371,77.076248,43.886814,77.861633,-10.019231,0.0043573603,1.5707964,0.10018697
0.49578264,0.43484116,-0.0024815041,-0.43548068,0.45106384,157.07961,-2.509944e-05,157.07964,45.01371,77.091957,43.550388,77.877342,-11.393033,0.0043573617,1.5707964,0.11392426
0.49588266,0.43484116,-0.0024814929,-0.43168667,0.45106402,157.07961,-2.5047499e-05,157.07964,45.01371,77.107666,43.170967,77.893051,-12.755588,0.004357364,1.5707964,0.12754908
0.49598268,0.43484116,-0.0024814808,-0.42746651,0.4510642,157.07961,-2.4998213e-05,157.07964,45.01371,77.123375,42.748928,77.908768,-14.105551,0.0043573664,1.5707964,0.14104798
0.49608269,0.43484116,-0.0024814701,-0.42282435,0.45106432,157.07961,-2.4954619e-05,157.07964,45.01371,77.139084,42.284687,77.924477,-15.441587,0.0043573678,1.5707964,0.15440765
0.49618271,0.43484116,-0.0024814582,-0.41776478,0.4510645,157.07961,-2.4913385e-05,157.07964,45.01371,77.1548,41.778702,77.940186,-16.762381,0.0043573701,1.5707964,0.16761488
0.49628273,0.43484116,-0.002481448,-0.41229278,0.45106468,157.07961,-2.487685e-05,157.07964,45.01371,77.170509,41.231472,77.955894,-18.066628,0.0043573719,1.5707964,0.18065664
0.49638274,0.43484116,-0.0024814394,-0.40641376,0.4510648,157.07961,-2.4844703e-05,157.07964,45.01371,77.186218,40.643539,77.971611,-19.353037,0.0043573738,1.5707964,0.19352005
0.49648276,0.43484116,-0.0024814315,-0.40013352,0.451065,157.07961,-2.4815194e-05,157.07964,45.013706,77.201927,40.015484,77.98732,-20.62034,0.0043573761,1.5707964,0.20619243
0.49658278,0.43484116,-0.0024814222,-0.39345828,0.45106512,157.07961,-2.4784167e-05,157.07964,45.01371,77.217644,39.347923,78.003029,-21.867289,0.0043573775,1.5707964,0.21866125
0.49668279,0.43484116,-0.0024814131,-0.38639462,0.45106533,157.07961,-2.47547e-05,157.07964,45.01371,77.233353,38.641518,78.018738,-23.092649,0.0043573794,1.5707964,0.23091419
0.49678281,0.43484116,-0.0024814017,-0.37894949,0.45106551,157.07961,-2.4724057e-05,157.07964,45.013706,77.249062,37.896965,78.034447,-24.295212,0.0043573817,1.5707964,0.24293919
0.49688283,0.43484116,-0.002481387,-0.37113026,0.45106563,157.07961,-2.4691193e-05,157.07964,45.01371,77.264771,37.115002,78.050163,-25.473791,0.0043573831,1.5707964,0.25472435
0.49698284,0.43484116,-0.0024813707,-0.36294463,0.45106584,157.07961,-2.4657653e-05,157.07964,45.013706,77.280479,36.296398,78.065872,-26.627222,0.0043573854,1.5707964,0.26625803
0.49708286,0.43484116,-0.0024813525,-0.35440072,0.45106602,157.07961,-2.4624533e-05,157.07964,45.013706,77.296196,35.441959,78.081581,-27.754366,0.0043573873,1.5707964,0.27752888
0.49718288,0.43484116,-0.002481333,-0.34550697,0.45106614,157.07961,-2.4592671e-05,157.07964,45.01371,77.311905,34.552536,78.09729,-28.854111,0.0043573892,1.5707964,0.28852573
0.49728289,0.43484116,-0.0024813118,-0.33627209,0.45106634,157.07961,-2.4561146e-05,157.07964,45.013706,77.327614,33.628998,78.112999,-29.925369,0.0043573915,1.5707964,0.29923776
0.49738291,0.43484116,-0.0024812906,-0.32670525,0.45106649,157.07961,-2.4532315e-05,157.07964,45.01371,77.343323,32.672264,78.128716,-30.967087,0.0043573934,1.5707964,0.30965438
0.49748293,0.43484116,-0.0024812694,-0.31681588,0.45106664,157.07961,-2.4505875e-05,157.07964,45.013706,77.359032,31.683277,78.144424,-31.978233,0.0043573952,1.5707964,0.3197653
0.49758294,0.43484116,-0.0024812487,-0.30661377,0.45106688,157.07961,-2.4481491e-05,157.07964,45.013706,77.374748,30.66301,78.160133,-32.957809,0.0043573971,1.5707964,0.32956055
0.49768296,0.43484116,-0.0024812294,-0.29610893,0.45106697,157.07961,-2.445889e-05,157.07964,45.01371,77.390457,29.612473,78.175842,-33.90485,0.0043573985,1.5707964,0.33903044
0.49778298,0.43484116,-0.0024812103,-0.28531182,0.45106721,157.07961,-2.4438454e-05,157.07964,45.013706,77.406166,28.5327,78.191559,-34.81842,0.0043574008,1.5707964,0.34816566
0.49788299,0.43484116,-0.0024811905,-0.27423301,0.45106739,157.07961,-2.4418929e-05,157.07964,45.013706,77.421875,27.424761,78.207268,-35.697617,0.0043574031,1.5707964,0.35695717
0.49798301,0.43484116,-0.0024811695,-0.26288348,0.45106754,157.07961,-2.4399465e-05,157.07964,45.01371,77.437592,26.289747,78.222977,-36.541573,0.0043574045,1.5707964,0.36539626
0.49808303,0.43484116,-0.0024811486,-0.25127444,0.45106775,157.07961,-2.438097e-05,157.07964,45.013706,77.4533,25.128782,78.238686,-37.349453,0.0043574069,1.5707964,0.37347466
0.49818304,0.43484116,-0.0024811265,-0.23941731,0.45106792,157.07961,-2.4362644e-05,157.07964,45.013706,77.469009,23.943008,78.254395,-38.120464,0.0043574087,1.5707964,0.38118434
0.49828306,0.43484116,-0.0024811034,-0.22732386,0.45106807,157.07961,-2.434455e-05,157.07964,45.013706,77.484718,22.733597,78.270111,-38.85384,0.0043574101,1.5707964,0.38851771
0.49838307,0.43484116,-0.0024810792,-0.21500598,0.45106831,157.07961,-2.4327112e-05,157.07964,45.013706,77.500427,21.501743,78.28582,-39.548859,0.0043574125,1.5707964,0.39546755
0.49848309,0.43484116,-0.002481054,-0.20247585,0.45106846,157.07961,-2.4311046e-05,157.07964,45.013706,77.516144,20.248663,78.301529,-40.204838,0.0043574143,1.5707964,0.40202698
0.49858311,0.43484116,-0.0024810287,-0.18974583,0.45106864,157.07961,-2.4295938e-05,157.07964,45.013706,77.531853,18.975594,78.317238,-40.821125,0.0043574162,1.5707964,0.40818951
0.49868312,0.43484116,-0.0024810035,-0.17682849,0.45106885,157.07961,-2.4282037e-05,157.07964,45.013706,77.547562,17.68379,78.332954,-41.39711,0.0043574185,1.5707964,0.41394907
0.49878314,0.43484116,-0.0024809793,-0.16373658,0.451069,157.07961,-2.4269744e-05,157.07964,45.013706,77.563271,16.374531,78.348663,-41.932232,0.0043574199,1.5707964,0.41929999
0.49888316,0.43484116,-0.0024809551,-0.15048304,0.45106921,157.07961,-2.4258787e-05,157.07964,45.013706,77.578987,15.049106,78.364372,-42.425957,0.0043574222,1.5707964,0.42423698
0.49898317,0.43484116,-0.0024809311,-0.13708094,0.45106941,157.07961,-2.4249081e-05,157.07964,45.013706,77.594696,13.708824,78.380081,-42.877796,0.0043574241,1.5707964,0.42875513
0.49908319,0.43484116,-0.0024809071,-0.1235435,0.45106956,157.07961,-2.424042e-05,157.07964,45.013706,77.610405,12.355008,78.39579,-43.287308,0.004357426,1.5707964,0.43285003
0.49918321,0.43484116,-0.0024808836,-0.10988411,0.4510698,157.07961,-2.4232959e-05,157.07964,45.013706,77.626114,10.988997,78.411507,-43.654087,0.0043574283,1.5707964,0.43651763
0.49928322,0.43484116,-0.0024808599,-0.09611623,0.45106998,157.07961,-2.4226245e-05,157.07964,45.013706,77.641823,9.6121359,78.427216,-43.977768,0.0043574302,1.5707964,0.43975428
0.49938324,0.43484116,-0.0024808359,-0.082253471,0.45107016,157.07961,-2.4220291e-05,157.07964,45.013706,77.657539,8.2257853,78.442924,-44.258038,0.0043574315,1.5707964,0.4425568
0.49948326,0.43484116,-0.0024808117,-0.068309508,0.4510704,157.07961,-2.4215266e-05,157.07964,45.013706,77.673248,6.831315,78.458633,-44.49461,0.0043574339,1.5707964,0.44492242
